JD,Date,Time,Lat,Long,"xCO2,w","xCO2,a",EqTemp,Pressure,SST(TSG),Sal(TSG),"fCO2w,eq","fCO2w,in situ",fCO2a,dfCO2
314.493623,11/10/01,11:50:49,21.49043833,-157.2550617,364.4009266,372.9750133,25.640753,1017.62085,25.59,35.12,353.286378,352.5959037,361.5642901,-8.968386385
314.496759,11/10/01,11:55:20,21.48158833,-157.2626467,364.3271107,372.9750133,25.653188,1017.382812,25.59,35.12,353.129495,352.2704939,361.5642901,-9.293796172
314.499884,11/10/01,11:59:50,21.47438167,-157.268685,364.105695,372.9750133,25.656297,1017.675781,25.6,35.12,353.0131018,352.2479353,361.5642901,-9.316354718
314.532188,11/10/01,12:46:21,21.38029833,-157.3525233,364.6628136,372.6388443,25.612778,1017.373657,25.57,35.13,353.4651205,352.8826554,361.2128622,-8.330206861
314.535301,11/10/01,12:50:50,21.372115,-157.3601883,364.0720072,372.6388443,25.569276,1017.30957,25.56,35.14,352.8762793,352.7500566,361.2128622,-8.462805658
314.538426,11/10/01,12:55:20,21.36206833,-157.3699867,363.456945,372.6388443,25.58481,1017.11731,25.55,35.14,352.2180846,351.7455365,361.2128622,-9.467325761
314.541551,11/10/01,12:59:50,21.35402,-157.37793,362.7930916,372.6388443,25.597239,1016.989136,25.54,35.14,351.5356955,350.7605106,361.2128622,-10.45235159
314.573854,11/10/01,13:46:21,21.26025833,-157.4640467,367.2354399,372.6374304,25.606562,1017.419434,25.56,35.05,355.9815528,355.343285,361.154862,-5.81157696
314.576956,11/10/01,13:50:49,21.25214,-157.4710933,367.0873887,372.6374304,25.637644,1017.318726,25.59,35.04,355.7812832,355.1286933,361.154862,-6.026168629
314.580081,11/10/01,13:55:19,21.24206167,-157.4798833,366.8900204,372.6374304,25.62521,1017.172241,25.61,35.05,355.5236248,355.3152851,361.154862,-5.839576896
314.583218,11/10/01,13:59:50,21.234095,-157.4870767,366.2241838,372.6374304,25.671844,1017.474365,25.63,35.06,354.9737826,354.4019528,361.154862,-6.752909121
314.615521,11/10/01,14:46:21,21.16637333,-157.5864417,368.1815038,-999.99,25.740276,1016.970825,25.69,35.04,356.6475004,355.9578094,-999.99,-999.99
314.618623,11/10/01,14:50:49,21.16506,-157.5973967,367.145026,-999.99,25.746499,1017.062378,25.68,35.03,355.6833129,354.7737469,-999.99,-999.99
314.621759,11/10/01,14:55:20,21.16348,-157.6110517,366.8490838,-999.99,25.734053,1017.034912,25.69,35.03,355.3798865,354.7775097,-999.99,-999.99
314.624884,11/10/01,14:59:50,21.16255333,-157.622005,366.9477216,-999.99,25.77762,1016.970825,25.7,35.03,355.4454889,354.3849526,-999.99,-999.99
314.657188,11/10/01,15:46:21,21.15628667,-157.7139317,369.2221142,-999.99,25.746499,1017.263794,25.76,35.04,357.713845,357.8998,-999.99,-999.99
314.660289,11/10/01,15:50:49,21.15912667,-157.7242017,368.2584369,-999.99,25.765171,1017.227173,25.75,35.04,356.7737994,356.5655088,-999.99,-999.99
314.663426,11/10/01,15:55:20,21.162675,-157.737045,367.8880329,-999.99,25.793184,1017.318726,25.75,35.03,356.4480185,355.8560774,-999.99,-999.99
314.666551,11/10/01,15:59:50,21.165385,-157.747315,367.8386558,-999.99,25.814977,1017.337036,25.75,35.03,356.4068029,355.5167477,-999.99,-999.99
314.698854,11/10/01,16:46:21,21.21248833,-157.8610183,367.8837572,-999.99,25.674954,1017.803955,25.62,34.99,356.7080209,355.9537469,-999.99,-999.99
314.701956,11/10/01,16:50:49,21.21851833,-157.86989,367.340917,-999.99,25.656297,1018.490601,25.62,34.99,356.4298182,355.9317458,-999.99,-999.99
314.705081,11/10/01,16:55:19,21.226285,-157.88094,366.8230253,-999.99,25.674954,1018.380737,25.62,34.99,355.8876616,355.1350397,-999.99,-999.99
314.708218,11/10/01,16:59:50,21.23251167,-157.8897617,366.5765043,-999.99,25.671844,1018.1427,25.6,34.99,355.5761999,354.5933788,-999.99,-999.99
314.740521,11/10/01,17:46:21,21.23239667,-157.8807617,366.1020562,-999.99,25.631427,1018.737793,25.59,35.05,355.3374677,354.7706142,-999.99,-999.99
314.743623,11/10/01,17:50:49,21.23188833,-157.8785483,365.8312498,-999.99,25.60967,1018.966675,25.59,35.05,355.1569995,354.8878263,-999.99,-999.99
314.746759,11/10/01,17:55:20,21.23637333,-157.87692,365.634347,-999.99,25.681173,1019.223022,25.59,35.05,355.0580526,353.8130903,-999.99,-999.99
314.749884,11/10/01,17:59:50,21.24160167,-157.8825517,365.4128789,-999.99,25.637644,1019.406128,25.59,35.05,354.9088159,354.2577502,-999.99,-999.99
