"FIPS","Region","State","1948.1","1948.2","1948.3","1948.4","1949.1","1949.2","1949.3","1949.4","1950.1","1950.2","1950.3","1950.4","1951.1","1951.2","1951.3","1951.4","1952.1","1952.2","1952.3","1952.4","1953.1","1953.2","1953.3","1953.4","1954.1","1954.2","1954.3","1954.4","1955.1","1955.2","1955.3","1955.4","1956.1","1956.2","1956.3","1956.4","1957.1","1957.2","1957.3","1957.4","1958.1","1958.2","1958.3","1958.4","1959.1","1959.2","1959.3","1959.4","1960.1","1960.2","1960.3","1960.4","1961.1","1961.2","1961.3","1961.4","1962.1","1962.2","1962.3","1962.4","1963.1","1963.2","1963.3","1963.4","1964.1","1964.2","1964.3","1964.4","1965.1","1965.2","1965.3","1965.4","1966.1","1966.2","1966.3","1966.4","1967.1","1967.2","1967.3","1967.4","1968.1","1968.2","1968.3","1968.4","1969.1","1969.2","1969.3","1969.4","1970.1","1970.2","1970.3","1970.4","1971.1","1971.2","1971.3","1971.4","1972.1","1972.2","1972.3","1972.4","1973.1","1973.2","1973.3","1973.4","1974.1","1974.2","1974.3","1974.4","1975.1","1975.2","1975.3","1975.4","1976.1","1976.2","1976.3","1976.4","1977.1","1977.2","1977.3","1977.4","1978.1","1978.2","1978.3","1978.4","1979.1","1979.2","1979.3","1979.4","1980.1","1980.2","1980.3","1980.4","1981.1","1981.2","1981.3","1981.4","1982.1","1982.2","1982.3","1982.4","1983.1","1983.2","1983.3","1983.4","1984.1","1984.2","1984.3","1984.4","1985.1","1985.2","1985.3","1985.4","1986.1","1986.2","1986.3","1986.4","1987.1","1987.2","1987.3","1987.4","1988.1","1988.2","1988.3","1988.4","1989.1","1989.2","1989.3","1989.4","1990.1","1990.2","1990.3","1990.4","1991.1","1991.2","1991.3","1991.4","1992.1","1992.2","1992.3","1992.4","1993.1","1993.2","1993.3","1993.4","1994.1","1994.2","1994.3","1994.4","1995.1","1995.2","1995.3","1995.4","1996.1","1996.2","1996.3","1996.4","1997.1","1997.2","1997.3","1997.4","1998.1","1998.2","1998.3","1998.4","1999.1","1999.2","1999.3","1999.4","2000.1","2000.2","2000.3","2000.4","2001.1","2001.2","2001.3","2001.4","2002.1","2002.2","2002.3","2002.4","2003.1"
"51","5","Virginia",3499,3622,3802,3799,3726,3711,3704,3759,3997,4024,4182,4466,4702,4837,4908,5058,5126,5259,5362,5416,5417,5472,5474,5444,5469,5450,5538,5641,5714,5790,5959,6025,6101,6324,6475,6583,6599,6700,6722,6701,6819,6832,7084,7189,7311,7412,7482,7579,7564,7716,7784,7803,7963,8090,8301,8495,8617,8811,8926,9113,9192,9356,9550,9832,10090,10307,10627,10849,10988,11106,11440,11680,11865,12048,12335,12695,12989,13182,13424,13899,14213,14656,15072,15340,15846,16208,16759,16859,16837,17745,17901,18258,18663,19303,19690,20135,20967,21233,21718,22709,23434,23982,24656,25513,26109,26868,27726,28497,28971,29534,30313,31203,32455,32929,33873,34896,35757,36788,38042,39169,40309,42016,43044,44563,45806,46895,48417,50459,52540,53408,54981,57578,60180,59672,62697,63329,63887,65595,67069,68752,69302,71159,72792,74686,77568,79603,82188,83428,85406,86685,87790,89566,92143,93548,94982,96782,99397,101366,103862,106644,108087,110781,113358,115864,119073,120584,121358,123215,125739,126790,128574,129354,131098,132212,132834,134000,137117,139118,140787,143804,143918,146669,147915,150391,150389,154960,156319,158258,159518,160628,161843,163778,166269,168835,171353,173296,176939,178456,181143,184222,187349,191524,195117,198038,202614,201865,204973,209459,215466,220039,224073,227532,230869,233930,232735,233388,234661,238366,239670,240605,243637
"53","8","Washington",3542,3633,3689,3788,3681,3689,3623,3643,3958,4009,4158,4312,4421,4513,4567,4665,4717,4771,4896,4938,5053,5081,5078,5168,5153,5192,5153,5403,5451,5471,5561,5553,5624,5752,5865,5941,5979,6179,6245,6247,6163,6185,6383,6570,6577,6669,6764,6842,6883,6997,6929,7011,7081,7227,7363,7556,7737,7876,7956,7974,8020,8018,8074,8214,8300,8398,8514,8635,8834,8973,9269,9448,9857,10112,10552,10872,10967,11152,11419,11734,12143,12439,12772,13004,13207,13631,13864,14083,14058,14352,14513,14563,14752,15031,15179,15439,15617,16006,16421,17184,17558,18060,18730,19543,19910,20484,21405,22199,22522,23318,23987,24737,25468,26096,26834,27612,28218,28854,29911,31193,32586,33810,35167,36581,37951,39174,40755,42070,43625,44266,45704,47757,48795,49696,51428,51754,52337,52947,53366,53996,55003,56030,56385,58320,59364,60330,61746,62165,63627,64444,65141,66175,67494,68274,69467,71220,71616,72861,74324,76686,77393,79223,80821,83084,85634,87593,89454,91783,94807,97228,99432,101105,102395,103953,105598,107199,109924,111185,112799,116626,114626,117618,118240,119998,119640,122810,124056,126843,127291,128786,130544,132102,134994,137831,141038,143448,146278,149296,151100,154137,158464,161960,165577,166768,170803,170052,174996,180741,186768,185753,186018,188832,189070,194232,192407,190868,194342,198138,200086,200319,201570
"54","5","West Virginia",2049,1980,2209,2196,2111,2039,1904,1845,1992,2113,2152,2213,2281,2319,2369,2413,2438,2383,2431,2512,2483,2472,2455,2438,2338,2324,2321,2355,2402,2449,2515,2546,2627,2748,2756,2842,2873,2943,2978,2954,2882,2804,2859,2905,2950,2990,2932,2976,3029,3054,3002,2959,2977,3013,3102,3122,3159,3182,3197,3212,3261,3310,3348,3392,3464,3513,3564,3651,3698,3760,3858,3870,3944,3953,4067,4162,4215,4231,4315,4342,4409,4518,4592,4626,4713,4837,4936,5057,5211,5372,5484,5710,5798,5993,6123,6009,6466,6450,6655,6897,7018,7116,7370,7566,7717,7992,8282,8350,8869,8984,9173,9592,9999,10112,10278,10757,11073,11485,11645,11936,11460,12904,13393,13730,13844,14075,14633,15093,15547,15662,15970,16608,16999,16202,17935,18164,18342,18424,18382,18462,18323,18557,18810,19200,19640,20010,20442,20232,20577,20888,21009,20938,21452,21470,21667,21724,21824,22083,22231,22653,22712,23173,23417,23733,24311,24234,24364,24853,25494,25966,26386,26686,26882,27213,27480,27891,28461,28846,29249,29847,29828,30433,30443,30794,31072,31576,31852,32165,32411,32490,32593,32951,33279,33528,34007,34269,34816,35079,35270,35643,36262,36576,37011,37102,36974,37233,37611,38070,38644,39354,39634,40118,40671,41063,41353,41608,42198,42467,42689,42944,43492
"55","3","Wisconsin",4595,4712,4857,4841,4701,4680,4691,4737,4991,4990,5258,5471,5770,6002,6004,6099,6114,6157,6301,6394,6462,6508,6434,6389,6400,6343,6370,6497,6640,6842,6988,7127,7295,7372,7505,7621,7701,7761,7868,7909,7849,7858,8023,8168,8383,8648,8751,8843,8928,8925,8956,8982,9010,9164,9302,9465,9598,9757,9798,9913,9898,10019,10190,10317,10566,10785,10966,11259,11431,11650,11919,12211,12518,12699,13107,13386,13522,13507,13773,13938,14331,14776,15150,15540,15894,16274,16648,16866,17208,17473,17822,18011,18152,18864,19150,19438,20079,20374,20684,21544,22044,22738,23434,24510,24635,25214,25838,26361,26604,27212,28108,28864,29528,30098,30917,31767,32852,33811,34705,35503,36789,37868,38968,40007,41443,42571,43923,45272,46517,46872,48177,49959,50494,51120,53124,53336,53919,54577,55492,55289,55127,56372,57522,58470,60693,61961,63201,63838,64792,65381,65973,66785,67908,68613,69527,70356,71605,72348,73942,75616,76189,77429,78701,80183,82761,83433,84184,85676,87059,88542,89893,90607,90816,92152,93197,94513,96740,98735,99826,102515,101653,103973,104522,107201,106907,109672,111795,113905,114834,115490,116131,117384,119193,120973,122994,124295,126284,127950,129572,131877,134561,136967,139143,140365,140715,142434,144222,146985,149392,151869,153677,155348,156713,157369,158594,158651,160906,162839,163937,165182,166801
"56","7","Wyoming",409,419,442,461,449,455,457,464,491,486,506,511,529,618,551,579,564,543,568,565,559,563,561,559,546,540,540,552,564,584,593,608,613,624,635,638,645,672,675,686,666,675,691,705,703,725,732,755,763,768,761,770,788,794,817,819,837,838,828,830,837,840,860,870,865,871,880,893,900,905,913,924,925,937,946,947,975,992,1018,1035,1052,1065,1085,1094,1135,1170,1194,1216,1255,1296,1329,1353,1398,1428,1468,1512,1545,1577,1666,1746,1795,1876,1916,2059,2148,2195,2269,2389,2430,2492,2587,2690,2738,2794,2862,3014,3123,3269,3436,3591,3755,3978,4136,4305,4484,4659,4866,5098,5313,5375,5636,5968,6054,6163,6462,6652,6713,6864,6722,6543,6550,6402,6438,6582,6575,6738,6933,7003,6973,7083,7158,7253,7337,7032,6783,6610,6609,6751,6819,6901,6791,6958,7026,7072,7365,7437,7543,7692,7926,8132,8237,8343,8496,8579,8680,8791,8951,9034,9056,9204,9381,9463,9525,9691,9679,9888,10010,10240,10233,10279,10290,10370,10379,10534,10701,10821,11205,11332,11551,11645,11862,12029,12261,12367,12713,12820,12991,13199,13477,13693,13832,14219,14271,14516,14744,14904,14996,15095,15271,15469,15688
"91","1","New England",13605,13743,14068,13962,13785,13609,13561,13692,14597,14610,15161,15819,16264,16721,16774,17008,17221,17484,17814,18230,18570,18888,18942,18903,18950,18874,19125,19465,19809,20171,20752,21201,21408,21718,22043,22394,22791,23136,23217,23204,23141,23322,23829,24103,24448,24987,25444,25904,25972,26253,26339,26508,26890,27326,27732,28211,28630,29161,29465,29673,30014,30255,30647,31120,31788,32379,32938,33551,33984,34648,35464,36140,36960,37620,38538,39546,40405,41049,41923,42550,43533,44658,45508,46505,47616,48717,49810,50730,51537,52701,53435,53895,54732,55704,56775,57350,58981,59911,61115,63250,64670,66106,67196,68778,70204,71925,73504,74677,75071,76579,78160,80108,82025,83688,86314,87765,89917,91934,94321,97033,99414,102686,105932,108528,112487,114793,118454,122541,127575,129625,133412,138967,142237,144715,150946,153199,154892,158138,161925,163407,166330,170208,173723,179932,185585,191602,197504,201065,205623,207956,210287,215537,219802,224176,228066,233364,238176,243600,251312,259293,264921,270408,275735,283602,289623,291863,293120,295913,299374,302611,305123,303846,303781,306707,307513,310050,316340,320492,322430,330621,323678,331465,336247,341169,337812,346212,349302,356063,358072,362415,366247,370457,375274,381513,386809,392979,400365,404943,409760,417856,425010,434656,441848,447023,448929,454477,463492,472228,492587,499629,510551,517235,523494,521469,520807,519362,524249,531524,532245,533241,537516
"92","2","Mideast",52393,53206,54869,55126,54326,54137,53832,53903,57370,57673,59442,61635,63144,64565,65239,66144,66861,67337,68620,71005,71774,73269,73453,73713,73241,73428,74018,75203,76162,77715,79793,81073,82354,83813,84893,86935,88199,89165,90051,90077,89264,89963,92122,93242,94417,96771,96959,98342,100237,100755,101164,101292,102396,103969,105445,107419,108752,110346,111443,112387,113346,114774,116090,117953,120471,122649,125066,126648,128699,130422,133936,136000,138862,141114,143839,146907,149936,152123,154789,157630,162439,166877,170720,174214,176548,180411,184408,188103,190707,196151,198935,200379,204856,209085,211790,214655,218889,223291,228772,237251,240672,244121,247789,254048,258447,265976,272223,277667,279858,285375,291645,298217,304532,309269,317956,323089,330815,337899,345996,354857,361085,372942,382617,392181,401140,410006,422754,435270,448735,455256,467157,485029,497179,505682,525237,532322,538848,548722,558250,567326,571725,582139,595345,611003,627092,645363,662026,672470,684100,692522,700208,713669,727066,737429,749053,757482,773103,787293,804521,826907,846830,856875,874504,895220,915269,928283,938161,948176,969690,984922,999665,1000386,1002407,1016597,1024207,1031510,1053750,1064310,1075848,1105813,1069274,1100522,1110153,1134571,1106191,1138615,1149649,1167410,1178719,1188440,1198720,1209580,1233490,1249976,1260677,1277239,1292948,1303468,1321218,1345607,1371425,1397166,1412373,1421284,1443607,1445966,1465040,1478613,1533630,1567335,1589291,1621161,1631068,1628112,1632447,1631164,1644672,1662445,1668240,1674725,1688282
"93","3","Great Lakes",46454,47191,48570,48830,46687,45951,45888,45378,48400,49583,52096,54203,56257,57887,58206,59226,59799,60176,61318,64311,65993,67389,67619,67002,66330,65761,65852,67452,68848,71285,72851,74048,75276,76221,76983,78902,79547,79851,80522,80212,79281,78938,80819,81599,83492,86133,85944,86707,88710,88950,89128,88742,88747,90222,91604,93269,94463,96277,97059,98166,98820,100102,101659,103547,105390,107502,109911,111729,114522,117078,119588,123716,125518,127681,130884,133347,133928,134483,137566,138790,143392,147205,150298,154056,156584,159984,163623,165952,166335,168651,171295,171567,175621,181562,183377,187075,192499,195398,199397,207779,214218,220035,225767,233530,235289,238983,247211,251307,251274,255855,263920,271478,279250,285429,292287,300544,308376,318222,327809,335728,342911,354257,364844,375041,385734,392023,402636,412343,422164,421435,432900,449544,457754,463451,477859,480465,478273,486579,490349,493706,493931,504414,515557,529972,546426,560350,573222,580658,590961,596684,602928,615246,621874,629587,635850,641878,653774,660111,671093,684785,697813,707325,718621,730011,753699,758090,764391,775082,788894,802717,813279,818083,815912,825682,835916,848013,863685,882017,890247,916118,902198,926710,933704,955483,956796,977384,993493,1011899,1023652,1028595,1036055,1048335,1057262,1073387,1088995,1099553,1116104,1130157,1145231,1162737,1183957,1200617,1214013,1228958,1234378,1244692,1253889,1276384,1312492,1325439,1339837,1347657,1358650,1360352,1367434,1364979,1373198,1396144,1402919,1409904,1422627
"94","4","Plains",19205,20221,20377,19996,18470,18236,17955,18243,19807,19868,20860,21622,22243,22269,22401,22790,22780,23428,24331,24079,24017,24026,23790,24078,24694,24629,25002,25175,25219,25288,25491,25630,25799,26494,26994,27667,27748,28281,29114,29257,29525,29928,30484,30783,30731,30863,30881,31470,31611,32293,33041,33276,33355,33251,33926,34552,35143,35939,36246,36969,37112,37315,37648,38229,38329,38646,39362,40319,41113,42458,43634,44793,45528,45700,46540,47465,47758,47969,49043,49515,50957,52231,53753,54801,55825,57196,58987,60242,61417,62205,63436,64044,65371,67184,68010,69307,71394,72466,75031,79539,81575,85455,89001,94119,92534,91029,92921,94936,96973,99488,103264,105270,106690,107761,109957,113267,117265,118986,122324,127575,131787,136156,139626,145920,147521,151063,155720,160542,163081,159919,166380,173968,181268,183104,191025,192782,191945,196234,197103,203180,200069,204423,206756,213078,222951,228227,233617,236726,240125,242803,244836,248127,250794,253195,256683,258933,264494,267659,270894,275901,280141,282054,284724,285237,298489,301618,304544,309874,315400,320881,325334,327328,328912,333456,337507,341529,350491,354893,358369,366681,362213,370174,365085,378122,381864,390730,396108,403298,405021,408035,411698,417824,429865,437371,444084,448473,452576,458588,465065,472462,482503,491051,497933,503371,503010,508065,513281,525456,534339,546218,553792,557165,562952,565546,569173,569280,576036,580552,585711,589532,597455
"95","5","Southeast",30747,32166,33037,32936,32246,31586,31357,31823,34400,34293,35582,37164,38696,40051,40719,41810,41736,42633,43842,44000,44764,45174,45227,45023,44981,44336,44874,45789,47056,48244,49672,50739,51481,52557,53327,54359,54747,55712,56393,56292,57270,57703,58996,60104,61250,62449,63138,63896,63740,65101,65347,65918,66655,67512,68910,70860,71394,72618,73751,74744,75765,76942,78679,80586,82038,83272,84859,86978,88452,89886,92969,95365,97299,99092,101782,104315,106457,107650,109703,112486,115564,119530,123063,125503,128838,132099,136296,138684,140989,145977,148431,151441,155334,160323,163751,167068,174199,177428,183181,192430,197256,203666,210830,218899,223209,228815,236166,239953,241945,248622,255573,264191,273466,278780,286024,294350,301675,310514,320029,330990,340127,354901,367955,378409,391140,399295,413316,428825,443289,448904,465151,485701,502870,509052,532138,537815,544228,553334,561206,567353,577961,590897,603928,621257,642745,661876,681143,692165,706667,718255,726257,740534,755191,762489,773726,782848,799748,813654,832466,855564,864459,884252,904444,925362,950650,964220,969185,991286,1014779,1029681,1045231,1051354,1063131,1077157,1088131,1103717,1128423,1146812,1147708,1190830,1187525,1214518,1225179,1246810,1252724,1282323,1300332,1324383,1343868,1356333,1371604,1392657,1411676,1438520,1459532,1473921,1503128,1519536,1539513,1566483,1600034,1629875,1655282,1672523,1692095,1708435,1721818,1753053,1798309,1828832,1854115,1874225,1895842,1909663,1918954,1921712,1944902,1968792,1979094,1995385,2016722
"96","6","Southwest",12517,13254,13538,13641,13480,14000,14181,14483,15363,14476,14779,15444,16144,16778,17645,18061,18172,18427,18962,18833,19122,19254,19026,19260,19283,19334,19709,19996,20433,20850,21194,21710,21944,22437,22896,23246,23510,23927,24691,24732,24798,24893,25480,25800,26330,26736,26848,27313,27190,27835,27949,28252,28546,29063,29559,30114,30599,30763,30938,31249,31810,31860,32430,33059,33623,34308,34880,35478,36050,36610,37438,38328,39197,39720,40600,41864,42545,43262,44353,45257,46439,48071,49919,51020,52264,53539,55291,56425,57673,59880,60808,61886,63665,65274,66001,67554,70202,71249,73585,77110,78736,81974,85035,88318,90293,92643,96171,98320,101004,103696,107372,111122,115123,117675,121351,125140,127871,131403,136017,142763,145557,152990,159948,165458,172354,177245,184199,192848,200173,203020,211504,221941,232032,238290,249991,257417,263176,265560,266596,270218,272800,278247,282346,292320,298518,308040,317065,322471,328605,333508,337582,342763,345203,343684,343457,341845,347818,351393,356885,362954,365745,373257,379538,386440,395257,400240,405754,413253,422979,431416,440606,443615,448626,455681,460435,467690,478133,486247,491921,504390,504570,516007,519956,531058,531094,545688,554990,568495,574294,581619,589260,598893,608280,619285,629463,639108,658899,670800,683767,696383,718127,730712,743768,752962,758015,769438,777451,795211,819754,833799,849525,857947,871240,871512,877630,878046,882369,892577,896253,902617,911058
"97","7","Rocky Mountain",4548,4658,4833,4844,4630,4677,4702,4736,5060,5024,5256,5527,5757,6010,6002,6224,6229,6250,6480,6421,6402,6403,6352,6354,6379,6344,6376,6542,6732,6901,7046,7209,7294,7527,7677,7842,7895,8082,8326,8402,8252,8280,8516,8655,8709,8891,8906,9114,9234,9395,9473,9569,9739,9847,10082,10250,10522,10739,10827,10945,10988,10985,11145,11311,11410,11503,11668,11854,12119,12267,12669,12913,13060,13134,13345,13534,13774,13940,14194,14456,14706,15167,15525,15872,16348,16797,17250,17611,18281,18799,19351,19648,20300,20976,21284,21904,22719,23235,24321,25592,25940,27115,27865,29275,30017,30550,31694,32347,32650,33557,34839,35863,36851,37665,38581,39887,40743,41971,43498,45610,47034,49164,50889,52895,54516,55405,57802,60505,62945,62851,65047,69042,70783,71971,75400,76897,77461,79342,79440,82046,82249,83641,85103,87469,89102,91460,93849,95083,96031,96995,97685,98922,100387,100179,100436,100455,102225,103813,104861,106662,106616,108743,110663,112459,115873,117646,119239,121344,124603,126716,129001,130333,132608,134688,136347,138516,141939,144220,146367,149530,152456,155886,157611,161894,161036,166122,168968,173038,176314,177767,180545,184108,186690,190640,194132,197101,201198,204771,209131,212288,218030,221310,225131,228817,232706,236297,238957,246228,252336,259527,265102,268181,270900,271833,272434,271806,273963,275997,277739,279810,282541
"98","8","Far West",23399,23759,24434,24366,24151,24217,24154,24527,27046,27199,28329,29603,30824,31820,32540,33528,34076,34827,35982,36518,37309,37616,37675,37899,37929,38214,38416,39795,40696,41728,42877,43209,44259,45391,46228,47054,47698,48676,49295,49422,49436,50001,51657,52766,53754,55239,56222,57391,57865,58661,59088,59581,60637,61618,62637,64034,65207,66601,67868,69061,70079,70575,71780,73459,75210,76664,77970,78931,80543,81675,83568,85249,87706,89489,91268,93022,95066,96102,98293,100134,103165,105906,108809,110763,113482,116579,119122,121690,123589,126734,128242,129401,131452,134225,136225,139208,142642,145113,149650,155830,158253,162807,166726,172191,176645,182500,189010,193558,196772,202216,208226,214672,221076,227420,234767,241029,247095,253347,260043,270980,281167,291259,300664,311018,323991,332983,344845,357057,370692,378282,387499,404495,415562,422341,438750,442806,449240,454749,460116,464873,475426,484828,493754,509330,526197,538578,553953,563125,578704,584173,592106,604249,615234,622944,633531,642595,657038,671362,682814,699889,712066,727888,743176,760872,780740,794099,805980,818759,847508,862841,875630,888273,884304,893072,900151,907713,927136,938747,945418,966559,952244,967924,971608,987770,974789,1003670,1013536,1029433,1041471,1051567,1063145,1073627,1093428,1109363,1124053,1140273,1158349,1178317,1196545,1215986,1247877,1269939,1292963,1313449,1334952,1347992,1367542,1406387,1460503,1479739,1519030,1526203,1537604,1540750,1538203,1535539,1552816,1573659,1585435,1597627,1610458
"Quarterly Personal Income, millions of dollars, seasonally adjusted at annual rates"
"Source: Regional Economic Information System / Bureau of Economic Analysis / U.S. Department of Commerce / July 2003"
