UT	Glat	Glon	Radius	Dst	Kp	E22.7-29.8eV	E29.8-39.2eV	E39.2-51.5eV	E51.5-67.7eV	E67.7-88.9eV	E88.9-115.0eV	E115.0-151.0eV	E151.0-196.0eV	E196.0-259.0eV	E259.0-342.0eV	E342.0-447.0eV	E447.0-593.0eV	E593.0-776.0eV	E.776-1.03keV	E1.03-1.35kev	E1.35-1.77keV	E1.77-2.31keV	E2.31-3.05keV	E3.05-4.00keV	E4.00-5.28keV	E5.28-6.94keV	E6.94-9.12keV	E9.12-12.0keV	E12.0-15.8keV	E15.8-20.7keV	E20.7-27.3keV	E27.3-35.8keV	E35.8-47.1keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P0.70-1.27eV	P1.27-2.3eV	P2.3-3.3eV	P3.3-3.9eV	P3.94.8eV	P4.8-6.1eV	P6.1-8.1eV	P8.1-10.5eV	P10.5-12.3eV	P12.3-15.8eV	P15.8-20.4eV	P20.4-26.2eV	P26.2-33.1eV	P33.1-42.7eV	P42.7-55.6eV	P55.6-72.2	P72.2-93.6eV	P93.6-124.0eV	P124.0-161.0eV	P161.0-211.0eV	P211.0-276.0eV	P276.0-365.0eV	P365.0-480.0eV	P480.0-626.0eV	P626.0-825.0eV	P.825-1.090keV	P1.09-1.42keV	P1.42-1.87keV	P1.87-2.45keV	P2.45-3.20keV	P3.20-4.20keV	P4.20-5.53keV	P5.53-7.26keV	P7.26-9.53keV	P9.53-12.5keV	P12.5-16.4keV	P16.4-21.6keV	P21.6-28.3keV	P28.3-37.1keV	P37.1-48.7keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
17.196300	-0.348720	103.840000	6.620600 -47	2.0	7.9706e+07	6.4228e+07	5.0755e+07	4.7832e+07	2.502e+07	2.0934e+07	1.5571e+07	1.313e+07	1.2357e+07	1.2212e+07	1.1919e+07	1.1563e+07	1.0109e+07	1.0175e+07	1.0153e+07	1.0337e+07	9.1573e+06	9.4256e+06	1.0827e+07	1.1972e+07	1.321e+07	1.23e+07	8.3784e+06	2.8369e+06	362070	111300	87717	33407	83026.6	17110	9241.49	5640.1	2694.55	1185.45	450.383	154.501	50.7349	21.7265	53.9832	2.60839	0.0694608	0.0037087	0.00108457	0.00154448	1.3824e+08	8.3273e+07	2.159e+07	2.6426e+07	1.3695e+07	4.1703e+07	1.179e+07	1.4151e+07	4.1789e+06	1.0221e+07	9.9116e+06	5.6402e+06	1.6099e+06	2.2064e+06	1.2157e+06	1.4953e+06	1.152e+06	0.010173	2.8446e+06	961130	635390	519400	336870	256560	536380	282120	260460	247040	277330	185890	177150	231680	218340	331050	299420	198790	100810	66786	51648	42934	34930.1	6369.86	1656.9	361.008	39.4683	61.1531	2.60547	0.592711	0.191547	-999	0.087448	0.00771871	-999	-999	-999	0	0.59413	0.57316	6374.4	6868.5	2642.8	3184.4	126.25	-39.252	132.63	-12.381	-383.46	
17.220200	-0.347360	103.840000	6.620600 -47	2.0	8.6791e+07	4.1703e+07	3.258e+07	2.2345e+07	2.1599e+07	2.4406e+07	2.4847e+07	1.9818e+07	2.0377e+07	1.4119e+07	1.1527e+07	1.028e+07	1.0515e+07	1.1965e+07	1.0911e+07	1.0812e+07	9.4175e+06	9.1763e+06	1.0859e+07	1.1145e+07	1.2464e+07	1.196e+07	7.9176e+06	2.496e+06	296900	84121	81451	29178	82359.8	16937.6	9211.7	5593.99	2709.63	1191.45	442.723	158.895	50.5069	23.3732	53.8956	2.61485	0.0689784	0.00414502	0.00115937	0.00148091	8.7969e+07	5.5515e+07	2.5908e+07	1.6516e+07	2.7391e+07	1.3021	1.179e+07	3.8592e+06	5.2236e+06	5.9622e+06	1.9823e+06	3.0765e+06	2.4148e+06	3.7824e+06	4.1333e+06	1.3084e+06	144000	878500	3.0119e+06	832980	977520	445200	252650	342080	130030	404780	241850	148220	176000	198010	235180	233980	192550	265360	253210	208840	107210	65996	51064	42504	34379	6414.37	1655.71	352.836	40.6584	61.273	2.98076	0.529001	0.191559	0.110639	0.105718	0.00971552	-999	-999	-999	0	0.57928	0.61938	6318.5	6953.6	2396.9	2762.2	112.35	-12.497	129.4	-7.6524	-282.65	
17.244100	-0.346000	103.840000	6.620600 -47	2.0	9.0333e+07	3.8367e+07	2.6064e+07	1.9904e+07	1.8092e+07	1.9502e+07	1.7898e+07	1.4978e+07	1.227e+07	1.0917e+07	9.5217e+06	8.0219e+06	8.9862e+06	9.7249e+06	1.1175e+07	1.157e+07	9.6152e+06	9.2491e+06	1.0641e+07	1.0721e+07	1.1974e+07	1.1605e+07	7.7446e+06	2.4137e+06	358850	99003	74142	36367	81084.2	16729.6	9126.16	5555.47	2698.93	1181.1	436.705	162.126	51.8628	24.4137	54.1606	2.60468	0.0667481	0.00433201	0.00117807	0.00146595	1.2567e+08	6.9394e+07	5.1815e+07	6.6064e+06	1.6435e+07	1.9754e+07	6.7371e+06	3.8592e+06	6.2683e+06	3.407e+06	3.9646e+06	2.5637e+06	2.0124e+06	1.2608e+06	729410	0.061035	575990	1.2079e+06	2.8446e+06	640750	293260	445200	505310	342080	243810	355720	213950	204690	197330	181850	201580	250030	312900	347800	272460	197350	108280	61649	47854	39928	33501.3	6286.48	1643.84	341.221	41.1822	59.4784	3.00445	0.621769	0.191576	0.110639	0.0959182	0.0117097	-999	-999	-999	0	0.62006	0.59499	5889.2	6644.7	2506.2	2800.2	122.77	-12.651	131.04	-3.3048	-304.22	
17.268000	-0.343290	103.840000	6.620600 -47	2.0	9.5752e+07	4.1369e+07	3.7151e+07	2.61e+07	1.7251e+07	1.5918e+07	1.7174e+07	1.4557e+07	1.5449e+07	1.349e+07	1.0147e+07	8.5097e+06	9.0855e+06	9.5549e+06	9.7088e+06	1.0522e+07	8.7013e+06	8.7601e+06	1.082e+07	1.166e+07	1.2448e+07	1.1708e+07	7.6936e+06	2.6076e+06	265520	104830	77796	34252	77434.8	16114	8870.08	5442.82	2600.78	1123.66	426.942	153.653	48.4518	21.7613	52.4908	2.38349	0.0584268	0.00409135	0.0010773	0.00147987	3.7701e+07	4.8576e+07	2.159e+07	4.2942e+07	2.4652e+07	2.1949e+07	5.0528e+06	5.1457e+06	0.8138	9.3692e+06	4.6254e+06	6.1529e+06	0.20345	2.8368e+06	1.702e+06	1.3084e+06	1.44e+06	3.2944e+06	7.3625e+06	961130	1.0264e+06	371000	617600	470360	292570	257590	232550	162340	250660	185890	222960	208740	347290	307870	274390	209550	116810	89312	58359	45724	33155.1	6025.08	1601.03	324.987	39.3119	55.603	2.90114	0.828995	-999	-999	0.0853425	0.0122613	-999	-999	-999	0	0.61292	0.57226	6405.7	7228.6	2489	2961.8	127.13	0.92374	135.46	-15.708	-326.05	
17.291900	-0.341930	103.840000	6.620600 -47	2.0	9.1219e+07	4.604e+07	3.3081e+07	2.4222e+07	1.9074e+07	1.5601e+07	1.723e+07	1.8194e+07	1.7553e+07	1.446e+07	1.272e+07	1.0587e+07	9.0981e+06	7.4865e+06	8.0077e+06	7.7607e+06	7.2185e+06	7.9353e+06	1.0429e+07	1.095e+07	1.1649e+07	1.2071e+07	1.0268e+07	4.1434e+06	494980	121650	80929	28332	75779.2	15837.8	8801.27	5447.58	2568.34	1107.34	423.251	149.295	46.9496	19.6622	51.1368	2.24534	0.0533641	0.00400478	0.00104717	0.0015557	10.417	8.3273e+07	1.7272e+07	4.6245e+07	1.3695e+07	1.7559e+07	1.6843e+07	1.1578e+07	6.2683e+06	3.407e+06	5.2862e+06	5.1274e+06	1.2074e+06	3.4672e+06	3.1608e+06	1.1215e+06	1.728e+06	1.4276e+06	5.3545e+06	1.0252e+06	879770	593600	280730	235180	162540	171720	288360	218800	202660	238420	222960	215630	165050	184200	176190	228930	218690	148190	67696	37352	34105.2	5942.61	1583.99	319.101	41.0076	55.5656	2.73153	0.847903	0.195653	-999	0.0811276	0.012081	-999	-999	-999	0	0.60168	0.60066	8092.8	7764.7	2654.1	3261.5	38.044	-24.951	132.58	-13.139	-407.58	
17.315800	-0.341930	103.840000	6.620600 -47	2.0	1.0193e+08	5.3046e+07	3.3833e+07	2.7227e+07	3.0715e+07	2.277e+07	2.4502e+07	2.2256e+07	1.8963e+07	1.6799e+07	1.535e+07	1.1398e+07	9.7118e+06	8.102e+06	7.5757e+06	8.4186e+06	7.7085e+06	8.1776e+06	1.0064e+07	1.0989e+07	1.1986e+07	1.1716e+07	9.4668e+06	2.9951e+06	292070	130710	92938	27909	76756.8	16200.6	9022.93	5576.56	2620.54	1145.2	438.433	155.137	50.0008	20.6837	51.9693	2.35223	0.0554385	0.00431643	0.00104717	0.0015931	7.5402e+07	2.7758e+07	4.7497e+07	1.9819e+07	3.5608e+07	-999	1.3474e+07	1.4151e+07	1.2537e+07	1.1073e+07	5.9469e+06	8.2039e+06	5.6346e+06	3.152e+06	1.702e+06	560750	1.44e+06	1.2079e+06	1.8406e+06	768900	977520	667800	336870	299320	243810	220790	139530	331730	202660	206090	274880	151400	182240	188070	217590	238260	219220	128440	59234	40143	34457.1	5948.98	1597.69	315.245	45.8508	56.9895	2.24839	0.60483	0.194265	0.110688	0.0869408	0.0144408	-999	-999	-999	0	0.64856	0.63538	7070.7	7284.3	2194.1	2779.9	88.545	82.546	131.22	-12.186	-273.92	
17.339600	-0.339220	103.840000	6.620600 -47	2.0	8.9891e+07	3.503e+07	2.857e+07	2.1593e+07	2.0757e+07	1.8764e+07	1.9602e+07	2.0549e+07	1.895e+07	1.7583e+07	1.7132e+07	1.5827e+07	1.2979e+07	1.0976e+07	9.3982e+06	8.8147e+06	7.7869e+06	8.289e+06	1.0131e+07	1.0602e+07	1.1061e+07	1.1632e+07	9.5893e+06	3.1774e+06	316210	118420	79885	21566	76824.5	16281.5	9118.16	5580.49	2631.25	1163.26	440.868	154.743	49.9591	21.7941	52.231	2.35344	0.0551967	0.00417619	0.00123416	0.00169407	8.797e+07	2.7758e+07	5.6133e+07	1.3213e+07	2.7391e+07	1.3169e+07	6.7371e+06	1.1578e+07	9.4025e+06	0.28483	3.9646e+06	6.1529e+06	6.842e+06	3.7824e+06	2.9176e+06	2.9906e+06	1.008e+06	988310	2.008e+06	768900	879770	556500	308800	256560	325080	208520	186040	162340	250660	234380	207690	208740	201150	218980	209880	233950	209620	134760	61569	40572	33838.2	5988.73	1605.98	320.498	44.2967	56.6775	2.49042	0.614606	0.191547	0.110688	0.076752	0.0165294	-999	-999	-999	0	0.64463	0.65914	7481.6	6997.3	2146	2668.8	67.867	75.143	132.45	-6.5168	-259.63	
17.363500	-0.337860	103.840000	6.620600 -47	2.0	1.3516e+08	7.9321e+07	5.0267e+07	5.1199e+07	4.0558e+07	2.154e+07	1.4938e+07	1.6074e+07	1.8136e+07	1.7986e+07	1.7439e+07	1.5555e+07	1.5284e+07	1.3982e+07	1.4502e+07	1.3115e+07	1.0994e+07	1.0461e+07	1.1638e+07	1.1927e+07	1.1762e+07	1.2241e+07	9.1907e+06	3.0779e+06	455400	137830	79885	29601	76782	16229.4	9149.28	5549.06	2633.46	1175.22	440.721	153.323	50.0808	21.1915	52.478	2.3022	0.0549598	0.00426968	0.00132766	0.00169781	7.5402e+07	-999	-999	5.6155e+07	3.2869e+07	4.3898e+06	8.4214e+06	1.4151e+07	1.3581e+07	2.5552e+06	5.9469e+06	2.051e+06	1.6099e+06	1.2608e+06	4.3764e+06	1.3084e+06	575990	549060	836650	1.2815e+06	782020	890400	393020	620010	260060	343450	204640	225860	282660	218220	180200	231680	180520	190650	207960	221750	193080	99982	53398	40787	34032.6	5992.85	1609.4	319.849	40.8839	57.7258	2.92879	0.635054	0.189495	0.110639	0.0702186	0.0156309	-999	-999	-999	0	0.59397	0.60981	6858.9	7155.3	2663.7	3132.8	96.74	-18.48	135.23	-0.50165	-368.14	
17.387400	-0.336510	103.840000	6.620600 -47	2.0	1.0902e+08	5.883e+07	4.3792e+07	3.1777e+07	2.3034e+07	1.9215e+07	2.0538e+07	2.1465e+07	1.4293e+07	1.4975e+07	1.4047e+07	1.4269e+07	1.4209e+07	1.2548e+07	1.2195e+07	1.2142e+07	1.0946e+07	1.0766e+07	1.3074e+07	1.2968e+07	1.3495e+07	1.2714e+07	8.7585e+06	3.373e+06	473450	141060	74664	21143	75795.9	16227.1	9061.92	5510.89	2629.28	1155.6	433.802	154.275	49.5489	20.0248	52.7904	2.26262	0.0522208	0.00456229	0.00132454	0.00159289	6.5104	9.0212e+07	3.4544e+07	3.6335e+07	3.2869e+07	2.8534e+07	2.5264e+07	1.5437e+07	9.4025e+06	5.9622e+06	2.6431e+06	-999	4.0247e+06	2.2064e+06	1.4588e+06	2.6168e+06	575990	1.4276e+06	1.506e+06	961130	488760	556500	477240	513110	373840	147190	195340	225860	192000	202050	189360	188100	175360	213830	236840	246870	156280	85755	52231	41431	34034.9	5893.37	1593.65	302.893	41.3193	57.4972	2.95589	0.813884	0.19149	0.110639	0.0745886	0.0122855	-999	-999	-999	0	0.57296	0.64104	7267.9	6977.1	2518.1	3012.5	82.38	-74.466	138.66	-5.4103	-334.03	
17.411300	-0.335150	103.840000	6.620600 -47	2.0	8.5905e+07	4.3371e+07	2.4811e+07	2.0091e+07	1.697e+07	1.5285e+07	1.5492e+07	1.6038e+07	1.539e+07	1.6346e+07	1.834e+07	1.8577e+07	1.6239e+07	1.5449e+07	1.4385e+07	1.4912e+07	1.2198e+07	1.1854e+07	1.2962e+07	1.3672e+07	1.3413e+07	1.2096e+07	7.8744e+06	2.6676e+06	430620	124890	69965	27487	74095.1	16096.2	8921.98	5437.58	2582.82	1127.28	422.417	154.011	48.4635	20.1416	52.2574	2.17145	0.047339	0.00395803	0.00122481	0.00154448	5.0268e+07	1.3879e+07	4.7497e+07	1.3213e+07	4.6565e+07	1.6276	8.4214e+06	1.4151e+07	5.2236e+06	6.8139e+06	5.2862e+06	7.1784e+06	4.4272e+06	2.5216e+06	972540	2.0561e+06	431990	768690	920310	320380	586510	593600	505310	427600	373840	269850	297660	211740	261330	202050	235180	208740	182240	188070	209880	236830	162680	84174	45520	39928	32712.4	5696.46	1558.95	281.21	39.3638	54.8284	2.61339	0.807529	0.19149	0.110639	0.0803077	0.0101742	-999	-999	-999	0	0.64747	0.692	6507.6	6203.8	2177.7	2709.6	35.511	-62.193	134.27	-8.5502	-257.17	
17.435200	-0.332440	103.840000	6.620600 -47	2.0	8.3691e+07	5.1109e+07	4.2653e+07	3.8256e+07	3.3555e+07	2.4218e+07	1.7904e+07	1.793e+07	1.5562e+07	1.6701e+07	1.5469e+07	1.4123e+07	1.3645e+07	1.3182e+07	1.3114e+07	1.445e+07	1.1665e+07	1.1658e+07	1.3476e+07	1.3484e+07	1.3061e+07	1.1743e+07	7.8865e+06	3.0031e+06	508200	146240	46991	25795	72179.1	15828.3	8779.03	5331.03	2525.35	1107.04	415.114	148.185	46.2955	18.8381	50.9433	2.03037	0.0433023	0.00339705	0.00118742	0.001537	1.2567e+08	6.2455e+07	3.0226e+07	2.9729e+07	1.9174e+07	3.2924e+07	2.0211e+07	1.2864e+07	3.1342e+06	9.3692e+06	2.6431e+06	3.5892e+06	2.4148e+06	4.0976e+06	2.6745e+06	0.020345	2.1599e+06	878500	1.5896e+06	1.0252e+06	782020	445200	477240	448980	308830	417050	167440	282330	287990	161640	219910	201860	214900	179050	209880	232520	165350	97215	46395	39070	31757.7	5343.96	1429.41	265.138	36.2337	51.303	2.31451	0.602145	0.195653	0.110639	0.0852734	0.0104026	-999	-999	-999	0	0.65804	0.75043	6505	6313.4	2060.6	2430.3	164.45	59.542	134.51	-11.278	-210.8	
17.459100	-0.332440	103.840000	6.620600 -47	2.0	1.2487e+08	4.1703e+07	2.4059e+07	1.7463e+07	1.2202e+07	1.3177e+07	1.0851e+07	1.0786e+07	7.292e+06	7.2137e+06	7.699e+06	7.9857e+06	8.2752e+06	8.0444e+06	9.5636e+06	1.0353e+07	1.0105e+07	1.035e+07	1.2705e+07	1.3023e+07	1.2671e+07	1.1719e+07	9.5915e+06	5.2969e+06	1.3501e+06	194770	68920	34252	70463.7	15600.1	8595.99	5179.06	2493.18	1076.68	407.567	145.796	42.9076	16.82	49.3146	1.85678	0.0384379	0.00324511	0.00129026	0.00155944	1.7594e+08	1.3185e+08	3.8862e+07	2.3122e+07	3.8347e+07	0.24414	2.358e+07	3.8592e+07	1.8805e+07	2.0442e+07	5.2862e+06	7.1784e+06	5.6346e+06	3.152e+06	3.8902e+06	1.8692e+06	1.872e+06	1.4276e+06	2.5099e+06	1.3456e+06	782020	630700	589530	662770	487620	367980	288360	275270	271990	295000	219910	213330	204590	213830	187740	228930	185620	90497	57483	37567	34443.3	5124.84	1307.89	257.332	31.0451	52.0222	2.37341	0.719014	0.195653	-999	0.0825913	0.0129999	-999	-999	-999	0	0.54012	0.58154	7192.5	7520.3	3105.7	3920.2	118.93	-22.917	131.31	-5.4451	-592.62	
17.483000	-0.331080	103.840000	6.620600 -47	2.0	2.6589e+08	5.0377e+07	2.5361e+07	1.883e+07	2.1422e+07	2.1852e+07	1.7277e+07	6.0057e+06	6.7347e+06	8.0284e+06	5.6746e+06	6.5489e+06	7.9348e+06	7.6464e+06	8.1199e+06	9.5664e+06	9.086e+06	1.0222e+07	1.3099e+07	1.3294e+07	1.2824e+07	1.2074e+07	9.6314e+06	5.2318e+06	1.5211e+06	235540	48558	24526	69198.7	15288.7	8407.72	5050.54	2397.79	1039.63	397.868	140.052	40.6259	16.3102	47.1597	1.69619	0.0344948	0.0034438	0.00142116	0.00162301	1.131e+08	2.0818e+07	2.159e+07	3.3032e+07	1.9174e+07	1.5364e+07	6.7371e+06	1.4151e+07	9.4025e+06	851740	7.9292e+06	5.1274e+06	0.32552	2.2064e+06	1.9451e+06	560750	2.8799e+06	0.050863	1.0876e+06	2.1786e+06	635390	148400	336870	256560	178790	318920	288360	197630	202660	165680	244340	197270	201150	240880	264760	233950	137610	87731	44061	38426	37079.6	4977.23	1218.74	259.328	26.3718	53.352	2.63197	0.658807	-999	0.110639	0.0874408	0.010413	-999	-999	-999	0	0.52748	0.62726	6948.3	7454.7	3071	3627.2	77.779	-10.612	131.64	-3.0084	-553.27	
17.506900	-0.328360	103.840000	6.620600 -47	2.0	4.0484e+08	4.4705e+07	2.857e+07	1.6748e+07	1.1781e+07	9.1711e+06	8.6152e+06	9.0352e+06	6.5497e+06	6.7704e+06	6.1612e+06	6.0128e+06	7.9375e+06	9.2391e+06	7.4792e+06	8.8512e+06	8.2754e+06	8.7788e+06	1.1881e+07	1.2411e+07	1.1878e+07	1.1527e+07	9.3928e+06	4.5678e+06	1.2962e+06	196070	54823	20721	68235.6	15146.5	8300.45	4982.52	2344.71	1012.48	390.556	134.417	41.5348	16.498	46.4971	1.65276	0.0332166	0.00382644	0.00127156	0.00167059	5.0268e+07	6.2455e+07	8.6359e+06	0.65104	1.0956e+07	3.0729e+07	5.0528e+06	7.7185e+06	6.2683e+06	4.2587e+06	5.9469e+06	3.0765e+06	1.6099e+06	2.2064e+06	1.4588e+06	1.4953e+06	1.872e+06	219630	334660	1.2174e+06	977520	371000	252650	491730	325080	196260	409290	247040	229330	169720	210740	204160	242410	249900	251280	233950	158410	79037	51356	36279	36063.5	4752.47	1126.69	243.535	26.6218	50.9917	2.68755	0.524087	0.19149	0.110639	0.0850005	0.0108219	-999	-999	-999	0	0.52307	0.54533	6929.2	7494.1	3525.8	3865.5	127.68	16.722	133.93	3.2729	-632.01	
17.530800	-0.327010	103.840000	6.620600 -47	2.0	5.4905e+08	6.2499e+07	3.3403e+07	2.0145e+07	1.3043e+07	9.6982e+06	6.8763e+06	4.8281e+06	5.3271e+06	4.7662e+06	5.0735e+06	5.7816e+06	6.7344e+06	7.1079e+06	8.0005e+06	9.3722e+06	8.4505e+06	8.906e+06	1.1935e+07	1.1943e+07	1.1853e+07	1.137e+07	8.8222e+06	4.3675e+06	1.2241e+06	214180	46991	29178	67033.2	15130.1	8210.4	4940.37	2365.63	1018	395.245	134.628	41.4437	15.5335	46.9234	1.64601	0.0329252	0.00314578	0.00133117	0.00164171	1.508e+08	2.7758e+07	5.6133e+07	2.6426e+07	1.4648	1.0975e+07	2.0211e+07	1.1578e+07	1.0447e+07	8.5174e+06	3.3039e+06	2.5637e+06	1.2074e+06	1.8912e+06	2.4314e+06	2.4299e+06	1.008e+06	439250	167330	897050	1.0753e+06	296800	842180	320700	162540	233060	260460	261150	250660	242460	241290	188100	223500	253760	266690	216010	124280	76666	39684	42075	35052.3	4549.22	1064.68	226.07	25.0832	50.2756	2.52432	0.505662	0.19149	-999	0.0928851	0.0117154	-999	-999	-999	0	0.50855	0.48723	7009.3	7399.4	3876.6	4320.1	124.33	12.243	139.02	-0.68046	-803.33	
17.554700	-0.325650	103.840000	6.620600 -47	2.0	7.0194e+08	3.87e+07	1.8546e+07	1.1642e+07	1.0519e+07	7.8007e+06	8.4571e+06	1.0036e+07	7.5977e+06	7.0296e+06	6.6488e+06	5.4564e+06	6.401e+06	8.0309e+06	9.7447e+06	9.4978e+06	8.2955e+06	9.3257e+06	1.2149e+07	1.2349e+07	1.1895e+07	1.1132e+07	8.9474e+06	4.9682e+06	1.6546e+06	292480	49602	24104	65791.6	14943.2	8067.15	4877.49	2361.24	1021.8	388.599	132.134	39.5026	15.0712	46.1314	1.60085	0.0324765	0.00225171	0.00140246	0.00153326	5.0268e+07	3.4697e+07	1.2954e+07	2.3122e+07	3.013e+07	1.7559e+07	1.5159e+07	7.7185e+06	7.3131e+06	3.407e+06	4.6254e+06	3.0765e+06	1.6099e+06	630400	2.1882e+06	1.4953e+06	0.061035	768690	585650	768900	635390	1.0017e+06	533380	662770	195050	171720	111620	317620	234660	202050	238230	217920	238970	300140	278240	178700	121610	58487	42894	37782	37455.7	4395.14	1034.2	227.989	24.5736	53.0608	2.34966	0.480632	-999	-999	0.110878	0.0108704	-999	-999	-999	0	0.51421	0.5702	6796.4	7105.3	3431	3763.9	126.55	7.2578	134.64	-12.415	-602.93	
17.578600	-0.324290	103.840000	6.620600 -47	2.0	1.4426e+09	8.3309e+07	4.8499e+07	3.2604e+07	1.0238e+07	6.5357e+06	5.2165e+06	5.0048e+06	5.1961e+06	4.5408e+06	5.4466e+06	4.7599e+06	4.899e+06	5.4716e+06	6.2652e+06	6.9456e+06	7.3339e+06	8.4529e+06	1.0971e+07	1.1823e+07	1.1424e+07	1.1051e+07	9.3718e+06	5.8806e+06	2.2135e+06	424370	59522	13532	63861.7	13703.1	7141.28	4411.76	2238.41	991.396	372.822	128.018	38.145	15.6804	44.7584	1.51004	0.0297949	0.00264907	0.00127156	0.00151456	5.0268e+07	-999	0	1.9819e+07	1.0956e+07	2.6339e+07	6.7371e+06	1.2864e+06	3.1342e+06	2.5552e+06	3.9646e+06	4.6147e+06	1.6099e+06	3.152e+06	486270	1.1215e+06	1.872e+06	0	418320	384450	1.173e+06	667800	477240	406220	243810	367980	251150	155280	223990	198010	201580	201860	221780	274370	298460	207400	102940	58092	41143	33488	43713.8	4392.39	1001.87	216.628	23.7381	53.9747	2.46828	0.543345	0.191576	-999	0.0851354	0.0116167	-999	-999	-999	0	0.46902	0.51441	7514.7	7126.2	4186.2	4633.1	25.796	19.418	128.78	-7.4566	-917.77	
17.602500	-0.321580	103.840000	6.620600 -47	2.0	1.794e+09	1.9028e+08	2.5312e+07	1.2956e+07	8.2748e+06	7.6953e+06	6.7183e+06	5.4169e+06	4.0608e+06	3.5746e+06	3.6067e+06	4.542e+06	4.0243e+06	4.2204e+06	5.5936e+06	6.4987e+06	6.6466e+06	7.6167e+06	1.0102e+07	1.1907e+07	1.2199e+07	1.1799e+07	1.0223e+07	6.3256e+06	2.2228e+06	475670	142540	99797	90998.6	12359.1	6391.64	4210.06	2139.01	946.985	359.452	122.66	34.8961	14.3765	43.2831	1.39587	0.0265698	0.00324122	0.00149596	0.00168659	1.131e+08	6.9394e+07	4.7497e+07	2.3122e+07	5.4782e+06	1.9754e+07	2.8633e+07	3.8592e+06	1.3581e+07	5.9622e+06	1.3215e+06	1.0768e+07	402470	2.5216e+06	2.1882e+06	1.6822e+06	0	658880	334660	576680	977520	1.1872e+06	617600	726910	406350	282120	316270	218800	250660	250550	219910	213330	266480	280820	285940	188740	96009	66391	42018	31986	67665	5085.89	944.05	191.529	21.1093	81.3119	3.5128	0.674049	0.191576	0.113044	0.0725024	0.010888	-999	-999	-999	0	0.45964	0.53189	6694.5	7075.8	4602.4	4816.7	139.21	-10.43	123.85	14.096	-1048.7	
17.626400	-0.320220	103.840000	6.620600 -47	2.0	2.18e+09	4.0235e+08	2.5062e+07	1.3144e+07	8.1346e+06	7.4845e+06	4.4262e+06	5.7113e+06	4.1045e+06	4.6143e+06	3.222e+06	3.1076e+06	3.7932e+06	4.573e+06	5.5951e+06	5.6751e+06	5.9683e+06	6.7107e+06	9.5541e+06	1.1329e+07	1.0858e+07	1.0866e+07	9.5819e+06	5.8826e+06	2.8311e+06	1.468e+06	690270	223280	107414	11477.8	6058.49	3667.05	1722.82	761.86	302.408	103.88	29.9787	12.2597	37.2885	1.172	0.0225824	0.00341436	0.00175775	0.0017271	1.2567e+07	9.0212e+07	2.5908e+07	2.6426e+07	1.3695e+07	2.1949e+07	1.3474e+07	1.9296e+07	1.2537e+07	6.8139e+06	-999	3.0765e+06	3.2198e+06	3.7824e+06	1.9451e+06	1.4953e+06	863980	658880	1.0876e+06	512600	391010	259700	1.2071e+06	598630	422610	306650	251150	232920	229330	181850	213800	183510	293990	280820	243580	167210	96009	58487	46687	32844	105716	6369.94	920.335	185.049	21.8878	112.093	4.02006	0.749848	0.189495	0.113044	0.0884598	0.0104118	-999	-999	-999	0	0.38693	0.53494	7007.1	7531.2	5676	5993.5	115.78	13.729	125.48	25.28	-1844.5	
17.650300	-0.317510	103.840000	6.620600 -47	2.0	2.1482e+09	7.698e+08	2.7819e+07	1.765e+07	1.2903e+07	1.0351e+07	1.3264e+07	1.1487e+07	1.214e+07	7.1555e+06	6.4256e+06	7.9654e+06	7.8434e+06	8.3376e+06	9.093e+06	9.7981e+06	8.7978e+06	9.405e+06	1.0481e+07	1.0934e+07	1.0603e+07	9.6061e+06	7.0649e+06	4.5629e+06	3.074e+06	1.5678e+06	538680	142080	106330	11724.7	5127.53	2773.91	1334.58	671.305	292.445	105.126	32.3684	13.4712	36.5089	1.20817	0.0236502	0.00296073	0.00153978	0.00155383	2.0107e+08	4.8576e+07	3.4544e+07	3.6335e+07	2.7391e+07	4.3898e+07	1.0106e+07	1.0291e+07	3.1342e+06	8.5174e+06	-999	3.5892e+06	3.6222e+06	2.8368e+06	2.4314e+06	560750	863980	439250	0.010173	704830	391010	371000	926400	513110	487620	392510	306970	204690	261330	202050	186310	197270	244130	243460	267650	206680	97609	68367	45812	34562	121528	7184.3	1004.49	208.687	26.1067	119.717	4.83692	0.904934	0.191547	-999	0.128368	0.0119639	-999	-999	-999	0	0.48182	0.59836	6803.4	7308.1	4427.7	4154.6	110.37	19.798	52.986	-7.0351	-880.3	
