NASA Ames Airborne Tracking 14-Channel Sunphotometer, AATS-14
SAFARI-2000  8/29/2000
Date processed: 28-Jan-2002 by Beat Schmid, Version 1.6
NO2 [molec/cm2]: 2e+015
O3 [DU]: 291
Relative Std Dev Filter Aerosol[%]: 3.0
Relative Std Dev Filter H2O [%]: 6.0
Max m_aero: Inf
Max tau_aero: 5.0
Max tau_aero error: Inf
Min Alpha Angstrom: 0.00
H2O coeff.  a: 0.005994 b: 0.6356
aerosol wavelengths [10^-6 m] 0.3535 0.3800 0.4490 0.4994 0.5246 0.6057 0.6751 0.7784 0.8645 1.0191 1.2413 1.5574
UT[h] Lat[deg] Long[deg] GPS_Alt[km] p_Alt[km] p[hPa] H2O[cm] H2O_Err[cm] AOD_flag AOD0354 AOD0380 AOD0449 AOD0499 AOD0525 AOD0606 AOD0675 AOD0778 AOD0865 AOD1019 AOD1241 AOD1557  Err0354 Err0380 Err0449 Err0499 Err0525 Err0606 Err0675 Err0778 Err0865 Err1019 Err1241 Err1557  a2_fit a1_fit a0_fit
08.78639 -23.01749  28.92971   3.933   3.938  640.54  0.0899  0.1023             1  0.0860  0.0826  0.0613  0.0495  0.0510  0.0366  0.0263  0.0206  0.0156  0.0130  0.0081  0.0037  0.0097  0.0198  0.0228  0.0276  0.0477  0.0306  0.0042  0.0024  0.0032  0.0024  0.0033  0.0098 -0.3948 -2.3042 -4.3886
08.78750 -23.01540  28.92871   3.936   3.926  641.49  0.0912  0.1023             1  0.0870  0.0839  0.0617  0.0504  0.0502  0.0379  0.0271  0.0209  0.0160  0.0133  0.0086  0.0049  0.0097  0.0198  0.0228  0.0276  0.0477  0.0306  0.0042  0.0024  0.0032  0.0024  0.0033  0.0098 -0.1921 -2.0702 -4.3287
08.78861 -23.00861  28.92545   3.921   3.910  642.76  0.0899  0.1023             1  0.0852  0.0826  0.0605  0.0497  0.0488  0.0377  0.0269  0.0207  0.0159  0.0131  0.0086  0.0053  0.0096  0.0198  0.0227  0.0276  0.0477  0.0306  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.1288 -1.9897 -4.3246
08.78972 -23.00442  28.92344   3.908   3.913  642.50  0.0899  0.1023             1  0.0868  0.0839  0.0615  0.0504  0.0496  0.0381  0.0272  0.0210  0.0161  0.0133  0.0087  0.0052  0.0097  0.0199  0.0228  0.0276  0.0477  0.0307  0.0042  0.0024  0.0032  0.0024  0.0033  0.0098 -0.1510 -2.0195 -4.3178
08.79083 -23.00019  28.92142   3.907   3.906  643.10  0.0907  0.1023             1  0.0884  0.0850  0.0630  0.0509  0.0518  0.0378  0.0272  0.0212  0.0162  0.0134  0.0086  0.0043  0.0097  0.0199  0.0228  0.0276  0.0477  0.0307  0.0042  0.0024  0.0032  0.0024  0.0033  0.0098 -0.3076 -2.2037 -4.3407
08.79194 -22.99599  28.91941   3.901   3.896  643.84  0.0940  0.1024             1  0.0919  0.0883  0.0652  0.0534  0.0529  0.0398  0.0286  0.0222  0.0169  0.0139  0.0090  0.0051  0.0098  0.0199  0.0228  0.0276  0.0477  0.0307  0.0043  0.0024  0.0033  0.0025  0.0034  0.0099 -0.2097 -2.0914 -4.2794
08.79306 -22.99179  28.91739   3.889   3.886  644.65  0.0964  0.1024             1  0.0940  0.0907  0.0665  0.0549  0.0527  0.0415  0.0298  0.0228  0.0176  0.0143  0.0095  0.0063  0.0098  0.0199  0.0229  0.0277  0.0478  0.0307  0.0043  0.0025  0.0033  0.0026  0.0034  0.0099 -0.0543 -1.9091 -4.2169
08.79417 -22.98967  28.91637   3.884   3.882  644.99  0.0968  0.1024             1  0.0946  0.0911  0.0671  0.0551  0.0537  0.0415  0.0297  0.0228  0.0179  0.0144  0.0096  0.0059  0.0097  0.0199  0.0228  0.0276  0.0477  0.0307  0.0042  0.0024  0.0032  0.0024  0.0033  0.0098 -0.1143 -1.9726 -4.2199
08.79528 -22.98389  28.91359   3.880   3.884  644.78  0.0940  0.1024             1  0.0931  0.0895  0.0662  0.0538  0.0537  0.0404  0.0290  0.0225  0.0175  0.0142  0.0093  0.0053  0.0096  0.0199  0.0227  0.0276  0.0477  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.1960 -2.0652 -4.2545
08.79639 -22.98389  28.91359   3.884   3.883  644.85  0.0917  0.1024             1  0.0917  0.0879  0.0655  0.0537  0.0538  0.0392  0.0281  0.0220  0.0169  0.0135  0.0086  0.0039  0.0107  0.0200  0.0238  0.0280  0.0482  0.0308  0.0048  0.0033  0.0039  0.0033  0.0040  0.0101 -0.4083 -2.3225 -4.3284
08.79778 -22.97600  28.90984   3.889   3.884  644.78  0.0890  0.1023             1  0.0885  0.0852  0.0630  0.0511  0.0514  0.0383  0.0273  0.0212  0.0165  0.0134  0.0087  0.0047  0.0096  0.0199  0.0228  0.0276  0.0477  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.2420 -2.1273 -4.3232
08.79889 -22.96969  28.90686   3.879   3.872  645.73  0.0885  0.1023             1  0.0872  0.0842  0.0619  0.0506  0.0500  0.0383  0.0273  0.0210  0.0165  0.0133  0.0087  0.0052  0.0097  0.0199  0.0228  0.0276  0.0477  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.1523 -2.0168 -4.3094
08.80000 -22.96551  28.90487   3.879   3.867  646.13  0.0893  0.1023             1  0.0887  0.0856  0.0630  0.0514  0.0509  0.0389  0.0277  0.0214  0.0168  0.0135  0.0088  0.0052  0.0097  0.0199  0.0228  0.0276  0.0477  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.1747 -2.0421 -4.2976
08.80111 -22.96342  28.90387   3.871   3.869  645.99  0.0941  0.1024             1  0.0944  0.0908  0.0669  0.0548  0.0537  0.0413  0.0295  0.0227  0.0180  0.0143  0.0095  0.0058  0.0097  0.0199  0.0228  0.0276  0.0478  0.0307  0.0042  0.0024  0.0032  0.0024  0.0033  0.0098 -0.1330 -1.9957 -4.2287
08.80222 -22.96342  28.90387   3.871   3.870  645.93  0.0937  0.1024             1  0.0946  0.0909  0.0670  0.0548  0.0537  0.0412  0.0296  0.0228  0.0180  0.0143  0.0095  0.0058  0.0097  0.0199  0.0228  0.0276  0.0478  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.1342 -1.9963 -4.2274
08.80333 -22.95503  28.89991   3.865   3.854  647.14  0.0921  0.1023             1  0.0922  0.0887  0.0657  0.0534  0.0532  0.0400  0.0287  0.0222  0.0175  0.0139  0.0091  0.0050  0.0098  0.0199  0.0229  0.0277  0.0478  0.0307  0.0043  0.0025  0.0033  0.0025  0.0034  0.0099 -0.2257 -2.1008 -4.2715
08.80444 -22.94929  28.89721   3.862   3.860  646.67  0.0956  0.1024             1  0.0959  0.0919  0.0681  0.0553  0.0553  0.0413  0.0298  0.0231  0.0183  0.0146  0.0096  0.0054  0.0097  0.0199  0.0228  0.0276  0.0478  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.2024 -2.0703 -4.2259
08.80528 -22.94669  28.89598   3.860   3.858  646.87  0.0946  0.1024             1  0.0948  0.0914  0.0673  0.0552  0.0539  0.0416  0.0298  0.0229  0.0182  0.0144  0.0096  0.0060  0.0097  0.0199  0.0228  0.0276  0.0478  0.0307  0.0042  0.0024  0.0032  0.0024  0.0033  0.0099 -0.1159 -1.9705 -4.2144
08.80639 -22.94669  28.89598   3.860   3.857  646.94  0.0905  0.1023             1  0.0909  0.0876  0.0647  0.0527  0.0524  0.0396  0.0284  0.0219  0.0173  0.0138  0.0091  0.0052  0.0097  0.0199  0.0228  0.0276  0.0478  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.1922 -2.0599 -4.2751
08.80750 -22.93835  28.89206   3.861   3.854  647.14  0.0926  0.1023             1  0.0930  0.0896  0.0661  0.0540  0.0532  0.0406  0.0291  0.0223  0.0178  0.0140  0.0093  0.0055  0.0097  0.0199  0.0228  0.0277  0.0478  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.1592 -2.0237 -4.2470
08.80889 -22.93418  28.89009   3.855   3.855  647.07  0.0907  0.1023             1  0.0913  0.0880  0.0649  0.0528  0.0525  0.0398  0.0284  0.0219  0.0175  0.0138  0.0092  0.0052  0.0097  0.0199  0.0228  0.0277  0.0478  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0098 -0.1889 -2.0576 -4.2722
08.80972 -22.93004  28.88813   3.851   3.846  647.81  0.0888  0.1023             1  0.0888  0.0860  0.0630  0.0518  0.0503  0.0394  0.0281  0.0215  0.0171  0.0134  0.0090  0.0057  0.0097  0.0199  0.0228  0.0277  0.0478  0.0307  0.0042  0.0024  0.0032  0.0024  0.0033  0.0099 -0.1001 -1.9546 -4.2759
08.81083 -22.92589  28.88617   3.846   3.850  647.48  0.0919  0.1023             1  0.0936  0.0900  0.0664  0.0544  0.0533  0.0409  0.0292  0.0224  0.0179  0.0140  0.0093  0.0055  0.0097  0.0199  0.0228  0.0277  0.0478  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.1694 -2.0397 -4.2473
08.81194 -22.92589  28.88617   3.846   3.847  647.74  0.0866  0.1022             1  0.0874  0.0845  0.0620  0.0506  0.0500  0.0383  0.0272  0.0209  0.0167  0.0131  0.0086  0.0050  0.0097  0.0199  0.0228  0.0277  0.0478  0.0307  0.0042  0.0024  0.0032  0.0024  0.0033  0.0099 -0.1888 -2.0643 -4.3211
08.81306 -22.91810  28.88250   3.839   3.830  649.09  0.0871  0.1022             1  0.0874  0.0843  0.0622  0.0508  0.0505  0.0382  0.0272  0.0210  0.0167  0.0130  0.0085  0.0047  0.0097  0.0199  0.0228  0.0277  0.0478  0.0307  0.0042  0.0024  0.0032  0.0024  0.0033  0.0099 -0.2481 -2.1293 -4.3302
08.81417 -22.91188  28.87957   3.833   3.832  648.89  0.0910  0.1023             1  0.0921  0.0885  0.0656  0.0533  0.0533  0.0398  0.0285  0.0221  0.0176  0.0137  0.0091  0.0048  0.0097  0.0199  0.0228  0.0277  0.0478  0.0307  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.2581 -2.1390 -4.2815
08.81528 -22.90980  28.87860   3.833   3.829  649.16  0.0900  0.1023             1  0.0906  0.0872  0.0644  0.0526  0.0521  0.0395  0.0282  0.0217  0.0173  0.0136  0.0090  0.0050  0.0097  0.0199  0.0228  0.0277  0.0478  0.0308  0.0042  0.0024  0.0032  0.0024  0.0033  0.0099 -0.2122 -2.0851 -4.2856
08.81639 -22.90463  28.87615   3.829   3.823  649.63  0.0926  0.1023             1  0.0919  0.0885  0.0654  0.0536  0.0528  0.0402  0.0288  0.0222  0.0177  0.0138  0.0092  0.0053  0.0097  0.0199  0.0228  0.0277  0.0478  0.0308  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.1947 -2.0620 -4.2633
08.81750 -22.89945  28.87371   3.828   3.815  650.23  0.0915  0.1023             1  0.0892  0.0861  0.0635  0.0518  0.0513  0.0392  0.0280  0.0217  0.0174  0.0137  0.0092  0.0054  0.0097  0.0199  0.0228  0.0277  0.0479  0.0308  0.0042  0.0024  0.0032  0.0024  0.0033  0.0099 -0.1628 -2.0112 -4.2736
08.81861 -22.89686  28.87249   3.822   3.815  650.30  0.0898  0.1023             1  0.0889  0.0859  0.0632  0.0517  0.0508  0.0393  0.0280  0.0215  0.0173  0.0135  0.0091  0.0055  0.0097  0.0199  0.0228  0.0277  0.0479  0.0308  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.1447 -1.9972 -4.2786
08.82000 -22.89169  28.87004   3.822   3.815  650.30  0.0897  0.1023             1  0.0895  0.0862  0.0637  0.0519  0.0516  0.0392  0.0280  0.0215  0.0173  0.0135  0.0090  0.0051  0.0097  0.0199  0.0228  0.0277  0.0479  0.0308  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.2062 -2.0704 -4.2892
08.82083 -22.88912  28.86882   3.821   3.811  650.57  0.0918  0.1023             1  0.0909  0.0876  0.0647  0.0528  0.0521  0.0399  0.0286  0.0220  0.0178  0.0138  0.0092  0.0054  0.0098  0.0199  0.0229  0.0277  0.0479  0.0308  0.0043  0.0024  0.0032  0.0025  0.0033  0.0099 -0.1745 -2.0290 -4.2616
08.82222 -22.88448  28.86662   3.817   3.809  650.77  0.0928  0.1024             1  0.0923  0.0889  0.0656  0.0536  0.0528  0.0405  0.0289  0.0223  0.0180  0.0139  0.0094  0.0055  0.0097  0.0199  0.0229  0.0277  0.0479  0.0308  0.0043  0.0024  0.0032  0.0024  0.0033  0.0099 -0.1672 -2.0223 -4.2471
08.82306 -22.87881  28.86393   3.815   3.803  651.24  0.0922  0.1023             1  0.0912  0.0877  0.0650  0.0527  0.0531  0.0395  0.0283  0.0219  0.0176  0.0137  0.0091  0.0048  0.0099  0.0200  0.0230  0.0278  0.0480  0.0308  0.0043  0.0025  0.0033  0.0026  0.0034  0.0099 -0.2607 -2.1341 -4.2842
08.82417 -22.87881  28.86393   3.812   3.799  651.51  0.0915  0.1023             1  0.0889  0.0859  0.0632  0.0517  0.0509  0.0392  0.0280  0.0215  0.0174  0.0135  0.0092  0.0055  0.0097  0.0200  0.0229  0.0277  0.0479  0.0308  0.0043  0.0024  0.0032  0.0024  0.0033  0.0099 -0.1371 -1.9858 -4.2747
08.82528 -22.87364  28.86148   3.805   3.791  652.19  0.0927  0.1024             1  0.0898  0.0867  0.0640  0.0522  0.0518  0.0395  0.0282  0.0217  0.0176  0.0137  0.0092  0.0053  0.0097  0.0200  0.0228  0.0277  0.0479  0.0308  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.1762 -2.0270 -4.2696
08.82639 -22.87364  28.86148   3.805   3.793  652.05  0.0925  0.1023             1  0.0902  0.0868  0.0641  0.0522  0.0519  0.0394  0.0281  0.0217  0.0176  0.0135  0.0091  0.0051  0.0097  0.0200  0.0228  0.0277  0.0479  0.0308  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.2025 -2.0650 -4.2806
08.82750 -22.86327  28.85658   3.797   3.785  652.66  0.0942  0.1024             1  0.0911  0.0878  0.0649  0.0529  0.0525  0.0400  0.0286  0.0221  0.0179  0.0138  0.0093  0.0053  0.0097  0.0200  0.0229  0.0277  0.0479  0.0308  0.0043  0.0024  0.0032  0.0024  0.0033  0.0099 -0.1879 -2.0403 -4.2585
08.82861 -22.85811  28.85413   3.797   3.783  652.86  0.0923  0.1023             1  0.0889  0.0859  0.0633  0.0517  0.0510  0.0394  0.0281  0.0215  0.0175  0.0135  0.0092  0.0055  0.0097  0.0200  0.0229  0.0277  0.0479  0.0308  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.1461 -1.9923 -4.2723
08.82972 -22.85553  28.85291   3.788   3.779  653.13  0.0923  0.1023             1  0.0894  0.0862  0.0637  0.0519  0.0517  0.0392  0.0280  0.0216  0.0175  0.0135  0.0091  0.0050  0.0097  0.0200  0.0229  0.0277  0.0479  0.0308  0.0042  0.0024  0.0032  0.0024  0.0033  0.0099 -0.2196 -2.0786 -4.2861
08.83083 -22.85553  28.85291   3.788   3.784  652.72  0.0962  0.1024             1  0.0938  0.0900  0.0668  0.0541  0.0544  0.0406  0.0292  0.0225  0.0183  0.0141  0.0095  0.0050  0.0098  0.0200  0.0229  0.0278  0.0480  0.0308  0.0043  0.0024  0.0033  0.0025  0.0034  0.0099 -0.2447 -2.1112 -4.2501
08.83194 -22.85553  28.85291   3.784   3.777  653.33  0.0980  0.1025             1  0.0950  0.0913  0.0677  0.0551  0.0547  0.0415  0.0298  0.0229  0.0186  0.0143  0.0097  0.0054  0.0097  0.0200  0.0229  0.0277  0.0479  0.0308  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.1996 -2.0564 -4.2229
08.83306 -22.84472  28.84779   3.784   3.771  653.80  0.0956  0.1024             1  0.0920  0.0886  0.0654  0.0538  0.0525  0.0404  0.0289  0.0222  0.0180  0.0136  0.0092  0.0053  0.0102  0.0200  0.0233  0.0279  0.0481  0.0309  0.0045  0.0028  0.0035  0.0028  0.0036  0.0100 -0.1899 -2.0527 -4.2580
08.83417 -22.83855  28.84484   3.776   3.765  654.27  0.0952  0.1024             1  0.0917  0.0883  0.0654  0.0533  0.0529  0.0404  0.0289  0.0222  0.0181  0.0139  0.0094  0.0054  0.0097  0.0200  0.0229  0.0277  0.0479  0.0308  0.0042  0.0023  0.0032  0.0024  0.0033  0.0099 -0.1832 -2.0323 -4.2482
08.83639 -22.83855  28.84484   3.776   3.757  654.88  0.0980  0.1029             1  0.0822  0.0849  0.0556  0.0545  0.0317  0.0409  0.0306  0.0182  0.0182  0.0075  0.0078  0.0133  0.0171  0.0212  0.0311  0.0311  0.0524  0.0316  0.0082  0.0074  0.0077  0.0074  0.0078  0.0121  0.7066 -1.1925 -4.3013
08.83750 -22.82925  28.84061   3.763   3.757  654.88  0.0963  0.1025             1  0.0851  0.0842  0.0584  0.0565  0.0383  0.0408  0.0291  0.0205  0.0175  0.0099  0.0077  0.0096  0.0108  0.0201  0.0239  0.0281  0.0485  0.0309  0.0048  0.0033  0.0040  0.0033  0.0040  0.0102  0.3368 -1.5404 -4.2857
08.83861 -22.82281  28.83870   3.757   3.764  654.34  0.0959  0.1024             1  0.0855  0.0840  0.0589  0.0553  0.0403  0.0405  0.0288  0.0207  0.0175  0.0107  0.0079  0.0089  0.0102  0.0200  0.0233  0.0279  0.0482  0.0309  0.0045  0.0028  0.0036  0.0028  0.0036  0.0100  0.2707 -1.5914 -4.2776
08.83972 -22.82006  28.83827   3.764   3.763  654.41  0.0997  0.1025             1  0.0882  0.0862  0.0612  0.0565  0.0428  0.0419  0.0296  0.0217  0.0180  0.0118  0.0085  0.0091  0.0106  0.0201  0.0237  0.0281  0.0484  0.0309  0.0047  0.0031  0.0038  0.0032  0.0039  0.0101  0.2391 -1.5976 -4.2273
08.84083 -22.82006  28.83827   3.777   3.772  653.73  0.0979  0.1025             1  0.0871  0.0851  0.0604  0.0558  0.0423  0.0415  0.0292  0.0215  0.0179  0.0117  0.0084  0.0091  0.0109  0.0201  0.0240  0.0282  0.0485  0.0309  0.0049  0.0034  0.0040  0.0034  0.0041  0.0102  0.2451 -1.5850 -4.2337
08.84222 -22.80925  28.83865   3.777   3.779  653.13  0.0989  0.1025             1  0.0878  0.0861  0.0608  0.0570  0.0417  0.0418  0.0297  0.0216  0.0180  0.0114  0.0085  0.0095  0.0102  0.0201  0.0234  0.0280  0.0482  0.0309  0.0045  0.0028  0.0036  0.0029  0.0037  0.0100  0.2847 -1.5535 -4.2277
08.84306 -22.80615  28.83941   3.781   3.782  652.93  0.1003  0.1025             1  0.0898  0.0876  0.0623  0.0570  0.0440  0.0424  0.0300  0.0221  0.0183  0.0121  0.0088  0.0092  0.0101  0.0200  0.0233  0.0279  0.0482  0.0309  0.0045  0.0027  0.0035  0.0028  0.0036  0.0100  0.2362 -1.5942 -4.2060
08.84417 -22.80615  28.83941   3.781   3.788  652.46  0.0978  0.1025             1  0.0874  0.0852  0.0606  0.0553  0.0431  0.0415  0.0292  0.0216  0.0179  0.0120  0.0087  0.0089  0.0104  0.0201  0.0236  0.0280  0.0483  0.0309  0.0046  0.0030  0.0037  0.0030  0.0038  0.0101  0.2283 -1.5942 -4.2269
08.84528 -22.79853  28.84281   3.787   3.788  652.39  0.0904  0.1024             1  0.0800  0.0788  0.0554  0.0517  0.0387  0.0387  0.0269  0.0198  0.0164  0.0106  0.0077  0.0084  0.0112  0.0202  0.0244  0.0283  0.0487  0.0310  0.0051  0.0036  0.0042  0.0037  0.0043  0.0103  0.2438 -1.5919 -4.3199
08.84861 -22.79358  28.84655   3.797   3.801  651.38  0.0868  0.1023             1  0.0781  0.0769  0.0546  0.0498  0.0376  0.0377  0.0266  0.0191  0.0159  0.0101  0.0073  0.0085  0.0111  0.0202  0.0243  0.0283  0.0487  0.0310  0.0050  0.0036  0.0042  0.0036  0.0043  0.0103  0.2809 -1.5675 -4.3507
08.84972 -22.78759  28.85402   3.797   3.804  651.18  0.0899  0.1023             1  0.0811  0.0793  0.0567  0.0512  0.0404  0.0386  0.0272  0.0196  0.0164  0.0107  0.0077  0.0082  0.0107  0.0201  0.0238  0.0281  0.0485  0.0310  0.0048  0.0032  0.0039  0.0032  0.0040  0.0101  0.2287 -1.6216 -4.3216
08.85083 -22.78495  28.85994   3.795   3.807  650.91  0.0970  0.1025             1  0.0889  0.0865  0.0620  0.0564  0.0436  0.0420  0.0300  0.0218  0.0179  0.0114  0.0084  0.0091  0.0105  0.0201  0.0236  0.0281  0.0484  0.0310  0.0047  0.0030  0.0037  0.0031  0.0038  0.0101  0.2417 -1.6102 -4.2319
08.85194 -22.78429  28.86232   3.800   3.810  650.71  0.0870  0.1023             1  0.0810  0.0794  0.0565  0.0514  0.0397  0.0390  0.0272  0.0201  0.0163  0.0112  0.0078  0.0083  0.0104  0.0201  0.0236  0.0281  0.0484  0.0310  0.0046  0.0030  0.0037  0.0030  0.0038  0.0101  0.2216 -1.6102 -4.3081
08.85306 -22.78429  28.86232   3.800   3.811  650.57  0.0829  0.1022             1  0.0773  0.0760  0.0536  0.0493  0.0379  0.0374  0.0260  0.0190  0.0156  0.0105  0.0074  0.0079  0.0107  0.0201  0.0239  0.0282  0.0485  0.0310  0.0048  0.0032  0.0039  0.0033  0.0040  0.0101  0.2270 -1.6120 -4.3596
08.85417 -22.78429  28.86232   3.800   3.810  650.71  0.0884  0.1023             1  0.0813  0.0797  0.0564  0.0516  0.0400  0.0391  0.0273  0.0200  0.0164  0.0109  0.0078  0.0082  0.0105  0.0201  0.0237  0.0281  0.0485  0.0310  0.0047  0.0031  0.0038  0.0031  0.0039  0.0101  0.2224 -1.6164 -4.3110
08.85528 -22.78396  28.87381   3.815   3.818  650.03  0.0893  0.1023             1  0.0833  0.0814  0.0578  0.0527  0.0410  0.0397  0.0278  0.0204  0.0168  0.0112  0.0080  0.0083  0.0107  0.0202  0.0239  0.0282  0.0486  0.0310  0.0048  0.0033  0.0039  0.0033  0.0040  0.0102  0.2211 -1.6188 -4.2893
08.85639 -22.78396  28.87381   3.815   3.829  649.16  0.0898  0.1023             1  0.0850  0.0828  0.0587  0.0532  0.0420  0.0402  0.0282  0.0208  0.0171  0.0115  0.0083  0.0084  0.0106  0.0201  0.0238  0.0281  0.0485  0.0310  0.0047  0.0031  0.0038  0.0032  0.0039  0.0101  0.2180 -1.6203 -4.2717
08.85750 -22.78396  28.87381   3.815   3.824  649.56  0.0871  0.1023             1  0.0816  0.0799  0.0566  0.0516  0.0402  0.0391  0.0273  0.0201  0.0165  0.0109  0.0079  0.0083  0.0108  0.0202  0.0240  0.0282  0.0486  0.0310  0.0049  0.0033  0.0040  0.0033  0.0040  0.0102  0.2245 -1.6121 -4.3055
08.85861 -22.78396  28.87381   3.815   3.830  649.09  0.0841  0.1022             1  0.0788  0.0773  0.0546  0.0498  0.0389  0.0379  0.0263  0.0194  0.0159  0.0105  0.0076  0.0079  0.0105  0.0201  0.0237  0.0281  0.0485  0.0310  0.0047  0.0031  0.0038  0.0031  0.0039  0.0101  0.2135 -1.6277 -4.3453
08.85972 -22.78396  28.87381   3.815   3.825  649.49  0.0840  0.1023             1  0.0784  0.0775  0.0541  0.0514  0.0370  0.0382  0.0267  0.0194  0.0159  0.0098  0.0073  0.0085  0.0115  0.0203  0.0247  0.0285  0.0490  0.0311  0.0052  0.0039  0.0044  0.0039  0.0045  0.0104  0.2847 -1.5745 -4.3536
08.86083 -22.79205  28.88846   3.834   3.826  649.36  0.0868  0.1023             1  0.0828  0.0817  0.0570  0.0550  0.0380  0.0399  0.0281  0.0201  0.0165  0.0097  0.0074  0.0090  0.0115  0.0203  0.0247  0.0285  0.0490  0.0311  0.0053  0.0039  0.0045  0.0039  0.0045  0.0104  0.3135 -1.5745 -4.3223
08.86194 -22.79205  28.88846   3.834   3.802  651.31  0.0892  0.1023             1  0.0863  0.0842  0.0599  0.0545  0.0426  0.0409  0.0287  0.0211  0.0173  0.0114  0.0082  0.0084  0.0107  0.0202  0.0239  0.0282  0.0486  0.0310  0.0048  0.0032  0.0039  0.0033  0.0040  0.0102  0.2085 -1.6420 -4.2651
08.86306 -22.79978  28.89293   3.787   3.782  652.93  0.0907  0.1024             1  0.0880  0.0853  0.0616  0.0534  0.0460  0.0410  0.0288  0.0215  0.0177  0.0125  0.0089  0.0077  0.0105  0.0201  0.0237  0.0281  0.0485  0.0310  0.0047  0.0031  0.0038  0.0031  0.0038  0.0101  0.1160 -1.7137 -4.2404
08.86417 -22.80186  28.89354   3.772   3.761  654.54  0.0910  0.1024             1  0.0874  0.0848  0.0609  0.0538  0.0446  0.0409  0.0287  0.0213  0.0174  0.0119  0.0085  0.0079  0.0109  0.0202  0.0240  0.0283  0.0487  0.0310  0.0049  0.0034  0.0040  0.0034  0.0041  0.0102  0.1493 -1.6974 -4.2576
08.86528 -22.80709  28.89407   3.763   3.760  654.68  0.0922  0.1024             1  0.0878  0.0855  0.0612  0.0550  0.0440  0.0415  0.0291  0.0214  0.0175  0.0116  0.0084  0.0083  0.0107  0.0202  0.0239  0.0282  0.0486  0.0310  0.0048  0.0032  0.0039  0.0033  0.0040  0.0102  0.1845 -1.6685 -4.2522
08.86639 -22.80930  28.89387   3.764   3.765  654.27  0.0885  0.1023             1  0.0830  0.0818  0.0572  0.0549  0.0383  0.0400  0.0280  0.0202  0.0166  0.0096  0.0074  0.0090  0.0112  0.0202  0.0244  0.0284  0.0489  0.0311  0.0051  0.0037  0.0043  0.0037  0.0043  0.0103  0.3071 -1.5821 -4.3221
08.86972 -22.81889  28.89009   3.737   3.725  657.50  0.0963  0.1025             1  0.0893  0.0871  0.0615  0.0573  0.0425  0.0422  0.0298  0.0217  0.0177  0.0111  0.0083  0.0091  0.0107  0.0202  0.0238  0.0282  0.0486  0.0310  0.0048  0.0032  0.0039  0.0032  0.0039  0.0102  0.2634 -1.6061 -4.2432
08.87083 -22.82257  28.88710   3.716   3.707  658.92  0.0969  0.1025             1  0.0908  0.0882  0.0632  0.0566  0.0453  0.0426  0.0300  0.0221  0.0182  0.0121  0.0086  0.0086  0.0106  0.0202  0.0237  0.0281  0.0485  0.0310  0.0047  0.0031  0.0038  0.0031  0.0039  0.0101  0.1922 -1.6594 -4.2188
08.87194 -22.82580  28.88339   3.709   3.702  659.32  0.1012  0.1026             1  0.0941  0.0914  0.0650  0.0601  0.0450  0.0442  0.0313  0.0229  0.0188  0.0118  0.0088  0.0096  0.0115  0.0203  0.0247  0.0285  0.0490  0.0311  0.0052  0.0038  0.0044  0.0039  0.0045  0.0104  0.2612 -1.6035 -4.1881
08.87306 -22.82580  28.88339   3.701   3.684  660.73  0.1055  0.1027             1  0.0948  0.0932  0.0651  0.0636  0.0425  0.0449  0.0324  0.0229  0.0189  0.0105  0.0085  0.0107  0.0126  0.0205  0.0259  0.0290  0.0496  0.0312  0.0058  0.0046  0.0051  0.0047  0.0052  0.0107  0.3641 -1.5326 -4.1920
08.87417 -22.82820  28.87954   3.696   3.689  660.40  0.1062  0.1027             1  0.0980  0.0954  0.0676  0.0635  0.0462  0.0459  0.0329  0.0238  0.0196  0.0119  0.0091  0.0103  0.0122  0.0204  0.0254  0.0288  0.0494  0.0312  0.0056  0.0043  0.0048  0.0044  0.0049  0.0106  0.2879 -1.5843 -4.1497
