2005 Colorado River interpolated elevation		
easting (m)	northing (m)	elev (ft)
624156.251	4273779.688	3952.173979
624158.251	4273779.688	3952.61361
624160.251	4273779.688	3952.41676
624162.251	4273779.688	3952.364267
624164.251	4273779.688	3952.226472
624166.251	4273779.688	3952.095239
624168.251	4273779.688	3952.41348
624170.251	4273779.688	3952.341301
624172.251	4273779.688	3952.111643
624174.251	4273779.688	3952.108362
624176.251	4273779.688	3952.065711
624178.251	4273779.688	3951.829491
624180.251	4273779.688	3951.704819
624182.251	4273779.688	3951.343928
624184.251	4273779.688	3951.301277
624186.251	4273779.688	3951.320962
624188.251	4273779.688	3951.051934
623564.251	4273777.688	3946.485013
623566.251	4273777.688	3946.406273
623568.251	4273777.688	3946.59
623570.251	4273777.688	3946.573596
623572.251	4273777.688	3946.478452
623574.251	4273777.688	3946.412835
623576.251	4273777.688	3946.380027
623578.251	4273777.688	3946.494856
623580.251	4273777.688	3946.501418
623582.251	4273777.688	3946.301287
623584.251	4273777.688	3946.343938
623586.251	4273777.688	3946.442363
623588.251	4273777.688	3946.317691
623590.251	4273777.688	3946.376746
623592.251	4273777.688	3946.370184
623594.251	4273777.688	3946.478452
623596.251	4273777.688	3946.583438
623598.251	4273777.688	3946.504698
623600.251	4273777.688	3946.261917
623602.251	4273777.688	3946.186458
623604.251	4273777.688	3946.330814
623606.251	4273777.688	3946.435801
623608.251	4273777.688	3946.501418
623610.251	4273777.688	3946.517822
623612.251	4273777.688	3946.481733
623614.251	4273777.688	3946.448924
623616.251	4273777.688	3946.419397
623618.251	4273777.688	3946.51126
623620.251	4273777.688	3946.691706
623622.251	4273777.688	3946.793412
623624.251	4273777.688	3946.895118
623626.251	4273777.688	3946.688425
623628.251	4273777.688	3946.94433
623630.251	4273777.688	3947.134619
623632.251	4273777.688	3947.088687
623634.251	4273777.688	3947.249448
623636.251	4273777.688	3947.387243
623638.251	4273777.688	3947.341311
623640.251	4273777.688	3947.301941
623642.251	4273777.688	3947.360996
623644.251	4273777.688	3947.278975
623646.251	4273777.688	3947.160865
623648.251	4273777.688	3947.105091
623650.251	4273777.688	3947.164146
623652.251	4273777.688	3947.134619
623654.251	4273777.688	3947.128057
623656.251	4273777.688	3946.931207
623658.251	4273777.688	3946.724514
623660.251	4273777.688	3946.698268
623662.251	4273777.688	3946.560473
623664.251	4273777.688	3946.803254
623666.251	4273777.688	3946.770446
623668.251	4273777.688	3946.701548
623670.251	4273777.688	3946.619528
623672.251	4273777.688	3946.448924
623674.251	4273777.688	3946.419397
623676.251	4273777.688	3946.498137
623678.251	4273777.688	3946.580158
623680.251	4273777.688	3946.721233
623682.251	4273777.688	3946.626089
623684.251	4273777.688	3946.481733
623686.251	4273777.688	3946.573596
623688.251	4273777.688	3946.51126
623690.251	4273777.688	3946.498137
623692.251	4273777.688	3946.485013
623694.251	4273777.688	3946.343938
623696.251	4273777.688	3946.232389
623698.251	4273777.688	3946.104437
623700.251	4273777.688	3946.130683
623702.251	4273777.688	3946.124122
623704.251	4273777.688	3946.114279
623706.251	4273777.688	3946.193019
623708.251	4273777.688	3946.012573
623710.251	4273777.688	3946.055224
623712.251	4273777.688	3946.028978
623714.251	4273777.688	3945.953518
623716.251	4273777.688	3945.815723
623718.251	4273777.688	3945.815723
623720.251	4273777.688	3945.595908
623722.251	4273777.688	3945.451551
623724.251	4273777.688	3945.267824
623726.251	4273777.688	3945.123468
623728.251	4273777.688	3945.189084
623730.251	4273777.688	3945.205488
623732.251	4273777.688	3944.952864
623734.251	4273777.688	3944.920056
623736.251	4273777.688	3944.854439
623738.251	4273777.688	3944.792103
623740.251	4273777.688	3944.73961
623742.251	4273777.688	3944.654308
623744.251	4273777.688	3944.591973
623746.251	4273777.688	3944.608377
623748.251	4273777.688	3944.736329
623750.251	4273777.688	3944.933179
623752.251	4273777.688	3945.100502
623754.251	4273777.688	3945.087378
623756.251	4273777.688	3945.041447
623758.251	4273777.688	3945.146433
623760.251	4273777.688	3945.248139
623762.251	4273777.688	3945.481078
623764.251	4273777.688	3945.379373
623766.251	4273777.688	3945.500763
623768.251	4273777.688	3945.510606
623770.251	4273777.688	3945.56638
623772.251	4273777.688	3945.618873
623774.251	4273777.688	3945.569661
623776.251	4273777.688	3946.022416
623778.251	4273777.688	3946.402993
623780.251	4273777.688	3947.147742
623782.251	4273777.688	3947.387243
623784.251	4273777.688	3947.469264
623786.251	4273777.688	3947.616901
623788.251	4273777.688	3948.023724
623790.251	4273777.688	3948.410863
623792.251	4273777.688	3950.44826
623794.251	4273777.688	3951.130674
623796.251	4273777.688	3951.360332
623798.251	4273777.688	3950.756659
623800.251	4273777.688	3950.664795
623802.251	4273777.688	3950.267814
623804.251	4273777.688	3949.77897
623806.251	4273777.688	3949.224509
623808.251	4273777.688	3949.270441
623810.251	4273777.688	3949.588682
623812.251	4273777.688	3950.405609
623814.251	4273777.688	3951.081461
623816.251	4273777.688	3951.301277
623818.251	4273777.688	3951.268469
623820.251	4273777.688	3951.238941
623822.251	4273777.688	3951.350489
623824.251	4273777.688	3951.537497
623826.251	4273777.688	3951.416106
623828.251	4273777.688	3951.859019
623830.251	4273777.688	3951.576867
623832.251	4273777.688	3951.284873
623834.251	4273777.688	3950.937104
623836.251	4273777.688	3950.481069
623838.251	4273777.688	3950.166109
623840.251	4273777.688	3950.021752
623842.251	4273777.688	3949.834744
623844.251	4273777.688	3949.447606
623846.251	4273777.688	3949.811779
623848.251	4273777.688	3949.614929
623850.251	4273777.688	3948.814405
623852.251	4273777.688	3947.954827
623854.251	4273777.688	3947.475825
623856.251	4273777.688	3947.347873
623858.251	4273777.688	3947.485668
623860.251	4273777.688	3947.843279
623862.251	4273777.688	3947.984354
623864.251	4273777.688	3948.309157
623866.251	4273777.688	3948.594589
623868.251	4273777.688	3948.689734
623870.251	4273777.688	3948.588028
623872.251	4273777.688	3948.574904
623874.251	4273777.688	3948.791439
623876.251	4273777.688	3948.673329
623878.251	4273777.688	3948.647083
623880.251	4273777.688	3948.571624
623882.251	4273777.688	3948.532254
623884.251	4273777.688	3948.670049
623886.251	4273777.688	3948.650364
623888.251	4273777.688	3948.568343
623890.251	4273777.688	3948.512569
623892.251	4273777.688	3948.437109
623894.251	4273777.688	3948.492884
623896.251	4273777.688	3948.483041
623898.251	4273777.688	3948.525692
623900.251	4273777.688	3948.469918
623902.251	4273777.688	3948.371493
623904.251	4273777.688	3948.378054
623906.251	4273777.688	3948.378054
623908.251	4273777.688	3948.141834
623910.251	4273777.688	3947.869525
623912.251	4273777.688	3947.820313
623914.251	4273777.688	3947.728449
623916.251	4273777.688	3947.633305
623918.251	4273777.688	3947.590654
623920.251	4273777.688	3947.662833
623922.251	4273777.688	3947.862964
623924.251	4273777.688	3947.971231
623926.251	4273777.688	3947.987635
623928.251	4273777.688	3948.056533
623930.251	4273777.688	3948.273068
623932.251	4273777.688	3948.358369
623934.251	4273777.688	3948.604432
623936.251	4273777.688	3948.748789
623938.251	4273777.688	3948.811124
623940.251	4273777.688	3949.083434
623942.251	4273777.688	3949.260599
623944.251	4273777.688	3949.500099
623946.251	4273777.688	3949.664141
623948.251	4273777.688	3949.654299
623950.251	4273777.688	3949.562435
623952.251	4273777.688	3949.457449
623954.251	4273777.688	3949.38527
623956.251	4273777.688	3949.273722
623958.251	4273777.688	3949.309811
623960.251	4273777.688	3949.221229
623962.251	4273777.688	3949.175297
623964.251	4273777.688	3949.158893
623966.251	4273777.688	3949.152331
623968.251	4273777.688	3949.201544
623970.251	4273777.688	3949.254037
623972.251	4273777.688	3949.155612
623974.251	4273777.688	3949.231071
623976.251	4273777.688	3949.283564
623978.251	4273777.688	3949.342619
623980.251	4273777.688	3949.421359
623982.251	4273777.688	3949.467291
623984.251	4273777.688	3949.480414
623986.251	4273777.688	3949.477134
623988.251	4273777.688	3949.470572
623990.251	4273777.688	3949.46401
623992.251	4273777.688	3949.473853
623994.251	4273777.688	3949.526346
623996.251	4273777.688	3949.677264
623998.251	4273777.688	3949.651018
624000.251	4273777.688	3949.77897
624002.251	4273777.688	3949.706792
624004.251	4273777.688	3949.431202
624006.251	4273777.688	3949.434483
624008.251	4273777.688	3949.887238
624010.251	4273777.688	3950.077526
624012.251	4273777.688	3950.261253
624014.251	4273777.688	3950.428575
624016.251	4273777.688	3950.714008
624018.251	4273777.688	3950.891173
624020.251	4273777.688	3951.147078
624022.251	4273777.688	3951.534216
624024.251	4273777.688	3951.806525
624026.251	4273777.688	3952.121485
624028.251	4273777.688	3952.321616
624030.251	4273777.688	3952.679227
624032.251	4273777.688	3952.895762
624034.251	4273777.688	3953.066365
624036.251	4273777.688	3953.233688
624038.251	4273777.688	3953.368202
624040.251	4273777.688	3953.538805
624042.251	4273777.688	3953.512559
624044.251	4273777.688	3952.987625
624046.251	4273777.688	3952.803899
624048.251	4273777.688	3952.623453
624050.251	4273777.688	3952.603768
624052.251	4273777.688	3952.282246
624054.251	4273777.688	3952.383952
624056.251	4273777.688	3951.901669
624058.251	4273777.688	3951.895108
624060.251	4273777.688	3952.233034
624062.251	4273777.688	3952.922009
624064.251	4273777.688	3953.880012
624066.251	4273777.688	3953.99156
624068.251	4273777.688	3954.355733
624070.251	4273777.688	3954.326205
624072.251	4273777.688	3954.221219
624074.251	4273777.688	3954.280274
624076.251	4273777.688	3953.925944
624078.251	4273777.688	3953.574895
624080.251	4273777.688	3953.325551
624082.251	4273777.688	3952.84655
624084.251	4273777.688	3952.797337
624086.251	4273777.688	3952.69235
624088.251	4273777.688	3952.567679
624090.251	4273777.688	3952.410199
624092.251	4273777.688	3952.242876
624094.251	4273777.688	3952.465973
624096.251	4273777.688	3952.397075
624098.251	4273777.688	3952.597206
624100.251	4273777.688	3952.498781
624102.251	4273777.688	3952.518466
624104.251	4273777.688	3952.282246
624106.251	4273777.688	3951.754032
624108.251	4273777.688	3951.599833
624110.251	4273777.688	3951.996814
624112.251	4273777.688	3952.121485
624114.251	4273777.688	3952.131328
624116.251	4273777.688	3951.98369
624118.251	4273777.688	3951.977129
624120.251	4273777.688	3952.088677
624122.251	4273777.688	3952.121485
624124.251	4273777.688	3952.639857
624126.251	4273777.688	3952.895762
624128.251	4273777.688	3953.443661
624130.251	4273777.688	3953.456785
624132.251	4273777.688	3953.446942
624134.251	4273777.688	3953.650354
624136.251	4273777.688	3953.371483
624138.251	4273777.688	3953.154948
624140.251	4273777.688	3953.118859
624142.251	4273777.688	3953.187756
624144.251	4273777.688	3953.023715
624146.251	4273777.688	3953.072927
624148.251	4273777.688	3953.092612
624150.251	4273777.688	3953.184475
624152.251	4273777.688	3953.033557
624154.251	4273777.688	3952.81046
624156.251	4273777.688	3952.84655
624158.251	4273777.688	3952.92529
624160.251	4273777.688	3952.843269
624162.251	4273777.688	3952.666104
624164.251	4273777.688	3952.643138
624166.251	4273777.688	3952.820303
624168.251	4273777.688	3952.8892
624170.251	4273777.688	3952.685789
624172.251	4273777.688	3952.485658
624174.251	4273777.688	3952.49222
624176.251	4273777.688	3952.403637
624178.251	4273777.688	3952.216629
624180.251	4273777.688	3952.18054
624182.251	4273777.688	3952.216629
624184.251	4273777.688	3952.046026
624186.251	4273777.688	3951.927916
624188.251	4273777.688	3951.47188
623564.251	4273775.688	3946.340657
623566.251	4273775.688	3946.475171
623568.251	4273775.688	3946.370184
623570.251	4273775.688	3946.468609
623572.251	4273775.688	3946.448924
623574.251	4273775.688	3946.616247
623576.251	4273775.688	3946.799973
623578.251	4273775.688	3946.685144
623580.251	4273775.688	3946.557192
623582.251	4273775.688	3946.425958
623584.251	4273775.688	3946.524383
623586.251	4273775.688	3946.534226
623588.251	4273775.688	3946.455486
623590.251	4273775.688	3946.494856
623592.251	4273775.688	3946.557192
623594.251	4273775.688	3946.665459
623596.251	4273775.688	3946.488294
623598.251	4273775.688	3946.478452
623600.251	4273775.688	3946.31441
623602.251	4273775.688	3946.370184
623604.251	4273775.688	3946.521103
623606.251	4273775.688	3946.678583
623608.251	4273775.688	3946.721233
623610.251	4273775.688	3946.612966
623612.251	4273775.688	3946.612966
623614.251	4273775.688	3946.429239
623616.251	4273775.688	3946.514541
623618.251	4273775.688	3946.586719
623620.251	4273775.688	3946.698268
623622.251	4273775.688	3946.783569
623624.251	4273775.688	3946.911522
623626.251	4273775.688	3946.701548
623628.251	4273775.688	3946.714672
623630.251	4273775.688	3947.164146
623632.251	4273775.688	3947.400366
623634.251	4273775.688	3947.61362
623636.251	4273775.688	3947.531599
623638.251	4273775.688	3947.29866
623640.251	4273775.688	3947.390524
623642.251	4273775.688	3947.452859
623644.251	4273775.688	3947.41677
623646.251	4273775.688	3947.18055
623648.251	4273775.688	3947.069002
623650.251	4273775.688	3947.088687
623652.251	4273775.688	3947.046036
623654.251	4273775.688	3947.075563
623656.251	4273775.688	3946.859028
623658.251	4273775.688	3946.750761
623660.251	4273775.688	3946.750761
623662.251	4273775.688	3946.675302
623664.251	4273775.688	3946.783569
623666.251	4273775.688	3946.754042
623668.251	4273775.688	3946.609685
623670.251	4273775.688	3946.672021
623672.251	4273775.688	3946.475171
623674.251	4273775.688	3946.475171
623676.251	4273775.688	3946.576877
623678.251	4273775.688	3946.612966
623680.251	4273775.688	3946.70811
623682.251	4273775.688	3946.901679
623684.251	4273775.688	3946.760603
623686.251	4273775.688	3946.688425
623688.251	4273775.688	3946.672021
623690.251	4273775.688	3946.612966
623692.251	4273775.688	3946.560473
623694.251	4273775.688	3946.452205
623696.251	4273775.688	3946.409554
623698.251	4273775.688	3946.170053
623700.251	4273775.688	3946.186458
623702.251	4273775.688	3946.242232
623704.251	4273775.688	3946.245513
623706.251	4273775.688	3946.271759
623708.251	4273775.688	3946.288163
623710.251	4273775.688	3946.127403
623712.251	4273775.688	3946.07819
623714.251	4273775.688	3946.051943
623716.251	4273775.688	3945.992888
623718.251	4273775.688	3945.828847
623720.251	4273775.688	3945.668086
623722.251	4273775.688	3945.641839
623724.251	4273775.688	3945.48764
623726.251	4273775.688	3945.36953
623728.251	4273775.688	3945.300633
623730.251	4273775.688	3945.284228
623732.251	4273775.688	3945.05457
623734.251	4273775.688	3945.008638
623736.251	4273775.688	3945.0152
623738.251	4273775.688	3945.116906
623740.251	4273775.688	3945.087378
623742.251	4273775.688	3944.841316
623744.251	4273775.688	3944.821631
623746.251	4273775.688	3944.811788
623748.251	4273775.688	3945.028323
623750.251	4273775.688	3945.379373
623752.251	4273775.688	3945.382653
623754.251	4273775.688	3945.353126
623756.251	4273775.688	3945.389215
623758.251	4273775.688	3945.458113
623760.251	4273775.688	3945.635278
623762.251	4273775.688	3945.868217
623764.251	4273775.688	3945.927272
623766.251	4273775.688	3946.183177
623768.251	4273775.688	3946.340657
623770.251	4273775.688	3946.458767
623772.251	4273775.688	3946.783569
623774.251	4273775.688	3946.862309
623776.251	4273775.688	3947.469264
623778.251	4273775.688	3947.400366
623780.251	4273775.688	3948.548658
623782.251	4273775.688	3948.902988
623784.251	4273775.688	3948.998132
623786.251	4273775.688	3949.214667
623788.251	4273775.688	3949.680545
623790.251	4273775.688	3950.061122
623792.251	4273775.688	3951.206133
623794.251	4273775.688	3951.62936
623796.251	4273775.688	3951.652326
623798.251	4273775.688	3951.409544
623800.251	4273775.688	3951.363613
623802.251	4273775.688	3951.225818
623804.251	4273775.688	3951.170044
623806.251	4273775.688	3950.549966
623808.251	4273775.688	3950.415452
623810.251	4273775.688	3951.202852
623812.251	4273775.688	3951.297996
623814.251	4273775.688	3951.330804
623816.251	4273775.688	3951.281592
623818.251	4273775.688	3951.481723
623820.251	4273775.688	3951.51125
623822.251	4273775.688	3951.504689
623824.251	4273775.688	3952.039464
623826.251	4273775.688	3952.013218
623828.251	4273775.688	3952.305212
623830.251	4273775.688	3952.108362
623832.251	4273775.688	3951.691696
623834.251	4273775.688	3951.399702
623836.251	4273775.688	3951.160201
623838.251	4273775.688	3950.868207
623840.251	4273775.688	3950.779624
623842.251	4273775.688	3950.540124
623844.251	4273775.688	3950.185794
623846.251	4273775.688	3950.231725
623848.251	4273775.688	3950.638549
623850.251	4273775.688	3949.624771
623852.251	4273775.688	3949.834744
623854.251	4273775.688	3949.280284
623856.251	4273775.688	3948.916111
623858.251	4273775.688	3948.574904
623860.251	4273775.688	3948.486322
623862.251	4273775.688	3948.896426
623864.251	4273775.688	3949.053906
623866.251	4273775.688	3949.247475
623868.251	4273775.688	3948.994851
623870.251	4273775.688	3948.91283
623872.251	4273775.688	3948.99157
623874.251	4273775.688	3948.988289
623876.251	4273775.688	3948.935796
623878.251	4273775.688	3948.837371
623880.251	4273775.688	3948.722542
623882.251	4273775.688	3948.814405
623884.251	4273775.688	3948.811124
623886.251	4273775.688	3948.863618
623888.251	4273775.688	3948.752069
623890.251	4273775.688	3948.673329
623892.251	4273775.688	3948.525692
623894.251	4273775.688	3948.591309
623896.251	4273775.688	3948.614274
623898.251	4273775.688	3948.640521
623900.251	4273775.688	3948.683172
623902.251	4273775.688	3948.63724
623904.251	4273775.688	3948.653644
623906.251	4273775.688	3948.450233
623908.251	4273775.688	3948.299314
623910.251	4273775.688	3948.027005
623912.251	4273775.688	3947.879368
623914.251	4273775.688	3947.738292
623916.251	4273775.688	3947.672675
623918.251	4273775.688	3947.630024
623920.251	4273775.688	3947.705484
623922.251	4273775.688	3947.764539
623924.251	4273775.688	3947.862964
623926.251	4273775.688	3948.102464
623928.251	4273775.688	3948.109026
623930.251	4273775.688	3948.28291
623932.251	4273775.688	3948.36165
623934.251	4273775.688	3948.633959
623936.251	4273775.688	3948.765193
623938.251	4273775.688	3948.9522
623940.251	4273775.688	3949.204824
623942.251	4273775.688	3949.404955
623944.251	4273775.688	3949.680545
623946.251	4273775.688	3949.795374
623948.251	4273775.688	3949.815059
623950.251	4273775.688	3949.841306
623952.251	4273775.688	3949.670703
623954.251	4273775.688	3949.641175
623956.251	4273775.688	3949.680545
623958.251	4273775.688	3949.549312
623960.251	4273775.688	3949.523065
623962.251	4273775.688	3949.536189
623964.251	4273775.688	3949.418079
623966.251	4273775.688	3949.398394
623968.251	4273775.688	3949.309811
623970.251	4273775.688	3949.234352
623972.251	4273775.688	3949.273722
623974.251	4273775.688	3949.286845
623976.251	4273775.688	3949.293407
623978.251	4273775.688	3949.372147
623980.251	4273775.688	3949.460729
623982.251	4273775.688	3949.500099
623984.251	4273775.688	3949.578839
623986.251	4273775.688	3949.631333
623988.251	4273775.688	3949.677264
623990.251	4273775.688	3949.834744
623992.251	4273775.688	3949.746162
623994.251	4273775.688	3949.788813
623996.251	4273775.688	3949.985663
623998.251	4273775.688	3950.008629
624000.251	4273775.688	3949.943012
624002.251	4273775.688	3949.834744
624004.251	4273775.688	3949.614929
624006.251	4273775.688	3949.618209
624008.251	4273775.688	3949.969259
624010.251	4273775.688	3950.057841
624012.251	4273775.688	3950.320308
624014.251	4273775.688	3950.576213
624016.251	4273775.688	3950.904296
624018.251	4273775.688	3951.11755
624020.251	4273775.688	3951.284873
624022.251	4273775.688	3951.652326
624024.251	4273775.688	3951.760594
624026.251	4273775.688	3952.144451
624028.251	4273775.688	3952.439726
624030.251	4273775.688	3952.797337
624032.251	4273775.688	3952.935132
624034.251	4273775.688	3953.325551
624036.251	4273775.688	3953.420695
624038.251	4273775.688	3953.706128
624040.251	4273775.688	3953.932505
624042.251	4273775.688	3954.119513
624044.251	4273775.688	3954.119513
624046.251	4273775.688	3953.998122
624048.251	4273775.688	3953.345236
624050.251	4273775.688	3953.273058
624052.251	4273775.688	3953.171352
624054.251	4273775.688	3953.08277
624056.251	4273775.688	3952.882639
624058.251	4273775.688	3952.754686
624060.251	4273775.688	3953.305866
624062.251	4273775.688	3953.797991
624064.251	4273775.688	3954.85442
624066.251	4273775.688	3955.175941
624068.251	4273775.688	3955.018461
624070.251	4273775.688	3955.146414
624072.251	4273775.688	3954.943002
624074.251	4273775.688	3954.552583
624076.251	4273775.688	3954.142479
624078.251	4273775.688	3953.778306
624080.251	4273775.688	3953.535525
624082.251	4273775.688	3953.069646
624084.251	4273775.688	3952.902324
624086.251	4273775.688	3952.918728
624088.251	4273775.688	3952.76781
624090.251	4273775.688	3952.787495
624092.251	4273775.688	3952.859673
624094.251	4273775.688	3952.905605
624096.251	4273775.688	3952.813741
624098.251	4273775.688	3952.862954
624100.251	4273775.688	3952.984345
624102.251	4273775.688	3953.095893
624104.251	4273775.688	3953.109016
624106.251	4273775.688	3952.69235
624108.251	4273775.688	3952.360986
624110.251	4273775.688	3952.275684
624112.251	4273775.688	3952.45613
624114.251	4273775.688	3952.547994
624116.251	4273775.688	3952.351144
624118.251	4273775.688	3952.25928
624120.251	4273775.688	3952.518466
624122.251	4273775.688	3952.666104
624124.251	4273775.688	3952.912166
624126.251	4273775.688	3953.325551
624128.251	4273775.688	3953.722532
624130.251	4273775.688	3953.63723
624132.251	4273775.688	3953.719251
624134.251	4273775.688	3953.67332
624136.251	4273775.688	3953.643792
624138.251	4273775.688	3953.492874
624140.251	4273775.688	3953.39773
624142.251	4273775.688	3953.430538
624144.251	4273775.688	3953.410853
624146.251	4273775.688	3953.256654
624148.251	4273775.688	3953.387887
624150.251	4273775.688	3953.643792
624152.251	4273775.688	3953.40101
624154.251	4273775.688	3953.069646
624156.251	4273775.688	3953.256654
624158.251	4273775.688	3953.115578
624160.251	4273775.688	3952.971221
624162.251	4273775.688	3952.918728
624164.251	4273775.688	3953.020434
624166.251	4273775.688	3953.217284
624168.251	4273775.688	3952.997468
624170.251	4273775.688	3952.944975
624172.251	4273775.688	3952.72844
624174.251	4273775.688	3952.61361
624176.251	4273775.688	3952.502062
624178.251	4273775.688	3952.53159
624180.251	4273775.688	3952.462692
624182.251	4273775.688	3952.469254
624184.251	4273775.688	3952.380671
624186.251	4273775.688	3952.078834
624188.251	4273775.688	3951.898389
623564.251	4273773.688	3946.737638
623566.251	4273773.688	3946.649055
623568.251	4273773.688	3946.754042
623570.251	4273773.688	3946.478452
623572.251	4273773.688	3946.406273
623574.251	4273773.688	3946.911522
623576.251	4273773.688	3947.032913
623578.251	4273773.688	3947.013228
623580.251	4273773.688	3946.875433
623582.251	4273773.688	3946.754042
623584.251	4273773.688	3946.649055
623586.251	4273773.688	3946.757323
623588.251	4273773.688	3946.681863
623590.251	4273773.688	3946.721233
623592.251	4273773.688	3946.685144
623594.251	4273773.688	3946.694987
623596.251	4273773.688	3946.639213
623598.251	4273773.688	3946.570315
623600.251	4273773.688	3946.639213
623602.251	4273773.688	3946.74748
623604.251	4273773.688	3946.895118
623606.251	4273773.688	3946.898398
623608.251	4273773.688	3947.200235
623610.251	4273773.688	3946.931207
623612.251	4273773.688	3946.553911
623614.251	4273773.688	3946.498137
623616.251	4273773.688	3946.567034
623618.251	4273773.688	3946.603123
623620.251	4273773.688	3946.704829
623622.251	4273773.688	3946.763884
623624.251	4273773.688	3946.895118
623626.251	4273773.688	3946.895118
623628.251	4273773.688	3946.878713
623630.251	4273773.688	3947.157584
623632.251	4273773.688	3947.436455
623634.251	4273773.688	3947.449579
623636.251	4273773.688	3947.452859
623638.251	4273773.688	3947.459421
623640.251	4273773.688	3947.14118
623642.251	4273773.688	3947.288818
623644.251	4273773.688	3947.233044
623646.251	4273773.688	3946.921364
623648.251	4273773.688	3946.829501
623650.251	4273773.688	3946.78685
623652.251	4273773.688	3946.796693
623654.251	4273773.688	3946.829501
623656.251	4273773.688	3946.688425
623658.251	4273773.688	3946.649055
623660.251	4273773.688	3946.701548
623662.251	4273773.688	3946.734357
623664.251	4273773.688	3946.724514
623666.251	4273773.688	3946.691706
623668.251	4273773.688	3946.655617
623670.251	4273773.688	3946.688425
623672.251	4273773.688	3946.649055
623674.251	4273773.688	3946.662178
623676.251	4273773.688	3946.773727
623678.251	4273773.688	3946.836063
623680.251	4273773.688	3946.914803
623682.251	4273773.688	3947.000104
623684.251	4273773.688	3946.964015
623686.251	4273773.688	3946.845905
623688.251	4273773.688	3946.836063
623690.251	4273773.688	3946.809816
623692.251	4273773.688	3946.763884
623694.251	4273773.688	3946.626089
623696.251	4273773.688	3946.55063
623698.251	4273773.688	3946.524383
623700.251	4273773.688	3946.485013
623702.251	4273773.688	3946.563753
623704.251	4273773.688	3946.547349
623706.251	4273773.688	3946.488294
623708.251	4273773.688	3946.376746
623710.251	4273773.688	3946.373465
623712.251	4273773.688	3946.281602
623714.251	4273773.688	3946.320972
623716.251	4273773.688	3946.245513
623718.251	4273773.688	3946.206143
623720.251	4273773.688	3946.068348
623722.251	4273773.688	3946.065067
623724.251	4273773.688	3946.025697
623726.251	4273773.688	3945.828847
623728.251	4273773.688	3945.72386
623730.251	4273773.688	3945.612312
623732.251	4273773.688	3945.451551
623734.251	4273773.688	3945.556538
623736.251	4273773.688	3945.556538
623738.251	4273773.688	3945.484359
623740.251	4273773.688	3945.490921
623742.251	4273773.688	3945.523729
623744.251	4273773.688	3945.56638
623746.251	4273773.688	3945.782915
623748.251	4273773.688	3945.956799
623750.251	4273773.688	3946.143807
623752.251	4273773.688	3946.488294
623754.251	4273773.688	3946.553911
623756.251	4273773.688	3946.829501
623758.251	4273773.688	3947.137899
623760.251	4273773.688	3947.528319
623762.251	4273773.688	3947.81047
623764.251	4273773.688	3947.954827
623766.251	4273773.688	3948.656925
623768.251	4273773.688	3948.9522
623770.251	4273773.688	3949.080153
623772.251	4273773.688	3949.359024
623774.251	4273773.688	3949.805217
623776.251	4273773.688	3949.923327
623778.251	4273773.688	3950.202198
623780.251	4273773.688	3950.467945
623782.251	4273773.688	3951.19629
623784.251	4273773.688	3951.291434
623786.251	4273773.688	3951.412825
623788.251	4273773.688	3951.583429
623790.251	4273773.688	3952.046026
623792.251	4273773.688	3952.160855
623794.251	4273773.688	3952.114924
623796.251	4273773.688	3952.105081
623798.251	4273773.688	3952.006656
623800.251	4273773.688	3951.911512
623802.251	4273773.688	3951.796683
623804.251	4273773.688	3951.675292
623806.251	4273773.688	3951.422668
623808.251	4273773.688	3951.534216
623810.251	4273773.688	3951.540778
623812.251	4273773.688	3951.540778
623814.251	4273773.688	3951.458757
623816.251	4273773.688	3951.534216
623818.251	4273773.688	3951.711381
623820.251	4273773.688	3951.740909
623822.251	4273773.688	3951.891827
623824.251	4273773.688	3952.45285
623826.251	4273773.688	3952.53487
623828.251	4273773.688	3952.4955
623830.251	4273773.688	3952.249438
623832.251	4273773.688	3952.088677
623834.251	4273773.688	3951.927916
623836.251	4273773.688	3951.626079
623838.251	4273773.688	3951.429229
623840.251	4273773.688	3951.291434
623842.251	4273773.688	3951.265188
623844.251	4273773.688	3951.03881
623846.251	4273773.688	3950.992879
623848.251	4273773.688	3951.189729
623850.251	4273773.688	3951.350489
623852.251	4273773.688	3950.864926
623854.251	4273773.688	3950.884611
623856.251	4273773.688	3950.704165
623858.251	4273773.688	3950.198917
623860.251	4273773.688	3950.208759
623862.251	4273773.688	3950.25141
623864.251	4273773.688	3949.85771
623866.251	4273773.688	3950.01519
623868.251	4273773.688	3949.969259
623870.251	4273773.688	3949.824902
623872.251	4273773.688	3949.811779
623874.251	4273773.688	3949.772409
623876.251	4273773.688	3949.568997
623878.251	4273773.688	3949.470572
623880.251	4273773.688	3949.46401
623882.251	4273773.688	3949.460729
623884.251	4273773.688	3949.614929
623886.251	4273773.688	3949.516504
623888.251	4273773.688	3949.470572
623890.251	4273773.688	3949.152331
623892.251	4273773.688	3949.060468
623894.251	4273773.688	3949.057187
623896.251	4273773.688	3949.057187
623898.251	4273773.688	3949.172016
623900.251	4273773.688	3949.122804
623902.251	4273773.688	3949.067029
623904.251	4273773.688	3949.050625
623906.251	4273773.688	3949.037502
623908.251	4273773.688	3948.604432
623910.251	4273773.688	3948.499445
623912.251	4273773.688	3948.109026
623914.251	4273773.688	3947.800628
623916.251	4273773.688	3947.708764
623918.251	4273773.688	3947.702203
