SEQ='MG'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  85997457.5   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2P6 3S1             (2)0( 0.5)        0.0 
     2          2P6 3P1             (2)1( 0.5)   106188.1 
     3          2P6 3P1             (2)1( 1.5)   107487.4 
     4          2P6 3D1             (2)2( 1.5)   248208.2*
     5          2P6 3D1             (2)2( 2.5)   248376.5*

   IC RESOLVED LEVEL INDEXING           BWNR=  86578705.4   NLVL= 411
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
   334     3    2P6 3P1 8S1         (1)1( 1.0)   632498.4*     0.00E+00  0.00E+00
   335     3    2P6 3P1 7G1         (3)4( 5.0)   632504.9*     0.00E+00  0.00E+00
   336     3    2P6 3P1 7F1         (3)2( 2.0)   632551.5*     0.00E+00  0.00E+00
   337     3    2P6 3P1 7H1         (1)5( 5.0)   632614.7*     0.00E+00  0.00E+00
   338     3    2P6 3P1 7H1         (3)5( 6.0)   632617.4*     0.00E+00  0.00E+00
   339     3    2P6 3P1 7G1         (3)3( 4.0)   632664.7*     0.00E+00  0.00E+00
   340     3    2P6 3P1 7H1         (3)4( 5.0)   632694.6*     0.00E+00  0.00E+00
   341     3    2P6 3P1 7H1         (1)4( 4.0)   632695.8*     0.00E+00  0.00E+00
   342     3    2P6 3P1 7G1         (3)3( 3.0)   632706.8*     0.00E+00  0.00E+00
   343     3    2P6 3P1 7F1         (3)2( 1.0)   632715.1*     0.00E+00  0.00E+00
   344     3    2P6 3P1 7G1         (3)5( 6.0)   632783.9*     0.00E+00  0.00E+00
   345     3    2P6 3P1 7H1         (3)6( 7.0)   632832.4*     0.00E+00  0.00E+00
   346     3    2P6 3P1 7H1         (1)6( 6.0)   632836.4*     0.00E+00  0.00E+00
   347     3    2P6 3P1 7G1         (1)5( 5.0)   632891.6*     0.00E+00  0.00E+00
   348     3    2P6 3P1 7H1         (3)4( 3.0)   632900.4*     0.00E+00  0.00E+00
   349     3    2P6 3P1 7H1         (3)4( 4.0)   632904.0*     0.00E+00  0.00E+00
   350     3    2P6 3P1 7G1         (3)3( 2.0)   632966.6*     0.00E+00  0.00E+00
   351     3    2P6 3P1 7G1         (1)3( 3.0)   633030.7*     0.00E+00  0.00E+00
   352     3    2P6 3P1 7F1         (1)2( 2.0)   633589.3*     0.00E+00  0.00E+00
   353     3    2P6 3P1 7F1         (1)4( 4.0)   633599.8*     0.00E+00  0.00E+00
   354     2    2P6 3P1 8P1         (3)2( 1.0)   637767.1*     0.00E+00
   355     2    2P6 3P1 8P1         (3)1( 1.0)   638086.7*     0.00E+00
   356     2    2P6 3P1 8P1         (3)2( 2.0)   638122.3*     0.00E+00
   357     2    2P6 3P1 8P1         (3)1( 0.0)   638443.4*     0.00E+00
   358     3    2P6 3P1 8P1         (1)1( 1.0)   639103.3*     0.00E+00  0.00E+00
   359     3    2P6 3P1 8P1         (3)2( 3.0)   639165.3*     0.00E+00  0.00E+00
   360     3    2P6 3P1 8P1         (3)1( 2.0)   639417.9*     0.00E+00  0.00E+00
   361     3    2P6 3P1 8P1         (3)0( 1.0)   639539.4*     0.00E+00  0.00E+00
   362     3    2P6 3P1 8P1         (1)2( 2.0)   639898.0*     0.00E+00  0.00E+00
   363     3    2P6 3P1 8P1         (1)0( 0.0)   640750.4*     0.00E+00  0.00E+00
   364     2    2P6 3P1 8D1         (3)3( 2.0)   642691.1*     0.00E+00
   365     2    2P6 3P1 8D1         (3)2( 2.0)   642767.2*     0.00E+00
   366     2    2P6 3P1 8D1         (3)3( 3.0)   642842.3*     0.00E+00
   367     2    2P6 3P1 8D1         (3)2( 1.0)   642854.9*     0.00E+00
   368     3    2P6 3P1 8D1         (1)2( 2.0)   643879.4*     0.00E+00  0.00E+00
   369     3    2P6 3P1 8D1         (3)2( 3.0)   643951.6*     0.00E+00  0.00E+00
   370     2    2P6 3P1 8F1         (3)4( 3.0)   644067.0*     0.00E+00
   371     3    2P6 3P1 8D1         (3)3( 4.0)   644074.1*     0.00E+00  0.00E+00
   372     3    2P6 3P1 8D1         (3)1( 2.0)   644163.4*     0.00E+00  0.00E+00
   373     2    2P6 3P1 8F1         (3)3( 3.0)   644245.3*     0.00E+00
   374     3    2P6 3P1 8D1         (3)1( 1.0)   644256.9*     0.00E+00  0.00E+00
   375     2    2P6 3P1 8F1         (3)4( 4.0)   644335.1*     0.00E+00
   376     3    2P6 3P1 8D1         (3)1( 0.0)   644370.8*     0.00E+00  0.00E+00
   377     3    2P6 3P1 8D1         (1)3( 3.0)   644402.4*     0.00E+00  0.00E+00
   378     2    2P6 3P1 8F1         (3)3( 2.0)   644409.7*     0.00E+00
   379     2    2P6 3P1 8G1         (3)5( 4.0)   644482.3*     0.00E+00
   380     2    2P6 3P1 8G1         (3)4( 4.0)   644493.2*     0.00E+00
   381     2    2P6 3P1 8G1         (3)4( 3.0)   644515.8*     0.00E+00
   382     2    2P6 3P1 8G1         (3)5( 5.0)   644523.4*     0.00E+00
   383     2    2P6 3P1 8H1         (3)5( 5.0)   644553.8*     0.00E+00
   384     2    2P6 3P1 8H1         (3)5( 4.0)   644554.9*     0.00E+00
   385     2    2P6 3P1 8H1         (3)6( 5.0)   644557.2*     0.00E+00
   386     2    2P6 3P1 8H1         (3)6( 6.0)   644560.3*     0.00E+00
   387     3    2P6 3P1 8D1         (1)1( 1.0)   644619.0*     0.00E+00  0.00E+00
   388     3    2P6 3P1 8F1         (1)3( 3.0)   645300.9*     0.00E+00  0.00E+00
   389     3    2P6 3P1 8F1         (3)3( 4.0)   645398.6*     0.00E+00  0.00E+00
   390     3    2P6 3P1 8F1         (3)4( 5.0)   645427.4*     0.00E+00  0.00E+00
   391     3    2P6 3P1 8F1         (3)2( 3.0)   645597.1*     0.00E+00  0.00E+00
   392     3    2P6 3P1 8G1         (1)4( 4.0)   645669.7*     0.00E+00  0.00E+00
   393     3    2P6 3P1 8G1         (3)4( 5.0)   645693.1*     0.00E+00  0.00E+00
   394     3    2P6 3P1 8F1         (3)2( 2.0)   645703.4*     0.00E+00  0.00E+00
   395     3    2P6 3P1 8H1         (1)5( 5.0)   645775.7*     0.00E+00  0.00E+00
   396     3    2P6 3P1 8H1         (3)5( 6.0)   645777.8*     0.00E+00  0.00E+00
   397     3    2P6 3P1 8G1         (3)3( 4.0)   645791.4*     0.00E+00  0.00E+00
   398     3    2P6 3P1 8G1         (3)3( 3.0)   645819.3*     0.00E+00  0.00E+00
   399     3    2P6 3P1 8H1         (3)4( 5.0)   645826.7*     0.00E+00  0.00E+00
   400     3    2P6 3P1 8H1         (1)4( 4.0)   645827.9*     0.00E+00  0.00E+00
   401     3    2P6 3P1 8F1         (3)2( 1.0)   645830.1*     0.00E+00  0.00E+00
   402     3    2P6 3P1 8G1         (3)5( 6.0)   645884.9*     0.00E+00  0.00E+00
   403     3    2P6 3P1 8H1         (3)6( 7.0)   645924.9*     0.00E+00  0.00E+00
   404     3    2P6 3P1 8H1         (1)6( 6.0)   645928.8*     0.00E+00  0.00E+00
   405     3    2P6 3P1 8G1         (1)5( 5.0)   645963.0*     0.00E+00  0.00E+00
   406     3    2P6 3P1 8H1         (3)4( 3.0)   645970.8*     0.00E+00  0.00E+00
   407     3    2P6 3P1 8H1         (3)4( 4.0)   645973.8*     0.00E+00  0.00E+00
   408     3    2P6 3P1 8G1         (3)3( 2.0)   646008.8*     0.00E+00  0.00E+00
   409     3    2P6 3P1 8G1         (1)3( 3.0)   646054.9*     0.00E+00  0.00E+00
   410     3    2P6 3P1 8F1         (1)4( 4.0)   646336.2*     0.00E+00  0.00E+00
   411     3    2P6 3P1 8F1         (1)2( 2.0)   646352.7*     0.00E+00  0.00E+00

   NL-SHELL INDEXING & AUGER RATES                     NLREP= 55
   -------------------------------
   ILREP   N   L  M'-M =    2-1       3-1       3-2
   -----   -   -  ----
     1     1   0       0.00E+00  0.00E+00  0.00E+00
     2     2   0       0.00E+00  0.00E+00  0.00E+00
     3     2   1       0.00E+00  0.00E+00  0.00E+00
     4     3   0       0.00E+00  0.00E+00  0.00E+00
     5     3   1       0.00E+00  0.00E+00  0.00E+00
     6     3   2       0.00E+00  0.00E+00  0.00E+00
     7     4   0       0.00E+00  0.00E+00  0.00E+00
     8     4   1       0.00E+00  0.00E+00  0.00E+00
     9     4   2       0.00E+00  0.00E+00  0.00E+00
    10     4   3       0.00E+00  0.00E+00  0.00E+00
    11     5   0       0.00E+00  0.00E+00  0.00E+00
    12     5   1       0.00E+00  0.00E+00  0.00E+00
    13     5   2       0.00E+00  0.00E+00  0.00E+00
    14     5   3       0.00E+00  0.00E+00  0.00E+00
    15     5   4       0.00E+00  0.00E+00  0.00E+00
    16     6   0       0.00E+00  0.00E+00  0.00E+00
    17     6   1       0.00E+00  0.00E+00  0.00E+00
    18     6   2       0.00E+00  0.00E+00  0.00E+00
    19     6   3       0.00E+00  0.00E+00  0.00E+00
    20     6   4       0.00E+00  0.00E+00  0.00E+00
    21     6   5       0.00E+00  0.00E+00  0.00E+00
    22     7   0       0.00E+00  0.00E+00  0.00E+00
    23     7   1       0.00E+00  0.00E+00  0.00E+00
    24     7   2       0.00E+00  0.00E+00  0.00E+00
    25     7   3       0.00E+00  0.00E+00  0.00E+00
    26     7   4       0.00E+00  0.00E+00  0.00E+00
    27     7   5       0.00E+00  0.00E+00  0.00E+00
    28     7   6       0.00E+00  0.00E+00  0.00E+00
    29     8   0       0.00E+00  0.00E+00  0.00E+00
    30     8   1       0.00E+00  0.00E+00  0.00E+00
    31     8   2       0.00E+00  0.00E+00  0.00E+00
    32     8   3       0.00E+00  0.00E+00  0.00E+00
    33     8   4       0.00E+00  0.00E+00  0.00E+00
    34     8   5       0.00E+00  0.00E+00  0.00E+00
    35     8   6       0.00E+00  0.00E+00  0.00E+00
    36     8   7       0.00E+00  0.00E+00  0.00E+00
    37     9   0       0.00E+00  0.00E+00  0.00E+00
    38     9   1       0.00E+00  0.00E+00  0.00E+00
    39     9   2       0.00E+00  0.00E+00  0.00E+00
    40     9   3       0.00E+00  0.00E+00  0.00E+00
    41     9   4       0.00E+00  0.00E+00  0.00E+00
    42     9   5       0.00E+00  0.00E+00  0.00E+00
    43     9   6       0.00E+00  0.00E+00  0.00E+00
    44     9   7       0.00E+00  0.00E+00  0.00E+00
    45     9   8       0.00E+00  0.00E+00  0.00E+00
    46    10   0       0.00E+00  0.00E+00  0.00E+00
    47    10   1       0.00E+00  0.00E+00  0.00E+00
    48    10   2       0.00E+00  0.00E+00  0.00E+00
    49    10   3       0.00E+00  0.00E+00  0.00E+00
    50    10   4       0.00E+00  0.00E+00  0.00E+00
    51    10   5       0.00E+00  0.00E+00  0.00E+00
    52    10   6       0.00E+00  0.00E+00  0.00E+00
    53    10   7       0.00E+00  0.00E+00  0.00E+00
    54    10   8       0.00E+00  0.00E+00  0.00E+00
    55    10   9       0.00E+00  0.00E+00  0.00E+00

   N-SHELL INDEXING & AUGER RATES                       NREP= 42
   ------------------------------
   INREP   N  M'-M =        2-1       3-1       3-2
   -----   -  ----
     1     1           0.00E+00  0.00E+00  0.00E+00
     2     2           0.00E+00  0.00E+00  0.00E+00
     3     3           0.00E+00  0.00E+00  0.00E+00
     4     4           0.00E+00  0.00E+00  0.00E+00
     5     5           0.00E+00  0.00E+00  0.00E+00
     6     6           0.00E+00  0.00E+00  0.00E+00
     7     7           0.00E+00  0.00E+00  0.00E+00
     8     8           0.00E+00  0.00E+00  0.00E+00
     9     9           0.00E+00  0.00E+00  0.00E+00
    10    10           0.00E+00  0.00E+00  0.00E+00
    11    11           0.00E+00  0.00E+00  0.00E+00
    12    12           0.00E+00  0.00E+00  0.00E+00
    13    13           0.00E+00  0.00E+00  0.00E+00
    14    14           0.00E+00  0.00E+00  0.00E+00
    15    15           0.00E+00  0.00E+00  0.00E+00
    16    16           0.00E+00  0.00E+00  0.00E+00
    17    19           0.00E+00  0.00E+00  0.00E+00
    18    26           0.00E+00  0.00E+00  0.00E+00
    19    28           0.00E+00  0.00E+00  0.00E+00
    20    30           0.00E+00  0.00E+00  0.00E+00
    21    32           0.00E+00  0.00E+00  0.00E+00
    22    35           0.00E+00  0.00E+00  0.00E+00
    23    39           0.00E+00  0.00E+00  0.00E+00
    24    45           0.00E+00  0.00E+00  0.00E+00
    25    49           0.00E+00  0.00E+00  0.00E+00
    26    55           0.00E+00  0.00E+00  0.00E+00
    27    61           0.00E+00  0.00E+00  0.00E+00
    28    70           0.00E+00  0.00E+00  0.00E+00
    29    81           0.00E+00  0.00E+00  0.00E+00
    30   100           0.00E+00  0.00E+00  0.00E+00
    31   115           0.00E+00  0.00E+00  0.00E+00
    32   140           0.00E+00  0.00E+00  0.00E+00
    33   162           0.00E+00  0.00E+00  0.00E+00
    34   200           0.00E+00  0.00E+00  0.00E+00
    35   235           0.00E+00  0.00E+00  0.00E+00
    36   300           0.00E+00  0.00E+00  0.00E+00
    37   353           0.00E+00  0.00E+00  0.00E+00
    38   450           0.00E+00  0.00E+00  0.00E+00
    39   535           0.00E+00  0.00E+00  0.00E+00
    40   700           0.00E+00  0.00E+00  0.00E+00
    41   811           0.00E+00  0.00E+00  0.00E+00
    42   999           0.00E+00  0.00E+00  0.00E+00



 --------------------------
 PRTI= 1  LVLPRT= (2S  0.5)

   INDX TE=  2.50E+02  5.00E+02  1.25E+03  2.50E+03  5.00E+03  1.25E+04  2.50E+04  5.00E+04  1.25E+05  2.50E+05
   ---- ---  5.00E+05  1.25E+06  2.50E+06  5.00E+06  1.25E+07  2.50E+07  5.00E+07  1.25E+08  2.50E+08
     1       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.37E-35  9.86E-24  4.31E-17  4.84E-15
             3.31E-14  5.16E-14  3.37E-14  1.62E-14  4.94E-15  1.86E-15  6.77E-16  1.75E-16  6.21E-17
     2       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.50E-33  1.93E-23  9.37E-18  1.19E-15
             1.07E-14  2.05E-14  1.43E-14  7.15E-15  2.22E-15  8.42E-16  3.08E-16  7.96E-17  2.83E-17
     3       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.70E-32  6.85E-23  2.99E-17  3.15E-15
             2.69E-14  5.01E-14  3.49E-14  1.74E-14  5.39E-15  2.04E-15  7.47E-16  1.93E-16  6.87E-17
     4       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.81E-32  7.50E-23  4.31E-17  5.69E-15
             5.10E-14  9.62E-14  6.71E-14  3.34E-14  1.04E-14  3.93E-15  1.44E-15  3.71E-16  1.32E-16
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.53E-33  4.26E-23  2.71E-17  2.70E-15
             2.15E-14  3.82E-14  2.62E-14  1.29E-14  3.99E-15  1.51E-15  5.52E-16  1.42E-16  5.07E-17
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-34  1.21E-23  2.95E-17  3.43E-15
             2.75E-14  4.88E-14  3.34E-14  1.65E-14  5.09E-15  1.92E-15  7.04E-16  1.82E-16  6.46E-17
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.02E-35  2.64E-24  5.48E-18  4.88E-16
             3.18E-15  4.97E-15  3.27E-15  1.58E-15  4.82E-16  1.82E-16  6.63E-17  1.71E-17  6.08E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-34  7.08E-24  1.52E-17  1.35E-15
             8.63E-15  1.33E-14  8.70E-15  4.19E-15  1.28E-15  4.81E-16  1.75E-16  4.52E-17  1.61E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-34  1.06E-23  2.16E-17  2.06E-15
             1.44E-14  2.38E-14  1.59E-14  7.75E-15  2.38E-15  8.98E-16  3.28E-16  8.46E-17  3.01E-17
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-35  2.06E-24  7.86E-18  1.14E-15
             1.08E-14  2.19E-14  1.58E-14  7.98E-15  2.51E-15  9.52E-16  3.49E-16  9.02E-17  3.21E-17
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.48E-35  3.29E-24  1.39E-17  2.28E-15
             2.31E-14  4.81E-14  3.47E-14  1.76E-14  5.53E-15  2.10E-15  7.71E-16  1.99E-16  7.10E-17
    12       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.72E-35  4.70E-24  2.06E-17  3.52E-15
             3.66E-14  7.71E-14  5.60E-14  2.84E-14  8.95E-15  3.40E-15  1.25E-15  3.23E-16  1.15E-16
    13       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.71E-36  1.19E-24  4.34E-18  3.96E-16
             2.38E-15  3.41E-15  2.18E-15  1.03E-15  3.13E-16  1.17E-16  4.28E-17  1.10E-17  3.92E-18
    14       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.51E-39  6.88E-26  1.77E-18  3.33E-16
             3.04E-15  5.75E-15  4.02E-15  2.01E-15  6.24E-16  2.36E-16  8.65E-17  2.24E-17  7.96E-18
    15       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.63E-39  2.02E-26  5.26E-19  9.27E-17
             7.82E-16  1.39E-15  9.48E-16  4.67E-16  1.44E-16  5.45E-17  1.99E-17  5.14E-18  1.83E-18
    16       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.69E-36  2.21E-24  1.27E-17  1.84E-15
             1.65E-14  3.23E-14  2.29E-14  1.15E-14  3.61E-15  1.37E-15  5.01E-16  1.30E-16  4.61E-17
    17       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.84E-36  1.63E-25  2.56E-18  4.24E-16
             3.42E-15  5.82E-15  3.91E-15  1.91E-15  5.86E-16  2.21E-16  8.08E-17  2.08E-17  7.41E-18
    18       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.84E-35  3.54E-25  5.26E-18  8.36E-16
             6.48E-15  1.07E-14  7.06E-15  3.42E-15  1.05E-15  3.94E-16  1.44E-16  3.71E-17  1.32E-17
    19       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.56E-35  5.09E-25  7.99E-18  1.27E-15
             9.78E-15  1.60E-14  1.05E-14  5.10E-15  1.56E-15  5.86E-16  2.14E-16  5.51E-17  1.96E-17
    20       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.78E-36  5.24E-26  8.38E-19  1.78E-16
             1.73E-15  3.37E-15  2.38E-15  1.19E-15  3.71E-16  1.41E-16  5.16E-17  1.33E-17  4.74E-18
    21       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.83E-40  3.42E-27  1.59E-19  3.88E-17
             4.21E-16  8.94E-16  6.51E-16  3.31E-16  1.04E-16  3.97E-17  1.46E-17  3.76E-18  1.34E-18
    22       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.76E-40  9.75E-27  4.84E-19  1.23E-16
             1.38E-15  2.99E-15  2.20E-15  1.12E-15  3.54E-16  1.35E-16  4.94E-17  1.28E-17  4.55E-18
    23       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.56E-40  5.64E-27  3.24E-19  1.07E-16
             1.43E-15  3.45E-15  2.61E-15  1.35E-15  4.30E-16  1.64E-16  6.03E-17  1.56E-17  5.56E-18
    24       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-34  3.59E-25  1.59E-18  3.09E-16
             2.83E-15  5.27E-15  3.66E-15  1.82E-15  5.65E-16  2.14E-16  7.82E-17  2.02E-17  7.19E-18
    25       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.13E-35  2.22E-25  1.12E-18  2.10E-16
             1.87E-15  3.43E-15  2.37E-15  1.17E-15  3.63E-16  1.37E-16  5.03E-17  1.30E-17  4.62E-18
    26       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.14E-35  8.11E-26  5.04E-19  9.21E-17
             7.96E-16  1.43E-15  9.77E-16  4.82E-16  1.49E-16  5.63E-17  2.06E-17  5.31E-18  1.89E-18
    27       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.93E-40  5.09E-27  3.21E-19  1.06E-16
             1.44E-15  3.50E-15  2.66E-15  1.38E-15  4.40E-16  1.68E-16  6.17E-17  1.60E-17  5.69E-18
    28       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.48E-36  3.19E-26  6.61E-19  1.44E-16
             1.38E-15  2.63E-15  1.84E-15  9.17E-16  2.85E-16  1.08E-16  3.95E-17  1.02E-17  3.64E-18
    29       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.77E-36  6.42E-26  1.65E-18  3.36E-16
             3.08E-15  5.75E-15  3.99E-15  1.98E-15  6.15E-16  2.33E-16  8.51E-17  2.20E-17  7.82E-18
    30       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.80E-36  7.29E-26  2.13E-18  4.35E-16
             3.94E-15  7.25E-15  5.00E-15  2.48E-15  7.67E-16  2.90E-16  1.06E-16  2.74E-17  9.75E-18
    31       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-41  1.21E-27  1.67E-19  4.95E-17
             5.10E-16  9.79E-16  6.81E-16  3.38E-16  1.05E-16  3.96E-17  1.45E-17  3.74E-18  1.33E-18
    32       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.53E-41  2.09E-27  3.29E-19  1.02E-16
             1.08E-15  2.12E-15  1.49E-15  7.39E-16  2.30E-16  8.69E-17  3.18E-17  8.21E-18  2.92E-18
    33       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-41  1.85E-27  3.04E-19  9.60E-17
             1.03E-15  2.05E-15  1.45E-15  7.22E-16  2.25E-16  8.52E-17  3.12E-17  8.06E-18  2.87E-18
    34       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.90E-42  1.22E-27  2.18E-19  7.04E-17
             7.60E-16  1.51E-15  1.06E-15  5.29E-16  1.65E-16  6.23E-17  2.28E-17  5.89E-18  2.10E-18
    35       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.11E-36  6.17E-26  3.47E-18  8.38E-16
             8.00E-15  1.49E-14  1.03E-14  5.09E-15  1.57E-15  5.95E-16  2.18E-16  5.62E-17  2.00E-17
    36       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.36E-41  3.75E-27  4.68E-19  1.83E-16
             2.63E-15  6.61E-15  5.07E-15  2.65E-15  8.47E-16  3.24E-16  1.19E-16  3.08E-17  1.10E-17
    37       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.29E-41  7.69E-27  9.30E-19  3.58E-16
             5.11E-15  1.28E-14  9.81E-15  5.12E-15  1.64E-15  6.26E-16  2.30E-16  5.96E-17  2.12E-17
    38       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.37E-40  1.07E-26  1.30E-18  5.49E-16
             8.42E-15  2.20E-14  1.71E-14  8.97E-15  2.88E-15  1.10E-15  4.06E-16  1.05E-16  3.74E-17
    39       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.65E-36  4.41E-26  7.99E-19  2.09E-16
             2.17E-15  4.35E-15  3.09E-15  1.55E-15  4.86E-16  1.84E-16  6.75E-17  1.74E-17  6.21E-18
    40       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.26E-41  7.98E-27  1.06E-18  4.89E-16
             7.81E-15  2.08E-14  1.63E-14  8.56E-15  2.75E-15  1.05E-15  3.88E-16  1.00E-16  3.58E-17
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.82E-42  1.56E-27  3.08E-19  1.04E-16
             1.17E-15  2.43E-15  1.74E-15  8.80E-16  2.76E-16  1.05E-16  3.83E-17  9.90E-18  3.53E-18
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-41  2.06E-27  3.22E-19  1.00E-16
             1.08E-15  2.18E-15  1.55E-15  7.78E-16  2.43E-16  9.21E-17  3.37E-17  8.72E-18  3.10E-18
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.01E-41  3.02E-27  4.65E-19  1.44E-16
             1.56E-15  3.15E-15  2.24E-15  1.13E-15  3.52E-16  1.33E-16  4.88E-17  1.26E-17  4.49E-18
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.88E-41  5.62E-27  8.45E-19  2.59E-16
             2.79E-15  5.63E-15  4.00E-15  2.01E-15  6.26E-16  2.38E-16  8.70E-17  2.25E-17  8.00E-18
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.23E-42  5.22E-28  1.04E-19  3.50E-17
             3.91E-16  8.00E-16  5.71E-16  2.87E-16  8.97E-17  3.40E-17  1.25E-17  3.22E-18  1.15E-18
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.31E-41  1.94E-27  2.98E-19  9.31E-17
             1.02E-15  2.11E-15  1.51E-15  7.60E-16  2.38E-16  9.04E-17  3.31E-17  8.56E-18  3.05E-18
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.47E-43  1.83E-28  4.55E-20  1.65E-17
             1.93E-16  4.10E-16  2.96E-16  1.50E-16  4.70E-17  1.79E-17  6.55E-18  1.69E-18  6.03E-19
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.52E-42  5.59E-28  1.47E-19  5.49E-17
             6.54E-16  1.40E-15  1.02E-15  5.17E-16  1.63E-16  6.18E-17  2.27E-17  5.86E-18  2.09E-18
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.64E-43  2.69E-28  7.79E-20  3.34E-17
             4.67E-16  1.15E-15  8.76E-16  4.56E-16  1.46E-16  5.57E-17  2.05E-17  5.30E-18  1.89E-18
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.27E-43  3.08E-28  9.03E-20  3.66E-17
             4.75E-16  1.10E-15  8.20E-16  4.22E-16  1.34E-16  5.11E-17  1.88E-17  4.85E-18  1.73E-18
