SEQ='MG'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  85997457.5   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2P6 3S1             (2)0( 0.5)        0.0 
     2          2P6 3P1             (2)1( 0.5)   106188.1 
     3          2P6 3P1             (2)1( 1.5)   107487.4 
     4          2P6 3D1             (2)2( 1.5)   248208.2*
     5          2P6 3D1             (2)2( 2.5)   248376.5*

   IC RESOLVED LEVEL INDEXING           BWNR=  86578705.4   NLVL= 411
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
             1.22E-15  2.81E-15  2.09E-15  1.07E-15  3.39E-16  1.29E-16  4.74E-17  1.23E-17  4.37E-18
    41       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.21E-40  4.08E-27  1.41E-19  3.93E-17
             4.91E-16  1.14E-15  8.51E-16  4.38E-16  1.39E-16  5.30E-17  1.94E-17  5.03E-18  1.79E-18
    42       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.87E-40  1.92E-27  4.74E-20  8.86E-18
             8.13E-17  1.55E-16  1.09E-16  5.45E-17  1.70E-17  6.43E-18  2.36E-18  6.08E-19  2.17E-19
    43       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.34E-40  2.24E-27  5.61E-20  1.08E-17
             1.03E-16  2.01E-16  1.43E-16  7.15E-17  2.23E-17  8.48E-18  3.10E-18  8.02E-19  2.86E-19
    44       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.63E-40  2.40E-27  5.87E-20  1.10E-17
             1.02E-16  1.95E-16  1.37E-16  6.86E-17  2.14E-17  8.11E-18  2.97E-18  7.67E-19  2.73E-19
    45       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.56E-41  6.51E-28  2.31E-20  6.98E-18
             9.31E-17  2.25E-16  1.70E-16  8.81E-17  2.80E-17  1.07E-17  3.93E-18  1.02E-18  3.63E-19
    46       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.45E-40  1.61E-27  3.95E-20  7.39E-18
             6.80E-17  1.30E-16  9.11E-17  4.55E-17  1.42E-17  5.37E-18  1.97E-18  5.08E-19  1.81E-19
    47       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.15E-41  1.27E-27  5.39E-20  1.36E-17
             1.57E-16  3.48E-16  2.57E-16  1.32E-16  4.17E-17  1.59E-17  5.83E-18  1.51E-18  5.37E-19
    48       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.66E-40  4.15E-27  1.79E-19  4.73E-17
             5.57E-16  1.25E-15  9.27E-16  4.76E-16  1.51E-16  5.74E-17  2.11E-17  5.45E-18  1.94E-18
    49       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.30E-40  8.19E-27  3.60E-19  1.01E-16
             1.25E-15  2.88E-15  2.15E-15  1.11E-15  3.52E-16  1.34E-16  4.93E-17  1.28E-17  4.55E-18
    50       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.47E-40  3.88E-27  1.67E-19  4.25E-17
             4.87E-16  1.07E-15  7.92E-16  4.05E-16  1.28E-16  4.88E-17  1.79E-17  4.63E-18  1.65E-18
    51       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.42E-39  1.84E-26  7.06E-19  1.73E-16
             1.95E-15  4.31E-15  3.18E-15  1.63E-15  5.14E-16  1.96E-16  7.19E-17  1.86E-17  6.62E-18
    52       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.09E-40  8.31E-27  3.56E-19  9.97E-17
             1.24E-15  2.89E-15  2.17E-15  1.12E-15  3.55E-16  1.35E-16  4.97E-17  1.29E-17  4.58E-18
    53       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.42E-40  1.13E-26  5.31E-19  1.64E-16
             2.16E-15  5.20E-15  3.94E-15  2.04E-15  6.49E-16  2.48E-16  9.11E-17  2.36E-17  8.40E-18
    54       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.89E-40  1.21E-26  6.47E-19  2.28E-16
             3.25E-15  8.07E-15  6.16E-15  3.21E-15  1.02E-15  3.91E-16  1.44E-16  3.72E-17  1.33E-17
    55       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.47E-40  1.15E-26  5.50E-19  1.49E-16
             1.78E-15  4.05E-15  3.02E-15  1.55E-15  4.92E-16  1.87E-16  6.88E-17  1.78E-17  6.35E-18
    56       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.25E-40  3.34E-27  1.40E-19  3.58E-17
             4.18E-16  9.40E-16  6.98E-16  3.58E-16  1.14E-16  4.33E-17  1.59E-17  4.11E-18  1.46E-18
    57       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.19E-40  1.09E-26  4.84E-19  1.29E-16
             1.54E-15  3.50E-15  2.61E-15  1.34E-15  4.25E-16  1.62E-16  5.95E-17  1.54E-17  5.49E-18
    58       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.82E-40  1.10E-26  5.15E-19  1.42E-16
             1.74E-15  4.00E-15  2.99E-15  1.54E-15  4.90E-16  1.87E-16  6.86E-17  1.78E-17  6.33E-18
    59       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.10E-41  1.48E-27  9.52E-20  3.09E-17
             4.14E-16  1.01E-15  7.64E-16  3.97E-16  1.26E-16  4.83E-17  1.77E-17  4.60E-18  1.64E-18
    60       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.45E-41  2.17E-27  1.43E-19  4.89E-17
             6.80E-16  1.68E-15  1.28E-15  6.68E-16  2.13E-16  8.15E-17  3.00E-17  7.76E-18  2.76E-18
    61       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.38E-41  2.71E-27  1.87E-19  7.19E-17
             1.07E-15  2.74E-15  2.11E-15  1.10E-15  3.54E-16  1.35E-16  4.97E-17  1.29E-17  4.59E-18
    62       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.71E-41  1.68E-27  1.10E-19  3.69E-17
             5.07E-16  1.25E-15  9.51E-16  4.95E-16  1.58E-16  6.04E-17  2.22E-17  5.74E-18  2.05E-18
    63       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.12E-40  7.46E-27  3.91E-19  1.30E-16
             1.82E-15  4.50E-15  3.44E-15  1.79E-15  5.72E-16  2.19E-16  8.04E-17  2.08E-17  7.41E-18
    64       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.16E-41  5.63E-28  5.04E-20  1.90E-17
             2.78E-16  7.09E-16  5.47E-16  2.86E-16  9.16E-17  3.50E-17  1.29E-17  3.34E-18  1.19E-18
    65       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.09E-42  2.49E-28  1.81E-20  4.76E-18
             5.14E-17  1.08E-16  7.79E-17  3.95E-17  1.24E-17  4.73E-18  1.73E-18  4.48E-19  1.60E-19
    66       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.21E-42  2.96E-28  2.16E-20  5.77E-18
             6.33E-17  1.34E-16  9.79E-17  4.98E-17  1.57E-17  5.96E-18  2.19E-18  5.65E-19  2.01E-19
    67       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.93E-42  3.18E-28  2.28E-20  5.93E-18
             6.31E-17  1.31E-16  9.44E-17  4.78E-17  1.50E-17  5.70E-18  2.09E-18  5.40E-19  1.92E-19
    68       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.80E-43  1.67E-29  1.24E-21  3.05E-19
             2.97E-18  5.67E-18  3.95E-18  1.97E-18  6.11E-19  2.31E-19  8.46E-20  2.19E-20  7.78E-21
    69       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.35E-43  1.12E-29  8.68E-22  2.17E-19
             2.15E-18  4.13E-18  2.89E-18  1.44E-18  4.49E-19  1.70E-19  6.22E-20  1.61E-20  5.72E-21
    70       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.99E-43  1.36E-29  1.04E-21  2.60E-19
             2.59E-18  5.03E-18  3.54E-18  1.77E-18  5.51E-19  2.09E-19  7.65E-20  1.98E-20  7.03E-21
    71       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.01E-43  2.14E-29  1.55E-21  3.75E-19
             3.60E-18  6.77E-18  4.69E-18  2.33E-18  7.22E-19  2.73E-19  9.99E-20  2.58E-20  9.18E-21
    72       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.94E-42  9.59E-29  8.49E-21  3.11E-18
             4.48E-17  1.14E-16  8.81E-17  4.61E-17  1.48E-17  5.65E-18  2.08E-18  5.38E-19  1.92E-19
    73       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.67E-41  6.33E-28  4.43E-20  1.64E-17
             2.38E-16  6.02E-16  4.63E-16  2.42E-16  7.74E-17  2.96E-17  1.09E-17  2.82E-18  1.00E-18
    74       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.92E-42  3.17E-28  2.25E-20  5.71E-18
             5.92E-17  1.20E-16  8.59E-17  4.33E-17  1.36E-17  5.15E-18  1.89E-18  4.88E-19  1.74E-19
    75       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.13E-36  1.45E-26  4.22E-19  1.02E-16
             9.91E-16  1.90E-15  1.33E-15  6.60E-16  2.05E-16  7.77E-17  2.84E-17  7.34E-18  2.61E-18
    76       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.06E-36  3.04E-26  8.89E-19  2.06E-16
             1.94E-15  3.60E-15  2.49E-15  1.23E-15  3.81E-16  1.44E-16  5.27E-17  1.36E-17  4.84E-18
    77       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.19E-36  4.93E-26  1.85E-18  4.18E-16
             3.86E-15  7.07E-15  4.86E-15  2.40E-15  7.40E-16  2.80E-16  1.02E-16  2.64E-17  9.40E-18
    78       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.38E-42  2.13E-28  2.12E-20  7.55E-18
             1.05E-16  2.63E-16  2.02E-16  1.06E-16  3.38E-17  1.29E-17  4.75E-18  1.23E-18  4.38E-19
    79       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-41  6.75E-28  6.69E-20  2.33E-17
             3.17E-16  7.79E-16  5.96E-16  3.10E-16  9.92E-17  3.79E-17  1.39E-17  3.61E-18  1.29E-18
    80       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.06E-41  1.29E-27  1.30E-19  4.78E-17
             6.80E-16  1.71E-15  1.32E-15  6.89E-16  2.20E-16  8.43E-17  3.10E-17  8.03E-18  2.86E-18
    81       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.99E-42  6.33E-28  6.20E-20  2.07E-17
             2.74E-16  6.60E-16  5.02E-16  2.61E-16  8.31E-17  3.18E-17  1.17E-17  3.02E-18  1.08E-18
    82       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.53E-36  6.16E-27  8.55E-20  2.20E-17
             2.23E-16  4.35E-16  3.06E-16  1.53E-16  4.75E-17  1.80E-17  6.59E-18  1.70E-18  6.06E-19
    83       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.17E-36  3.23E-26  2.68E-19  6.79E-17
             6.95E-16  1.38E-15  9.74E-16  4.88E-16  1.52E-16  5.78E-17  2.11E-17  5.46E-18  1.95E-18
    84       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.12E-36  5.05E-26  5.49E-19  1.41E-16
             1.44E-15  2.83E-15  1.99E-15  9.96E-16  3.10E-16  1.18E-16  4.31E-17  1.11E-17  3.96E-18
    85       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.09E-36  3.50E-26  5.10E-19  1.33E-16
             1.42E-15  2.96E-15  2.13E-15  1.08E-15  3.39E-16  1.29E-16  4.73E-17  1.22E-17  4.35E-18
    86       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.99E-36  4.89E-26  1.31E-18  3.16E-16
             3.12E-15  6.01E-15  4.22E-15  2.10E-15  6.54E-16  2.48E-16  9.06E-17  2.34E-17  8.33E-18
    87       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-40  5.76E-27  6.31E-19  3.00E-16
             4.97E-15  1.35E-14  1.06E-14  5.60E-15  1.80E-15  6.90E-16  2.54E-16  6.58E-17  2.35E-17
    88       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.46E-42  3.09E-28  3.94E-20  1.65E-17
             2.53E-16  6.68E-16  5.22E-16  2.75E-16  8.83E-17  3.38E-17  1.24E-17  3.23E-18  1.15E-18
    89       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.24E-40  6.90E-27  6.89E-19  2.73E-16
             4.11E-15  1.07E-14  8.30E-15  4.36E-15  1.40E-15  5.35E-16  1.97E-16  5.10E-17  1.82E-17
    90       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.87E-42  3.42E-28  4.29E-20  1.74E-17
             2.62E-16  6.81E-16  5.30E-16  2.79E-16  8.94E-17  3.42E-17  1.26E-17  3.26E-18  1.16E-18
    91       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.75E-42  5.09E-28  6.53E-20  2.78E-17
             4.32E-16  1.14E-15  8.93E-16  4.70E-16  1.51E-16  5.79E-17  2.13E-17  5.52E-18  1.97E-18
    92       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.51E-42  6.59E-28  8.77E-20  4.13E-17
             6.83E-16  1.87E-15  1.47E-15  7.78E-16  2.51E-16  9.61E-17  3.54E-17  9.17E-18  3.27E-18
    93       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-40  7.47E-27  8.52E-19  4.32E-16
             7.41E-15  2.05E-14  1.62E-14  8.55E-15  2.75E-15  1.06E-15  3.89E-16  1.01E-16  3.59E-17
    94       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.83E-41  3.64E-27  3.65E-19  1.52E-16
             2.37E-15  6.26E-15  4.89E-15  2.57E-15  8.27E-16  3.17E-16  1.17E-16  3.02E-17  1.08E-17
    95       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.00E-40  5.56E-27  6.00E-19  2.73E-16
             4.44E-15  1.20E-14  9.38E-15  4.95E-15  1.59E-15  6.10E-16  2.25E-16  5.82E-17  2.07E-17
    96       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.75E-40  1.03E-26  1.34E-18  7.78E-16
             1.40E-14  3.93E-14  3.11E-14  1.65E-14  5.32E-15  2.04E-15  7.52E-16  1.95E-16  6.94E-17
    97       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.25E-40  6.93E-27  8.15E-19  4.18E-16
             7.17E-15  1.98E-14  1.56E-14  8.25E-15  2.66E-15  1.02E-15  3.75E-16  9.72E-17  3.46E-17
    98       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.80E-44  4.42E-30  5.87E-22  1.75E-19
             1.89E-18  3.84E-18  2.74E-18  1.38E-18  4.30E-19  1.63E-19  5.98E-20  1.55E-20  5.51E-21
    99       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-42  1.61E-28  2.46E-20  1.12E-17
             1.81E-16  4.88E-16  3.84E-16  2.03E-16  6.54E-17  2.50E-17  9.22E-18  2.39E-18  8.52E-19
   100       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.04E-43  6.65E-29  8.81E-21  2.93E-18
             3.65E-17  8.39E-17  6.27E-17  3.23E-17  1.03E-17  3.92E-18  1.44E-18  3.72E-19  1.33E-19
   101       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.29E-43  8.01E-29  1.06E-20  3.58E-18
             4.51E-17  1.04E-16  7.83E-17  4.04E-17  1.28E-17  4.90E-18  1.80E-18  4.66E-19  1.66E-19
   102       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.19E-43  8.80E-29  1.14E-20  3.73E-18
             4.56E-17  1.03E-16  7.69E-17  3.96E-17  1.25E-17  4.78E-18  1.76E-18  4.54E-19  1.62E-19
   103       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.55E-44  4.44E-30  6.16E-22  1.87E-19
             2.04E-18  4.19E-18  3.00E-18  1.51E-18  4.73E-19  1.80E-19  6.58E-20  1.70E-20  6.05E-21
   104       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.89E-44  5.79E-30  7.80E-22  2.36E-19
             2.57E-18  5.28E-18  3.78E-18  1.91E-18  5.97E-19  2.27E-19  8.30E-20  2.15E-20  7.64E-21
   105       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.61E-44  8.52E-30  1.10E-21  3.22E-19
             3.40E-18  6.76E-18  4.78E-18  2.39E-18  7.47E-19  2.83E-19  1.04E-19  2.68E-20  9.53E-21
   106       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-45  1.33E-31  1.86E-23  5.51E-21
             5.75E-20  1.12E-19  7.89E-20  3.93E-20  1.22E-20  4.63E-21  1.69E-21  4.38E-22  1.56E-22
   107       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.67E-45  1.95E-31  2.57E-23  7.51E-21
             7.79E-20  1.52E-19  1.07E-19  5.31E-20  1.65E-20  6.25E-21  2.29E-21  5.91E-22  2.10E-22
   108       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.43E-45  2.74E-31  3.54E-23  1.02E-20
             1.05E-19  2.04E-19  1.42E-19  7.08E-20  2.20E-20  8.33E-21  3.05E-21  7.87E-22  2.80E-22
   109       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.45E-45  1.77E-31  2.40E-23  7.05E-21
             7.35E-20  1.44E-19  1.01E-19  5.03E-20  1.57E-20  5.93E-21  2.17E-21  5.60E-22  2.00E-22
   110       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.33E-43  2.81E-29  4.31E-21  1.98E-18
             3.22E-17  8.78E-17  6.93E-17  3.67E-17  1.18E-17  4.53E-18  1.67E-18  4.33E-19  1.54E-19
   111       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.91E-41  5.01E-27  5.86E-19  2.71E-16
             4.44E-15  1.20E-14  9.41E-15  4.97E-15  1.60E-15  6.13E-16  2.25E-16  5.84E-17  2.08E-17
   112       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.17E-41  2.06E-27  2.62E-19  1.36E-16
             2.35E-15  6.51E-15  5.15E-15  2.73E-15  8.80E-16  3.37E-16  1.24E-16  3.22E-17  1.15E-17
   113       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.19E-43  8.79E-29  1.13E-20  3.57E-18
             4.22E-17  9.35E-17  6.91E-17  3.54E-17  1.12E-17  4.26E-18  1.56E-18  4.05E-19  1.44E-19
   114       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.02E-41  7.54E-28  1.04E-19  5.23E-17
             8.80E-16  2.40E-15  1.89E-15  1.00E-15  3.22E-16  1.23E-16  4.55E-17  1.18E-17  4.20E-18
   115       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.80E-41  4.94E-27  6.17E-19  1.77E-16
             1.83E-15  3.57E-15  2.51E-15  1.25E-15  3.89E-16  1.47E-16  5.39E-17  1.39E-17  4.96E-18
   116       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.05E-40  6.75E-27  8.22E-19  4.09E-16
             6.88E-15  1.88E-14  1.48E-14  7.82E-15  2.52E-15  9.65E-16  3.55E-16  9.21E-17  3.28E-17
   117       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.98E-42  3.35E-28  5.67E-20  1.81E-17
             1.97E-16  3.99E-16  2.84E-16  1.42E-16  4.44E-17  1.68E-17  6.17E-18  1.59E-18  5.68E-19
   118       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.51E-41  3.73E-27  4.80E-19  1.40E-16
             1.47E-15  2.92E-15  2.06E-15  1.03E-15  3.22E-16  1.22E-16  4.47E-17  1.15E-17  4.11E-18
   119       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.88E-42  8.24E-28  1.42E-19  4.60E-17
             5.15E-16  1.06E-15  7.64E-16  3.85E-16  1.21E-16  4.58E-17  1.68E-17  4.34E-18  1.55E-18
   120       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.14E-41  5.35E-27  6.80E-19  1.97E-16
             2.03E-15  3.97E-15  2.79E-15  1.39E-15  4.32E-16  1.64E-16  5.99E-17  1.55E-17  5.51E-18
   121       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.24E-41  7.73E-27  9.94E-19  2.89E-16
             3.01E-15  5.90E-15  4.15E-15  2.07E-15  6.44E-16  2.44E-16  8.93E-17  2.31E-17  8.21E-18
   122       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.64E-42  1.55E-27  2.66E-19  8.79E-17
             1.00E-15  2.11E-15  1.53E-15  7.73E-16  2.43E-16  9.23E-17  3.38E-17  8.74E-18  3.11E-18
   123       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.16E-41  2.13E-27  2.67E-19  7.74E-17
             8.09E-16  1.59E-15  1.12E-15  5.61E-16  1.75E-16  6.63E-17  2.43E-17  6.26E-18  2.23E-18
   124       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.66E-41  2.63E-27  3.34E-19  1.59E-16
             2.65E-15  7.21E-15  5.68E-15  3.00E-15  9.68E-16  3.71E-16  1.37E-16  3.54E-17  1.26E-17
   125       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.96E-41  2.98E-27  3.75E-19  1.10E-16
             1.15E-15  2.29E-15  1.61E-15  8.08E-16  2.52E-16  9.55E-17  3.50E-17  9.03E-18  3.22E-18
   126       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.88E-43  6.76E-29  1.10E-20  4.87E-18
             7.65E-17  2.05E-16  1.61E-16  8.50E-17  2.74E-17  1.05E-17  3.86E-18  1.00E-18  3.56E-19
   127       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.51E-42  2.11E-28  3.39E-20  1.42E-17
             2.13E-16  5.57E-16  4.34E-16  2.28E-16  7.34E-17  2.81E-17  1.03E-17  2.68E-18  9.55E-19
   128       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.81E-42  3.86E-28  6.29E-20  2.78E-17
             4.36E-16  1.16E-15  9.12E-16  4.81E-16  1.55E-16  5.94E-17  2.19E-17  5.66E-18  2.02E-18
   129       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.94E-41  4.85E-27  6.04E-19  1.76E-16
             1.86E-15  3.71E-15  2.62E-15  1.31E-15  4.10E-16  1.56E-16  5.70E-17  1.47E-17  5.24E-18
   130       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.38E-42  1.93E-28  3.07E-20  1.26E-17
             1.86E-16  4.81E-16  3.74E-16  1.96E-16  6.30E-17  2.41E-17  8.88E-18  2.30E-18  8.20E-19
   131       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.17E-41  2.09E-27  3.60E-19  1.14E-16
             1.24E-15  2.48E-15  1.75E-15  8.78E-16  2.74E-16  1.04E-16  3.80E-17  9.82E-18  3.50E-18
   132       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.07E-41  3.50E-27  4.67E-19  1.37E-16
             1.43E-15  2.80E-15  1.96E-15  9.80E-16  3.05E-16  1.15E-16  4.23E-17  1.09E-17  3.89E-18
   133       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-41  2.01E-27  2.73E-19  8.09E-17
             8.52E-16  1.69E-15  1.19E-15  5.94E-16  1.85E-16  7.02E-17  2.57E-17  6.64E-18  2.36E-18
   134       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-41  1.81E-27  2.44E-19  7.23E-17
             7.64E-16  1.52E-15  1.07E-15  5.37E-16  1.67E-16  6.35E-17  2.32E-17  6.00E-18  2.14E-18
   135       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.98E-41  2.20E-28  5.30E-20  2.02E-17
             2.38E-16  4.96E-16  3.55E-16  1.78E-16  5.57E-17  2.11E-17  7.74E-18  2.00E-18  7.12E-19
   136       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.29E-40  2.28E-28  5.29E-20  2.20E-17
             2.70E-16  5.80E-16  4.19E-16  2.12E-16  6.64E-17  2.52E-17  9.24E-18  2.39E-18  8.50E-19
   137       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.14E-40  4.40E-28  5.29E-20  2.02E-17
             2.41E-16  5.08E-16  3.66E-16  1.84E-16  5.78E-17  2.19E-17  8.04E-18  2.08E-18  7.40E-19
   138       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.33E-43  1.25E-28  2.33E-20  1.08E-17
             1.73E-16  4.70E-16  3.70E-16  1.96E-16  6.32E-17  2.42E-17  8.91E-18  2.31E-18  8.24E-19
   139       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.11E-42  1.89E-28  3.58E-20  1.72E-17
