UT	Glat	Glon	Radius	Dst	Kp	E23.1-30.5eV	E30.5-42.5eV	E42.5-55.2eV	E55.2-71.9eV	E71.9-93.6eV	E93.6-122.0eV	E122.0-161.0eV	E161.0-210.0eV	E210.0-275.0eV	E275.0-360.0eV	E360.0-471.0eV	E471.0-617.0eV	E617.0-815.0eV	E.815-1.07keV	E1.07-1.40kev	E1.40-1.82keV	E1.82-2.39keV	E2.39-3.12keV	E3.12-4.09keV	E4.09-5.36keV	E5.36-7.02keV	E7.02-9.19keV	E9.19-12.0keV	E12.0-15.8keV	E15.8-20.6keV	E20.6-27.0keV	E27.0-35.4keV	E35.4-46.4-43.37keV	E50-75keV	E75-105keV	E105-150keV	E150-225keV	E225-315keV	E315-500keV	E500-750keV	E0.75-1.1MeV	E1.1-1.5MeV	E>1.5MeV	E0.7-1.8MeV	E1.8-3.5MeV	E3.5-6.0MeV	E6.0-7.8MeV	E7.8-10.8	E10.8-25.8	P.03-.06eV	P.06-.13eV	P13-.25V	P.25-.52eV	P.52-1.0eV	P1.0-2.3eV	P2.3-4.1eV	P4.1-6.1eV	P6.1-9.0eV	P9.0-12.9eV	P12.9-18.5eV	P18.5-25.5eV	P25.5-34.5eV	P34.5-45.8eV	P45.8-61.2eV	P61.2-80.9eV	P80.9-105.0eV	P105.0-139.0eV	P139.0-182.0eV	P182.0-237.0eV	P237.0-314.0eV	P314.0-408.0eV	P408.0-538.0eV	P538.0-703.0eV	P703.0-925.0eV	P.925-1.22keV	P1.22-1.51keV	P1.51-1.98keV	P1.98-2.58keV	P2.58-3.36keV	P3.36-4.36keV	P4.36-5.82keV	P5.82-7.60keV	P7.60-9.92keV	P9.92-13.0keV	P13.0-16.9keV	P16.9-22.1keV	P22.1-28.8keV	P28.8-37.6keV	P37.6-49.1keV	P50-75keV	P75-113keV	P113-170keV	P170-250keV	P250-400keV	P400-670keV	P0.67-1.2MeV	P1.2-1.9MeV	P1.9-3.1MeV	P3.1-5.0MeV	P5.0-7.7MeV	P7.7-50.0MeV	P11-14MeV	P14-20MeV	P>20Mev	DENLP	DENHP	DENHE	TPARHP	TPERHP	TPARHE	TPERHE	THETA_P	PHI_P	THETA_E	PHI_E	SC_POTEN
16.894300	1.576600	69.587000	6.610600  -9	2.0	1.5014e+08	8.1325e+07	5.8991e+07	4.1003e+07	3.1621e+07	2.7203e+07	1.9895e+07	1.5713e+07	1.1889e+07	7.4884e+06	4.5034e+06	2.1546e+06	1.4835e+06	1.636e+06	1.7747e+06	1.4932e+06	633740	303990	342940	331180	264800	88488	55923	78826	89949	-999	-999	-999	57787.2	10406.5	3737.28	2167.09	876.999	486.312	194.456	69.8895	26.9056	4989.68	23.5032	1.23969	0.0422295	0.00506268	0.00390299	0.00215269	0	0	0	0	0	-999	2.4592e+08	5.8679e+08	3.2298e+08	9.7678e+07	4.2772e+07	2.5304e+07	1.4022e+07	1.0438e+07	5.3413e+06	2.9877e+06	2.8277e+06	1.8298e+06	971010	721720	480560	332360	146410	140790	93433	86768	82696	34222	54583	84475	166170	220140	243060	113310	40645	38717	27031	28437	33555	28691	68335.5	5420.3	1855.03	590.401	112.815	33.8251	1.20023	0.491129	0.233548	-999	0.200032	0.0141308	-999	-999	-999	4.0062	0.3916	0.20305	4132.6	6399.9	419.96	449.14	103.84	-12.216	100.65	30.292	-5.001	
16.918200	1.576600	69.587000	6.610600  -9	2.0	1.3048e+08	8.2843e+07	5.027e+07	3.9032e+07	3.2592e+07	2.5127e+07	2.0351e+07	1.516e+07	1.1501e+07	7.2064e+06	3.8628e+06	2.0794e+06	1.5895e+06	1.4782e+06	1.7755e+06	1.3754e+06	672590	274740	265000	336270	259600	107070	62701	84734	68302	-999	-999	-999	57660	10443.9	3679.5	2157.89	872.548	476.616	193.125	69.2437	25.9299	4908.67	23.5057	1.23819	0.0423499	0.00514232	0.00413258	0.00211478	0	0	0	0	0	4.244e+06	1.4526e+08	5.2877e+08	2.9855e+08	9.952e+07	4.1277e+07	2.4132e+07	1.5136e+07	8.4103e+06	5.2249e+06	2.9338e+06	2.9165e+06	1.5765e+06	1.2643e+06	521400	316420	204300	245880	274070	134820	61425	68840	65674	58817	108890	147100	251500	258560	117980	33280	44205	27362	32339	32403	29324	68361.8	5378.98	1865.18	589.946	115.798	33.1388	1.13113	0.499033	0.233548	-999	0.229492	0.0113898	-999	-999	-999	4.1403	0.42661	0.20004	3822	6096.1	482.27	444.52	105.38	-7.8109	10.737	-29.796	-5.001	
16.942100	1.563000	69.587000	6.610600  -9	2.0	1.3587e+08	7.7162e+07	4.7672e+07	3.5623e+07	2.7905e+07	2.566e+07	2.1618e+07	1.462e+07	9.2008e+06	7.9699e+06	4.2249e+06	2.5393e+06	1.6938e+06	1.4765e+06	1.8639e+06	1.4186e+06	653800	324530	334030	327510	280900	74371	58085	67882	77466	-999	-999	-999	56791	10389.6	3656.67	2131.41	881.182	475.415	191.211	68.1083	26.1093	5176.11	23.4705	1.25131	0.0428536	0.00464367	0.00431957	0.002169	0	0	0	0	0	-999	1.483e+08	8.7025e+08	5.601e+08	1.328e+08	5.4451e+07	2.6489e+07	1.7442e+07	9.7113e+06	5.4461e+06	2.8387e+06	2.0583e+06	2.0546e+06	954460	672700	558300	299120	250890	207430	65263	73035	80800	53723	41160	118440	203880	229040	223550	101660	42309	53810	29188	34804	34616	30391	68076.2	5337.4	1887.86	595.243	119.342	32.3712	1.15372	0.716936	0.226251	-999	0.165069	0.0145948	-999	-999	-999	5.2401	0.41071	0.194	4042.6	6357.9	422.87	455.88	106.86	-6.7298	88.285	-63.082	-5.001	
16.966000	1.563000	69.587000	6.610600  -9	2.0	1.0387e+08	6.7419e+07	4.8968e+07	3.8717e+07	2.8886e+07	2.4623e+07	1.9459e+07	1.4509e+07	1.0863e+07	7.3141e+06	4.3439e+06	2.2117e+06	1.5735e+06	1.2298e+06	1.7682e+06	1.3312e+06	608460	326650	286870	369180	228930	57055	53091	77813	79773	-999	-999	-999	55905.9	10133.3	3685.79	2116.46	886.421	483.4	189.513	69.6155	26.9382	5627.99	23.4572	1.24589	0.0423536	0.00445668	0.00448787	0.00212413	0	0	0	0	0	1.8316e+07	1.0515e+08	5.8864e+08	3.8436e+08	1.2617e+08	5.0479e+07	2.6947e+07	1.1776e+07	9.0199e+06	2.8029e+06	2.3657e+06	1.5895e+06	1.3712e+06	756700	689580	338880	394700	224270	81646	79885	17791	31066	60439	70137	69815	189060	231580	216370	116800	38341	45143	26507	28256	29343	28994	67271.5	5352.69	1856.23	605.13	118.063	31.1686	1.10402	0.643549	0.231116	-999	0.165069	0.0157823	-999	-999	-999	4.8987	0.42233	0.18969	3826.2	6023.2	435.48	477.6	104.91	-9.172	94.106	-26.317	-5.001	
16.989900	1.549400	69.587000	6.610500  -9	2.0	1.027e+08	6.9358e+07	5.0483e+07	3.0319e+07	2.91e+07	2.3462e+07	1.9135e+07	1.5792e+07	1.069e+07	6.813e+06	3.9093e+06	1.8435e+06	1.3487e+06	1.4174e+06	1.5299e+06	1.3151e+06	528600	285170	258540	353240	257870	61208	45950	64545	66833	-999	-999	-999	55733.7	9971.8	3727.1	2109	868.084	480.73	188.226	67.7691	27.1757	5453.46	23.4607	1.24005	0.0434806	0.00532931	0.00456267	0.00211104	0	0	0	0	0	1.2732e+07	6.334e+07	7.6688e+08	5.1072e+08	1.379e+08	4.887e+07	2.5076e+07	1.4536e+07	7.6968e+06	3.3052e+06	2.88e+06	2.0172e+06	1.5066e+06	727410	433100	433660	138580	62401	82624	74185	34770	8605.1	7208.6	53978	95738	152220	254850	247760	108060	25682	39505	25729	27476	32390	27336	66805.5	5444.31	1820.56	602.78	115.274	30.4598	1.0442	0.356452	0.233548	-999	0.128387	0.0125207	-999	-999	-999	5.9968	0.37217	0.18096	4064	6647.9	479.6	434.25	102.75	-12.054	14	-0.94319	-5.001	
17.013800	1.549400	69.587000	6.610500 -11	2.0	1.0646e+08	6.4412e+07	4.5337e+07	3.3016e+07	2.911e+07	2.3685e+07	1.704e+07	1.4145e+07	1.1381e+07	6.384e+06	4.4109e+06	2.1062e+06	1.5339e+06	1.4032e+06	1.5757e+06	1.3099e+06	648170	292340	269250	346070	227770	71751	50173	77619	83493	-999	-999	-999	55621.2	9963.98	3739.32	2109.74	858.799	475.585	190.33	69.0233	26.755	5224.03	23.3951	1.23917	0.0438201	0.00568079	0.00418556	0.00208205	0	0	0	0	0	7.3264e+06	6.859e+07	7.9381e+08	5.357e+08	1.6108e+08	4.5293e+07	2.5884e+07	1.6586e+07	8.5568e+06	4.6626e+06	5.2294e+06	1.7069e+06	1.69e+06	1.0389e+06	604190	688380	321840	307140	161010	54936	71163	73896	66661	64664	108320	150420	229160	259580	106700	24705	49300	29572	28953	31288	28565	66861.1	5488.78	1835.8	600.551	116.394	30.3214	1.11466	0.357527	0.233548	-999	0.171183	0.0130753	-999	-999	-999	5.9078	0.4479	0.18376	3615.2	5758.4	513.39	456.53	105	-7.0672	16.416	15.645	-5.001	
17.037700	1.535800	69.587000	6.610500 -11	2.0	1.143e+08	6.4917e+07	3.9906e+07	3.0829e+07	2.7856e+07	2.3295e+07	2.0022e+07	1.4747e+07	1.0945e+07	7.0635e+06	4.0795e+06	1.9655e+06	1.3024e+06	1.49e+06	1.7361e+06	1.2336e+06	599600	250660	301230	400180	230410	63712	49060	70452	73372	-999	-999	-999	54579.2	9982.99	3809.8	2101.97	873.278	473.44	190.079	71.3142	25.5556	5126.24	23.3483	1.23796	0.0429383	0.00501766	0.00407648	0.00220266	0	0	0	0	0	1.5234e+07	9.8969e+07	4.6139e+08	3.0448e+08	9.7376e+07	3.4731e+07	2.4066e+07	1.153e+07	1.1114e+07	5.6672e+06	3.6519e+06	1.5675e+06	654300	1.0406e+06	636330	343080	411780	150140	130020	85585	36642	-999	27355	59191	94884	145590	207240	232040	87904	34511	40443	23453	24793	29251	33141	66363.9	5404.28	1827.09	598.502	113.075	31.7769	1.05163	0.36129	0.233548	-999	0.17894	0.0130412	-999	-999	-999	4.2554	0.39931	0.1823	4057.7	6123.8	492.42	444.83	102.02	-7.0175	10.724	25.346	-5.001	
17.061600	1.535800	69.587000	6.610500 -11	2.0	1.4402e+08	7.6234e+07	4.6964e+07	3.4896e+07	3.0031e+07	2.2811e+07	1.9437e+07	1.5792e+07	1.1085e+07	6.698e+06	3.642e+06	2.2822e+06	1.6438e+06	1.6733e+06	1.7766e+06	1.3716e+06	644910	276580	327960	371730	262300	77829	67566	83325	75260	-999	-999	-999	53874.8	9928.96	3817.87	2100.2	888.08	469.681	190.11	70.2503	25.5805	5306.58	23.2683	1.24139	0.0416169	0.00448784	0.00402038	0.00219144	0	0	0	0	0	2.5643e+07	9.6101e+07	6.5839e+08	3.909e+08	9.8407e+07	4.1128e+07	2.0808e+07	1.9314e+07	9.0131e+06	6.6104e+06	3.8221e+06	1.8998e+06	1.714e+06	756700	747040	168330	222880	82152	63816	113760	60363	13856	29973	52221	86272	171490	260360	246310	98556	37110	44426	28575	30979	35667	30683	65956.1	5397.86	1828.29	616.818	112.434	31.9347	0.995388	0.36129	-999	-999	0.127719	0.0139654	-999	-999	-999	4.2245	0.37222	0.184	4361.1	6634.7	463.76	431.9	107.96	-12.543	69.841	70.674	-5.001	
17.085500	1.522200	69.587000	6.610500 -11	2.0	1.3856e+08	7.5758e+07	4.2219e+07	3.7632e+07	2.7452e+07	2.5426e+07	1.9039e+07	1.4315e+07	9.7675e+06	7.0912e+06	3.5185e+06	2.2503e+06	1.381e+06	1.462e+06	1.6078e+06	1.3505e+06	609660	307040	359250	367420	244570	78248	64456	71980	72575	-999	-999	-999	54122.1	9909.55	3788.91	2104.17	875.978	474.87	190.974	69.7504	26.9997	5353.23	23.2229	1.23849	0.0413347	0.00529815	0.0037882	0.00207323	0	0	0	0	0	1.2732e+07	1.2163e+08	4.3813e+08	2.7141e+08	8.9971e+07	3.7191e+07	1.9948e+07	1.4515e+07	9.1817e+06	5.032e+06	3.2953e+06	2.3275e+06	1.4244e+06	364550	580170	329260	380990	136540	224820	89881	56868	27906	48146	37675	88639	174880	232930	244980	96433	32614	47946	28078	27820	35634	31075	65792.1	5411.02	1852.73	630.381	112.964	32.3897	1.04197	0.36129	-999	-999	0.128387	0.0171613	-999	-999	-999	4.0848	0.41916	0.19351	3687.1	6135.2	503.91	442.81	103.76	-8.9306	4.3453	71.242	-5.001	
17.109400	1.522200	69.587000	6.610500 -11	2.0	2.9302e+08	1.5337e+08	9.6747e+07	4.7747e+07	2.7012e+07	2.3606e+07	1.7716e+07	1.401e+07	1.0024e+07	7.5241e+06	3.9766e+06	2.3038e+06	1.5061e+06	1.6702e+06	1.7604e+06	1.3496e+06	633270	300070	345160	361150	231530	66288	57250	76651	78916	-999	-999	-999	53434.7	9950.79	3785.92	2098.94	870.14	473.656	182.559	68.7842	26.2139	5300.27	23.2391	1.23331	0.0416106	0.00554748	0.00427283	0.00218022	0	0	0	0	0	2.5643e+07	2.2887e+08	4.6556e+08	1.9671e+08	6.2311e+07	2.6743e+07	1.4239e+07	1.5086e+07	7.1298e+06	6.1963e+06	3.7596e+06	1.7194e+06	1.5983e+06	866610	695100	541270	291800	232290	186770	7848	75719	55617	32591	68754	85330	140620	208420	232930	88509	33687	46663	25906	31312	33725	28685	65905.2	5396.57	1849.59	619.489	113.808	32.4656	0.943377	0.36129	-999	-999	0.128387	0.0171613	-999	-999	-999	5.2014	0.39526	0.24185	4071.6	6308.4	379.03	355.34	103.87	-6.061	40.185	6.7034	-3.0708	
17.133300	1.522200	69.587000	6.610500 -11	2.0	4.2003e+08	2.5091e+08	1.2772e+08	6.8029e+07	4.2557e+07	2.8614e+07	1.7073e+07	1.4644e+07	1.0003e+07	7.2528e+06	4.1829e+06	2.4271e+06	1.5083e+06	1.4511e+06	1.5037e+06	1.3207e+06	629640	299980	307600	364470	243220	68097	72282	74676	65581	-999	-999	-999	53057.4	9978.34	3773.43	2104.33	866.084	475.488	181.667	68.9324	26.0031	5498.71	23.3067	1.23376	0.0413837	0.00498649	0.00469356	0.00209421	0	0	0	0	0	4.244e+06	1.504e+08	4.1291e+08	2.133e+08	6.0984e+07	2.9203e+07	1.669e+07	1.3678e+07	8.16e+06	6.2513e+06	3.8259e+06	2.3942e+06	1.3858e+06	1.0003e+06	566210	385780	192090	198940	146440	84181	25594	11960	45528	83934	108400	128530	271100	261020	91637	27415	40958	26954	33834	31239	28909	66257.1	5397.49	1851.25	615.8	116.23	30.4521	0.944178	0.36129	-999	-999	0.128387	0.016293	-999	-999	-999	2.7312	0.40844	0.31121	4002.8	6239	300.73	274.91	103.68	-6.8403	3.1256	-40.931	-5.001	
17.157200	1.508600	69.587000	6.610400 -11	2.0	4.5052e+08	2.5505e+08	1.3995e+08	6.3994e+07	3.9225e+07	3.2762e+07	2.0469e+07	1.4419e+07	9.1064e+06	8.4747e+06	4.6264e+06	2.3658e+06	1.5324e+06	1.4789e+06	1.6653e+06	1.3807e+06	691620	301130	337380	347800	235230	71599	65319	88168	85460	-999	-999	-999	53127.9	10013.9	3782.35	2108.51	846.646	466.578	186.918	70.5889	26.8033	5337.1	23.282	1.23494	0.0423554	0.00444456	0.00395597	0.00208382	0	0	0	0	0	2.7966e+07	1.4373e+08	3.9437e+08	1.6908e+08	5.4553e+07	2.9865e+07	1.5492e+07	1.4919e+07	8.7407e+06	4.9936e+06	3.7432e+06	1.8558e+06	1.1951e+06	1.2091e+06	933400	459330	166180	341060	112630	103430	15356	50804	21133	62302	112200	167690	276600	241350	105760	31679	49776	32153	36232	37514	32032	65884.3	5379.89	1840.87	638.129	115.854	32.1105	0.996455	0.359033	-999	-999	0.156472	0.0139217	-999	-999	-999	2.6126	0.43875	0.32136	3980.3	6181.3	287.19	272.92	101.76	-10.674	21.209	-55.99	-5.001	
17.181000	1.495000	69.587000	6.610400 -11	2.0	4.581e+08	2.3442e+08	1.2117e+08	6.3711e+07	3.7662e+07	3.068e+07	2.082e+07	1.4201e+07	9.88e+06	6.4241e+06	4.4068e+06	2.6023e+06	1.5118e+06	1.4319e+06	1.7029e+06	1.4395e+06	667880	294530	309430	344410	245730	55513	59255	68225	62758	-999	-999	-999	52486.7	10042.2	3789.07	2096.23	845.438	452.729	185.85	69.9675	27.0121	4835.75	23.2074	1.23484	0.0422601	0.00448784	0.00396429	0.00221762	0	0	0	0	0	-999	1.9688e+08	3.5331e+08	1.7545e+08	5.4063e+07	2.9071e+07	1.5801e+07	1.6328e+07	6.3073e+06	4.9604e+06	2.9838e+06	2.3781e+06	753280	894200	696400	258910	217250	79719	110780	74515	105370	39039	47008	46633	118640	202150	287190	243930	85991	34896	47946	37887	31426	33167	29500	65380.9	5356	1819.92	642.781	118.011	33.258	0.922627	0.353764	-999	-999	0.170737	0.0130242	-999	-999	-999	4.2567	0.40084	0.29736	4100.3	6640.2	276.02	295.53	101.04	-7.1837	100.1	66.872	-3.0708	
17.204900	1.495000	69.587000	6.610400 -11	2.0	4.1011e+08	2.2578e+08	1.1886e+08	6.4297e+07	3.7463e+07	2.98e+07	2.2417e+07	1.3116e+07	9.4106e+06	6.7443e+06	4.6219e+06	2.2158e+06	1.7059e+06	1.5576e+06	1.6448e+06	1.3561e+06	575160	267480	344150	358870	266830	85297	61873	80406	64803	-999	-999	-999	52024.2	10178.4	3826.03	2095.2	867.134	465.885	185.515	69.82	28.1416	4737.26	23.1918	1.22627	0.0415501	0.00493022	0.00430919	0.00233635	0	0	0	0	0	8.488e+06	1.4896e+08	3.5584e+08	2.1565e+08	7.4116e+07	3.5183e+07	2.0244e+07	1.4191e+07	8.8939e+06	3.2004e+06	3.0915e+06	1.5551e+06	1.0961e+06	613670	662960	353690	273960	171170	118280	54193	25594	7973	44390	48621	115500	180490	224410	255140	83622	30929	52357	20388	35994	34518	30960	65456.8	5401.26	1856.71	631.325	119.398	31.1735	0.949086	0.355646	-999	0.120645	0.201751	0.0122581	-999	-999	-999	2.8539	0.40437	0.29638	4258.9	6543.3	284.91	298.12	104.78	-5.0881	89.419	-83.596	-5.001	
17.228800	1.481500	69.587000	6.610300 -11	2.0	4.0567e+08	2.0676e+08	1.1033e+08	6.1305e+07	3.7405e+07	3.0182e+07	2.151e+07	1.5006e+07	1.0341e+07	7.9251e+06	4.9841e+06	2.9236e+06	1.8051e+06	1.4697e+06	1.707e+06	1.3852e+06	725420	342790	344840	391000	268950	88800	80907	82060	89613	-999	-999	-999	52045.6	10151.1	3824.42	2087.88	876.534	479.608	186.146	68.8701	26.5096	4778.37	23.1953	1.21496	0.0410497	0.00475275	0.00426348	0.0023242	0	0	0	0	0	1.4648	1.7687e+08	3.6831e+08	1.9204e+08	7.8108e+07	3.9181e+07	2.1429e+07	1.5403e+07	8.0357e+06	5.4627e+06	4.9218e+06	3.5026e+06	1.813e+06	1.3538e+06	716200	508200	250490	327460	228090	185460	132340	65486	63550	55332	104150	216050	274170	255900	96918	38706	52120	29291	35302	37995	30071	65135.8	5364.71	1863.85	621.781	115.025	29.9862	0.992187	0.357527	0.233548	0.120645	0.205419	0.0138159	-999	-999	-999	3.0295	0.42925	0.28597	4182.9	6172.3	320.49	311.43	106.83	-6.5858	49.299	48.485	-5.001	
17.252700	1.481500	69.587000	6.610300 -11	2.0	3.2324e+08	1.8263e+08	9.7821e+07	5.0827e+07	3.564e+07	3.2547e+07	2.3938e+07	1.4347e+07	9.8047e+06	6.8355e+06	4.7022e+06	2.1891e+06	1.6525e+06	1.4733e+06	1.6794e+06	1.3952e+06	702210	298650	364740	339460	254930	60673	77147	88689	70430	-999	-999	-999	51824.1	10158.7	3853.64	2092.47	862.753	476.934	185.822	66.7412	25.22	4878.61	23.1584	1.22345	0.0413676	0.00442551	0.00398299	0.00232981	0	0	0	0	0	7.3264e+06	1.483e+08	4.6836e+08	2.2132e+08	7.8404e+07	4.1527e+07	2.3446e+07	1.3086e+07	8.4835e+06	5.7554e+06	3.6644e+06	2.7265e+06	1.5837e+06	1.2863e+06	747040	457110	214810	245310	103280	67411	89203	44289	53078	47008	91005	162220	269310	248930	90273	41717	55093	29904	33225	37648	33324	64888.1	5284.79	1842.83	604.17	113.812	31.2228	0.842559	0.417742	0.233548	0.11876	0.143934	0.0158206	-999	-999	-999	3.4312	0.44726	0.26832	3860.2	6093.6	348.19	316.23	101.19	-12.123	3.784	39.196	-5.001	
17.276600	1.467900	69.587000	6.610300 -11	2.0	2.9088e+08	1.8763e+08	1.0025e+08	6.1122e+07	3.4861e+07	2.5227e+07	2.3378e+07	1.7152e+07	9.6713e+06	6.3464e+06	4.6747e+06	2.5045e+06	1.7798e+06	1.4225e+06	1.8264e+06	1.3529e+06	690170	313950	363830	374800	274440	80182	67259	78157	84465	-999	-999	-999	51373.4	10196.8	3894.39	2103.5	861.639	468.367	184.47	67.855	25.3251	5115.48	23.1448	1.2299	0.0422012	0.00462116	0.00404428	0.00233812	0	0	0	0	0	4.0117e+07	1.9487e+08	3.7493e+08	2.1199e+08	8.1937e+07	4.022e+07	1.9745e+07	1.153e+07	9.0489e+06	4.1053e+06	3.5481e+06	2.4573e+06	1.2555e+06	839030	783400	712810	337990	129100	154920	110200	105370	116480	73718	63166	129990	193810	317850	241800	94851	36587	59639	31194	31435	42178	29344	64252.8	5332.37	1836.91	593.189	113.47	32.0052	0.868965	0.417742	0.2299	0.119389	0.164496	0.0153664	-999	-999	-999	3.1322	0.42365	0.27231	4061.8	6319.3	329.24	311.34	107.6	-3.0109	81.615	-23.13	-5.001	
17.300500	1.454300	69.587000	6.610300 -11	2.0	2.7998e+08	1.6802e+08	1.0278e+08	5.9484e+07	3.6679e+07	2.8763e+07	2.5107e+07	1.4795e+07	9.9832e+06	6.4839e+06	4.709e+06	2.7191e+06	1.594e+06	1.338e+06	1.6623e+06	1.3027e+06	663560	418280	343690	383190	283250	68828	56359	91454	61404	-999	-999	-999	51111	10128.4	3901.13	2087.94	872.202	469.479	186.878	70.1762	25.4063	5121.29	23.1113	1.22505	0.0410758	0.00465925	0.00448786	0.00213161	0	0	0	0	0	3.6632e+06	2.1888e+08	3.8531e+08	1.9051e+08	8.0252e+07	3.4315e+07	1.9785e+07	1.0544e+07	9.0932e+06	4.127e+06	5.4197e+06	2.0869e+06	1.4993e+06	925180	962940	382570	402020	265060	85886	68815	117790	13856	28000	38424	96768	156240	255390	242120	82715	27394	58443	28791	38249	35816	28313	64363.7	5364.01	1836.13	599.104	111.855	31.5339	1.12341	0.356775	0.231116	0.120645	0.256774	0.0130242	-999	-999	-999	5.351	0.41088	0.26426	4165.9	6340.2	309.41	322.06	106.88	-8.7279	114.64	-79.414	-3.0708	
17.324400	1.454300	69.587000	6.610300 -11	2.0	2.6412e+08	1.6497e+08	1.0217e+08	6.5182e+07	3.8165e+07	2.4865e+07	2.2374e+07	1.7092e+07	1.0191e+07	7.3462e+06	4.7965e+06	2.541e+06	1.6615e+06	1.4545e+06	1.541e+06	1.4274e+06	689920	316230	296290	384590	275060	67135	60147	88489	74625	-999	-999	-999	50851.2	10161.4	3862.6	2075.38	869.32	471.062	187.416	70.7116	26.4752	5056.74	23.0911	1.21887	0.0411893	0.00462809	0.00445047	0.0021316	0	0	0	0	0	7.3265e+06	1.4801e+08	3.4309e+08	2.0063e+08	6.5542e+07	3.2969e+07	1.8008e+07	1.5974e+07	9.7402e+06	6.0033e+06	3.7846e+06	2.4668e+06	1.265e+06	1.176e+06	438620	285570	209930	175470	93387	99133	11860	66118	50119	50608	108600	180640	238010	242230	91005	35557	51621	29635	35366	35012	28963	65049.1	5318.55	1794.55	607.686	107.043	30.401	1.19891	0.355646	0.233548	-999	0.128387	0.0127178	-999	-999	-999	3.173	0.4541	0.26984	3910.1	6150.3	352.12	316.23	104.22	-11.199	5.3191	-46.65	-5.001	
17.348300	1.454300	69.587000	6.610300 -11	2.0	2.746e+08	1.6078e+08	9.8899e+07	6.3764e+07	3.649e+07	2.4668e+07	1.8826e+07	1.889e+07	1.1441e+07	6.7262e+06	4.7498e+06	2.9202e+06	1.5211e+06	1.3544e+06	1.5537e+06	1.4004e+06	687160	354460	295460	397210	237210	84370	64177	87945	64425	-999	-999	-999	50470.4	10228.9	3817.47	2096.42	875.099	469.444	182.779	68.745	26.2521	4800.97	23.0839	1.222	0.0415748	0.00417965	0.00418556	0.00227808	0	0	0	0	0	1.5814e+07	2.0926e+08	4.3196e+08	1.8346e+08	7.2275e+07	3.666e+07	2.2504e+07	1.4958e+07	7.5351e+06	4.7559e+06	2.9713e+06	1.4502e+06	1.9724e+06	710860	507440	312230	275650	226130	131870	110200	103750	0.0019073	50612	61179	81166	196620	261760	272550	101410	37977	59437	29931	32531	40313	31326	64179.9	5408.14	1774.37	608.806	103.827	29.2412	1.19966	0.481721	-999	0.120645	0.127986	0.0122198	-999	-999	-999	5.1072	0.42195	0.26094	4075	6413	335.59	312.6	102.8	-11.513	167.8	-20.466	-3.0708	
17.372200	1.440700	69.587000	6.610200 -11	2.0	3.0378e+08	1.6017e+08	9.9184e+07	5.9537e+07	3.7151e+07	2.6251e+07	1.9319e+07	1.6372e+07	1.2087e+07	7.602e+06	4.3843e+06	2.592e+06	1.8329e+06	1.4748e+06	1.5623e+06	1.4108e+06	639150	312600	332380	361990	288550	59515	71204	86834	71088	-999	-999	-999	50483.7	10354	3781.89	2107.02	880.017	468.955	183.638	68.0604	25.613	4843.43	23.0613	1.22362	0.0410048	0.00414502	0.00403908	0.00226249	0	0	0	0	0	1.5234e+07	2.4164e+08	4.3468e+08	2.1488e+08	7.8297e+07	3.6586e+07	1.8978e+07	1.2445e+07	9.2771e+06	4.9054e+06	3.0626e+06	2.4859e+06	2.0015e+06	1.2549e+06	549320	366530	409340	109350	137530	23544	46880	7973	63550	59681	114080	197550	311960	240910	85415	28900	45622	35692	34786	34582	29626	63814.2	5490.49	1824.42	600.494	106.842	29.3579	1.19745	0.431291	-999	0.120645	0.127886	0.0134456	-999	-999	-999	5.5694	0.4468	0.25648	3975.3	6087.4	307.7	327.33	107.22	-5.6649	82.843	75.055	-3.0708	
17.396100	1.427100	69.587000	6.610200 -11	2.0	3.019e+08	1.8484e+08	1.0715e+08	6.4826e+07	3.8427e+07	2.5914e+07	1.798e+07	1.596e+07	1.24e+07	6.941e+06	4.929e+06	2.8305e+06	1.6282e+06	1.5421e+06	1.5632e+06	1.2822e+06	688330	287070	336710	364050	228730	66520	56851	67561	71222	-999	-999	-999	50257	10403.6	3816.62	2071.5	876.93	472.91	186.619	67.7786	25.732	5298.22	23.1014	1.21765	0.0413189	0.00504883	0.00416998	0.00205681	0	0	0	0	0	1.9478e+07	1.3515e+08	3.889e+08	2.6352e+08	8.6224e+07	3.4617e+07	2.2666e+07	1.2938e+07	6.9544e+06	3.6081e+06	3.8096e+06	1.368e+06	1.3472e+06	670540	623670	504000	142710	120510	65230	82033	23721	43025	15555	53344	102360	194030	308200	259360	88509	32572	54697	34132	36689	39422	26065	64134.5	5371.5	1846.5	597.077	112.626	30.2396	1.00462	0.361441	0.233548	0.120645	0.212641	0.0147097	-999	-999	-999	3.5894	0.47985	0.27436	3812.1	5747.8	344.2	304.05	102.12	-6.9592	5.9735	41.075	-5.001	
