Phase,PC_Date,PC_Time,YearDay,Lat,Lon,Pressure,SBE_Temp,SBE_Cond,SBE_Sal,IR_mVolts,IR_Conc,NewXCO2,dCO2,Avg_mV,GasFlow,WaterFlow,Eq_volts,Eq_Temp,SCS_Temp,SCS_Sal,pH2O,fCO2_weq,fCO2_a,fCO2_wInSitu,dfCO2,AirFlag,IR_Temp,Wind_Dir_Rel,Wind_Speed_Rel,Wind_Dir_Abs,Wind_Speed_Abs,QCFlag,Fluoro,SeaLevelPressure,COG,SOG,AirTemp
WATER,9/8/05,14:52:19,251.6196644,33.905538,-76.747303,1015.748731,28.1854,5.78061,35.9678,0.4064,385.8358,386.0315053,-0.195705325,,498.096405,10.354358,301.254,28.104,28.08,35.87,37.2248731,371.6558028,,371.3190826,12.31538844,,30.0773,229.7,4.46,58.16,16.15,2,3.538,1015.51,221.9,13.7,27.27
WATER,9/8/05,14:56:41,251.6226968,33.8945,-76.76185,1015.759904,28.211,5.78319,35.9665,0.4068,385.9133,386.1217126,-0.208412617,,493.274963,10.402256,301.279,28.129,28.11,35.87,37.28995924,371.7225822,,371.4559904,12.45229626,,30.0959,175.4,0,47.4,13.2,2,3.519,1015.54,227.4,14.3,27.42
WATER,9/8/05,15:01:22,251.6259491,33.882573,-76.77742,1015.920143,28.2608,5.78948,35.9726,0.4088,386.371,386.5728792,-0.201879206,,490.977325,10.213087,301.302,28.152,28.17,35.88,37.42022509,372.1691507,,372.4221337,13.41843959,,30.11213,194.2,4.27,50.48,17.27,2,3.526,1015.55,227,13.8,27.39
STD1,9/8/05,15:05:43,251.6289699,33.871442,-76.791965,1015.908097,28.2799,5.79142,35.9717,0.0206,303.25,0.0203,,0.0203,54.185452,10.203599,301.321,28.171,28.17,35.88,37.42022509,,,,,,30.12668,212.9,0.78,47.69,14.36,,3.517,1015.58,226.1,13.7,27.49
STD2,9/8/05,15:09:44,251.6317593,33.861128,-76.805347,1015.934209,28.2715,5.78965,35.9657,0.3379,370.9,0.3375,,0.3375,46.497974,10.237515,301.335,28.185,28.16,35.87,37.39865621,,,,,,30.14086,217,1.36,48.18,14.31,,3.51,1015.63,225,13.3,27.62
STD3,9/8/05,15:13:45,251.6345486,33.850803,-76.818635,1015.862332,28.2603,5.78862,35.967,0.5166,411.42,0.51615,,0.51615,53.256958,10.153813,301.317,28.167,28.14,35.88,37.35494117,,,,,,30.16419,213.3,4.27,51.92,17.92,,3.493,1015.61,227.5,13.8,27.44
WATER,9/8/05,15:17:47,251.6373495,33.841668,-76.833098,1015.834616,28.2559,5.7879,35.9653,0.4169,388.608,388.6937031,-0.085703109,,496.794128,10.270096,301.29,28.14,28.14,35.88,37.35494117,374.2027955,,374.2027955,15.01060355,,30.1903,116.4,3.49,43.5,15.14,2,3.503,1015.6,235.3,14,27.49
WATER,9/8/05,15:22:28,251.6406019,33.831578,-76.850445,1015.851117,28.2364,5.78576,35.9652,0.4117,387.4266,387.5178366,-0.091236572,,495.753571,10.276256,301.3,28.15,28.11,35.88,37.28975638,373.101497,,372.538581,13.34638899,,30.21313,143,2.91,46.74,16.32,2,3.498,1015.57,234.9,14.1,27.74
WATER,9/8/05,15:26:49,251.6436227,33.82224,-76.866492,1015.823816,28.2028,5.78236,35.9668,0.41,387.0445,387.133739,-0.089238968,,492.544067,10.176615,301.264,28.114,28.07,35.88,37.20299732,372.7537836,,372.1350075,12.94281555,,30.2301,149.3,7.76,42.48,20.36,2,3.507,1015.56,231.8,13.1,26.99
WATER,9/8/05,15:31:10,251.6466435,33.81276,-76.88265,1015.638238,28.1569,5.77781,35.9699,0.4088,386.7775,386.8627063,-0.085206273,,495.483154,10.2922,301.235,28.085,28.02,35.88,37.09479556,372.4626763,,371.5494213,12.35722931,,30.23943,164.2,4.66,49.49,18.13,2,3.505,1015.46,235.2,13.6,27.04
AIR,9/8/05,15:35:52,251.6499074,33.80144,-76.898965,1015.678946,28.1018,5.77231,35.9733,-9,373.6715,-9,-9,,518.729492,10.083262,301.148,27.998,27.95,35.88,,,-999.99,,,4,30.25094,184.9,6.21,51.67,19.39,,3.497,1015.48,230.3,14,27.39
AIR,9/8/05,15:39:53,251.6526968,33.791513,-76.912867,1015.592588,28.0466,5.76688,35.9773,-9,378.0062,-9,-9,,519.571655,9.98725,301.138,27.988,27.89,35.9,,,-999.99,,,4,30.26425,134.8,3.88,39.14,16.07,,3.522,1015.45,230.9,14.1,27.19
AIR,9/8/05,15:43:54,251.6554861,33.78147,-76.92675,1015.685993,27.9815,5.7611,35.9863,0.3465,372.8112,372.8996172,-0.088417229,,516.90033,9.996556,301.07,27.92,27.82,35.91,36.66412411,,359.192192,,,2,30.29143,151.6,7.76,38.36,20.76,,3.515,1015.4,223.5,13.6,27.02
WATER,9/8/05,15:47:55,251.6582755,33.771567,-76.940862,1015.676167,27.8943,5.75326,35.9978,0.4058,386.0893,386.1854686,-0.096168596,,495.346832,10.145339,301.002,27.852,27.74,35.92,36.49311824,372.0498025,,370.4765547,11.28436274,,30.31657,156.6,4.08,49.4,17.64,2,3.474,1015.4,233.8,14.7,26.89
WATER,9/8/05,15:52:16,251.6612963,33.76106,-76.956363,1015.638453,27.8174,5.74618,36.0068,0.4016,385.1407,385.2381616,-0.09746159,,494.095337,10.291734,300.905,27.755,27.66,35.92,36.32300488,371.1862463,,369.8533651,10.66117311,,30.34121,268.8,0.58,53.98,13.42,2,3.482,1015.29,228.3,13.5,26.97
WATER,9/8/05,15:56:57,251.6645486,33.749627,-76.973108,1015.666184,27.7525,5.74056,36.0168,0.4032,385.4991,385.5989269,-0.099826856,,487.015259,10.231532,300.845,27.695,27.59,35.94,36.17432879,371.5998072,,370.1246906,10.93249857,,30.35462,145.7,6.21,39.88,19.35,2,3.497,1015.34,230.9,13.5,27.32
WATER,9/8/05,16:01:19,251.667581,33.738783,-76.988812,1015.651129,27.6949,5.73594,36.0284,0.4018,385.1973,385.2832496,-0.085949603,,484.931274,10.255538,300.774,27.624,27.54,35.95,36.06854055,371.3292914,,370.1489318,10.95673978,,30.36347,128.9,4.08,42.82,16.04,2,3.482,1015.34,226.6,13.9,27.14
STD1,9/8/05,16:05:40,251.6706019,33.727853,-77.004408,1015.614489,27.6299,5.72969,36.0341,0.02,303.25,0.0195,,0.0195,55.452259,10.151627,300.731,27.581,27.41,35.98,35.79467341,,,,,,30.3791,169.6,3.49,48.73,17.44,,3.484,1015.32,228.8,14.1,27.09
STD2,9/8/05,16:09:41,251.6733912,33.717793,-77.018648,1015.589781,27.5463,5.72081,36.0354,0.3371,370.9,0.33655,,0.33655,47.609215,10.089671,300.613,27.463,27.39,35.94,35.75356897,,,,,,30.39707,148.8,5.63,41.28,19.24,,3.573,1015.31,227.2,14.2,26.97
STD3,9/8/05,16:13:42,251.6761806,33.707807,-77.032838,1015.465666,27.4774,5.71165,36.0234,0.5157,411.42,0.5151,,0.5151,54.151653,10.038572,300.589,27.439,27.28,35.94,35.52397241,,,,,,30.42092,141.5,5.82,40.6,19.69,,3.588,1015.26,229.2,13.2,26.82
WATER,9/8/05,16:17:43,251.6789699,33.698023,-77.047165,1015.467815,27.3942,5.70189,36.0181,0.4125,387.8092,387.9227332,-0.113533189,,493.685822,10.098235,300.451,27.301,27.23,35.93,35.42022813,374.0463104,,373.0390504,14.02443064,,30.45245,149.4,3.69,42.48,18.14,2,3.67,1015.24,229.9,13.8,26.92
WATER,9/8/05,16:22:25,251.6822338,33.686713,-77.063977,1015.430688,27.4784,5.71115,36.0191,0.4076,386.6943,386.8149626,-0.120662643,,490.26178,10.073727,300.522,27.372,27.38,35.9,35.73342085,372.8469418,,372.9602004,13.94558068,,30.47353,143.9,5.63,41.83,18.25,2,3.573,1015.18,232.5,14.2,26.99
WATER,9/8/05,16:26:46,251.6852546,33.676162,-77.079532,1015.372891,27.6946,5.73011,35.9873,0.3991,384.7737,384.8964376,-0.122737618,,488.549469,9.898938,300.724,27.574,27.57,35.9,36.13284598,370.8271871,,370.770946,11.75632626,,30.48945,106.8,0.58,47.81,13.88,2,3.522,1015.22,231.2,14.1,27.07
WATER,9/8/05,16:31:27,251.6885069,33.664498,-77.095897,1015.438637,27.616,5.72153,35.9869,0.3972,384.3388,384.4681317,-0.129331734,,484.557251,10.180405,300.692,27.542,27.47,35.9,35.92214041,370.5177249,,369.5072552,10.49263547,,30.49885,141.6,3.49,41.22,16.87,2,3.552,1015.15,229.2,14.2,26.97
AIR,9/8/05,16:35:48,251.6915278,33.65364,-77.111143,1015.368437,27.5971,5.71952,35.9871,-9,372.9387,-9,-9,,518.491577,10.139073,300.684,27.534,27.44,35.9,,,-999.99,,,4,30.50742,126.2,3.11,42,16.03,,3.538,1015.15,233,14.5,27.07
AIR,9/8/05,16:39:49,251.6943171,33.643602,-77.125243,1015.499971,27.5802,5.71743,35.9853,0.3444,372.5236,372.6447936,-0.121193594,,523.450623,10.305979,300.643,27.493,27.45,35.89,35.8803231,,359.160946,,,2,30.52328,186.6,3.69,50.52,17.17,,3.532,1015.11,230.7,14.1,27.02
AIR,9/8/05,16:43:51,251.6971181,33.633598,-77.139418,1015.310426,27.5652,5.71676,35.9922,0.3439,372.4225,372.5335596,-0.111059649,,516.721008,10.28125,300.643,27.493,27.41,35.91,35.7960365,,359.0146197,,,2,30.54507,156.7,4.46,43.18,18.68,,3.546,1015.02,234.2,14.4,26.94
WATER,9/8/05,16:47:52,251.6999074,33.624048,-77.153805,1015.415433,27.4974,5.70989,35.9954,0.4026,385.558,385.6859395,-0.127939487,,494.22583,10.345384,300.588,27.438,27.35,35.9,35.67070645,371.7762793,,370.5367003,11.52208058,,30.57275,196.9,6.02,57.25,19.57,2,3.548,1015.09,226.4,13.6,26.97
WATER,9/8/05,16:52:13,251.7029282,33.613475,-77.169303,1015.37123,27.4885,5.71035,36.0056,0.402,385.4223,385.5505487,-0.128248681,,492.080536,10.092297,300.561,27.411,27.34,35.91,35.64962902,371.6368598,,370.6365816,11.62196184,,30.59109,195.6,6.21,55.53,19.85,2,3.543,1015.04,232.6,14.1,25.59
WATER,9/8/05,16:56:54,251.7061806,33.60197,-77.185842,1015.159167,27.429,5.70491,36.0128,0.4072,386.6045,386.7245904,-0.120090425,,490.171051,10.257106,300.518,27.368,27.28,35.91,35.52455216,372.7345974,,371.4913406,12.47672088,,30.59784,187.9,2.33,50.87,15.71,2,3.542,1014.83,229.8,13.9,25.84
WATER,9/8/05,17:01:15,251.7092014,33.591272,-77.20091,1015.109751,27.4445,5.70632,36.0108,0.4153,388.4329,388.5563351,-0.123435087,,488.33551,10.143567,300.517,27.367,27.29,35.93,35.544985,374.4735159,,373.380601,14.3659813,,30.60678,153.9,5.05,42.02,19.02,2,3.513,1014.81,230.5,13.2,26.39
STD1,9/8/05,17:05:57,251.7124653,33.579705,-77.217143,1015.069787,27.374,5.70115,36.0285,0.019,303.25,0.0188,,0.0188,53.768635,10.147337,300.471,27.321,27.2,35.94,35.35780046,,,,,,30.61884,156.6,4.08,44.42,17.62,,3.511,1014.79,231.7,13.6,26.04
STD2,9/8/05,17:09:58,251.7152546,33.569697,-77.231105,1014.956387,27.2423,5.68803,36.0366,0.336,370.9,0.33595,,0.33595,46.322647,10.173915,300.376,27.226,27.06,35.95,35.06843707,,,,,,30.62587,232.8,1.75,55.72,15.02,,3.539,1014.76,227.9,13.3,26.49
STD3,9/8/05,17:13:59,251.718044,33.559925,-77.245345,1014.952691,27.2055,5.68448,36.0397,0.5145,411.42,0.5144,,0.5144,52.733749,10.064481,300.302,27.152,27.01,35.95,34.965662,,,,,,30.64293,189.8,3.11,52.48,17.07,,3.55,1014.78,229.7,14.2,26.77
WATER,9/8/05,17:18:00,251.7208333,33.550153,-77.259612,1015.04717,27.1167,5.67492,36.0402,0.4127,388.1149,388.1106266,0.004273434,,496.770325,10.263252,300.204,27.054,26.95,35.95,34.84267826,374.2834522,,372.8053961,13.30706615,,30.66265,157.7,3.69,44.37,18.21,2,3.575,1014.74,229.6,13.9,26.77
WATER,9/8/05,17:22:21,251.7238542,33.539605,-77.27486,1015.056251,27.0639,5.67142,36.056,0.4096,387.4012,387.409135,-0.007935027,,491.007629,10.093557,300.149,26.999,26.9,35.96,34.74029077,373.6487341,,372.2433114,12.74498144,,30.67199,142.1,6.41,39.14,19.17,2,3.668,1014.75,236.1,13.6,26.62
WATER,9/8/05,17:26:43,251.7268866,33.529135,-77.290155,1015.143913,27.0581,5.66876,36.0415,0.4099,387.4668,387.476998,-0.010197982,,489.249695,10.131702,300.121,26.971,26.91,35.94,34.76108765,373.7398179,,372.8728457,13.37451581,,30.67045,161.5,4.27,46.88,18,2,3.641,1014.79,230.5,13.2,26.24
WATER,9/8/05,17:31:24,251.7301389,33.51789,-77.306428,1015.097719,27.0851,5.6712,36.038,0.4081,387.0623,387.0698952,-0.007595216,,488.958984,10.124663,300.173,27.023,26.93,35.94,34.8019568,373.3142747,,371.9952345,12.49690462,,30.67193,126,5.63,33.79,17.71,2,3.646,1014.84,229.9,13.3,26.32
AIR,9/8/05,17:35:45,251.7331597,33.507135,-77.321352,1015.087248,27.0679,5.66996,36.0425,0.345,372.9058,372.9123851,-0.006585078,,517.108521,10.277885,300.142,26.992,26.91,35.95,34.76089855,,359.6708423,,,2,30.67091,147.5,3.49,42.95,16.95,,3.62,1014.82,220.9,14,26.27
AIR,9/8/05,17:39:46,251.7359491,33.496983,-77.334922,1014.907629,27.0943,5.67431,36.0532,0.3449,372.8806,372.8901239,-0.009523929,,516.891174,9.955709,300.162,27.012,26.97,35.94,34.88382068,,359.539193,,,2,30.67486,130.6,2.91,41.69,16.05,,3.71,1014.74,230.1,14.1,26.47
AIR,9/8/05,17:43:47,251.7387384,33.486688,-77.348365,1014.894623,27.1268,5.67765,36.0519,0.3448,372.8602,372.8678633,-0.007663336,,519.323364,10.089151,300.21,27.06,26.99,35.96,34.92443549,,359.4983299,,,2,30.67999,164.9,6.21,41.13,19.86,,3.702,1014.61,230.2,13.5,26.27
WATER,9/8/05,17:47:48,251.7415278,33.47595,-77.361395,1014.855462,27.117,5.67506,36.0409,0.4176,389.2225,389.2205242,0.001975834,,498.440643,10.364106,300.171,27.021,27.01,35.93,34.96604243,375.2340044,,375.0769785,15.57864854,,30.68916,145.9,6.02,37.01,18.89,2,3.717,1014.59,219.2,13.2,26.37
WATER,9/8/05,17:52:30,251.7447917,33.46433,-77.377377,1014.608865,27.2263,5.68412,36.0211,0.4151,388.638,388.6540833,-0.016083289,,495.231293,9.858568,300.279,27.129,27.1,35.91,35.15161133,374.523937,,374.1111728,14.61284288,,30.69342,131.3,5.82,39.63,17.98,2,3.782,1014.43,233,13.6,26.59
WATER,9/8/05,17:56:51,251.7478125,33.454993,-77.39347,1014.773444,27.2723,5.68847,36.0166,0.4153,388.6846,388.6993858,-0.014785788,,492.384338,10.165867,300.332,27.182,27.15,35.91,35.25486242,374.5917502,,374.1364104,14.63808051,,30.69092,139.2,3.49,49.3,16.6,2,3.766,1014.42,238.1,12.8,26.89
WATER,9/8/05,18:01:12,251.7508333,33.445842,-77.40975,1014.658067,27.3199,5.69392,36.0187,0.4153,388.6822,388.6993858,-0.017185788,,488.667389,10.09282,300.387,27.237,27.2,35.92,35.35818515,374.5088178,,373.9827041,14.4843742,,30.6845,176.5,2.52,48.56,15.44,2,3.79,1014.5,229.4,13.5,27.27
STD1,9/8/05,18:05:53,251.7540856,33.43451,-77.426145,1014.631267,27.3478,5.69995,36.0401,0.0186,303.25,0.0184,,0.0184,54.42041,10.21583,300.409,27.259,27.22,35.95,35.39908729,,,,,,30.68364,140.9,4.27,42.84,16.73,,3.821,1014.44,229.3,14.2,27.09
STD2,9/8/05,18:09:55,251.7568866,33.424815,-77.440352,1014.623103,27.3601,5.70115,36.0392,0.3359,370.9,0.33575,,0.33575,46.687607,9.971263,300.422,27.272,27.24,35.94,35.44080163,,,,,,30.67736,151.4,4.85,45.11,17.81,,3.8,1014.42,227.8,13.7,27.29
STD3,9/8/05,18:13:56,251.7596759,33.415008,-77.454483,1014.579745,27.3745,5.70324,36.0429,0.5143,411.42,0.51415,,0.51415,52.446037,10.061414,300.446,27.296,27.25,35.95,35.4613855,,,,,,30.68133,187.1,2.72,51.45,16.7,,3.808,1014.38,226.5,14.3,27.24
WATER,9/8/05,18:17:57,251.7624653,33.405178,-77.468397,1014.61627,27.3793,5.70532,36.0541,0.4199,389.7658,389.7896821,-0.023882075,,496.684692,10.173135,300.443,27.293,27.25,35.95,35.4613855,375.5044087,,374.8917538,16.11796154,,30.68281,75,2.72,45.19,15.69,2,3.815,1014.31,232,13.8,27.04
WATER,9/8/05,18:22:18,251.7654861,33.394663,-77.483823,1014.537275,27.3977,5.70823,36.0606,0.4162,388.9271,388.9507386,-0.023638568,,496.252167,10.204647,300.475,27.325,27.26,35.97,35.48178673,374.6583157,,373.7347977,14.96100544,,30.6826,141.1,3.11,45.71,16.04,2,3.813,1014.28,230.6,13.8,27.39
WATER,9/8/05,18:26:59,251.7687384,33.383322,-77.500442,1014.481613,27.3918,5.70722,36.058,0.4154,388.7357,388.7694467,-0.03374674,,493.587646,10.065076,300.472,27.322,27.26,35.96,35.48197975,374.4623214,,373.5817963,14.80800408,,30.67886,140.8,6.99,42.34,18.84,2,3.88,1014.2,233.8,14,27.34
WATER,9/8/05,18:31:21,251.7717708,33.376642,-77.518527,1014.502354,27.3936,5.70766,36.0597,0.4145,388.5305,388.5655365,-0.035036512,,489.138733,10.298204,300.467,27.317,27.26,35.96,35.48197975,374.2738444,,373.4646108,14.69081853,,30.67174,336.7,4.27,78.54,10.51,2,3.902,1014.11,247.4,13.4,27.09
AIR,9/8/05,18:35:42,251.7747917,33.37025,-77.536902,1014.32494,27.3923,5.70837,36.0658,0.3427,372.4204,372.4450034,-0.024603441,,530.735901,10.001158,300.473,27.323,27.25,35.97,35.46099968,,358.6887777,,,2,30.67286,156.1,5.05,62.35,17.93,,3.909,1014.06,245.4,13.8,27.02
AIR,9/8/05,18:39:43,251.777581,33.364063,-77.553823,1014.27031,27.3757,5.70682,36.0675,0.3431,372.5166,372.5340073,-0.017407282,,528.452087,10.121313,300.444,27.294,27.23,35.97,35.41945739,,358.7694278,,,2,30.67222,111.5,2.33,59.71,15.21,,3.917,1014.05,243.7,13.8,26.97
AIR,9/8/05,18:43:44,251.7803704,33.357927,-77.570763,1014.26183,27.3559,5.70444,36.0659,0.3431,372.5092,372.5340073,-0.024807282,,527.319031,10.197473,300.443,27.293,27.22,35.97,35.39870215,,358.7737922,,,2,30.67194,146.8,2.72,61.51,16.14,,3.922,1013.93,243.7,14.5,27.12
WATER,9/8/05,18:47:45,251.7831597,33.35186,-77.58772,1014.228198,27.3575,5.70332,36.0567,0.4172,389.1387,389.177404,-0.038704034,,498.502167,10.239863,300.432,27.282,27.21,35.96,35.37814995,374.7972862,,373.7737649,14.9999727,,30.6745,109.3,2.72,58.09,15.22,2,3.903,1013.98,248.5,14,27.22
WATER,9/8/05,18:52:26,251.786412,33.344725,-77.60749,1014.234472,27.3372,5.70096,36.0555,0.4119,387.958,387.9767187,-0.018718743,,494.936188,10.365088,300.421,27.271,27.19,35.96,35.33669216,373.6589054,,372.5108762,13.73708397,,30.67062,95.5,0.39,66.84,14.24,2,3.897,1014,247,14.2,27.34
WATER,9/8/05,18:56:48,251.7894444,33.338263,-77.626027,1014.185972,27.3191,5.70055,36.0666,0.4094,387.373,387.4109068,-0.037906804,,493.663452,10.002701,300.395,27.245,27.17,35.97,35.29508469,373.1110665,,372.0492368,13.27544451,,30.6624,50.8,0.19,69.13,14.68,2,3.923,1013.99,245,14.7,27.34
WATER,9/8/05,19:01:29,251.7926968,33.331443,-77.645973,1014.131183,27.3174,5.70296,36.0851,0.4094,387.3923,387.4109068,-0.018606804,,492.806183,10.154529,300.396,27.246,27.18,35.98,35.31559491,373.0825059,,372.1480109,13.37421867,,30.65267,104.1,2.14,59.37,14.67,2,3.925,1013.97,247.7,14.1,27.27
STD1_Drain,9/8/05,19:05:50,251.7957176,33.325013,-77.66467,1014.119051,27.3208,5.70171,36.0735,0.0182,303.25,0.01715,,0.01715,53.903816,9.994538,300.394,27.244,27.18,35.97,35.31578702,,,,,,30.64894,77.7,1.55,60.24,13.06,,3.946,1013.9,246.8,13.5,27.17
STD2,9/8/05,19:09:51,251.7985069,33.318608,-77.68158,1014.105143,27.3089,5.69997,36.0704,0.3356,370.9,0.3346,,0.3346,48.0634,10.121158,300.388,27.238,27.16,35.97,35.27439292,,,,,,30.65279,139,3.69,61.19,16.36,,3.983,1013.77,246.1,13.8,27.09
STD3,9/8/05,19:13:52,251.8012963,33.312267,-77.698607,1014.048965,27.2882,5.69646,36.0613,0.514,411.42,0.5131,,0.5131,54.39502,10.189664,300.371,27.221,27.15,35.96,35.2539035,,,,,,30.66798,130.5,3.88,57.55,16.58,,3.984,1013.84,247.6,14,27.19
WATER,9/8/05,19:17:54,251.8040972,33.306067,-77.715675,1014.232395,27.2869,5.69249,36.034,0.4106,387.7121,387.9339079,-0.221807929,,497.828766,9.942741,300.331,27.181,27.14,35.93,35.23380775,373.6554476,,373.0735266,14.97805213,,30.70317,101.9,6.79,54.1,18.67,2,3.998,1013.74,248,13.8,27.32
WATER,9/8/05,19:22:15,251.8071181,33.299352,-77.734272,1013.916385,27.2871,5.692,36.0303,0.4084,387.2126,387.4362712,-0.223671186,,496.53479,10.236006,300.373,27.223,27.14,35.93,35.23380775,373.0556699,,371.8807337,13.78525925,,30.75293,128.3,8.93,47.46,20.75,2,4.019,1013.65,246.5,13.8,27.09
WATER,9/8/05,19:26:56,251.8103704,33.292063,-77.754302,1013.821634,27.2634,5.69203,36.0489,0.4039,386.2094,386.4192228,-0.209822763,,491.764832,10.198949,300.335,27.185,27.11,35.96,35.17128379,372.0636997,,371.0042418,12.90876732,,30.79212,117.7,1.16,63.87,14.97,2,4.023,1013.63,244.7,13.8,27.27
WATER,9/8/05,19:31:17,251.8133912,33.285603,-77.772832,1013.769424,27.2561,5.69274,36.0596,0.4049,386.4141,386.6451354,-0.23103544,,491.471039,10.140798,300.326,27.176,27.11,35.96,35.17128379,372.2613588,,371.3283436,13.23286911,,30.81962,75.9,0.97,62.02,13.78,2,4.019,1013.53,246.5,13.6,27.27
AIR,9/8/05,19:35:59,251.8166551,33.278608,-77.792955,1013.661036,27.2425,5.692,36.0649,0.3394,371.7453,371.9662484,-0.22094837,,530.622559,10.148255,300.294,27.144,27.09,35.97,35.12984609,,358.1037776,,,2,30.84365,129.1,1.36,65.12,14.5,,4.009,1013.45,248.6,14.7,27.24
AIR,9/8/05,19:39:40,251.819213,33.273117,-77.80876,1013.775927,27.2322,5.69068,36.0634,0.3399,371.8581,372.0773902,-0.219290171,,524.06012,10.159965,300.323,27.173,27.08,35.96,35.1094297,,358.2601745,,,2,30.86633,97.1,0.58,66.89,13.68,,4.017,1013.48,251.2,14.4,27.19
AIR,9/8/05,19:43:41,251.8220023,33.26719,-77.825822,1013.778075,27.2506,5.69312,36.0666,0.3393,371.714,371.9440217,-0.230021691,,518.821777,10.108872,300.301,27.151,27.13,35.96,35.21257254,,358.0954744,,,2,30.90188,58.6,1.36,67.74,13.1,,4.144,1013.45,250.1,13.9,26.92
WATER,9/8/05,19:47:42,251.8247917,33.261187,-77.842947,1013.610001,27.2763,5.69515,36.0611,0.4129,388.2332,388.4544546,-0.22125457,,497.757446,9.942918,300.354,27.204,27.14,35.96,35.23323274,373.919186,,373.0107614,14.91528696,,30.93245,105.6,1.55,59.35,14.39,2,4.055,1013.46,243.3,13.6,26.87
WATER,9/8/05,19:52:23,251.828044,33.25357,-77.862713,1013.671178,27.2537,5.69159,36.0532,0.4091,387.3652,387.5945807,-0.229380724,,496.886505,10.217664,300.315,27.165,27.09,35.96,35.1300372,373.1534666,,372.0909002,13.99542574,,30.95171,62,1.75,58.65,13.96,2,4.099,1013.39,242.1,13.2,26.82
WATER,9/8/05,19:56:44,251.8310648,33.246778,-77.88101,1013.588415,27.2525,5.6912,36.0514,0.4072,386.9561,387.1649473,-0.208847299,,491.893372,9.987425,300.332,27.182,27.12,35.94,35.19230578,372.6850167,,371.8075703,13.71209587,,30.95982,144.2,1.55,64,15.28,2,4.144,1013.32,246.6,13.6,26.94
WATER,9/8/05,20:01:26,251.8343287,33.239528,-77.900795,1013.86396,27.2777,5.6926,36.0418,0.407,386.9029,387.1197345,-0.216834498,,491.051239,10.234474,300.331,27.181,27.14,35.93,35.23380775,372.7309151,,372.1503644,14.05488998,,30.95588,214.9,3.3,70.58,10.12,2,4.189,1013.27,250,13.5,26.97
STD1,9/8/05,20:05:47,251.8373495,33.232795,-77.919077,1013.555757,27.2928,5.69315,36.0341,0.0161,303.25,0.01625,,0.01625,54.287193,9.969186,300.345,27.195,27.16,35.93,35.2751605,,,,,,30.95451,94.9,1.75,59.33,14.16,,4.199,1013.34,244.1,14.2,27.04
STD2,9/8/05,20:09:48,251.8401389,33.226797,-77.9361,1013.608669,27.295,5.69344,36.0346,0.3336,370.9,0.33395,,0.33395,47.067318,10.061936,300.379,27.229,27.15,35.94,35.25428706,,,,,,30.9556,279.6,0.97,74.4,13.37,,4.173,1013.31,248.5,13.6,27.09
STD3,9/8/05,20:13:49,251.8429282,33.22093,-77.953203,1013.573848,27.3351,5.69896,36.0428,0.5122,411.42,0.51265,,0.51265,54.488361,10.103276,300.378,27.228,27.23,35.94,35.42003544,,,,,,30.95954,103.3,2.33,59.85,14.91,,4.249,1013.36,248.5,14,26.69
WATER,9/8/05,20:17:50,251.8457176,33.214917,-77.970188,1013.564552,27.3871,5.70626,36.0547,0.4147,389.0717,388.9898852,0.081814837,,498.690369,10.101821,300.447,27.297,27.26,35.95,35.48217277,374.3236035,,373.7979686,15.59673234,,30.96789,97.8,1.75,60.73,14.31,2,4.27,1013.35,245.6,14.3,26.92
WATER,9/8/05,20:22:32,251.8489815,33.207757,-77.990047,1013.569723,27.3864,5.70637,36.0561,0.4124,388.5644,388.469611,0.094789019,,492.018463,9.967845,300.464,27.314,27.25,35.95,35.4613855,373.8327264,,372.925233,14.72399677,,30.96529,130.3,6.6,52.41,18.85,2,4.279,1013.39,249,14,26.99
WATER,9/8/05,20:26:53,251.8520023,33.201418,-78.008438,1013.624454,27.3783,5.70513,36.0535,0.4124,388.5572,388.469611,0.087589019,,488.615906,10.224228,300.464,27.314,27.23,35.95,35.41984276,373.8692415,,372.6784977,14.47726149,,30.95419,133.6,6.02,55.5,17.89,2,4.318,1013.39,246.2,14.4,27.07
WATER,9/8/05,20:31:14,251.8550231,33.19503,-78.026757,1013.587069,27.3732,5.70519,36.0578,0.4127,388.6144,388.5374561,0.076943864,,487.318787,10.102808,300.457,27.307,27.24,35.95,35.44060883,373.912448,,372.9622283,14.76099212,,30.93675,149.5,1.36,66.66,14.99,2,4.398,1013.27,249.5,14,27.19
AIR,9/8/05,20:35:55,251.8582755,33.188195,-78.046557,1013.639379,27.3914,5.70821,36.0653,0.3395,372.2033,372.1317168,0.071583203,,541.21991,10.142056,300.469,27.319,27.27,35.96,35.50277752,,358.1210337,,,2,30.92171,69.1,0.78,63.33,14.04,,4.436,1013.3,246.3,14,27.07
AIR,9/8/05,20:39:57,251.8610764,33.181965,-78.063455,1013.66721,27.4102,5.71035,36.066,0.34,372.319,372.2427664,0.076233557,,538.377991,9.994471,300.471,27.321,27.27,35.96,35.50277752,,358.2380951,,,2,30.91381,111.5,0.78,65.03,14,,4.47,1013.37,250.5,14.7,27.07
AIR,9/8/05,20:43:58,251.8638657,33.175577,-78.08051,1013.549297,27.4135,5.70994,36.0606,0.3401,372.3475,372.264978,0.082521958,,536.574341,10.121461,300.452,27.302,27.29,35.95,35.54459827,,358.2012362,,,2,30.91556,102.8,0.78,63.28,13.99,,4.542,1013.31,247.6,13.6,27.19
