DIUREF	TITLE	AUTHOR	KEYWORD	REFERENCE	PDATE
2747	Chlorofluorocarbon uptake in a world ocean model. 2. Sensitivity to surface thermohaline forcing and subsurface mixing parameterizations.	ENGLAND, M.H. AND HIRST, A.C.	\AIMS\CFC\MIXING\OCEAN CIRCULATION\OCEAN MODEL\REF\THERMOHALINE CIRCULATION\COUNTRYAU\	Journal of Geophysical Research, 102(C7), 15709-15731.	1997
2748	The midlatitude resolution capability of sea level fields constructed from single and multiple satellite altimeter datasets.	GREENSLADE, D.J.M., CHELTON, D.B. AND SCHLAX, M.G.	\AIMS\REF\SATELLITE ALTIMETRY\SEA LEVEL\TOPEX-POSEIDON\COUNTRYUS\	Journal of Atmospheric and Oceanic Technology, 14(4), 849-870.	1997
2749	The processing and application of inverted echo sounder data from Drake Passage.	MEREDITH, M.P., VASSIE, J.M., SPENCER, R. AND HEYWOOD, K.J.	\AIMS\ANTATL\BOTTOM PRESSURE\DATA PROCESSING\DRAKE PASSAGE\ECHO SOUNDERS\REF\COUNTRYGB\	Journal of Atmospheric and Oceanic Technology, 14(4), 871-882.	1997
2750	The effects of assimilation on the physics of an ocean model. Part I: Theoretical model and barotropic results.	WOODGATE, R. A. AND KILLWORTH, P.D.	\AIMS\ASSIMILATION\OCEAN MODEL\REF\COUNTRYDE\COUNTRYGB\	Journal of Atmospheric and Oceanic Technology, 14(4), 897-909.	1997
2751	The effects of assimilation on the physics of an ocean model. Part II: Baroclinic identical-twin experiments.	WOODGATE, R.A.	\AIMS\ASSIMILATION\OCEAN MODEL\REF\COUNTRYDE\	Journal of Atmospheric and Oceanic Technology, 14(4), 910-924.	1997
2752	A global analysis of sea surface temperature for numerical weather prediction.	BRASNETT, B.	\ALGORITHMS\METEOROLOGY\REF\SST\SST ANOMALIES\PREDICTION\COUNTRYCA\	Journal of Atmospheric and Oceanic Technology, 14(4), 925-937.	1997
2753	Simulations of acoustic imprints of meddies in the Iberian basin: toward acoustic detection of meddies.	MIKHIN, D.Y., GODIN, O.A., BOEBEL, O. AND ZENK, W.	\AIMS\ATLNE\CURRENT VELOCITY\EDDIES\MED\REF\COUNTRYCA\COUNTRYDE\COUNTRYRU\	Journal of Atmospheric and Oceanic Technology, 14(4), 938-949.	1997
2754	The Southern Ocean as the major upwelling zone of North Atlantic deep water.	DOOS, K. AND COWARD, A.	\ANT\ATLN\NADW\OCEAN CIRCULATION\OCEAN MODEL\UNPUBW\UPWELLING\COUNTRYGB\	International WOCE Newsletter, No.27, 3-4. (Unpublished manuscript)	1997
2755	Eddy statistics reveal currents in the Southern Ocean.	HUGHES, C.W. AND JONES, M.S.	\ANT\BOTTOM TOPOGRAPHY EFFECTS\EDDIES\OCEAN CIRCULATION\TOPEX-POSEIDON\UNPUBW\COUNTRYGB\	International WOCE Newsletter, No.27, 5-6. (Unpublished manuscript)	1997
2756	A steady state inverse model of the large scale circulation in the Argentine Basin.	GARCON, V.C., LARQUE, L. AND MAAMAATUAIAHUTAPU, K.	\ARGENTINE BASIN\ATLS\OCEAN CIRCULATION\OCEAN MODEL\UNPUBW\COUNTRYFR\	International WOCE Newsletter, No.27, 7-10. (Unpublished manuscript)	1997
2757	AR8: Upper ocean variability and mixing in the Brazil Malvinas Confluence.	BIANCHI, A.A., PIOLA, A.R., OSIROFF, A.P. AND CHARO, M.	\ARGENTINE BASIN\ATLS\CONFLUENCE\MIXING\OCEAN CIRCULATION\SALINITY\SST\UNPUBW\COUNTRYAR\	International WOCE Newsletter, No.27, 10-12. (Unpublished manuscript)	1997
2758	Tracer distributions in the Arabian Sea, 1995.	RHEIN, M., PLAHN, O. AND STRAMMA, L.	\ARABIAN SEA\CFC\INDNW\OXYGEN\TRACERS\UNPUBW\COUNTRYDE\	International WOCE Newsletter, No.27, 12-14. (Unpublished manuscript)	1997
2759	Updated transatlantic heat flux at 26.5N.	JOHNS, W.E., LEE. T.N., ZANTOPP, R.J. AND FILLENBAUM, E.	\ATLTW\HEAT TRANSPORT\OCEAN CIRCULATION\UNPUBW\COUNTRYUS\	International WOCE Newsletter, No.27, 15-22. (Unpublished manuscript)	1997
2760	Improved representation of flow around topography in the GFDL modular ocean model MOM2.	GNANADESIKAN, A. AND PACANOWSKI, R.C.	\BOTTOM TOPOGRAPHY EFFECTS\IND\OCEAN MODEL\UNPUBW\COUNTRYUS\	International WOCE Newsletter, No.27, 23-25. (Unpublished manuscript)	1997
2761	Moored measurement of the Indonesian Throughflow at the southwestern edge of the Philippine Sea.	WATANABE, H., KASHINO, Y., YAMAGUCHI, H., AOYAMA, M., HERUNADI,B., ANDO, K., MUNEYAMA. K. AND MITSUDERA, H.	\INDONESIAN THROUGHFLOW\PACTW\PHILIPPINE SEA\SEASONAL VARIABILITY\UNPUBW\COUNTRYID\COUNTRYJP\	International WOCE Newsletter, No.27, 26-30. (Unpublished manuscript)	1997
2762	On the maintenance and initiation of the intraseasonal oscillation: a coupled ocean-atmosphere phenomenon?	SPERBER, K.R. AND SLINGO, J.M.	\AIR SEA INTERACTION\ATMOSPHERIC MODEL\COUPLED MODEL\MADDEN JULIAN OSCILLATION\OSCILLATIONS\SEASONAL VARIABILITY\UNPUB\COUNTRYGB\COUNTRYUS\	International WOCE Newsletter, No.27, 30-31. (Unpublished manuscript)	1997
2763	North Atlantic anticipates biggest float fleet ever.	ZENK, W.	\ATLN\FLOATS\INSTRUMENTS\MANAGEMENT\UNPUBW\COUNTRYDE\	International WOCE Newsletter, No.27, 32-34. (Unpublished manuscript)	1997
2764	Climatic long-term interactions for the mass-balance in Antarctica.	CLIMA PROJECT GROUP	\ACC\AIR SEA INTERACTION\ANT\CLIMATE CHANGES\METEOROLOGY\OCEAN CIRCULATION\ROSS SEA\UNPUBW\COUNTRYIT\	International WOCE Newsletter, No.27, 34-35. (Unpublished manuscript)	1997
2765	Global Ocean Data Assimilation Experiment (GODAE).	ANONYMOUS	\ASSIMILATION\GODAE\OCEAN CIRCULATION\OCEAN MODEL\UNPUBW\COUNTRYIPO\	International WOCE Newsletter, No.27, p.22 (Unpublished manuscript)	1997
2766	A simple model of the decadal response of the ocean to stochastic wind forcing.	FRANKIGNOUL, C., MULLER, P. AND ZORITA, E.	\MODELW\OCEAN MODEL\PLANETARY WAVES\REF\SVERDRUP TRANSPORT\TEMPORAL VARIATIONS\WIND STRESS\COUNTRYFR\COUNTRYUS\	Journal of Physical Oceanography, 27(8), 1533-1546.	1997
2767	The relation of seafloor voltages to ocean transports in North Atlantic circulation models: model results and practical  considerations for transport monitoring.	FLOSADOTTIR, A.H. AND LARSEN, J.C.	\ATLN\MODELW\OCEAN CIRCULATION\OCEAN MODEL\REF\SUBMARINE CABLES\TRANSPORT\COUNTRYUS\	Journal of Physical Oceanography, 27(8), 1547-1565.	1997
2768	A comparison of methods to determine mass transports from hydrographic measurements.	DE MUNCK, J.C.	\AIMS\ATLNN\GEOSTROPHY\HYDROGRAPHIC DATA\ICELAND BASIN\MATHEMATICAL ANALYSIS\REF\TRANSPORT\COUNTRYNL\	Journal of Physical Oceanography, 27(8), 1635-1653.	1997
2769	Mixing and spreading of the Mediterranean outflow.	BARINGER, M.O. AND PRICE, J.F.	\AIMS\ATLNE\CADIZ GULF\CURRENT PROFILES\DISCOVERY\GIBRALTAR STRAIT\HYDROGRAPHIC DATA\MEDITERRANEAN OUTFLOW\MIXING\REF\COUNTRYUS\	Journal of Physical Oceanography, 27(8), 1654-1677.	1997
2770	Momentum and energy balance of the Mediterranean outflow.	BARINGER, M.O. AND PRICE, J.F.	\AIMS\ATLNE\CADIZ GULF\CURRENT PROFILES\DISPERSION\GIBRALTAR STRAIT\HYDROGRAPHIC DATA\MEDITERRANEAN OUTFLOW\MIXING\REF\COUNTRYUS\	Journal of Physical Oceanography, 27(8), 1678-1692.	1997
2771	Characteristics of the interannual and decadal variability in a general circulation model of the tropical Atlantic Ocean.	HUANG, B. AND SHUKLA, J.	\ATLT\CLIVAR\HEAT BUDGET\OCEAN CIRCULATION\OCEAN MODEL\REF\TEMPORAL VARIATIONS\COUNTRYUS\	Journal of Physical Oceanography, 27(8), 1693-1712.	1997
2772	Boundary mixing and the dynamics of three-dimensional thermohaline circulations.	MAROTZKE, J.	\AIMS\BOUNDARY CURRENTS\MIXING\OCEAN CIRCULATION\OCEAN MODEL\REF\THERMOHALINE CIRCULATION\COUNTRYUS\	Journal of Physical Oceanography, 27(8), 1713-1728.	1997
2773	Global characteristics of ocean variability estimated from regional TOPEX/POSEIDON altimeter measurements.	STAMMER, D.	\AIMS\EDDIES\EDDY KINETIC ENERGY\REF\SATELLITE ALTIMETRY\SEA SURFACE\TOPEX-POSEIDON\VARIABILITY\WAVE HEIGHT\WAVE SPECTRA\COUNTRYUS\	Journal of Physical Oceanography, 27(8), 1743-1769.	1997
2774	The vertical partition of oceanic horizontal kinetic energy.	WUNSCH, C.	\AIMS\ATLN\ATLS\CURRENT METER DATA\KINETIC ENERGY\PACN\REF\SATELLITE ALTIMETRY\SEA SURFACE\TOPEX-POSEIDON\COUNTRYUS\	Journal of Physical Oceanography, 27(8), 1770-1794.	1997
2775	North Pacific intermediate water transports in the mixed water region.	TALLEY, L.D.	\AIMS\KUROSHIO EXTENSION\MIXING\OYASHIO\PACNW\REF\SALINITY\TRANSPORT\WATER MASSES\COUNTRYUS\	Journal of Physical Oceanography, 27(8), 1795-1803.	1997
2776	Linear versus self-sustained interdecadal thermohaline variability in a coupled box model.	RIVIN, I. AND TZIPERMAN, E.	\CLIMATE CHANGES\COUPLED MODEL\MODELW\OCEAN MODEL\REF\TEMPORAL VARIATIONS\THERMOHALINE CIRCULATION\COUNTRYIL\	Journal of Physical Oceanography, 27(7), 1216-1232.	1997
2777	Climatological coastal jet collision, intermediate water formation, and the general circulation of the Red Sea.	ESHEL, G. AND NAIK, N.H.	\BOUNDARY CURRENTS\CLIMATOLOGY\COASTAL CURRENTS\INDNW\MATHEMATICAL MODELS\OCEAN CIRCULATION\RED SEA\REF\COUNTRYUS\	Journal of Physical Oceanography, 27(7), 1233-1257.	1997
2778	Why potential vorticity is not conserved along mean streamlines in a numerical Southern Ocean.	GILLE, S.T.	\AIMS\ANT\CONSERVATION\OCEAN MODEL\POTENTIAL VORTICITY\REF\COUNTRYUS\	Journal of Physical Oceanography, 27(7), 1286-1299.	1997
2779	Unsteady abyssal circulation driven by a discrete buoyancy source in a continuously stratified ocean.	HINES, A. AND WILLMOTT, A.J.	\ABYSSAL CIRCULATION\BUOYANCY\MODELW\OCEAN CIRCULATION\OCEAN MODEL\REF\STRATIFIED FLOW\COUNTRYGB\	Journal of Physical Oceanography, 27(7), 1349-1370.	1997
2780	The calculation of the dynamic sea surface topography and the associated flow field from altimetry data: a charateristic function  method.	SANCHEZ, B.V., CUNNINGHAM, W.J. AND PAVLIS, N. K.	\AIMS\OCEAN CIRCULATION\REF\SATELLITE ALTIMETRY\SEA SURFACE\SSH\TOPEX-POSEIDON\COUNTRYUS\	Journal of Physical Oceanography, 27(7), 1371-1385.	1997
2781	Circulation and fluxes in the North Atlantic between Greenland and Ireland.	BACON, S.	\AIMS\ATLN\CONVEX\CTD\HEAT TRANSPORT\OCEAN CIRCULATION\REF\SALINITY\TEMPERATURE\COUNTRYGB\	Journal of Physical Oceanography, 27(7), 1420-1435.	1997
2782	An advective-reflective conceptual model for the oscillatory nature of the ENSO.	PICAUT, J., MASIA, F. AND DU PENHOAT, Y.	\CLIVAR\COUPLED MODEL\EL NINO\ENSO\OCEAN MODEL\OSCILLATIONS\REF\SOUTHERN OSCILLATION\COUNTRYFR\	Science, 277(5326), 663-666.	1997
2783	The hydrography and circulation of the upper 1200 meters in the tropical North Atlantic during 1982-91.	CHEPURIN, G. AND CARTON, J.A.	\ATLT\GEOSTROPHY\OCEAN CIRCULATION\REF\SALINITY\TEMPERATURE\TEMPORAL VARIATIONS\COUNTRYUS\	Journal of Marine Research, 55(4), 633-670.	1997
2784	Representation of topography by shaved cells in a height coordinate ocean model.	ADCROFT, A., HILL, C. AND MARSHALL, J.	\AIMS\BOTTOM TOPOGRAPHY EFFECTS\MATHEMATICAL PROGRAMMES\OCEAN MODEL\REF\COUNTRYUS\	Monthly Weather Review, 125(9), 2293-2315.	1997
2785	Inertial stability and phase error of time integration schemes in ocean general circulation models.	WANG, J. AND IKEDA, M.	\AIMS\MATHEMATICAL PROGRAMMES\OCEAN CIRCULATION\OCEAN MODEL\REF\COUNTRYJP\COUNTRYUS\	Monthly Weather Review, 125(9), 2316-2327.	1997
2786	The zonal momentum balance in an eddy-resolving general-circulation model of the Southern Ocean.	STEVENS, D.P. AND IVCHENKO, V.O.	\AIMS\ACC\ANT\EDDIES\MOMENTUM\OCEAN CIRCULATION\OCEAN MODEL\REF\COUNTRYGB\	Quarterly Journal of the Royal Meteorological Society, 123(540),  929-951.	1997
2787	Sensitivity study of optimal CO2 emission paths using a simplified structural integrated assessment model (SIAM).	HASSELMANN, K., HASSELMANN, S., GIERING, R., OCANA, V. AND VON STORCH, H.	\CARBON CYCLE\CARBON DIOXIDE\CLIMATE CHANGES\COUPLED MODEL\GREENHOUSE EFFECT\MODELW\REF\COUNTRYDE\	Climatic Change, 37(2), 345-386.	1997
2788	Numerical diffusion in an isopycnal ocean general circulation model.	GOUGH, W.A.	\DIFFUSION\ISOPYCNAL MIXING\OCEAN CIRCULATION\OCEAN MODEL\UNPUBW\COUNTRYUS\	Ocean Modelling, No.114, 1-4. (Unpublished manuscript)	1997
2789	Can we assimilate temperature data alone into a full equation of state model??	WOODGATE, R.A.	\ASSIMILATION\OCEAN MODEL\TEMPERATURE\UNPUBW\COUNTRYDE\	Ocean Modelling, No.114, 4-5 & 14. (Unpublished manuscript)	1997
2790	On the graphical representation of eddy velocity covariances.	HUGHES, C.W.	\EDDIES\EDDY FLUX\EDDY KINETIC ENERGY\UNPUBW\COUNTRYGB\	Ocean Modelling, No.114, 9-12 17-18. (Unpublished manuscript)	1997
2791	On convection and the formation of Subantarctic Mode Water in the Fine Resolution Antarctic Model (FRAM).	RIBBE, J. AND TOMCZAK, M.	\AIMS\CONVECTION\FRAM\INDSE\OCEAN CIRCULATION\OCEAN MODEL\REF\SUBANTARCTIC MODE WATER\TRACERS\COUNTRYAU\	Journal of Marine Systems, 13(1/4), 137-154.	1997
2792	The heat and mass transport in the South Atlantic.	HOLFORT, J. AND SIEDLER, G.	\ATLS\CARBON DIOXIDE\HEAT TRANSPORT\SALINITY\TRANSPORT\UNPUBW\COUNTRYDE\	International WOCE Newsletter, No.28, 3-5. (Unpublished manuscript)	1997
2793	Comparisons of the LANL POP model and observations in the South Atlantic.	MCCLEAN, J., MALTRUD, M. AND SEMTNER, A.J.	\ATLS\EDDIES\OCEAN CIRCULATION\OCEAN MODEL\TRANSPORT\UNPUBW\COUNTRYUS\	International WOCE Newsletter, No.28, 5-7. (Unpublished manuscript)	1997
2794	Pathways of Weddell Sea deep water in the Argentine Basin examined using a primitive equation model.	MURPHY, J.A., STEVENS, D.P. AND BIGG, G.R.	\ANTATL\CFC\OCEAN CIRCULATION\TRACERS\UNPUBW\WATER MASSES\WEDDELL SEA\COUNTRYGB\	International WOCE Newsletter, No.28, 8-11. (Unpublished manuscript)	1997
2795	Deep circulation in the western tropical Atlantic inferred from CFCs and L-ADCP measurements during ETAMBOT cruises.	ANDRIE, C., GOURIOU, Y., BOURLES, B., OUDOT, C. AND TERNON, J.F.	\ADCP\ATLTW\CFC\OCEAN CIRCULATION\UNPUBW\COUNTRYFR\COUNTRYGF\	International WOCE Newsletter, No.28, 11-13. (Unpublished manuscript)	1997
2796	Critical control at deep ocean passages.	WHITEHEAD, J.A.	\FLUID DYNAMICS\OCEAN CIRCULATION\SILLS\UNPUBW\WATER MASSES\COUNTRYUS\	International WOCE Newsletter, No.28, 14-17. (Unpublished manuscript)	1997
2797	Topography and barotropic transport control by bottom friction.	DEWAR, W.K.	\BOTTOM FRICTION\BOTTOM TOPOGRAPHY EFFECTS\TRANSPORT\UNPUBW\COUNTRYUS\	International WOCE Newsletter, No.28, 17-23. (Unpublished manuscript)	1997
2798	Diapycnal mixing estimated from advective budgets in the deep Brazil Basin.	MORRIS, M., HOGG, N. AND OWENS, W.B.	\ADVECTION\ATLSW\BRAZIL BASIN\MIXING\UNPUBW\WATER MASSES\COUNTRYUS\	International WOCE Newsletter, No.28, 23-25. (Unpublished Manuscript)	1997
2799	The Brazil Basin tracer release experiment.	TOOLE, J.M., LEDWELL, J.R., POLZIN, K.L., SCHMITT, R.W., MONTGOMERY,  E.T., ST LAURENT, L. AND OWENS, W.B.	\ATLSW\BRAZIL BASIN\MIXING\TRACERS\TURBULENCE\UNPUBW\COUNTRYUS\	International WOCE Newsletter, No.28, 25-28. (Unpublished manuscript)	1997
2800	Two meridional hydrographic sections in the eastern South Atlantic Ocean (WHP lines A13 and A14).	MERCIER, H. AND ARHAN, M.	\ATLS\DISSOLVED OXYGEN\HYDROGRAPHIC SECTIONS\SALINITY\TEMPERATURE\UNPUBW\WOCE SECTION A13\WOCE SECTION A14\COUNTRYFR\	International WOCE Newsletter, No.28, 28-30. (Unpublished manuscript)	1997
2801	Deployment of RAFOS floats in the Cape Basin.	BOEBEL, O., SCHMID, C. AND JOCHUM, M.	\ADCP\ADVECTION\AGULHAS\ATLS\CAPE BASIN\CTD\FLOATS\INDSW\UNPUBW\COUNTRYDE\COUNTRYZA\	International WOCE Newsletter, No.28, 30-33. (Unpublished manuscript)	1997
2802	Water mass formation from thermodynamics: a framework for examining compatibility with dynamics.	TANDON, A. AND GARRETT, C.	\OCEAN CIRCULATION\THERMODYNAMICS\UNPUBW\WATER MASSES\COUNTRYCA\COUNTRYUS\	International WOCE Newsletter, No.28, 34-36. (Unpublished manuscript)	1997
2803	Which is it: warm or cold route, or maybe both?	GORDON, A.L.	\OCEAN CIRCULATION\SALINITY\SST\THERMOHALINE CIRCULATION\UNPUBW\WATER MASSES\COUNTRYUS\	International WOCE Newsletter, No.28, 37-38. (Unpublished manuscript)	1997
2804	Changes in the Pacific Ocean distribution of radiocarbon.	KEY, R.M.	\CARBON ISOTOPES\PAC\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 5-8.	1997
2805	Indonesian Throughflow water streaks across the Indian Ocean.	GORDON, A.L.	\INDONESIAN THROUGHFLOW\INDT\OCEAN CIRCULATION\SALINITY\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 9-11.	1997
2806	An estimate of the global circulation.	STAMMER, D.	\ALTIMETRY\ASSIMILATION\OCEAN CIRCULATION\OCEAN MODEL\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 12-15.	1997
2807	Drifter data show tropical Pacific mixed layer circulation and thermal energy convergences.	NIILER, P.	\CONVERGENCE\DRIFTERS\OCEAN CIRCULATION\PAC\SST\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 16-18.	1997
2808	Surface fluxes over the oceans from atmospheric reanalyses.	WALSH, J.E. AND PORTIS, D.	\AIR SEA INTERACTION\HEAT TRANSFER\MOMENTUM TRANSFER\OCEAN CIRCULATION\SALINITY\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 19-22.	1997
2809	The role of satellite altimetry in the WOCE synthesis.	KOBLINSKY, C.J.	\OCEAN CIRCULATION\SATELLITE ALTIMETRY\SSH\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 23-25.	1997
2810	Surface wind vectors from the NASA scatterometer.	LIU, W.T.	\ATMOSPHERIC CIRCULATION\NSCAT\PAC\SATELLITE SENSING\SCATTEROMETERS\UNPUBW\WINDS\COUNTRYUS\	US WOCE Implementation Report, No.9, 26-27.	1997
2811	The role of ocean circulation in the fluctuating heat budget of the air-sea system.	ROEMMICH, D., SPRINTALL, J., YEAGER, S., CORNUELLE, B. AND BAILEY, R.	\ADVECTION\AIR SEA INTERACTION\HEAT BUDGET\HEAT STORAGE\OCEAN CIRCULATION\PACSW\UNPUBW\COUNTRYAU\COUNTRYUS\	US WOCE Implementation Report, No.9, 28-30.	1997
2812	Ocean water-mass variability.	JOHNSON, G.C.	\AIR SEA INTERACTION\ATLNW\LABRADOR SEA\SALINITY\SST\UNPUBW\WATER MASSES\COUNTRYUS\	US WOCE Implementation Report, No.9, 31-33.	1997
2813	Progress in coupled climate system modeling.	BRYAN, F.O. AND GENT, P.R.	\CLIMATE CHANGES\COUPLED MODEL\OCEAN MODEL\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 34-36.	1997
2814	Calibration of the conductivity cells on P-ALACE floats.	FREELAND, H.	\ALACE\CALIBRATION\CONDUCTIVITY\CTD\FLOATS\PACNE\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 37-38.	1997
2815	The evolution of transient tracer fields in subducting waters.	ROBBINS, P.E. AND JENKINS, W.J.	\ATLNE\HELIUM ISOTOPES\SUBDUCTION\TRACERS\TRITIUM\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 39-41.	1997
2816	The Atlantic Circulation and Climate Experiment.	ANONYMOUS	\ACCE\ATL\GYRES\RESEARCH PROGRAMMES\SURFACE LAYER\THERMOHALINE CIRCULATION\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 43-46  1997.	1997
2817	WOCE synthesis.	ANONYMOUS	\ASSIMILATION\DATA COLLECTIONS\DATA MANAGEMENT\DATA PROCESSING\OCEAN CIRCULATION\OCEAN MODEL\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 47-52  1997.	1997
2818	Transition of WOCE to CLIVAR.	MARTINSON, D. AND LUKAS, R.	\CLIVAR\RESEARCH PROGRAMMES\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 53-54.	1997
2819	The North Atlantic atmosphere-ocean oscillation.	MCCARTNEY, M.S.	\NAO\OCEAN ATMOSPHERE SYSTEM\SST\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 55-60.	1997
2820	WOCE contributions to the Global Climate Observing System.	SPENCE, T.W.	\GCOS\RESEARCH PROGRAMMES\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 61-62.	1997
2821	Global Ocean Data Assimilation Experiment.	SMITH, N.	\GODAE\RESEARCH PROGRAMMES\UNPUBW\COUNTRYUS\	US WOCE Implementation Report, No.9, 63-64.	1997
2822	Extreme tidal internal waves near the Mascarene Ridge.	MOROZOV, E.G. AND VLASENKO, V.I.	\INDTW\INTERNAL WAVES\MASCARENE RIDGE\REF\COUNTRYRU\	Journal of Marine Systems, 9(3/4), 203-210.	1996
2823	Annual and interannual variation of precipitation over the tropical Indian Ocean.	RAMESH KUMAR, M.R. AND PRASAD, T.G.	\ATMOSPHERIC PRECIPITATIONS\INDNE\INDT\METEOROLOGY\RAINFALL\REF\TEMPORAL VARIATIONS\COUNTRYIN\	Journal of Geophysical Research, 102(C8), 18519-18527.	1997
2824	Effect of the overflows on the circulation in the subpolar North Atlantic: a regional model study.	REDLER, R. AND BOENING, C.W.	\AIMS\ATLN\OCEAN CIRCULATION\OCEAN MODEL\OVERFLOW\REF\COUNTRYDE\	Journal of Geophysical Research, 102(C8), 18529-18552.	1997
2825	Long-term trends of temperature, salinity, density, and transient tracers in the central Greenland Sea.	BOENISCH, G., BLINDHEIM, J., BULLISTER, J.L., SCHLOSSER, P. AND WALLACE,  D.W.R.	\AIMS\ARCEUR\DATA COLLECTIONS\DENSITY\GREENLAND SEA\REF\SALINITY\TEMPERATURE\TEMPORAL VARIATIONS\TRACERS\COUNTRYNO\COUNTRYUS\	Journal of Geophysical Research, 102(C8), 18553-18571.	1997
2827	Seasonal variability of sea surface delta 14C in the equatorial Pacific in an ocean circulation model.	RODGERS, K.B., CANE, M.A. AND SCHRAG, D.P.	\CARBON ISOTOPES\CORAL\OCEAN CIRCULATION\OCEAN MODEL\PACT\REF\SEASONAL VARIABILITY\COUNTRYUS\	Journal of Geophysical Research, 102(C8), 18627-18639.	1997
2828	Adjustment and feedbacks in a global coupled ocean-atmosphere model.	BRACONNOT, P., MARTI, O. AND JOUSSAUME, S.	\CLIMATE CHANGES\COUPLED MODEL\METEOROLOGY\MODELW\REF\SEA ICE\SST\COUNTRYFR\	Climate Dynamics, 13(7/8), 507-519.	1997
2829	Seasonal and diurnal variability of differences between satellite-derived and in situ sea surface temperatures in the south  of the Sea of Okhotsk.	KAWAI, Y. AND KAWAMURA, H.	\AIMS\OKHOTSK SEA\PACNW\REF\SATELLITE SENSING\SEASONAL VARIABILITY\SST\COUNTRYJP\	Journal of Oceanography, 53(4), 343-354.	1997
2830	A theory of interdecadal climate variability of the North Pacific ocean-atmosphere system.	JIN, F.-F.	\AIR SEA INTERACTION\CLIMATE CHANGES\CLIVAR\COUPLED MODEL\PACN\REF\SST\WIND STRESS\COUNTRYUS\	Journal of Climate, 10(8), 1821-1852.	1997
2831	A timescale for dissolved organic carbon production in equatorial Pacific surface waters.	ARCHER, D., PELTZER, E.T. AND KIRCHMAN, D.L.	\CARBON CYCLE\DISSOLVED ORGANIC CARBON\JGOFS\PACT\PRIMARY PRODUCTION\REF\COUNTRYUS\	Global Biogeochemical Cycles, 11(3), 435-452.	1997
2832	Long-term variability of the air-sea CO2 exchange coefficient: consequences for the CO2 fluxes in the equatorial Pacific Ocean.	BOUTIN, J. AND ETCHETO, J.	\AIR SEA INTERACTION\CARBON DIOXIDE\CLIVAR\JGOFS\PACT\REF\TEMPORAL VARIATIONS\COUNTRYFR\	Global Biogeochemical Cycles, 11(3), 453-470.	1997
2833	Global sea floor topography from satellite altimetry and ship depth soundings.	SMITH, W.H.F. AND SANDWELL, D.T.	\BATHYMETRY\BOTTOM TOPOGRAPHY EFFECTS\ERS-1\GEOSAT\REF\SATELLITE ALTIMETRY\SATELLITE SENSING\COUNTRYUS\	Science, 277(5334), 1956-1962.	1997
2834	Satellite Tracked drifting buoys for Ocean circulation studies.	NAYAK, M.R., PESHWE, V.B. AND TENGALI, S.B.	\DRIFTERS\OCEAN CIRCULATION\UNPUBW\COUNTRYIT\	Bolletino do Oceanologia Teorica ed Applicata, XI(2), 125-130.	1993
