"uscode","sic","empflag","emp","qp1","ap","est","f1_4","e1_4","q1_4","a1_4","n1_4","f5_9","e5_9","q5_9","a5_9","n5_9","f10_19","e10_19","q10_19","a10_19","n10_19","f20_49","e20_49","q20_49","a20_49","n20_49","f50_99","e50_99","q50_99","a50_99","n50_99","f100_249","e100_249","q100_249","a100_249","n100_249","f250_499","e250_499","q250_499","a250_499","n250_499","f500_999","e500_999","q500_999","a500_999","n500_999","f1000","e1000","q1000","a1000","n1000"
"98","3250",,34716,196010,794559,592,,227,888,4434,107,,415,1857,8666,62,,872,4572,20605,61,,4475,23215,96500,135,,9058,49742,210433,131,,10652,57250,230905,74,,5556,32579,132187,17,,3461,25907,90829,5,,0,0,0,0
"98","3251",,15535,82828,348570,265,,78,335,1683,37,,109,525,2775,17,,207,1181,4853,15,,2410,11948,50861,70,,5764,31056,134077,83,,5814,29816,122425,39,,1153,7967,31896,4,,0,0,0,0,,0,0,0,0
"98","3253",,9625,55571,210294,113,,82,250,1364,40,,97,482,2033,14,,107,428,2043,8,"D",0,0,0,11,,574,2982,10391,9,,2743,13460,53392,18,"D",0,0,0,10,"D",0,0,0,3,,0,0,0,0
"98","3255",,7253,45718,186637,152,,35,123,864,16,,141,541,2573,20,,426,2432,11376,29,,1279,7365,30011,40,,2049,12753,53473,30,,1713,11076,43506,14,"D",0,0,0,1,"D",0,0,0,2,,0,0,0,0
"98","3259",,2293,11874,48895,61,,32,180,523,14,,68,309,1285,11,"D",0,0,0,8,"D",0,0,0,14,,671,2951,12492,9,,382,2898,11582,3,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","3260",,38799,207419,832105,1001,,773,1697,8546,467,"D",0,0,0,162,"D",0,0,0,100,,3523,13648,59249,110,,4983,24565,99294,70,,9210,51754,202157,58,,7231,40714,163622,20,,7249,40817,174964,11,"D",0,0,0,3
"98","3261",,9649,57335,233300,61,"D",0,0,0,10,,62,272,933,10,"D",0,0,0,2,"D",0,0,0,3,,541,2319,9370,8,,2119,12062,44527,14,"D",0,0,0,8,"D",0,0,0,6,,0,0,0,0
"98","3262",,5440,27521,107577,34,"D",0,0,0,11,"D",0,0,0,4,"D",0,0,0,3,"D",0,0,0,1,"D",0,0,0,3,"D",0,0,0,4,"D",0,0,0,4,"D",0,0,0,3,"D",0,0,0,1
"98","3263",,1713,7205,27578,29,"D",0,0,0,8,"D",0,0,0,4,"D",0,0,0,4,"D",0,0,0,7,"D",0,0,0,1,"D",0,0,0,3,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","3264",,9750,62271,256901,113,"D",0,0,0,18,"D",0,0,0,10,"D",0,0,0,12,"D",0,0,0,24,,1634,9953,39738,22,,3448,22418,94638,20,,1902,11030,44617,5,"D",0,0,0,1,"D",0,0,0,1
"98","3269",,12246,53086,206738,762,"D",0,0,0,418,"D",0,0,0,134,"D",0,0,0,79,,2435,8176,35052,75,,2559,10761,44088,36,,2732,13425,48902,17,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1
"98","3270",,193400,1141779,5052161,9467,"D",0,0,0,2509,,13378,61843,306275,1945,,30130,156301,733080,2170,,60758,354159,1594624,2005,,37785,239872,1022996,554,,34640,233114,935238,250,,10154,64364,256040,32,"D",0,0,0,2,,0,0,0,0
"98","3271",,17787,104140,449659,977,"D",0,0,0,187,,1489,7173,35345,208,,3800,20341,90374,273,,7311,45402,190417,250,,3015,17990,78127,47,"D",0,0,0,11,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","3272",,67626,384372,1630213,2991,,1822,6610,57491,873,,3919,17297,80283,576,,8181,39904,176814,592,,18848,107308,464816,608,,14220,86928,352163,212,,16260,101284,400017,116,,4376,25041,98629,14,,0,0,0,0,,0,0,0,0
"98","3273",,89386,522248,2441729,5007,"D",0,0,0,1270,,7504,35326,180505,1090,,17101,91369,444633,1229,,33196,194022,908055,1101,,16515,104838,468315,243,,8311,58172,249486,62,"D",0,0,0,11,"D",0,0,0,1,,0,0,0,0
"98","3274",,5064,37091,149208,76,,26,194,729,10,,32,171,796,5,"D",0,0,0,12,"D",0,0,0,14,,1142,8803,37262,16,"D",0,0,0,17,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","3275",,11784,86813,343009,165,,56,503,2221,27,"D",0,0,0,16,,269,1248,5099,19,"D",0,0,0,22,"D",0,0,0,33,,6373,49043,190696,43,"D",0,0,0,5,,0,0,0,0,,0,0,0,0
"98","3280",,13263,68116,294699,773,"D",0,0,0,281,"D",0,0,0,166,,2179,9967,44117,155,,3780,20109,89434,128,,1975,9918,41956,28,,1931,12004,49782,13,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,1
"98","3290",,76802,542138,2238846,1601,,747,3171,16479,384,,1744,8345,36714,254,,4525,24148,104079,326,,9910,56642,228693,322,,11431,71214,288998,159,,14458,98979,395809,93,,14952,112566,447123,41,,10996,83452,350434,18,,8039,83621,370517,4
"98","3291",,24148,184724,776093,386,,151,621,3181,72,,343,1782,7498,50,,1109,6517,28339,78,"D",0,0,0,104,,3109,18247,73370,41,,3646,24478,92994,24,,3472,24041,95059,10,,2413,19266,80388,4,"D",0,0,0,3
"98","3292",,4247,24814,113188,55,,29,152,919,14,,41,186,810,6,,100,464,1954,7,"D",0,0,0,11,,711,4209,17160,9,"D",0,0,0,4,"D",0,0,0,1,,1883,9875,49393,3,,0,0,0,0
"98","3295",,10698,77881,315385,347,"D",0,0,0,59,"D",0,0,0,67,,1269,7957,33814,91,,2309,15055,59149,80,,2238,16722,65851,32,"D",0,0,0,11,,1147,8224,34210,4,"D",0,0,0,3,,0,0,0,0
"98","3296",,20894,154471,625001,207,,76,360,1444,45,"D",0,0,0,18,,352,1645,7602,26,,1294,7690,28866,42,,1986,10981,45432,28,"D",0,0,0,19,,8117,64884,257815,21,,4544,36444,150531,7,"D",0,0,0,1
"98","3297",,8338,60113,236724,133,"D",0,0,0,15,,168,926,3850,24,,238,1315,5953,16,,929,5336,20380,28,,1443,9774,39123,21,,4283,32011,129488,26,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","3299",,8406,39908,171518,467,,327,1087,6366,178,,583,2163,9072,87,,1422,6122,25834,106,,1753,8242,34975,56,,1944,11281,48062,28,,1357,6232,26972,9,,1020,4781,20237,3,,0,0,0,0,,0,0,0,0
"98","3300",,722603,5636716,22816642,6862,,2368,12046,101621,1256,,5529,29959,127355,798,,13928,75734,323696,982,,44783,261325,1103319,1416,,64027,391844,1607571,902,,140030,921061,3719148,900,,120883,870986,3513832,355,,107292,892483,3613641,159,,223763,2181278,8706459,94
"98","3310",,261421,2370988,9515505,1299,,444,2349,35199,245,,932,5545,23557,131,,2110,11088,48220,147,,6676,42391,174027,208,,12734,85201,348104,177,,32305,233567,948245,208,,31390,264357,1066989,91,,33923,309934,1258102,49,,140907,1416556,5613062,43
"98","3312",,191592,1871002,7462143,493,,220,1262,19326,133,"D",0,0,0,58,,757,4119,17973,54,,1417,10223,42287,45,,2545,17438,73395,35,,7857,60610,243273,48,,15085,141084,562160,43,,25039,240674,977608,36,"D",0,0,0,41
"98","3313",,4112,33139,136826,30,"D",0,0,0,1,"D",0,0,0,4,"D",0,0,0,1,"D",0,0,0,4,,471,3991,15644,6,,1166,10320,40787,8,"D",0,0,0,5,"D",0,0,0,1,,0,0,0,0
"98","3315",,26600,168025,675767,342,,106,435,3403,51,,250,1439,6121,34,,656,3049,13194,45,,2131,12870,51943,66,,4767,27173,111271,66,,9012,55877,227009,60,,4435,29740,115626,13,,5243,37442,147200,7,,0,0,0,0
"98","3316",,16365,133798,557467,195,,67,346,3397,33,,139,925,3961,19,,377,2095,7849,26,,1574,9595,40134,50,,1716,12728,51227,24,,4475,36687,147896,28,,3527,30608,135248,10,"D",0,0,0,3,"D",0,0,0,2
"98","3317",,22342,162063,670879,229,,41,275,2789,21,,104,542,2508,15,,291,1631,8520,20,"D",0,0,0,42,,3235,23871,96567,46,,9795,70073,289280,64,,6311,47623,195289,19,"D",0,0,0,2,,0,0,0,0
"98","3320",,135853,937235,3859244,1258,,381,1889,19897,213,,827,5059,18965,122,,1873,9643,40532,132,,8715,45685,190064,272,,13715,75982,319220,192,,31526,188694,765780,200,,26422,179770,725042,77,,21436,147898,602126,32,,30958,282615,1177618,18
"98","3321",,82949,595747,2460205,690,,166,707,9412,81,,347,2867,8214,53,,1119,5857,23476,80,,5038,25931,107745,161,,9059,49857,213277,125,,18351,107450,433287,117,,15267,102956,413769,44,,12718,94335,385500,19,,20884,205787,865525,10
"98","3322",,5058,36723,158212,28,"D",0,0,0,4,"D",0,0,0,3,"D",0,0,0,1,"D",0,0,0,3,"D",0,0,0,3,"D",0,0,0,10,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1
"98","3324",,20706,129061,516337,132,,26,84,404,12,,75,300,1359,11,,151,672,3384,10,"D",0,0,0,30,"D",0,0,0,22,,4459,27105,104925,27,,2909,18550,78238,9,,4415,26676,105967,6,"D",0,0,0,5
"98","3325",,25670,167864,687532,284,,86,610,6634,45,,186,880,4279,26,,435,2475,10558,31,,2355,13632,54180,69,,2800,17417,68638,41,,6842,43618,183935,43,,7193,51015,207264,21,"D",0,0,0,6,"D",0,0,0,2
"98","3330",,36247,332506,1356954,174,,67,372,2062,36,,177,783,3488,27,,261,1373,5546,19,,452,3648,17088,15,,917,6233,24950,13,,2492,21534,85786,16,,4625,35815,156178,14,,17652,168399,678373,26,,9604,94349,383483,8
"98","3331",,4816,37168,154658,17,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,2,,1730,12521,51656,5,,2659,22196,93244,5,,0,0,0,0
"98","3334",,20513,197565,797123,54,"D",0,0,0,9,"D",0,0,0,7,"D",0,0,0,8,"D",0,0,0,1,"D",0,0,0,3,"D",0,0,0,2,,1081,8980,45302,3,,11347,112163,446044,15,"D",0,0,0,6
"98","3339",,10918,97773,405173,103,"D",0,0,0,26,,125,546,2434,19,,138,850,3522,10,"D",0,0,0,13,,607,5051,19154,9,"D",0,0,0,12,,1814,14314,59220,6,,3646,34040,139085,6,"D",0,0,0,2
"98","3340",,15503,111594,452798,387,"D",0,0,0,117,"D",0,0,0,48,,594,3762,15555,43,,2644,18159,76245,81,,3448,26035,103559,51,,6368,47418,189652,42,,1334,10699,41510,4,"D",0,0,0,1,,0,0,0,0
"98","3350",,158147,1166541,4680782,1041,,204,1278,8330,107,,558,2767,11620,83,,1417,8804,37321,101,,5713,35373,151292,174,,12375,76655,304785,171,,36018,239197,961905,221,,41342,275158,1099125,123,,28398,223206,901850,42,,32122,304103,1204554,19
"98","3351",,20091,148925,594525,117,,15,59,339,8,,35,254,1292,5,,193,925,3630,14,,754,4632,20106,22,"D",0,0,0,20,"D",0,0,0,22,,5146,37244,144485,15,,7179,53762,217221,10,"D",0,0,0,1
"98","3353",,26279,260660,1049602,63,"D",0,0,0,6,"D",0,0,0,1,,67,854,2143,5,,251,1867,7750,7,"D",0,0,0,9,"D",0,0,0,11,,3425,27344,110596,10,,4624,46544,188913,6,,15286,161175,647294,8
"98","3354",,30309,188467,771689,194,,29,129,1065,15,,38,125,453,6,,217,1343,5366,15,,911,5031,20646,27,"D",0,0,0,37,,9418,58276,232811,57,,9758,56554,235663,28,,3723,26110,112742,6,"D",0,0,0,3
"98","3355",,842,5762,23337,29,,9,38,169,6,"D",0,0,0,4,,98,474,2051,7,,232,1484,6663,8,"D",0,0,0,1,"D",0,0,0,3,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","3356",,18134,154576,607005,163,,54,369,1742,26,,155,840,3227,23,,271,1552,6802,19,,1204,7978,34028,36,"D",0,0,0,21,,2203,16015,67676,15,,5016,43313,163441,14,,4943,43435,180961,7,"D",0,0,0,2
"98","3357",,62482,408128,1634507,472,,88,658,4647,44,,293,1413,6052,43,,571,3656,17329,41,,2361,14381,62099,74,,6280,36009,144742,83,,18611,119015,475260,113,,17997,110703,444940,56,,7929,53355,202013,13,,8352,68938,277425,5
"98","3360",,81276,484327,1989948,1680,,619,2868,17895,320,,1644,7662,34396,234,,4331,21062,90127,305,,12145,62807,271744,396,,14523,80427,334813,204,,26051,154531,623138,171,,13247,84417,336183,38,"D",0,0,0,9,"D",0,0,0,3
"98","3363",,29305,189516,778307,356,,79,406,2966,35,,229,1030,5132,33,,732,3222,13894,52,,2453,12903,57936,78,"D",0,0,0,62,,11743,68450,272418,76,"D",0,0,0,14,,3167,26497,107961,5,"D",0,0,0,1
"98","3364",,13684,73417,303584,276,"D",0,0,0,46,,177,1077,5387,26,,673,3423,14301,46,,2311,11709,50739,74,,3207,16855,69281,45,,3988,22195,90419,29,"D",0,0,0,10,,0,0,0,0,,0,0,0,0
"98","3365",,24519,140032,571687,557,,210,916,4141,95,,641,2940,13034,90,,1551,7865,32535,108,,4353,22849,97148,141,,4216,23032,94274,61,,7150,44333,181788,46,,4782,27848,112540,13,,1616,10249,36227,3,,0,0,0,0
"98","3366",,7942,43786,180412,300,,119,506,2269,53,,346,1558,5762,48,,1048,5158,21971,76,,2388,12008,51260,80,,1979,12010,48410,29,,2062,12546,50740,14,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","3369",,4932,33251,132274,70,"D",0,0,0,14,"D",0,0,0,15,"D",0,0,0,13,"D",0,0,0,13,"D",0,0,0,6,"D",0,0,0,5,"D",0,0,0,1,"D",0,0,0,1,"D",0,0,0,2
"98","3390",,33335,229871,945125,919,"D",0,0,0,149,"D",0,0,0,134,,3245,19657,84973,228,,8239,52377,219567,264,,6158,40319,169302,92,,5109,35455,141970,41,,2523,20770,88805,8,,0,0,0,0,"D",0,0,0,3
"98","3398",,18533,124588,519235,681,"D",0,0,0,92,"D",0,0,0,101,,2707,16500,71351,191,,6581,41940,178319,213,,3751,23084,96814,59,,2834,20771,81987,22,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1
"98","3399",,14799,105266,425788,237,,115,666,2428,56,,219,1287,5368,33,,538,3157,13622,37,,1658,10437,41248,51,,2407,17235,72488,33,,2275,14684,59983,19,"D",0,0,0,6,,0,0,0,0,"D",0,0,0,2
"98","3400",,1483334,9572623,39637787,37683,,18800,91099,531064,9961,,43716,216140,929385,6401,,97876,534471,2261988,7046,,234280,1355983,5802106,7539,,244178,1479592,6182758,3496,,357210,2267165,9322164,2356,,204872,1330296,5377002,612,,129809,880657,3476177,195,,152593,1417220,5755143,77
"98","3410",,44886,379069,1534276,518,,121,679,11188,69,,305,2138,9904,44,,637,3895,17036,45,,2919,17380,72665,86,,7750,60301,249725,104,,21317,189172,765856,137,,8568,74895,297176,27,,3269,30609,110726,6,,0,0,0,0
"98","3411",,35995,323413,1306591,337,,75,442,8051,39,,146,1266,5412,21,,293,1940,8814,21,,1629,10484,42649,49,,4574,40343,169790,60,,18326,171920,695613,117,,7683,66409,265536,24,,3269,30609,110726,6,,0,0,0,0
"98","3412",,8720,54910,223581,154,,31,164,2342,16,,116,727,3394,17,,296,1692,7236,20,,1225,6631,28791,34,,3176,19958,79935,44,,2991,17252,70243,20,,885,8486,31640,3,,0,0,0,0,,0,0,0,0
"98","3420",,143043,883441,3631265,2415,,1270,7259,36905,669,,2356,11113,49992,348,,5992,31587,131793,431,,12494,68919,293010,401,,16532,90045,373048,234,,30427,176548,717195,197,,28733,167778,675217,83,,28377,180909,741121,41,,16862,149283,612984,11
"98","3421",,11301,75274,297781,129,,53,169,1041,33,,118,573,2428,16,,294,1364,5855,19,,383,1688,6957,13,"D",0,0,0,18,"D",0,0,0,19,,2822,16285,62161,8,"D",0,0,0,2,"D",0,0,0,1
"98","3423",,42305,253021,1027509,750,,366,1623,9710,174,,644,3071,13102,93,"D",0,0,0,155,,4858,28004,117787,156,,5098,27789,116115,71,,9305,57870,233430,60,,8521,50314,197697,25,,10104,63580,252243,15,"D",0,0,0,1
"98","3425",,6434,41921,176151,127,"D",0,0,0,32,,136,683,2905,21,,325,1993,8473,25,,633,3742,14921,20,"D",0,0,0,14,,1649,8465,38089,10,,967,6486,25220,3,"D",0,0,0,2,,0,0,0,0
"98","3429",,81559,506242,2093421,1181,"D",0,0,0,293,,1112,5377,24729,164,,2886,14786,60679,206,,6354,33878,146717,203,,9073,49512,202572,130,,16242,92129,376141,107,,16423,94693,390139,47,,15366,93476,387926,22,"D",0,0,0,9
"98","3430",,46133,287687,1149820,787,,423,1918,11231,212,"D",0,0,0,136,"D",0,0,0,108,,3986,22378,94842,127,,5580,34809,140387,77,,13310,74549,300091,83,,10999,64806,261393,32,,6291,47329,180036,10,"D",0,0,0,2
"98","3431",,8778,63493,257985,95,"D",0,0,0,19,"D",0,0,0,17,"D",0,0,0,8,,495,2432,10894,16,"D",0,0,0,10,"D",0,0,0,16,,2332,16187,66436,7,"D",0,0,0,1,"D",0,0,0,1
"98","3432",,17641,102442,395941,174,"D",0,0,0,27,"D",0,0,0,20,"D",0,0,0,29,,874,4274,18070,29,"D",0,0,0,22,"D",0,0,0,26,,5070,26894,104844,14,"D",0,0,0,6,"D",0,0,0,1
"98","3433",,19160,118919,481624,443,,257,1158,5885,125,,582,2569,11009,84,,822,4711,19567,59,,2380,14204,59393,75,,3296,20251,83384,45,,6448,38293,152544,41,,3597,21725,90113,11,,1778,16008,59729,3,,0,0,0,0
"98","3440",,415377,2522052,10520437,12475,,5897,28471,160438,3038,,14516,72933,311295,2132,,34592,199336,841253,2491,,85409,513186,2178566,2735,,82903,502474,2087408,1202,,100643,623364,2558604,675,,49729,311594,1280965,153,,26489,167569,677622,40,,15199,103125,424286,9
"98","3441",,82711,523535,2181444,2440,,878,5445,27430,464,"D",0,0,0,409,,7546,45120,191151,546,,18786,117261,500527,607,,16907,102791,435592,248,,19522,129503,514555,134,,8698,59400,236978,26,"D",0,0,0,5,"D",0,0,0,1
"98","3442",,68580,352153,1486119,1435,"D",0,0,0,339,"D",0,0,0,241,,3071,15864,66223,226,,8855,44473,189123,272,,12270,62415,263368,177,,20487,104927,437611,132,,11448,62182,262170,34,,8036,40224,171678,12,"D",0,0,0,2
"98","3443",,81544,554201,2280070,1595,,467,2412,15289,248,,1485,8429,36460,217,,4201,26744,108201,296,,13607,84966,365769,425,,14598,99348,406627,209,,21546,145246,598394,147,,10991,75653,309884,35,,10348,79636,311742,15,,4301,31767,127704,3
"98","3444",,102226,621843,2597014,4061,"D",0,0,0,986,,5180,26753,113222,754,,12577,72582,313112,902,,27792,171586,714179,907,,23545,142486,583888,342,,21694,137162,566926,148,,6097,37825,158139,19,"D",0,0,0,2,"D",0,0,0,1
"98","3446",,27227,157449,656458,1282,,999,3749,17578,495,,1506,6574,27022,226,,3282,18855,77008,239,,6168,37482,159215,192,,5777,36976,155329,83,,5527,34962,143831,37,,2273,9277,39562,7,,1695,9574,36913,3,,0,0,0,0
"98","3448",,26207,152987,641127,511,,242,1018,8189,113,,582,2653,10591,86,,1161,5633,24540,82,,3462,19976,85051,108,,3651,21950,93622,52,,7393,42764,178835,47,,6143,38737,158311,19,"D",0,0,0,2,"D",0,0,0,2
"98","3449",,22091,138582,578363,560,"D",0,0,0,89,"D",0,0,0,69,,1439,8521,34193,104,,5267,31107,138780,172,,5725,34371,142050,84,,4215,27744,113563,28,,4079,28520,115921,13,"D",0,0,0,1,,0,0,0,0
"98","3450",,95623,622346,2594441,2425,,838,4140,23695,372,"D",0,0,0,413,,7708,42915,180638,539,,18474,111626,476684,597,,20354,130364,544839,295,,23883,156882,652276,158,,12980,94101,376535,40,,7294,56396,232735,10,"D",0,0,0,1
"98","3451",,42891,259882,1098917,1514,,609,3025,15254,260,"D",0,0,0,278,"D",0,0,0,369,,11506,69980,297684,374,,11017,68548,286061,162,,9463,58666,248730,61,,3113,20169,86143,10,,0,0,0,0,,0,0,0,0
"98","3452",,52725,362421,1495353,910,,229,1115,8441,112,"D",0,0,0,134,"D",0,0,0,170,,6968,41646,179000,223,,9337,61816,258778,133,,14420,98216,403546,97,,9867,73932,290392,30,,7294,56396,232735,10,"D",0,0,0,1
"98","3460",,251240,1853866,7780793,4101,,1605,8892,49369,833,,3824,19926,84941,556,,9918,54905,240052,715,,29512,177777,774404,931,,37299,231139,996374,525,,62075,400703,1700387,398,,31785,204049,826588,94,,15082,107519,425931,23,,60140,648956,2682747,26
"98","3462",,27330,199970,838488,384,,131,631,4341,65,,343,1766,7673,50,,796,4944,21021,55,,2825,17189,75366,85,,3409,22661,99632,47,,10484,79555,331437,65,,4278,32653,132298,12,"D",0,0,0,3,"D",0,0,0,2
"98","3463",,7193,62004,244303,80,,54,259,1925,19,,48,277,1182,7,,117,767,3596,9,"D",0,0,0,16,,906,6744,28119,13,"D",0,0,0,11,,1219,12194,41295,3,"D",0,0,0,1,"D",0,0,0,1
"98","3465",,111548,947146,3976552,670,,96,1473,4140,46,,319,1769,7285,44,,1297,7360,33825,91,,5039,31263,141457,153,,9373,55261,244945,129,,21480,132666,575575,136,,12918,76714,324895,39,,6596,42295,165352,10,,54430,598345,2479078,22
"98","3466",,5997,42143,167454,45,,9,76,331,5,,24,148,517,4,,127,651,2730,8,,122,707,3172,4,"D",0,0,0,5,"D",0,0,0,9,,3373,23416,89342,9,"D",0,0,0,1,,0,0,0,0
"98","3469",,97102,593600,2502066,2703,,1155,5643,29918,581,"D",0,0,0,408,,7181,39383,170378,521,,20339,122119,525180,650,,23108,143414,610024,328,,26215,160754,678009,175,,9997,59072,238758,31,,5026,37593,145913,8,"D",0,0,0,1
"98","3470",,116322,617865,2632364,5137,,2890,12805,68654,1398,,6942,33055,141322,999,,14772,74358,314984,1065,,34044,176199,750454,1112,,25471,139552,587714,372,,23727,132220,546342,171,,5379,32277,145920,15,,3097,17399,76974,5,,0,0,0,0
"98","3471",,70554,368933,1555156,3180,"D",0,0,0,818,,4658,21998,94401,665,,9491,47836,199557,684,,20794,109087,465051,678,,15460,81800,341184,227,,13902,75474,303653,99,,2465,13516,64298,6,"D",0,0,0,3,,0,0,0,0
"98","3479",,44124,241799,1042056,1746,"D",0,0,0,468,,2018,9846,41431,294,,4846,24525,106286,348,,12539,64222,272411,409,,9948,57408,245024,144,,9825,56746,242689,72,,2914,18761,81622,9,"D",0,0,0,2,,0,0,0,0
"98","3480",,77567,614778,2421718,390,,215,871,4711,117,,370,1460,6131,57,,592,2733,11022,42,,1574,8025,56779,51,,1589,9352,36813,24,,6224,42369,161037,38,,6987,50960,193931,21,,13318,90744,337223,19,,46698,408264,1614071,21
"98","3482",,8273,61010,232968,79,"D",0,0,0,33,"D",0,0,0,17,"D",0,0,0,8,"D",0,0,0,6,"D",0,0,0,4,"D",0,0,0,5,"D",0,0,0,1,"D",0,0,0,3,"D",0,0,0,2
"98","3483",,33537,255575,956824,86,,22,141,525,12,,17,36,74,3,,75,518,1740,6,,273,1803,8875,9,,362,2146,8029,5,,3067,22161,82244,18,,3784,28962,105105,11,,7441,45290,170083,11,,18496,154518,580149,11
"98","3484",,12062,83347,347915,136,,83,338,2045,40,,164,702,2928,25,,228,1029,4533,15,,879,4051,38398,27,"D",0,0,0,8,"D",0,0,0,9,,1756,11407,47367,5,"D",0,0,0,4,"D",0,0,0,3
"98","3489",,23573,214445,882122,62,,24,73,401,15,,43,226,1129,6,,132,757,3102,10,,232,1484,6308,8,,424,3181,12456,7,"D",0,0,0,6,"D",0,0,0,4,"D",0,0,0,1,"D",0,0,0,5
"98","3490",,291915,1786230,7346802,9063,,5180,24002,154148,2968,,11215,54127,237014,1657,,21901,115851,488543,1590,,45630,259530,1098761,1491,,46700,281556,1166450,663,,75604,471358,1920376,499,,49712,329836,1319277,147,,26592,182183,693809,41,,9381,67787,268424,7
"98","3491",,48575,354795,1407960,381,,62,368,2814,33,"D",0,0,0,31,"D",0,0,0,38,,2506,16825,73529,74,,4555,32515,132704,66,,10882,73316,303827,72,,17798,131295,518907,53,,7104,54528,197034,11,"D",0,0,0,3
"98","3492",,31316,212367,858456,380,,109,552,2572,44,"D",0,0,0,48,"D",0,0,0,66,,2303,14774,66379,75,,3739,26012,106029,52,,9206,61528,244619,59,,8542,56354,232127,26,,5140,37299,142768,9,"D",0,0,0,1
"98","3493",,5457,34166,139975,147,,85,488,3003,37,"D",0,0,0,20,,391,2176,9538,28,,870,5239,22115,30,,1175,7091,28622,16,,1811,12081,48691,13,"D",0,0,0,3,,0,0,0,0,,0,0,0,0
"98","3494",,25177,164333,668772,365,,81,558,3035,47,,220,1252,5408,31,,858,4854,22167,60,,2962,18690,81248,95,,4482,29628,120122,60,,8070,54131,217902,53,,4147,28059,112320,13,,4357,27161,106570,6,,0,0,0,0
"98","3495",,20381,115123,478469,386,,112,565,5079,48,"D",0,0,0,56,,1068,5686,21803,75,,3537,19794,84989,106,,3344,19899,86695,49,,5999,35042,139278,38,,3619,20460,82895,11,"D",0,0,0,2,"D",0,0,0,1
"98","3496",,36670,186558,773644,1059,"D",0,0,0,260,,1063,4879,21183,154,,2978,14666,62241,217,,7080,35107,145169,228,,7490,40314,168925,104,,11996,62328,252270,83,,4184,19730,79921,11,"D",0,0,0,2,,0,0,0,0
"98","3497",,10313,82907,341073,115,"D",0,0,0,15,"D",0,0,0,15,,236,1253,5351,17,,519,3663,15440,16,,1641,12013,49133,23,,3204,25191,104614,19,,2024,17141,73081,6,"D",0,0,0,4,,0,0,0,0
"98","3498",,22278,129569,550687,661,,290,1533,8023,134,,753,4250,18584,112,,1818,10301,47004,131,,5159,30903,131740,162,,5261,30505,127838,75,,6279,39874,168041,42,"D",0,0,0,4,,0,0,0,0,"D",0,0,0,1
"98","3499",,75110,432523,1774802,2960,,1779,8384,39439,826,"D",0,0,0,632,,8376,45981,188604,606,,16794,96158,401926,558,,13489,77188,323077,196,,17449,105080,426911,114,,6794,41825,162505,20,,4777,26654,101406,7,"D",0,0,0,1
"98","3500",,1922159,14301093,58431876,51717,,33647,170543,950442,16839,,70006,387326,1648294,10356,,132216,816573,3467382,9628,,247871,1654449,6952930,8108,,229217,1605756,6532660,3310,,341697,2441498,9830560,2214,,254944,1887264,7519649,734,,248614,1970407,7840664,360,,363947,3367277,13689295,168
"98","3510",,88506,790157,3154123,328,,132,897,4629,65,,202,1432,5671,30,,529,3283,13214,39,,1689,10701,44831,53,,2518,16816,71105,34,,6044,41952,164688,37,,8880,64658,274370,24,,18697,168985,663561,26,,49815,481433,1912054,20
"98","3511",,24082,244477,965630,74,"D",0,0,0,15,,56,484,1840,8,,116,805,3257,9,,380,2661,10957,11,,681,5533,24968,9,,1205,11129,45449,8,"D",0,0,0,2,,4438,45387,178122,6,,16481,171968,672452,6
"98","3519",,64415,545546,2187816,252,"D",0,0,0,49,,137,814,3267,21,,413,2478,9957,30,,1309,8040,33874,42,,1837,11283,46137,25,,4839,30823,119239,29,"D",0,0,0,22,,14259,123598,485439,20,,33334,309465,1239602,14
