"uscode","sic","empflag","emp","qp1","ap","est","f1_4","e1_4","q1_4","a1_4","n1_4","f5_9","e5_9","q5_9","a5_9","n5_9","f10_19","e10_19","q10_19","a10_19","n10_19","f20_49","e20_49","q20_49","a20_49","n20_49","f50_99","e50_99","q50_99","a50_99","n50_99","f100_249","e100_249","q100_249","a100_249","n100_249","f250_499","e250_499","q250_499","a250_499","n250_499","f500_999","e500_999","q500_999","a500_999","n500_999","f1000","e1000","q1000","a1000","n1000"
"98","5941",,138522,388053,1648712,21394,,23000,61109,319846,12746,,29846,81963,347882,4568,,36922,105500,429511,2767,,30698,86853,340831,1082,,13279,37273,148175,200,"D",0,0,0,30,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","5942",,86077,196472,826292,11722,,11455,24710,112891,5566,,25881,57748,237140,3820,,22320,45989,193483,1747,,13177,31822,131880,469,,5640,15449,62420,81,,4967,15093,65032,33,"D",0,0,0,3,"D",0,0,0,3,,0,0,0,0
"98","5943",,33888,103352,418733,4821,,5305,15105,68392,2549,,8812,25109,100943,1322,,8232,25863,101898,631,,7739,25747,105306,273,,2430,7838,30785,37,"D",0,0,0,7,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","5944",,160811,582918,2322064,26583,,28911,95754,412021,13824,,51913,190022,755278,7831,,54430,180970,701078,4264,,15175,61312,244459,575,,3995,20609,80365,60,"D",0,0,0,21,"D",0,0,0,7,,0,0,0,0,"D",0,0,0,1
"98","5945",,83121,188562,833979,9378,,9119,19146,105447,5175,,14062,30086,126912,2054,,12985,28918,121659,986,,28505,67019,287228,885,,17363,40563,179917,271,,1087,2830,12816,7,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","5946",,22481,84695,353494,3594,"D",0,0,0,1851,,7483,24989,103314,1143,,5848,21710,90768,460,,3453,14288,59959,117,,1600,10527,41374,22,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","5947",,164265,319183,1393749,29455,,32133,62069,300555,16681,,54766,100468,431762,8411,,44665,83942,350021,3514,,19773,39153,171506,720,,5875,14946,61372,91,,5308,15725,65665,35,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,1
"98","5948",,12524,40343,164526,2054,,2103,6311,29336,995,,4991,14158,57300,773,,2864,10378,40274,224,,1292,5243,20442,49,,609,1656,6477,9,"D",0,0,0,3,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","5949",,68193,120042,503715,8180,,7105,12388,59771,3665,,12133,23217,95226,1783,,27116,45881,188128,1965,,18747,29222,121166,733,,1926,5895,24929,29,"D",0,0,0,3,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","5960",,324065,1314834,5554813,21140,,19601,70019,337999,10882,,26391,101718,428195,3958,,42917,168301,709798,3158,,61563,244352,1031676,2095,,41991,166780,673737,611,,46181,191265,801254,316,"D",0,0,0,60,,26575,127009,496423,39,"D",0,0,0,21
"98","5961",,140891,615416,2639852,7158,,7701,25103,118131,3935,,9709,35443,145776,1463,,12414,48881,209833,945,,13361,59519,261668,448,,11125,50351,208368,163,,16997,85154,370807,111,,15089,64795,327906,42,,22460,107373,419515,33,,32035,138797,577848,18
"98","5962",,76130,306786,1258907,5144,,4539,16589,84960,2654,,5918,23353,95669,886,,9340,39130,161490,688,,17873,76807,309302,576,,14924,62064,248586,218,"D",0,0,0,111,"D",0,0,0,7,"D",0,0,0,2,"D",0,0,0,2
"98","5963",,106863,392423,1654980,8820,,7353,28298,134699,4279,,10757,42917,186732,1608,,21145,80216,338162,1524,,30282,107988,460235,1070,,15942,54365,216783,230,"D",0,0,0,93,,3918,14283,59364,11,"D",0,0,0,4,"D",0,0,0,1
"98","5980",,100484,550451,2160343,11978,,11731,50829,209327,5043,,26301,130470,508390,3968,,27083,146442,587016,2050,,21573,127369,503039,755,,8137,53297,201337,123,"D",0,0,0,38,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","5983",,51919,318587,1245947,5257,"D",0,0,0,2281,,9289,50318,197365,1410,,13268,79825,321995,981,,13315,85596,338181,457,,6376,45078,168649,97,,4344,34000,121847,30,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","5984",,46768,224904,886095,6272,"D",0,0,0,2417,,16565,78982,306173,2486,,13557,65692,261248,1050,,7857,39992,157876,286,,1761,8219,32688,26,"D",0,0,0,7,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","5989",,1520,5031,21301,397,,520,1460,6940,307,,389,1005,4111,62,,210,785,3268,16,,401,1781,6982,12,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","5990",,385649,1192481,5018709,78091,,100677,296126,1368197,51488,,111903,330952,1364192,17321,,89646,282182,1149965,6917,,56789,188693,748905,2073,,13964,48292,193352,220,,8097,31360,137709,60,"D",0,0,0,10,"D",0,0,0,2,,0,0,0,0
"98","5992",,130936,295144,1219024,25784,,33200,68108,293147,16127,,41301,89739,361337,6390,,32588,77810,317848,2540,,17937,44349,183071,649,,4247,11032,45708,65,,1663,4106,17913,13,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","5993",,5484,13746,55361,1440,,2184,5699,23392,1043,,1884,4595,18760,305,,968,2158,8879,76,"D",0,0,0,15,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","5994",,9663,22843,95477,1982,,2717,6790,28847,1383,,2501,5480,22236,394,,2046,5087,21407,160,,787,2016,8267,29,"D",0,0,0,10,,696,1335,5211,5,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","5995",,66041,275485,1111383,13214,,19731,82688,362272,8941,,17306,71328,291464,2740,,13940,59141,226342,1056,,11699,48540,179832,448,,1173,4690,17125,19,,936,4690,21983,7,"D",0,0,0,2,"D",0,0,0,1,,0,0,0,0
"98","5999",,167413,570430,2460634,33467,,40485,127749,622767,22160,,47263,155921,655205,7237,,38907,135247,564710,2999,,25287,90613,365485,905,,7839,30841,122974,124,,4639,20275,88481,34,"D",0,0,0,7,"D",0,0,0,1,,0,0,0,0
"98","599\",,860119,5913139,23717426,17966,,12616,117058,471162,6198,,22095,175320,707683,3281,,38277,286857,1147600,2804,,80347,546972,2158678,2587,,84606,556386,2222708,1212,,176030,1105828,4413841,1121,,158616,1029097,4136685,455,,159018,1114104,4507915,231,,128514,981517,3951154,77
"98","60--",,6956484,51841703,197406901,544736,,583359,3261640,15227522,330674,,641057,3798083,15101258,97107,,785511,5107844,19914949,58651,,1110912,7875099,29925684,36962,,819417,6063996,22679600,11997,,943937,7308332,27463205,6289,,627907,4950595,18661141,1820,,539111,4603208,16576089,790,,905273,8872906,31857453,446
"98","6000",,2032758,12746749,48374761,81242,,36398,196716,993399,14232,,178020,842486,3371220,25801,,285212,1412331,5570639,21388,,390864,2017199,7905731,12994,,271886,1515563,5869618,4014,,295069,1850244,7035334,1981,,172038,1222613,4609243,500,,147955,1190515,4365184,212,,255316,2499082,8654393,120
"98","6010",,30513,223625,901926,118,,13,62,8226,11,,56,575,2687,8,,189,1064,4620,13,,599,4532,19625,20,,702,4639,18938,10,,4453,31890,121863,25,,6289,41461,164367,17,"D",0,0,0,6,"D",0,0,0,8
"98","6020",,1472304,9475953,35567336,52303,"D",0,0,0,5971,,111483,542638,2177034,15871,,209283,1053643,4156968,15653,,301951,1536083,6055437,10034,,194832,1054021,4080955,2895,,190303,1192966,4508732,1288,,117946,870648,3267537,337,,110948,900118,3236936,158,"D",0,0,0,96
"98","6030",,416571,2262407,8791854,21689,"D",0,0,0,4146,,57612,255910,1010370,8562,,66205,302213,1184577,5019,,73061,375638,1439454,2430,,60112,340190,1322542,876,,75050,443691,1692449,502,,34496,211047,775027,107,"D",0,0,0,37,,13453,100725,399242,10
"98","6060",,50642,236193,959054,3650,"D",0,0,0,2186,,4158,16862,68984,638,,4487,19209,79067,332,,7334,33493,135258,247,,9240,47022,187634,134,,14332,72180,282837,96,,4968,24624,99472,16,,0,0,0,0,"D",0,0,0,1
"98","6080",,13317,165326,662707,235,,72,944,5943,41,"D",0,0,0,20,"D",0,0,0,34,,2166,24975,92994,69,,2724,32500,129400,37,,3827,51361,205178,23,,3354,41581,168697,10,"D",0,0,0,1,,0,0,0,0
"98","6090",,43937,351011,1362850,2778,,3316,18218,88948,1626,,3881,21729,91854,597,,3676,25066,98379,277,,4489,34579,131172,151,,3963,36081,125860,58,,6382,53537,207055,42,,4985,33252,134143,13,,6923,72702,257338,10,,6322,55847,228101,4
"98","6100",,505793,3641748,14014615,41975,,52206,295939,1318141,23076,,65382,389127,1531448,10178,,59373,411831,1571482,4438,,80331,577958,2213822,2673,,65681,476438,1804941,958,,67522,561551,2043524,453,,44425,358138,1308088,128,,33977,262438,1042967,52,,36896,308328,1180202,19
"98","6110",,13529,105586,396714,577,,588,4203,19283,220,,1050,6992,27657,160,,1121,8163,33239,83,,1956,18212,61352,64,,1584,13530,46542,24,,2722,21022,80072,16,,2452,22059,80748,7,,2056,11405,47821,3,,0,0,0,0
"98","6140",,236318,1433751,5547443,24960,,35187,163906,697450,13804,,42883,213390,849059,6760,,29619,158982,626134,2240,,41615,251982,980571,1383,,38275,256159,1001139,558,,24023,190537,679364,170,,9758,81709,299813,28,"D",0,0,0,15,"D",0,0,0,2
"98","6150",,87608,794865,3098211,3719,,4005,39021,165620,2013,,4815,44111,164103,741,,5946,62174,219867,438,,8932,89195,345535,293,,5726,50764,187432,86,,13196,135054,447408,85,,14417,122082,457548,41,,7986,88563,385982,12,,22585,163901,724716,10
"98","6160",,152809,1205754,4563221,10867,,10579,78321,373179,5797,,14911,115277,447805,2250,,20545,168074,632652,1522,,24106,192698,725777,809,,16704,135226,498751,242,,25451,197335,781347,167,,17798,132288,469979,52,"D",0,0,0,21,"D",0,0,0,7
"98","6200",,410826,8209169,26602551,25164,,25046,318051,1405678,14785,,24157,428966,1491872,3665,,39254,689827,2385168,2872,,75097,1446842,4724627,2431,,56816,1129447,3622641,846,,53087,1086955,3580884,359,,42395,710354,2498746,121,,40659,876101,2458233,60,,54315,1522626,4434702,25
"98","6210",,308078,6667408,20777363,15894,,14882,216190,867681,8144,,16485,324258,1041377,2466,,29621,525235,1735489,2150,,63165,1226424,3949128,2042,,46340,933460,2935107,694,,38612,824247,2617088,261,,29235,507886,1850735,82,,23575,677018,1713860,36,,46163,1432690,4066898,19
"98","6220",,14736,180139,710680,1158,,1150,14565,80180,760,,1011,10082,45102,159,,1714,19372,82651,125,,2037,26896,91049,64,,1695,16827,82745,26,,2536,38175,151834,15,,1599,27415,91411,5,,2994,26807,85708,4,,0,0,0,0
"98","6230",,9149,121335,450349,150,,108,1354,8660,69,,110,1716,5774,18,,212,2968,13635,15,,408,5493,18802,14,,1140,23900,90937,15,"D",0,0,0,11,,879,5054,22505,3,,3155,36107,131613,4,"D",0,0,0,1
"98","6280",,75740,1203460,4454025,7087,,8012,77033,379222,5089,,6005,88122,380565,937,,7153,135627,530951,540,,8948,180958,632869,293,,7322,152319,504116,106,"D",0,0,0,70,,10682,169999,534095,31,,10935,136169,527052,16,"D",0,0,0,5
"98","6300",,1406594,10482607,41535439,43305,,39839,422033,1818386,22485,,39580,295653,1163659,5913,,73909,526918,2079173,5335,,157551,1098750,4325902,5226,,146307,1029333,4060293,2101,,199765,1417248,5594304,1312,,166783,1226372,4778706,477,,175312,1253129,4908244,255,,407548,3213171,12806772,201
"98","6310",,571775,4175879,16272525,14057,,8165,79599,330968,4273,,14076,108809,425940,2011,,43720,317178,1238186,3111,,88619,601225,2378670,3020,,62457,412717,1616976,922,,60363,389418,1512859,395,,55890,409444,1567853,159,,58489,418907,1560739,85,,179996,1438582,5640334,81
"98","6320",,187605,1248740,5083996,2092,"D",0,0,0,730,,2535,22118,87686,391,,3590,26991,110097,266,,8008,56979,226395,258,,10381,63526,263904,150,,22954,135455,551367,145,,19854,122542,481236,60,,32781,227150,939051,48,"D",0,0,0,44
"98","6321",,47878,298692,1277570,1067,"D",0,0,0,423,,1786,15363,61329,272,,1638,11993,49803,127,,3111,22627,89380,102,,3614,20797,84987,53,,7404,39380,157337,47,,8983,49809,208114,28,,5870,38446,198992,9,"D",0,0,0,6
"98","6324",,139255,946848,3794022,1015,,631,4925,27542,303,,741,6669,25969,118,,1952,14998,60294,139,,4820,33892,135450,154,,6635,42093,176023,95,,15302,94108,386665,97,,10871,72733,273122,32,,26911,188704,740059,39,,71392,488726,1968898,38
"98","6330",,532536,4269255,16979508,18335,,22025,280513,1165030,12714,,11408,94467,367426,1773,,12805,97292,388719,936,,33592,264252,1032366,1068,,56183,429495,1696492,777,,98699,748346,2954650,649,,83451,638405,2505327,235,,75353,544076,2150309,109,,139020,1172409,4719189,74
"98","6350",,14629,111420,455573,586,,446,3119,13926,251,,659,5424,19766,103,,1132,8502,33914,81,,2662,19126,75112,85,,2423,18878,73622,34,,3248,26956,114726,23,,1908,12689,53038,6,,2151,16726,71469,3,,0,0,0,0
"98","6360",,56650,396809,1574260,3196,,2782,18851,75451,1210,,5335,33115,129527,798,,6528,40061,158214,479,,14014,91027,366485,451,,11710,82682,323761,172,,10294,81622,329611,72,,2973,25624,96166,9,,3014,23827,95045,5,,0,0,0,0
"98","6370",,25063,147722,632710,3780,,3603,18555,129035,2554,,4174,22349,94202,627,,4466,23313,90554,334,,7255,39272,139253,236,"D",0,0,0,16,,1638,9935,39899,9,"D",0,0,0,2,"D",0,0,0,1,"D",0,0,0,1
"98","6390",,7881,54633,226367,262,,205,1635,7941,114,,286,2202,8995,42,,581,5051,22361,43,,1279,11725,45453,40,,742,5543,19875,11,,690,5758,24501,5,,1376,8494,38306,4,"D",0,0,0,2,"D",0,0,0,1
"98","6400",,712305,4983752,20250871,110834,,146650,669783,3004929,80038,,113731,683901,2853767,17666,,99375,718338,2988426,7478,,115595,932242,3768779,3902,,70611,590966,2285284,1043,,80761,685516,2600349,545,,37061,309737,1185274,113,,20345,153327,607132,31,,28176,239942,956931,18
"98","6500",,1374297,6970834,28479724,216988,,257631,1113535,5400119,160250,,196761,919025,3738272,30360,,195026,994926,3971279,14695,,236818,1224108,4856721,7950,,155132,822038,3213749,2268,,162861,937500,3626041,1101,,87643,479146,1866472,262,,55173,354437,1290317,85,,27252,126119,516754,17
"98","6510",,509078,2106240,8732178,95676,,118239,403780,1956647,72133,,87349,339872,1383227,13497,,79622,339339,1364848,6044,,83853,353039,1429230,2837,,52587,220297,897346,768,,44956,250827,925050,305,,21952,94147,377275,65,"D",0,0,0,24,"D",0,0,0,3
"98","6530",,584669,3322913,13324237,72243,,85469,406507,1894387,51900,,64806,343001,1407338,9997,,68917,399294,1578005,5176,,99522,578987,2282974,3293,,73135,442382,1693616,1066,,88440,521145,2049640,594,,51944,308263,1211972,155,,30891,218742,769049,49,,21545,104592,437256,13
"98","6540",,23880,124951,518033,3067,,3698,14802,65346,1723,,5038,23287,95514,765,,4648,24820,99448,357,,4805,25024,101855,165,,2839,14486,63163,42,"D",0,0,0,13,"D",0,0,0,1,"D",0,0,0,1,,0,0,0,0
"98","6550",,140267,828423,3385493,19650,,20307,128255,650452,13485,,19700,110564,432296,3034,,23164,132334,529055,1720,,29975,177342,690961,1017,,16631,99779,393846,245,,16664,96395,382267,114,,9176,56286,199475,28,,4650,27468,107141,7,,0,0,0,0
"98","6552",,87798,572990,2260056,10750,,11595,84427,398170,7351,,10636,69357,263279,1635,,12479,83209,322058,935,,16138,110609,418744,541,,11378,69395,268312,167,,13566,81062,317689,92,,7356,47463,164663,22,,4650,27468,107141,7,,0,0,0,0
"98","6553",,35244,149097,645919,4449,,4329,10779,53587,2644,,5489,19772,86898,840,,7180,29568,127587,524,,10441,48325,205583,356,,4248,22974,98750,64,,2403,12134,51077,17,,1154,5545,22437,4,,0,0,0,0,,0,0,0,0
"98","6700",,263153,2556191,9953394,22588,,24014,215806,1185171,15084,,20504,204067,830598,3092,,27809,300706,1162567,2044,,43056,472524,1734352,1417,,35400,363891,1315603,520,,46753,439879,1750501,303,,29785,258903,953600,85,,24435,184050,646660,35,,11397,116365,374342,8
"98","6710",,123470,1446259,5429724,6241,,5527,80414,415694,3439,,6492,90363,361158,956,,9680,153418,577388,702,,18837,263641,946564,610,,19784,228804,787185,289,,27216,288531,1085964,174,,17355,178683,657512,49,,12678,107960,385018,18,,5901,54445,213241,4
"98","6720",,16106,237840,1018149,967,,879,11256,55331,476,,1007,17120,78214,147,,2450,31855,125819,173,,3964,65137,217708,136,,944,16000,125176,14,,2410,44229,258350,16,"D",0,0,0,1,"D",0,0,0,3,"D",0,0,0,1
"98","6730",,65299,338269,1431340,7849,,9296,51962,241506,5548,,6987,36650,153503,1065,,8699,44393,187091,647,,11898,62491,257330,392,,7525,36581,154135,112,,8527,38947,159785,57,,7035,41792,171561,21,"D",0,0,0,6,"D",0,0,0,1
"98","6732",,41508,211475,897188,3595,,4179,23094,111010,2360,,3485,20498,83351,530,,4635,24228,103706,345,,6718,35677,148683,223,,4457,20535,87045,67,,7081,29716,122355,46,,5621,32274,134609,17,"D",0,0,0,6,"D",0,0,0,1
"98","6733",,23682,126481,532651,4234,,5094,28782,130064,3174,,3478,16071,69811,532,,4050,20131,83134,301,,5132,26702,108170,167,,3068,16046,67090,45,,1446,9231,37430,11,,1414,9518,36952,4,,0,0,0,0,,0,0,0,0
"98","6790",,43452,414731,1494002,5012,,5908,49045,234943,3610,,4335,43406,173158,661,,5164,54712,207945,387,,6593,64170,261114,216,,5695,71681,209719,84,,5639,46410,171391,36,"D",0,0,0,10,,4234,28860,93218,6,"D",0,0,0,2
"98","6792",,2369,19218,79287,582,,831,6671,26620,469,,474,4278,16363,72,,320,2835,12511,26,,328,2544,10844,11,"D",0,0,0,2,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","6794",,15392,125928,439800,861,,767,5991,42565,484,,885,8353,30290,135,,1529,16887,54851,115,,2033,13866,58286,70,"D",0,0,0,37,"D",0,0,0,12,"D",0,0,0,3,"D",0,0,0,3,"D",0,0,0,2
"98","6798",,7448,71730,258602,696,,797,7261,30415,463,,676,6597,25844,104,,833,9031,32973,60,,1158,12924,47065,38,,1038,9611,31961,16,,1593,14518,47830,11,,1353,11788,42514,4,,0,0,0,0,,0,0,0,0
"98","6799",,18028,196498,710382,2795,,3390,28341,131837,2129,,2233,23857,99234,339,,2457,25704,106612,184,,3074,34836,144919,97,,1960,43402,101326,29,,2016,15216,58114,11,"D",0,0,0,3,"D",0,0,0,3,,0,0,0,0
"98","679\",,250758,2250653,8195546,2640,,1575,29777,101699,724,,2922,34858,120422,432,,5553,52967,186215,401,,11600,105476,395750,369,,17584,136320,507471,247,,38119,329439,1232268,235,,47777,385332,1461012,134,,41255,329211,1257352,60,,84373,847273,2933357,38
"98","70--",,28800088,138964820,599369989,2059291,,2237890,10773862,57689428,1207507,,2683981,12562559,56428160,410703,,3005471,14379939,63775618,224932,,3876743,18173859,78568614,129619,,3141440,13954717,58794754,45215,,4272854,18687284,77478525,28491,,2504333,11717614,47856411,7319,,2164306,11141130,45397342,3124,,4913070,27573856,113381137,2381
"98","7000",,1528711,4462526,19065766,50636,,36128,77690,758207,23941,,46593,92619,453026,6964,,98202,196467,887945,7017,,203750,429279,1872864,6783,,200580,465698,2000884,2858,,305336,833715,3403781,1994,,248416,769155,3124295,716,,167344,584424,2369313,245,,222362,1013479,4195451,118
"98","7010",,1463053,4304468,18252930,39247,,24599,48825,534685,15828,"D",0,0,0,5290,,85383,168836,754789,6059,,189232,397068,1728798,6296,,192608,446830,1919214,2742,,300192,819262,3345844,1959,,247110,764586,3105539,712,"D",0,0,0,243,,222362,1013479,4195451,118
"98","7020",,8745,18859,80971,1585,,1853,3636,17818,1072,,1874,4096,17713,285,,1984,4161,17634,148,,1879,4028,16395,66,"D",0,0,0,13,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","7030",,27102,74166,423617,5449,,5245,15095,133680,4026,"D",0,0,0,752,,5355,13646,71515,399,,6793,16253,75059,228,,2554,6646,30715,37,"D",0,0,0,5,,0,0,0,0,"D",0,0,0,2,,0,0,0,0
"98","7032",,13551,36707,236413,2615,,2585,8702,84606,1876,"D",0,0,0,376,,2764,7325,42589,207,,3852,9042,41432,131,,1494,3674,17732,22,"D",0,0,0,3,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","7033",,13537,37426,186108,2820,,2651,6376,48849,2137,,2474,6053,31360,375,,2591,6321,28926,192,,2941,7211,33627,97,,1060,2972,12983,15,"D",0,0,0,2,,0,0,0,0,"D",0,0,0,2,,0,0,0,0
"98","7040",,12129,28587,112697,2257,,3142,6970,24959,1730,,2170,3929,14475,341,"D",0,0,0,119,,901,2341,9678,26,,1792,4318,17900,26,,1891,5493,22572,13,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","7200",,1196387,3232780,13464138,186142,,224617,563457,2577795,117654,,261560,682933,2802154,39987,,259128,697343,2869956,19798,,183176,533610,2207383,6431,,91029,296613,1217957,1339,,116529,331322,1304436,774,,44469,94127,340540,138,"D",0,0,0,18,"D",0,0,0,3
"98","7210",,418017,1225867,5160263,50355,,57823,129367,604310,29978,,68284,155411,640329,10421,,77553,198698,816302,5850,,81891,239518,1005770,2781,,58930,214796,901792,864,,60424,236725,982782,423,,11247,45205,180057,35,,1865,6147,28921,3,,0,0,0,0
"98","7211",,26220,76492,316824,1631,"D",0,0,0,576,,2645,5850,23168,392,,4337,10613,43417,316,,7342,20643,86556,232,,5306,17581,70939,80,,4805,16439,67616,33,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","7212",,11192,24609,102144,2873,,4080,8851,38549,2154,,3079,6516,26234,487,,2328,5453,21964,181,,1220,2819,11437,45,"D",0,0,0,5,"D",0,0,0,1,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","7213",,56417,217671,908974,1264,"D",0,0,0,277,,1269,4573,20453,181,,2659,9671,41766,192,,7252,26135,109610,215,,15234,57070,242347,210,,24164,96231,394791,174,,4767,19390,75861,14,"D",0,0,0,1,,0,0,0,0
"98","7215",,44802,103424,423069,11112,,16437,30048,126564,8288,,12396,22516,90837,1962,,8689,19422,78705,673,,4390,13989,59634,159,,1552,8296,32112,23,"D",0,0,0,5,"D",0,0,0,2,,0,0,0,0,,0,0,0,0
"98","7216",,148392,376417,1554520,17601,,18137,43484,189474,8092,,31427,74791,305042,4733,,42365,106261,433113,3185,,38196,100126,410847,1362,,12138,33146,137748,189,,5201,15715,66864,37,,928,2894,11432,3,,0,0,0,0,,0,0,0,0
"98","7217",,30512,85964,383195,5629,,6581,16807,81509,3797,,6753,18072,78423,1024,,6800,19695,84398,515,,7422,21325,92751,252,,2467,8115,37299,37,,489,1950,8815,4,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","7218",,61530,252621,1073934,1300,,356,3251,22867,199,"D",0,0,0,154,,2537,10068,42106,180,,10178,39678,171471,307,,20167,84714,355741,293,,22382,93855,391827,152,,4334,15780,66181,14,"D",0,0,0,1,,0,0,0,0
"98","7219",,13550,38747,168179,2323,,3048,6973,29930,1759,"D",0,0,0,305,,1801,5260,21681,139,,2531,8560,36885,84,,1409,4233,19068,21,,2031,6892,31062,14,,0,0,0,0,"D",0,0,0,1,,0,0,0,0
"98","7220",,56257,151561,690862,9747,,12042,32799,156158,6538,,10672,28231,122085,1639,,16215,31391,140260,1244,,6809,17799,82243,244,"D",0,0,0,52,,3416,11805,53114,24,"D",0,0,0,3,"D",0,0,0,2,"D",0,0,0,1
"98","7230",,370989,929199,3862237,76148,,94727,205481,913841,48834,,114642,279114,1128426,17489,,103256,271185,1109109,7952,,47193,139150,577293,1744,,6970,22950,89394,106,,2454,6965,28051,18,,1747,4354,16123,5,,0,0,0,0,,0,0,0,0
"98","7240",,16360,49130,203519,5115,,7436,21430,87901,4172,,4323,12851,52107,685,,2501,8111,33651,198,,1555,4580,20458,55,"D",0,0,0,3,"D",0,0,0,2,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","7250",,6512,17617,72296,2528,,3577,9637,39488,2207,,1558,4514,18379,251,,711,1999,8019,58,"D",0,0,0,10,"D",0,0,0,1,,0,0,0,0,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","7260",,84839,382332,1651017,14880,,19107,88005,390889,8462,,27725,123031,536358,4231,,21880,96119,414269,1703,,11664,55259,227208,427,,2799,12415,49508,45,"D",0,0,0,11,"D",0,0,0,1,,0,0,0,0,,0,0,0,0
"98","7290",,219033,410770,1493946,21435,,24406,57464,254299,13085,,28335,63845,234400,4364,,31174,74944,284626,2336,,29051,65801,246666,1001,,17693,32440,112222,254,,47353,65466,201458,288,,29346,36384,105835,92,"D",0,0,0,13,"D",0,0,0,2
"98","7291",,102268,149340,403494,6323,,7067,16383,55511,3694,,7846,17193,48931,1193,,9003,16244,45482,693,,9593,16742,47939,327,,8944,13150,35751,126,,36650,43940,108692,219,"D",0,0,0,68,"D",0,0,0,3,,0,0,0,0
"98","7299",,116439,259956,1087284,15086,,17313,40537,197767,9376,,20470,46639,185440,3168,,22137,58638,238890,1640,,19305,48382,197511,670,,8655,19112,75823,127,,10703,21526,92766,69,"D",0,0,0,24,,6965,8924,36612,10,"D",0,0,0,2
"98","7300",,5118730,23137049,98094969,292266,,272303,1451071,8029106,165349,,332474,1633451,6957452,50513,,443020,2239842,9440020,32879,,715042,3602082,15070218,23451,,695399,3216884,13321274,9976,,1107128,4580185,18743440,7234,,664031,2558220,10478023,1954,,431824,1831234,7437236,640,,457509,2024080,8618200,270
"98","7310",,203725,1781310,7311725,19059,,19527,136919,690464,11486,,23434,164732,674833,3580,,28068,209613,875879,2099,,37253,297578,1255101,1235,,26764,250739,989989,393,,28399,281816,1095743,194,,16673,159461,617365,46,,12865,167253,602428,18,,10742,113199,509923,8
"98","7311",,137373,1316814,5351856,11068,,11583,80376,390642,6249,"D",0,0,0,2209,,17892,142960,592571,1345,,24509,216798,918358,813,,18420,187406,740563,267,,19369,212442,817064,131,,11992,135086,520280,33,,10590,147102,527321,15,"D",0,0,0,6
"98","7312",,12908,90735,376594,1047,,947,6869,30106,494,,1429,8193,34487,216,,2261,15908,68244,159,,3878,25364,104682,127,,2323,17953,71883,35,,2070,16448,67192,16,,0,0,0,0,,0,0,0,0,,0,0,0,0
"98","7313",,20910,173500,695866,1611,,1566,16658,79817,801,,2350,21967,83466,366,,3187,21421,93024,238,,3988,27237,109225,132,,2776,24928,93616,42,,3709,35155,138484,24,"D",0,0,0,6,"D",0,0,0,2,,0,0,0,0
"98","7319",,19733,135305,570804,1535,,1575,10549,51528,878,,2107,14062,59527,320,,2347,16605,67400,172,,3252,21514,91556,103,,2382,15227,65030,35,,2504,15903,66915,18,,2401,8329,34838,6,"D",0,0,0,1,"D",0,0,0,2
"98","7320",,93873,473110,1987123,6580,,5214,22412,107689,2733,,9759,41274,174347,1440,,16079,73757,312840,1196,,25870,127084,542867,853,,17162,92681,391313,255,,11760,63412,262729,85,,4071,23820,91315,13,"D",0,0,0,4,"D",0,0,0,1
"98","7322",,60495,284971,1218287,4630,,3662,14804,72533,1880,,7343,31584,133329,1080,,11555,52907,225943,862,,17839,88668,380892,597,,10511,49822,213877,157,"D",0,0,0,44,,2796,15433,56270,9,"D",0,0,0,1,,0,0,0,0
"98","7323",,29425,169686,688797,1663,,1248,6525,29848,704,,1957,8337,35098,290,,3863,18077,75696,282,,7742,37274,158331,246,,6442,41731,172753,95,,5505,34524,140090,40,"D",0,0,0,3,"D",0,0,0,3,,0,0,0,0
