stcty,reg,div,stname,ctyname,time,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age513_tot,age513_male,age513_fem,age1417_tot,age1417_male,age1417_fem,age1824_tot,age1824_male,age1824_fem,age16plus_tot,age16plus_male,age16plus_fem,age18plus_tot,age18plus_male,age18plus_fem,age1544_tot,age1544_male,age1544_fem,age65plus_tot,age65plus_male,age65plus_fem,age85plus_tot,age85plus_male,age85plus_fem
45069,3,5,South Carolina,Marlboro County,3,28809,14121,14688,1895,954,941,3750,1901,1849,1851,998,853,2692,1401,1291,22205,10764,11441,21313,10268,11045,12514,6541,5973,3553,1338,2215,404,97,307
45071,3,5,South Carolina,Newberry County,3,36132,17433,18699,2315,1183,1132,4352,2236,2116,2007,1029,978,3562,1784,1778,28455,13482,14973,27458,12985,14473,15045,7477,7568,5319,2053,3266,716,176,540
45073,3,5,South Carolina,Oconee County,3,66423,32637,33786,3999,2030,1969,7712,4046,3666,3415,1786,1629,5323,2709,2614,52974,25629,27345,51297,24775,26522,25958,13048,12910,10378,4531,5847,868,233,635
45075,3,5,South Carolina,Orangeburg County,3,91501,42578,48923,5889,3083,2806,11985,6056,5929,5722,2896,2826,10910,5061,5849,70834,32018,38816,67905,30543,37362,39131,18264,20867,12100,4684,7416,1351,300,1051
45077,3,5,South Carolina,Pickens County,3,111050,55417,55633,6714,3469,3245,12629,6428,6201,5304,2714,2590,19486,10381,9105,89038,44190,44848,86403,42806,43597,53954,27949,26005,12699,5310,7389,1535,430,1105
45079,3,5,South Carolina,Richland County,3,321356,155192,166164,20380,10300,10080,39386,19969,19417,17882,9497,8385,44428,22186,22242,252857,120337,132520,243708,115426,128282,159044,78579,80465,31672,12481,19191,3418,904,2514
45081,3,5,South Carolina,Saluda County,3,19183,9513,9670,1241,646,595,2384,1220,1164,1126,612,514,1777,946,831,15020,7361,7659,14432,7035,7397,7925,4064,3861,2779,1163,1616,347,78,269
45083,3,5,South Carolina,Spartanburg County,3,254395,123655,130740,16779,8586,8193,32582,16736,15846,13509,6883,6626,23563,11620,11943,198204,94851,103353,191525,91450,100075,109373,54805,54568,31828,12480,19348,3636,937,2699
45085,3,5,South Carolina,Sumter County,3,104741,50701,54040,7818,3981,3837,15003,7644,7359,6551,3354,3197,11056,5746,5310,78695,37420,41275,75369,35722,39647,46662,23250,23412,11818,4599,7219,1302,325,977
45087,3,5,South Carolina,Union County,3,29873,14072,15801,1878,952,926,3615,1783,1832,1599,846,753,2438,1173,1265,23576,10909,12667,22781,10491,12290,11972,5868,6104,4682,1787,2895,518,128,390
45089,3,5,South Carolina,Williamsburg County,3,37147,17391,19756,2540,1309,1231,5434,2799,2635,2599,1334,1265,3359,1660,1699,27882,12616,15266,26574,11949,14625,14853,6994,7859,4847,1841,3006,477,122,355
45091,3,5,South Carolina,York County,3,165697,80293,85404,11191,5759,5432,22681,11688,10993,9561,4847,4714,15726,7236,8490,126944,60354,66590,122264,57999,64265,74225,36094,38131,17174,6907,10267,1803,468,1335
45001,3,5,South Carolina,Abbeville County,4,26335,12629,13706,1707,888,819,3339,1696,1643,1502,795,707,2657,1270,1387,20556,9657,10899,19787,9250,10537,10667,5161,5506,3853,1557,2296,526,150,376
45003,3,5,South Carolina,Aiken County,4,143649,69234,74415,9504,4882,4622,19092,9720,9372,8472,4338,4134,13049,6450,6599,110819,52433,58386,106581,50294,56287,59810,29147,30663,18691,7739,10952,1896,578,1318
45005,3,5,South Carolina,Allendale County,4,10978,5671,5307,766,442,324,1476,760,716,659,348,311,1106,617,489,8426,4310,4116,8077,4121,3956,4546,2548,1998,1438,542,896,210,37,173
45007,3,5,South Carolina,Anderson County,4,168810,81652,87158,11199,5749,5450,21206,10916,10290,8926,4464,4462,14670,7280,7390,131922,62730,69192,127479,60523,66956,69464,34276,35188,23015,9371,13644,2483,693,1790
45009,3,5,South Carolina,Bamberg County,4,16396,7725,8671,1058,580,478,2071,1035,1036,972,498,474,2148,1060,1088,12819,5877,6942,12295,5612,6683,6838,3280,3558,2303,890,1413,266,71,195
45011,3,5,South Carolina,Barnwell County,4,23437,11275,12162,1650,875,775,3320,1759,1561,1528,794,734,2105,1030,1075,17706,8261,9445,16939,7847,9092,9596,4625,4971,2976,1139,1837,314,77,237
45013,3,5,South Carolina,Beaufort County,4,125475,63635,61840,8638,4413,4225,14777,7446,7331,5981,3071,2910,15207,9524,5683,99023,50225,48798,96079,48705,47374,53531,29093,24438,19792,9311,10481,1725,638,1087
45015,3,5,South Carolina,Berkeley County,4,143818,72889,70929,10414,5357,5057,20263,10327,9936,9231,4789,4442,16982,10075,6907,108475,54796,53679,103910,52416,51494,67507,35695,31812,11941,5171,6770,990,255,735
45017,3,5,South Carolina,Calhoun County,4,15299,7289,8010,957,481,476,1922,975,947,880,460,420,1221,597,624,11983,5598,6385,11540,5373,6167,5920,2841,3079,2091,855,1236,258,71,187
45019,3,5,South Carolina,Charleston County,4,312365,150935,161430,20688,10540,10148,37099,19015,18084,16393,8248,8145,36853,18717,18136,246295,117180,129115,238185,113132,125053,142611,70934,71677,37231,15120,22111,4102,1153,2949
45021,3,5,South Carolina,Cherokee County,4,53106,25734,27372,3831,1953,1878,7015,3571,3444,2825,1443,1382,4879,2398,2481,40865,19503,21362,39435,18767,20668,22425,11176,11249,6591,2530,4061,801,164,637
45023,3,5,South Carolina,Chester County,4,34071,16401,17670,2345,1255,1090,4704,2426,2278,1990,1020,970,3022,1490,1532,26006,12207,13799,25032,11700,13332,13874,6741,7133,4312,1686,2626,486,123,363
45025,3,5,South Carolina,Chesterfield County,4,43110,20815,22295,2896,1455,1441,5948,3010,2938,2542,1285,1257,3731,1881,1850,32983,15710,17273,31724,15065,16659,17877,8872,9005,5140,2031,3109,541,132,409
45027,3,5,South Carolina,Clarendon County,4,32811,16171,16640,2028,1042,986,4159,2072,2087,2100,1078,1022,3623,2227,1396,25586,12538,13048,24524,11979,12545,13298,6968,6330,4569,1921,2648,460,126,334
45029,3,5,South Carolina,Colleton County,4,38600,18508,20092,2709,1402,1307,5291,2701,2590,2480,1225,1255,3306,1622,1684,29369,13787,15582,28120,13180,14940,15282,7390,7892,4965,2085,2880,541,153,388
45031,3,5,South Carolina,Darlington County,4,67611,32039,35572,4644,2387,2257,9244,4767,4477,3680,1891,1789,6175,2993,3182,51874,23923,27951,50043,22994,27049,27631,13201,14430,8232,3194,5038,881,224,657
45033,3,5,South Carolina,Dillon County,4,31025,14478,16547,2349,1145,1204,4539,2335,2204,2036,1037,999,3026,1478,1548,23155,10496,12659,22101,9961,12140,12916,6183,6733,3607,1280,2327,377,92,285
45035,3,5,South Carolina,Dorchester County,4,98550,48247,50303,6482,3324,3158,14751,7559,7192,6759,3550,3209,8180,4153,4027,73918,35579,38339,70558,33814,36744,43756,21820,21936,9142,3693,5449,923,228,695
45037,3,5,South Carolina,Edgefield County,4,24568,13118,11450,1473,782,691,2953,1510,1443,1376,713,663,2486,1517,969,19437,10470,8967,18766,10113,8653,11184,6506,4678,2710,1109,1601,325,90,235
45039,3,5,South Carolina,Fairfield County,4,23673,11306,12367,1593,822,771,3146,1555,1591,1363,659,704,2093,1029,1064,18241,8605,9636,17571,8270,9301,9586,4578,5008,3094,1281,1813,341,100,241
45041,3,5,South Carolina,Florence County,4,126334,59365,66969,8414,4293,4121,16368,8277,8091,7526,3790,3736,12544,6118,6426,97805,44886,52919,94026,43005,51021,53942,25685,28257,15183,5738,9445,1878,434,1444
45043,3,5,South Carolina,Georgetown County,4,56918,27297,29621,3512,1804,1708,7139,3676,3463,3370,1688,1682,4589,2256,2333,44537,20963,23574,42897,20129,22768,21452,10411,11041,8802,3896,4906,712,214,498
45045,3,5,South Carolina,Greenville County,4,386309,188293,198016,26110,13367,12743,48244,24671,23573,20463,10542,9921,37119,18604,18515,301636,144915,156721,291492,139713,151779,170968,85757,85211,45319,18032,27287,5234,1394,3840
45047,3,5,South Carolina,Greenwood County,4,66765,31384,35381,4611,2345,2266,8605,4313,4292,3577,1755,1822,7074,3361,3713,51721,23837,27884,49972,22971,27001,28284,13493,14791,9184,3577,5607,1137,305,832
45049,3,5,South Carolina,Hampton County,4,21268,10785,10483,1416,713,703,3000,1499,1501,1355,704,651,1906,1011,895,16190,8228,7962,15497,7869,7628,9030,4931,4099,2610,1020,1590,296,91,205
45051,3,5,South Carolina,Horry County,4,201584,99028,102556,11781,6099,5682,21748,11104,10644,9441,4900,4541,19011,9614,9397,163328,79397,83931,158614,76925,81689,84661,42949,41712,30614,13650,16964,2271,692,1579
45053,3,5,South Carolina,Jasper County,4,20842,10971,9871,1492,803,689,2816,1438,1378,1170,611,559,2223,1314,909,15925,8404,7521,15364,8119,7245,9387,5309,4078,2314,1008,1306,298,106,192
45055,3,5,South Carolina,Kershaw County,4,53426,25814,27612,3547,1818,1729,7073,3630,3443,3206,1619,1587,4293,2164,2129,41261,19591,21670,39600,18747,20853,21698,10619,11079,6894,2841,4053,728,197,531
45057,3,5,South Carolina,Lancaster County,4,61667,30585,31082,4139,2124,2015,8052,4204,3848,3375,1726,1649,5442,2911,2531,47784,23378,24406,46101,22531,23570,26195,13590,12605,7503,2931,4572,795,190,605
45059,3,5,South Carolina,Laurens County,4,70026,33932,36094,4465,2315,2150,9065,4619,4446,3955,2049,1906,6738,3478,3260,54544,25996,28548,52541,24949,27592,29352,14629,14723,9088,3549,5539,1111,272,839
45061,3,5,South Carolina,Lee County,4,20135,10128,10007,1299,651,648,2553,1308,1245,1209,591,618,2108,1160,948,15690,7888,7802,15074,7578,7496,8778,4760,4018,2491,959,1532,312,89,223
45063,3,5,South Carolina,Lexington County,4,220033,107062,112971,15078,7782,7296,29071,14891,14180,12637,6359,6278,18591,9295,9296,169569,81229,88340,163247,78030,85217,95683,47042,48641,22926,9329,13597,2589,660,1929
45065,3,5,South Carolina,McCormick County,4,10108,5364,4744,433,228,205,941,476,465,553,288,265,875,537,338,8455,4513,3942,8181,4372,3809,4037,2404,1633,1731,772,959,177,49,128
45067,3,5,South Carolina,Marion County,4,35297,16334,18963,2455,1308,1147,4837,2467,2370,2241,1079,1162,3546,1722,1824,26926,12042,14884,25764,11480,14284,14416,6741,7675,4336,1577,2759,472,134,338
45069,3,5,South Carolina,Marlboro County,4,28609,14054,14555,1937,1012,925,3670,1848,1822,1793,953,840,2735,1457,1278,22100,10735,11365,21209,10241,10968,12378,6491,5887,3525,1317,2208,415,102,313
45071,3,5,South Carolina,Newberry County,4,36360,17572,18788,2381,1206,1175,4370,2245,2125,1934,993,941,3714,1884,1830,28658,13617,15041,27675,13128,14547,15019,7506,7513,5318,2063,3255,722,186,536
45073,3,5,South Carolina,Oconee County,4,67010,32948,34062,3983,2011,1972,7763,4069,3694,3419,1808,1611,5440,2762,2678,53569,25985,27584,51845,25060,26785,26080,13147,12933,10657,4672,5985,894,234,660
45075,3,5,South Carolina,Orangeburg County,4,91306,42479,48827,6062,3159,2903,11704,5930,5774,5534,2778,2756,11106,5176,5930,70863,32070,38793,68006,30612,37394,38519,17995,20524,12224,4782,7442,1417,329,1088
45077,3,5,South Carolina,Pickens County,4,111821,55864,55957,6604,3400,3204,12728,6473,6255,5259,2692,2567,19334,10265,9069,89812,44659,45153,87230,43299,43931,53936,27917,26019,12912,5416,7496,1623,466,1157
45079,3,5,South Carolina,Richland County,4,324080,156442,167638,20908,10604,10304,39326,19936,19390,17980,9467,8513,44402,22290,22112,254945,121268,133677,245866,116435,129431,158899,78587,80312,31736,12476,19260,3499,936,2563
45081,3,5,South Carolina,Saluda County,4,19159,9548,9611,1237,649,588,2368,1196,1172,1077,588,489,1862,1016,846,15036,7424,7612,14477,7115,7362,7883,4077,3806,2734,1148,1586,356,84,272
45083,3,5,South Carolina,Spartanburg County,4,256778,124927,131851,16828,8654,8174,32757,16823,15934,13697,6946,6751,23993,11882,12111,200202,95935,104267,193496,92504,100992,109732,55024,54708,32102,12653,19449,3744,960,2784
45085,3,5,South Carolina,Sumter County,4,104349,50468,53881,7990,4094,3896,14767,7515,7252,6502,3280,3222,11034,5746,5288,78340,37207,41133,75090,35579,39511,45633,22721,22912,12074,4705,7369,1342,341,1001
45087,3,5,South Carolina,Union County,4,29568,13914,15654,1827,919,908,3574,1775,1799,1574,813,761,2442,1196,1246,23359,10793,12566,22593,10407,12186,11604,5682,5922,4696,1812,2884,539,139,400
45089,3,5,South Carolina,Williamsburg County,4,36819,17213,19606,2516,1293,1223,5240,2700,2540,2558,1298,1260,3405,1689,1716,27793,12570,15223,26505,11922,14583,14473,6856,7617,4876,1822,3054,535,137,398
45091,3,5,South Carolina,York County,4,169561,82310,87251,11335,5822,5513,22853,11720,11133,9913,5110,4803,16686,7763,8923,130383,62168,68215,125460,59658,65802,75633,36842,38791,17667,7173,10494,1877,499,1378
45001,3,5,South Carolina,Abbeville County,5,26355,12661,13694,1720,912,808,3291,1676,1615,1483,767,716,2712,1289,1423,20615,9712,10903,19861,9306,10555,10598,5119,5479,3813,1545,2268,528,142,386
45003,3,5,South Carolina,Aiken County,5,145176,69946,75230,9462,4873,4589,18917,9666,9251,8658,4402,4256,13419,6628,6791,112523,53221,59302,108139,51005,57134,59816,29155,30661,19144,7914,11230,2002,616,1386
45005,3,5,South Carolina,Allendale County,5,11047,5786,5261,791,452,339,1431,737,694,656,351,305,1156,676,480,8491,4413,4078,8169,4246,3923,4605,2648,1957,1413,543,870,220,45,175
45007,3,5,South Carolina,Anderson County,5,170184,82219,87965,11219,5773,5446,21188,10887,10301,9141,4574,4567,14811,7306,7505,133188,63223,69965,128636,60985,67651,69254,34094,35160,23248,9464,13784,2557,700,1857
45009,3,5,South Carolina,Bamberg County,5,16348,7693,8655,1080,574,506,2008,1025,983,941,473,468,2187,1071,1116,12808,5861,6947,12319,5621,6698,6740,3245,3495,2289,882,1407,278,78,200
45011,3,5,South Carolina,Barnwell County,5,23314,11190,12124,1646,860,786,3191,1707,1484,1544,794,750,2115,1041,1074,17670,8209,9461,16933,7829,9104,9421,4531,4890,2974,1152,1822,333,76,257
45013,3,5,South Carolina,Beaufort County,5,129855,66227,63628,9016,4579,4437,15077,7610,7467,6334,3253,3081,16348,10447,5901,102557,52392,50165,99428,50785,48643,55635,30601,25034,20732,9733,10999,1925,730,1195
45015,3,5,South Carolina,Berkeley County,5,145030,73345,71685,10524,5339,5185,20000,10265,9735,9310,4791,4519,17160,10146,7014,109827,55382,54445,105196,52950,52246,67143,35421,31722,12519,5434,7085,1078,298,780
45017,3,5,South Carolina,Calhoun County,5,15213,7228,7985,948,469,479,1904,969,935,845,443,402,1207,590,617,11946,5570,6376,11516,5347,6169,5739,2746,2993,2101,865,1236,264,77,187
45019,3,5,South Carolina,Charleston County,5,316611,152992,163619,21613,10973,10640,36898,19000,17898,16634,8405,8229,36471,18527,17944,249690,118766,130924,241466,114614,126852,143221,71231,71990,37614,15292,22322,4274,1249,3025
45021,3,5,South Carolina,Cherokee County,5,53566,25922,27644,3883,1985,1898,6984,3571,3413,2919,1461,1458,4921,2411,2510,41199,19617,21582,39780,18905,20875,22355,11099,11256,6571,2521,4050,845,179,666
45023,3,5,South Carolina,Chester County,5,34077,16409,17668,2405,1279,1126,4597,2379,2218,2025,1048,977,3073,1527,1546,26039,12218,13821,25050,11703,13347,13702,6657,7045,4285,1680,2605,510,122,388
45025,3,5,South Carolina,Chesterfield County,5,43202,20831,22371,2949,1437,1512,5824,2954,2870,2580,1316,1264,3795,1918,1877,33084,15742,17342,31849,15124,16725,17693,8798,8895,5182,2054,3128,573,143,430
45027,3,5,South Carolina,Clarendon County,5,32908,16260,16648,2039,1044,995,4060,2039,2021,2085,1062,1023,3820,2336,1484,25777,12674,13103,24724,12115,12609,13289,7044,6245,4598,1946,2652,469,117,352
45029,3,5,South Carolina,Colleton County,5,38906,18654,20252,2755,1416,1339,5285,2720,2565,2414,1194,1220,3479,1686,1793,29698,13939,15759,28452,13324,15128,15340,7433,7907,5016,2110,2906,574,159,415
45031,3,5,South Carolina,Darlington County,5,67844,32136,35708,4680,2398,2282,9141,4717,4424,3741,1935,1806,6172,3014,3158,52146,24051,28095,50282,23086,27196,27261,13018,14243,8324,3248,5076,896,214,682
45033,3,5,South Carolina,Dillon County,5,31049,14469,16580,2388,1150,1238,4470,2301,2169,1978,1022,956,3116,1523,1593,23188,10517,12671,22213,9996,12217,12803,6087,6716,3596,1271,2325,392,91,301
45035,3,5,South Carolina,Dorchester County,5,101158,49523,51635,6456,3251,3205,14661,7544,7117,6901,3641,3260,8958,4513,4445,76603,36952,39651,73140,35087,38053,44806,22372,22434,9536,3879,5657,963,244,719
45037,3,5,South Carolina,Edgefield County,5,24721,13148,11573,1482,783,699,2911,1517,1394,1426,725,701,2542,1545,997,19604,10503,9101,18902,10123,8779,11187,6458,4729,2675,1090,1585,323,82,241
45039,3,5,South Carolina,Fairfield County,5,23880,11404,12476,1625,842,783,3143,1559,1584,1376,662,714,2125,1045,1080,18434,8664,9770,17736,8341,9395,9511,4521,4990,3111,1282,1829,369,109,260
45041,3,5,South Carolina,Florence County,5,127114,59715,67399,8702,4481,4221,16089,8142,7947,7518,3816,3702,12650,6147,6503,98571,45173,53398,94805,43276,51529,53590,25518,28072,15364,5797,9567,1902,429,1473
45043,3,5,South Carolina,Georgetown County,5,58069,27819,30250,3678,1907,1771,7034,3600,3434,3404,1685,1719,4810,2390,2420,45603,21445,24158,43953,20627,23326,21840,10575,11265,9199,4076,5123,801,252,549
45045,3,5,South Carolina,Greenville County,5,390843,190541,200302,26483,13446,13037,48621,24877,23744,20658,10626,10032,36927,18543,18384,305428,146927,158501,295081,141592,153489,170906,85827,85079,45968,18410,27558,5437,1513,3924
45047,3,5,South Carolina,Greenwood County,5,67185,31580,35605,4663,2379,2284,8621,4330,4291,3581,1755,1826,7100,3365,3735,52088,23978,28110,50320,23116,27204,28221,13416,14805,9236,3622,5614,1200,327,873
45049,3,5,South Carolina,Hampton County,5,21221,10759,10462,1453,737,716,2902,1449,1453,1316,668,648,1981,1049,932,16184,8236,7948,15550,7905,7645,8914,4879,4035,2618,1028,1590,322,106,216
45051,3,5,South Carolina,Horry County,5,205808,101109,104699,12215,6306,5909,22026,11262,10764,9701,4994,4707,18922,9604,9318,166695,81004,85691,161866,78547,83319,85852,43591,42261,31732,14159,17573,2505,820,1685
45053,3,5,South Carolina,Jasper County,5,20951,11033,9918,1434,755,679,2858,1472,1386,1154,609,545,2284,1350,934,16055,8487,7568,15505,8197,7308,9342,5307,4035,2312,998,1314,305,111,194
45055,3,5,South Carolina,Kershaw County,5,53740,25933,27807,3574,1837,1737,6962,3551,3411,3205,1629,1576,4500,2286,2214,41624,19751,21873,39999,18916,21083,21573,10559,11014,6907,2823,4084,740,211,529
45057,3,5,South Carolina,Lancaster County,5,62211,30879,31332,4169,2121,2048,7981,4204,3777,3422,1750,1672,5591,2993,2598,48310,23649,24661,46639,22804,23835,26158,13599,12559,7570,2961,4609,845,194,651
45059,3,5,South Carolina,Laurens County,5,70065,33961,36104,4382,2247,2135,8889,4586,4303,3984,2016,1968,6830,3543,3287,54733,26102,28631,52810,25112,27698,29123,14517,14606,9112,3567,5545,1121,275,846
45061,3,5,South Carolina,Lee County,5,20266,10216,10050,1347,691,656,2525,1282,1243,1173,588,585,2181,1201,980,15845,7985,7860,15221,7655,7566,8843,4793,4050,2457,940,1517,312,89,223
45063,3,5,South Carolina,Lexington County,5,222629,108296,114333,15037,7772,7265,29036,14922,14114,12806,6394,6412,19054,9561,9493,172074,82299,89775,165750,79208,86542,95397,46866,48531,23524,9632,13892,2654,695,1959
45065,3,5,South Carolina,McCormick County,5,10209,5435,4774,455,237,218,919,463,456,549,300,249,919,559,360,8548,4575,3973,8286,4435,3851,4079,2442,1637,1793,809,984,162,45,117
45067,3,5,South Carolina,Marion County,5,35095,16243,18852,2471,1335,1136,4698,2402,2296,2202,1061,1141,3540,1726,1814,26824,11956,14868,25724,11445,14279,14103,6607,7496,4349,1582,2767,508,143,365
45069,3,5,South Carolina,Marlboro County,5,28613,14078,14535,2017,1070,947,3596,1814,1782,1747,902,845,2758,1505,1253,22196,10789,11407,21253,10292,10961,12287,6512,5775,3478,1269,2209,452,106,346
45071,3,5,South Carolina,Newberry County,5,36771,17827,18944,2439,1243,1196,4369,2240,2129,1958,1022,936,3831,1949,1882,29011,13848,15163,28005,13322,14683,15088,7564,7524,5290,2078,3212,734,187,547
45073,3,5,South Carolina,Oconee County,5,67893,33362,34531,3909,1987,1922,7831,4074,3757,3474,1837,1637,5555,2820,2735,54414,26390,28024,52679,25464,27215,26134,13178,12956,11018,4848,6170,951,261,690
45075,3,5,South Carolina,Orangeburg County,5,91315,42414,48901,6185,3180,3005,11511,5874,5637,5368,2657,2711,11244,5215,6029,70993,32082,38911,68251,30703,37548,38145,17753,20392,12284,4850,7434,1490,345,1145
45077,3,5,South Carolina,Pickens County,5,112056,55988,56068,6626,3447,3179,12579,6373,6206,5422,2751,2671,18176,9548,8628,90104,44754,45350,87429,43417,44012,53217,27530,25687,13179,5557,7622,1717,508,1209
45079,3,5,South Carolina,Richland County,5,328471,158481,169990,21550,10971,10579,39514,20003,19511,18151,9526,8625,44131,22224,21907,258452,122889,135563,249256,117981,131275,159417,78803,80614,31873,12510,19363,3597,974,2623
45081,3,5,South Carolina,Saluda County,5,19086,9505,9581,1233,629,604,2354,1206,1148,1021,537,484,1897,1033,864,15010,7416,7594,14478,7133,7345,7770,4036,3734,2723,1129,1594,349,81,268
45083,3,5,South Carolina,Spartanburg County,5,259029,125951,133078,16804,8659,8145,32807,16894,15913,13903,6979,6924,24340,12065,12275,202387,96903,105484,195515,93419,102096,109659,54871,54788,32435,12855,19580,3900,993,2907
45085,3,5,South Carolina,Sumter County,5,105202,50790,54412,8277,4238,4039,14650,7441,7209,6495,3313,3182,11221,5768,5453,78975,37434,41541,75780,35798,39982,45407,22567,22840,12332,4789,7543,1390,351,1039
45087,3,5,South Carolina,Union County,5,29297,13740,15557,1801,888,913,3494,1739,1755,1594,813,781,2396,1176,1220,23144,10672,12472,22408,10300,12108,11297,5493,5804,4700,1819,2881,560,149,411
45089,3,5,South Carolina,Williamsburg County,5,36421,17005,19416,2590,1325,1265,5050,2623,2427,2430,1227,1203,3483,1729,1754,27594,12469,15125,26351,11830,14521,14143,6689,7454,4822,1789,3033,569,145,424
45091,3,5,South Carolina,York County,5,173766,84366,89400,11478,5886,5592,22978,11780,11198,10337,5355,4982,17353,8074,9279,134036,63941,70095,128973,61345,67628,77091,37584,39507,18130,7386,10744,1951,527,1424
45001,3,5,South Carolina,Abbeville County,6,26381,12688,13693,1668,861,807,3241,1674,1567,1496,758,738,2762,1333,1429,20698,9776,10922,19976,9395,10581,10505,5080,5425,3809,1562,2247,535,136,399
45003,3,5,South Carolina,Aiken County,6,146736,70795,75941,9315,4801,4514,18828,9674,9154,8716,4421,4295,13881,6888,6993,114157,54116,60041,109877,51899,57978,59968,29299,30669,19589,8071,11518,2132,642,1490
45005,3,5,South Carolina,Allendale County,6,10934,5751,5183,816,464,352,1404,740,664,624,334,290,1169,688,481,8390,4368,4022,8090,4213,3877,4513,2616,1897,1380,531,849,204,42,162
45007,3,5,South Carolina,Anderson County,6,171510,82959,88551,11115,5736,5379,21244,10884,10360,9294,4737,4557,15022,7456,7566,134396,63883,70513,129857,61602,68255,69454,34284,35170,23489,9607,13882,2600,732,1868
45009,3,5,South Carolina,Bamberg County,6,16040,7540,8500,1122,600,522,1895,973,922,947,471,476,2146,1049,1097,12550,5748,6802,12076,5496,6580,6521,3141,3380,2248,875,1373,279,82,197
45011,3,5,South Carolina,Barnwell County,6,23369,11203,12166,1630,834,796,3138,1697,1441,1552,775,777,2168,1102,1066,17786,8261,9525,17049,7897,9152,9410,4537,4873,2976,1150,1826,349,78,271
45013,3,5,South Carolina,Beaufort County,6,132889,67726,65163,9389,4718,4671,15384,7831,7553,6653,3396,3257,16233,10333,5900,104723,53475,51248,101463,51781,49682,56500,31101,25399,21731,10169,11562,2101,811,1290
45015,3,5,South Carolina,Berkeley County,6,146449,74104,72345,10679,5402,5277,19702,10123,9579,9460,4820,4640,17493,10415,7078,111305,56190,55115,106608,53759,52849,67104,35444,31660,13102,5728,7374,1116,316,800
45017,3,5,South Carolina,Calhoun County,6,15367,7293,8074,928,453,475,1884,972,912,853,428,425,1300,640,660,12132,5668,6464,11702,5440,6262,5804,2775,3029,2111,875,1236,266,81,185
45019,3,5,South Carolina,Charleston County,6,321014,155404,165610,22488,11490,10998,36912,18919,17993,16978,8657,8321,35809,18302,17507,253028,120588,132440,244636,116338,128298,143776,71649,72127,38061,15527,22534,4505,1363,3142
45021,3,5,South Carolina,Cherokee County,6,53555,25940,27615,3846,1964,1882,6894,3523,3371,3018,1519,1499,4891,2407,2484,41182,19636,21546,39797,18934,20863,22162,11003,11159,6553,2545,4008,855,184,671
45023,3,5,South Carolina,Chester County,6,33906,16346,17560,2450,1287,1163,4464,2321,2143,2070,1059,1011,3003,1528,1475,25915,12178,13737,24922,11679,13243,13424,6561,6863,4264,1665,2599,541,119,422
45025,3,5,South Carolina,Chesterfield County,6,43251,20851,22400,2948,1400,1548,5755,2944,2811,2616,1307,1309,3820,1959,1861,33199,15829,17370,31932,15200,16732,17654,8802,8852,5226,2079,3147,602,154,448
45027,3,5,South Carolina,Clarendon County,6,32871,16239,16632,2118,1074,1044,3888,1954,1934,2094,1064,1030,3888,2390,1498,25840,12705,13135,24771,12147,12624,13209,6996,6213,4639,1965,2674,493,126,367
45029,3,5,South Carolina,Colleton County,6,39173,18798,20375,2852,1451,1401,5170,2643,2527,2433,1235,1198,3652,1785,1867,29939,14083,15856,28718,13469,15249,15336,7422,7914,5075,2143,2932,644,186,458
45031,3,5,South Carolina,Darlington County,6,67956,32208,35748,4619,2362,2257,9054,4653,4401,3839,1992,1847,6142,3046,3096,52268,24147,28121,50444,23201,27243,26960,12933,14027,8416,3290,5126,931,223,708
45033,3,5,South Carolina,Dillon County,6,31027,14461,16566,2430,1173,1257,4348,2214,2134,2021,1043,978,3104,1525,1579,23193,10524,12669,22228,10031,12197,12703,6049,6654,3583,1285,2298,398,77,321
45035,3,5,South Carolina,Dorchester County,6,104168,51044,53124,6392,3175,3217,14535,7449,7086,7232,3769,3463,9867,5081,4786,79524,38494,41030,76009,36651,39358,46298,23162,23136,9946,4104,5842,1006,270,736
45037,3,5,South Carolina,Edgefield County,6,24703,13153,11550,1440,775,665,2879,1500,1379,1415,724,691,2623,1591,1032,19686,10522,9164,18969,10154,8815,11123,6408,4715,2654,1082,1572,344,94,250
45039,3,5,South Carolina,Fairfield County,6,23840,11358,12482,1685,866,819,3036,1498,1538,1379,673,706,2122,1052,1070,18417,8636,9781,17740,8321,9419,9307,4416,4891,3138,1291,1847,409,120,289
45041,3,5,South Carolina,Florence County,6,128335,60406,67929,8982,4681,4301,15855,8087,7768,7578,3794,3784,13013,6394,6619,99662,45754,53908,95920,43844,52076,53657,25648,28009,15568,5864,9704,1926,420,1506
45043,3,5,South Carolina,Georgetown County,6,58924,28253,30671,3739,1931,1808,6945,3581,3364,3484,1740,1744,4968,2447,2521,46472,21835,24637,44756,21001,23755,22025,10688,11337,9619,4273,5346,909,288,621
45045,3,5,South Carolina,Greenville County,6,395357,193186,202171,26780,13531,13249,48732,24956,23776,21129,10847,10282,37324,18958,18366,309164,149228,159936,298716,143852,154864,170640,86026,84614,46683,18895,27788,5668,1640,4028
45047,3,5,South Carolina,Greenwood County,6,67503,31774,35729,4708,2423,2285,8535,4284,4251,3717,1808,1909,6993,3328,3665,52357,24137,28220,50543,23259,27284,28072,13392,14680,9294,3647,5647,1249,340,909
