
 Processing inputs for a 4 channel scanner,
 using 2 visual and 2 IR nadir pixel bands
 The first line of the config.asc file is:
 "4 MASTER Configuration for 07-927  05 Aug 2007  TC4 Deployment"

 Ch Sb Nb Vi Slp/Emis Intcpt   Left   Peak  Right   Fctr    Ssi
 05 05 16  0 0.068890 0.0000  0.633  0.656  0.692  0.1000 1546.61
 17 17 16  0 0.003870 0.0000  1.855  1.876  1.900  0.0100  140.11
 30 30 16  1 0.956340 0.0000  3.659  3.740  3.804  0.0060   11.90
 48 48 16  1 0.966670 0.0000 11.027 11.304 11.724  0.0100    0.15

 Record ScanLine -2007217-  INU_Lat    INU_Lon    Roll   Rad_05  Rad_17  Tmp_30  Tmp_48
 000260 00018868 13.591108  +7.95565  -81.36475  -0.418  31.207 0.45279  296.61  287.19
 000261 00018888 13.591997  +7.95033  -81.36303  -0.473  42.712 0.43344  297.44  286.67
 000262 00018908 13.592886  +7.94500  -81.36131  -0.418  55.112 0.49149  299.45  286.00
 000263 00018928 13.593778  +7.93797  -81.35909  -0.380  55.939 0.53406  296.22  284.43
 000264 00018948 13.594666  +7.93247  -81.35737  -0.484  38.165 0.59985  296.76  285.16
 000265 00018968 13.595558  +7.92715  -81.35565  -0.484  58.419 0.68112  295.51  281.65
 000266 00018988 13.596447  +7.92183  -81.35394  -0.363  48.843 0.87849  295.29  279.57
 000267 00019008 13.597336  +7.91651  -81.35222  -0.539  59.108  1.0642  292.49  275.87
 000268 00019028 13.598228  +7.90947  -81.34998  -0.346  63.654  1.2461  290.88  273.32
 000269 00019048 13.599116  +7.90415  -81.34827  -0.423  52.012  1.3893  291.16  272.24
 000270 00019068 13.600005  +7.89900  -81.34655  -0.495  52.288  1.4435  290.13  270.55
 000271 00019088 13.600897  +7.89385  -81.34501  -0.456  61.312  2.1130  288.92  263.21
 000272 00019108 13.601786  +7.88853  -81.34329  -0.445  56.765  1.7105  287.62  267.01
 000273 00019128 13.602675  +7.88149  -81.34106  -0.390  58.488  1.5635  286.99  268.11
 000274 00019148 13.603567  +7.87617  -81.33934  -0.380  61.519  1.6757  284.09  261.94
 000275 00019168 13.604456  +7.87085  -81.33746  -0.324  59.659  1.6409  282.46  262.53
 000276 00019188 13.605348  +7.86552  -81.33574  -0.495  55.525  1.5325  285.35  268.88
 000277 00019208 13.606236  +7.86020  -81.33419  -0.445  43.194  1.3003  288.67  273.06
 000278 00019228 13.607125  +7.85334  -81.33179  -0.434  42.230  1.0875  286.70  275.78
 000279 00019248 13.608017  +7.84801  -81.33007  -0.308  32.241  1.0023  290.26  279.12
 000280 00019268 13.608906  +7.84286  -81.32853  -0.418  30.932 0.88623  290.43  279.99
 000281 00019288 13.609795  +7.83754  -81.32681  -0.533  35.754 0.83205  289.55  277.48
 000282 00019308 13.610686  +7.83051  -81.32458  -0.368  34.445 0.82818  289.94  276.10
 000283 00019328 13.611575  +7.82518  -81.32286  -0.456  39.336 0.97911  289.23  272.85
 000284 00019348 13.612464  +7.81986  -81.32114  -0.511  41.196 0.98298  289.78  272.37
 000285 00019368 13.613356  +7.81437  -81.31943  -0.423  40.163 0.97524  290.16  272.29
 000286 00019388 13.614244  +7.80905  -81.31771  -0.385  39.267  1.0410  291.83  272.97
 000287 00019408 13.615136  +7.80201  -81.31548  -0.440  43.332  1.0023  293.37  272.92
 000288 00019428 13.616025  +7.79703  -81.31377  -0.511  44.572  1.0565  292.73  272.92
 000289 00019448 13.616914  +7.79171  -81.31205  -0.429  50.772  1.0797  292.16  271.62
 000290 00019468 13.617805  +7.78639  -81.31050  -0.484  61.932  1.0952  292.42  268.72
 000291 00019488 13.618694  +7.78107  -81.30878  -0.418  71.508  1.1533  291.35  266.86
 000292 00019508 13.619583  +7.77403  -81.30656  -0.374  69.234  1.1494  290.81  267.68
 000293 00019528 13.620475  +7.76888  -81.30484  -0.423  67.581  1.2268  291.54  267.89
 000294 00019548 13.621364  +7.76356  -81.30312  -0.423  66.754  1.1416  292.28  268.82
 000295 00019568 13.622252  +7.75806  -81.30123  -0.456  63.517  1.0372  293.13  270.75
 000296 00019588 13.623144  +7.75274  -81.29969  -0.385  69.441  1.0449  293.90  269.75
 000297 00019608 13.624033  +7.74570  -81.29745  -0.445  73.988  1.0023  295.35  269.93
 000298 00019628 13.624925  +7.74038  -81.29574  -0.522  75.572 0.98685  295.49  270.21
 000299 00019648 13.625813  +7.73540  -81.29402  -0.346  83.701 0.98685  296.41  269.43
 000300 00019668 13.626702  +7.73008  -81.29230  -0.352  78.672 0.96750  297.33  270.52
 000301 00019688 13.627594  +7.72493  -81.29076  -0.489  84.115 0.92106  297.22  270.24
 000302 00019708 13.628484  +7.71790  -81.28836  -0.445  74.608 0.84753  296.54  271.35
 000303 00019728 13.629373  +7.71257  -81.28681  -0.440  69.441 0.77787  297.16  273.03
 000304 00019748 13.630264  +7.70742  -81.28510  -0.412  55.043 0.81657  297.85  275.80
 000305 00019768 13.631153  +7.70210  -81.28338  -0.484  49.876 0.81657  298.23  277.43
 000306 00019788 13.632045  +7.69661  -81.28166  -0.407  37.269 0.65790  298.08  281.74
 000307 00019808 13.632934  +7.68957  -81.27943  -0.380  32.998 0.66564  297.65  283.97
 000308 00019828 13.633822  +7.68425  -81.27772  -0.489  27.212 0.62694  296.38  286.10
 000309 00019848 13.634714  +7.67927  -81.27600  -0.451  48.292 0.68112  293.80  282.56
 000310 00019868 13.635603  +7.67412  -81.27445  -0.423  68.890 0.72756  290.07  280.67
 000311 00019888 13.636492  +7.66880  -81.27274  -0.456  70.819 0.73143  291.53  280.30
 000312 00019908 13.637383  +7.66176  -81.27033  -0.423  75.021 0.80496  293.49  279.63
 000313 00019928 13.638272  +7.65644  -81.26879  -0.363  78.741 0.70821  293.39  281.17
 000314 00019948 13.639161  +7.65112  -81.26707  -0.451  84.184 0.67338  291.97  281.64
 000315 00019968 13.640053  +7.64597  -81.26536  -0.462  83.150 0.64242  292.41  282.45
 000316 00019988 13.640942  +7.64048  -81.26364  -0.324  73.575 0.56502  292.83  282.65
 000317 00020008 13.641833  +7.63344  -81.26141  -0.440  55.456 0.51084  293.82  284.68
 000318 00020028 13.642722  +7.62812  -81.25969  -0.462  33.343 0.55728  295.29  285.18
 000319 00020048 13.643611  +7.62314  -81.25797  -0.418  48.016 0.59985  293.47  284.26
 000320 00020068 13.644503  +7.61799  -81.25643  -0.368  50.152 0.56115  294.45  283.74
 000321 00020088 13.645391  +7.61267  -81.25471  -0.467  47.879 0.54567  293.69  283.50
 000322 00020108 13.646280  +7.60563  -81.25248  -0.550  43.607 0.59598  293.24  282.40
 000323 00020128 13.647172  +7.60014  -81.25060  -0.314  47.672 0.78174  294.47  279.84
 000324 00020148 13.648061  +7.59481  -81.24905  -0.500  48.774 0.85140  293.67  278.87
 000325 00020168 13.648952  +7.58966  -81.24733  -0.341  37.683 0.78174  294.70  281.51
 000326 00020188 13.649841  +7.58451  -81.24561  -0.462  35.272 0.85527  295.13  280.54
 000327 00020208 13.650730  +7.57748  -81.24339  -0.412  39.061 0.89397  294.32  279.29
 000328 00020228 13.651622  +7.57215  -81.24167  -0.434  36.029 0.82431  294.12  281.93
 000329 00020248 13.652511  +7.56701  -81.24012  -0.500  50.427 0.73530  293.38  282.09
 000330 00020268 13.653400  +7.56168  -81.23840  -0.385  29.209 0.75078  295.69  281.75
 000331 00020288 13.654292  +7.55636  -81.23669  -0.357  25.765 0.67338  295.41  282.59
 000332 00020308 13.655181  +7.54932  -81.23446  -0.429  20.391 0.68499  295.94  284.89
 000333 00020328 13.656070  +7.54400  -81.23257  -0.429  20.943 0.63855  296.28  284.94
 000334 00020348 13.656961  +7.53868  -81.23103  -0.440  22.803 0.71595  296.08  284.24
 000335 00020368 13.657850  +7.53336  -81.22931  -0.533  29.347 0.82044  295.60  281.81
 000336 00020388 13.658742  +7.52632  -81.22691  -0.335  33.412 0.79722  294.82  281.67
 000337 00020408 13.659631  +7.52100  -81.22536  -0.374  75.021 0.94428  293.11  276.13
 000338 00020428 13.660520  +7.51585  -81.22364  -0.423  64.274  1.0023  291.84  272.02
 000339 00020448 13.661411  +7.51053  -81.22192  -0.484  55.801 0.99846  292.13  273.15
 000340 00020468 13.662300  +7.50555  -81.22038  -0.407  65.377  1.0488  291.26  271.85
 000341 00020488 13.663189  +7.49851  -81.21815  -0.484  75.779  1.2577  290.33  269.16
 000342 00020508 13.664081  +7.49319  -81.21643  -0.456  63.585  1.4977  290.31  270.07
 000343 00020528 13.664969  +7.48770  -81.21455  -0.467  79.155  1.7415  288.80  265.50
 000344 00020548 13.665858  +7.48238  -81.21283  -0.346  78.328  1.6641  290.28  267.89
 000345 00020568 13.666750  +7.47705  -81.21128  -0.456  85.148  1.5983  289.27  268.81
 000346 00020588 13.667639  +7.47002  -81.20905  -0.434  79.155  1.3700  290.25  270.28
 000347 00020608 13.668530  +7.46469  -81.20734  -0.380  86.044  1.2887  290.40  271.58
 000348 00020628 13.669419  +7.45937  -81.20562  -0.341  79.981  1.2577  290.66  273.16
 000349 00020648 13.670308  +7.45422  -81.20390  -0.478  77.846  1.1687  290.59  272.77
 000350 00020668 13.671200  +7.44907  -81.20219  -0.539  72.679  1.1649  291.80  272.44
 000351 00020688 13.672089  +7.44204  -81.19995  -0.324  65.239  1.1416  291.66  270.81
 000352 00020708 13.672980  +7.43671  -81.19841  -0.572  55.732  1.2074  292.51  271.23
 000353 00020728 13.673869  +7.43139  -81.19669  -0.412  57.592  1.1455  291.50  270.02
 000354 00020748 13.674758  +7.42590  -81.19480  -0.319  57.041  1.1571  291.25  269.08
 000355 00020768 13.675650  +7.42058  -81.19308  -0.500  51.461  1.2577  291.55  269.43
 000356 00020788 13.676538  +7.41354  -81.19086  -0.445  54.836  1.3235  289.94  267.62
 000357 00020808 13.677428  +7.40856  -81.18914  -0.423  49.670  1.3584  291.41  269.45
 000358 00020828 13.678319  +7.40307  -81.18759  -0.423  52.356  1.3119  290.31  270.85
 000359 00020848 13.679209  +7.39775  -81.18587  -0.434  54.768  1.3313  289.04  268.44
 000360 00020868 13.680098  +7.39243  -81.18416  -0.401  55.594  1.3855  288.25  267.21
 000361 00020888 13.680989  +7.38539  -81.18176  -0.341  59.728  1.4899  287.40  265.85
 000362 00020908 13.681878  +7.38007  -81.18021  -0.517  50.014  1.4783  288.29  267.64
 000363 00020928 13.682770  +7.37457  -81.17850  -0.445  49.670  1.4899  287.55  266.86
 000364 00020948 13.683659  +7.36908  -81.17661  -0.467  54.561  1.5557  286.27  264.62
 000365 00020968 13.684547  +7.36376  -81.17489  -0.484  58.005  1.6834  286.33  263.72
 000366 00020988 13.685439  +7.35655  -81.17266  -0.407  67.374  2.0085  283.83  259.01
 000367 00021008 13.686328  +7.35157  -81.17094  -0.374  72.886  2.1091  282.73  257.47
 000368 00021028 13.687217  +7.34608  -81.16923  -0.489  76.330  2.1904  280.49  255.38
 000369 00021048 13.688108  +7.34076  -81.16768  -0.385  77.363  2.2020  281.21  255.31
 000370 00021068 13.688997  +7.33543  -81.16596  -0.478  78.741  2.2098  279.96  256.28
 000371 00021088 13.689886  +7.32840  -81.16356  -0.429  81.910  2.3607  279.93  253.45
 000372 00021108 13.690778  +7.32290  -81.16184  -0.401  82.324  2.2910  279.29  253.74
 000373 00021128 13.691667  +7.31758  -81.16013  -0.412  90.177  2.7051  279.21  250.64
 000374 00021148 13.692558  +7.31209  -81.15841  -0.456  101.06  3.0728  278.33  247.53
 000375 00021168 13.693447  +7.30677  -81.15669  -0.380  107.47  3.1347  275.39  246.07
 000376 00021188 13.694336  +7.29956  -81.15446  -0.522  113.81  3.0225  275.49  245.91
 000377 00021208 13.695228  +7.29424  -81.15275  -0.533  112.77  2.4188  274.02  249.81
 000378 00021228 13.696116  +7.28926  -81.15103  -0.324  113.39  2.2717  275.32  252.03
 000379 00021248 13.697005  +7.28394  -81.14931  -0.462  110.22  2.3026  274.70  252.45
 000380 00021268 13.697897  +7.27861  -81.14777  -0.434  117.87  2.9451  273.09  246.14
 000381 00021288 13.698786  +7.27158  -81.14536  -0.429  120.83  3.1154  271.92  244.26
 000382 00021308 13.699677  +7.26608  -81.14365  -0.363  126.69  3.1966  271.39  244.12
 000383 00021328 13.700566  +7.26076  -81.14193  -0.456  122.42  2.9799  273.50  246.78
 000384 00021348 13.701455  +7.25544  -81.14039  -0.467  126.07  3.2818  273.34  245.84
 000385 00021368 13.702347  +7.24806  -81.13799  -0.346  140.60  3.7771  271.87  241.04
 000386 00021388 13.703237  +7.24274  -81.13627  -0.467  132.27  3.5178  272.32  242.96
 000387 00021408 13.704125  +7.23742  -81.13455  -0.473  115.74  2.6587  277.09  250.99
 000388 00021428 13.705017  +7.23227  -81.13284  -0.335  104.09  2.5348  280.77  253.37
 000389 00021448 13.705906  +7.22694  -81.13112  -0.401  91.761  2.0085  284.98  259.55
 000390 00021468 13.706795  +7.22145  -81.12940  -0.412  59.797  1.6525  290.74  270.33
 000391 00021488 13.707686  +7.21424  -81.12700  -0.259  55.870  1.4745  290.91  271.99
 000392 00021508 13.708575  +7.20892  -81.12528  -0.352  61.519  1.3506  289.79  271.20
 000393 00021528 13.709467  +7.20343  -81.12357  -0.330  36.167  1.2461  293.40  279.61
 000394 00021548 13.710356  +7.19810  -81.12202  -0.319  45.399  1.2384  293.32  279.90
 000395 00021568 13.711245  +7.19107  -81.11961  -0.225  63.517  1.2268  291.45  279.09
 000396 00021588 13.712136  +7.18557  -81.11790  -0.280  32.723  1.1920  295.02  279.89
 000397 00021608 13.713025  +7.18025  -81.11618  -0.291  34.032  1.2732  294.39  279.33
 000398 00021628 13.713914  +7.17527  -81.11446  -0.335  33.618  1.2694  294.73  279.78
 000399 00021648 13.714806  +7.16978  -81.11275  -0.286  34.445  1.1571  294.82  279.86
 000400 00021668 13.715694  +7.16274  -81.11052  -0.314  75.090  1.1339  291.30  278.46
 000401 00021688 13.716583  +7.15725  -81.10880  -0.335  61.863  1.1416  293.72  279.30
 000402 00021708 13.717475  +7.15176  -81.10691  -0.209  36.305  1.0720  294.48  280.34
 000403 00021728 13.718364  +7.14643  -81.10537  -0.302  34.445  1.0836  295.15  280.62
 000404 00021748 13.719255  +7.14094  -81.10365  -0.291  87.697  1.0642  289.99  276.31
 000405 00021768 13.720144  +7.13390  -81.10125  -0.374  68.614  1.0488  293.03  276.33
 000406 00021788 13.721033  +7.12841  -81.09953  -0.187  44.985  1.0410  295.29  277.52
 000407 00021808 13.721925  +7.12292  -81.09782  -0.346  50.359  1.0449  296.38  276.28
 000408 00021828 13.722814  +7.11760  -81.09610  -0.291  50.703  1.0294  296.13  276.40
 000409 00021848 13.723702  +7.11227  -81.09438  -0.148  77.295  1.0720  295.99  274.97
 000410 00021868 13.724594  +7.10506  -81.09215  -0.203  164.78  1.0913  295.95  273.38
 000411 00021888 13.725483  +7.09957  -81.09043  -0.412  134.06  1.2036  295.63  270.50
 000412 00021908 13.726375  +7.09425  -81.08855  -0.176  88.868  1.2384  296.18  267.71
 000413 00021928 13.727263  +7.08876  -81.08683  -0.352  86.388  1.2616  294.90  266.81
 000414 00021948 13.728153  +7.08344  -81.08511  -0.302  103.61  1.3855  292.76  262.13
 000415 00021968 13.729045  +7.07623  -81.08271  -0.380  112.43  1.4938  290.86  261.06
 000416 00021988 13.729934  +7.07073  -81.08099  -0.231  124.28  1.5403  290.51  260.27
 000417 00022008 13.730823  +7.06524  -81.07928  -0.297  123.86  1.5364  289.54  260.89
 000418 00022028 13.731714  +7.05992  -81.07756  -0.346  134.06  1.6099  289.18  259.71
 000419 00022048 13.732603  +7.05477  -81.07584  -0.209  138.19  1.6447  288.56  258.97
 000420 00022068 13.733492  +7.04739  -81.07361  -0.380  135.37  1.6680  290.14  259.90
 000421 00022088 13.734384  +7.04206  -81.07189  -0.396  139.16  1.6331  290.44  261.31
 000422 00022108 13.735272  +7.03640  -81.07001  -0.242  133.85  1.6061  291.92  261.72
 000423 00022128 13.736164  +7.03108  -81.06829  -0.297  133.23  1.6680  291.61  261.11
 000424 00022148 13.737053  +7.02559  -81.06657  -0.291  126.00  1.6370  290.86  263.04
 000425 00022168 13.737942  +7.01820  -81.06434  -0.324  112.98  1.6099  292.05  263.63
 000426 00022188 13.738833  +7.01323  -81.06262  -0.160  117.60  1.6331  289.17  261.83
 000427 00022208 13.739722  +7.00773  -81.06091  -0.380  121.32  1.7260  288.79  260.53
 000428 00022228 13.740611  +7.00224  -81.05919  -0.319  117.94  1.7608  288.59  260.08
 000429 00022248 13.741503  +6.99692  -81.05747  -0.259  98.099  1.7028  288.71  263.53
 000430 00022268 13.742392  +6.98971  -81.05507  -0.341  65.514  1.7647  292.18  267.30
 000431 00022288 13.743280  +6.98421  -81.05335  -0.269  58.694  1.7028  293.30  268.62
 000432 00022308 13.744172  +6.97889  -81.05181  -0.275  60.899  1.7492  293.78  266.91
 000433 00022328 13.745061  +6.97323  -81.04975  -0.203  68.683  1.7918  292.47  263.45
 000434 00022348 13.745953  +6.96774  -81.04820  -0.401  80.877  1.7995  289.69  260.07
 000435 00022368 13.746841  +6.96053  -81.04580  -0.302  83.839  1.7957  289.79  259.75
 000436 00022388 13.747730  +6.95538  -81.04408  -0.324  118.49  1.7686  284.15  258.02
 000437 00022408 13.748622  +6.94988  -81.04237  -0.247  94.035  1.8808  288.70  257.70
 000438 00022428 13.749511  +6.94439  -81.04065  -0.324  96.033  1.9234  287.39  257.04
 000439 00022448 13.750400  +6.93907  -81.03893  -0.418  96.722  2.1904  286.84  254.83
 000440 00022468 13.751291  +6.93186  -81.03671  -0.181  82.668  2.2253  288.66  259.11
 000441 00022488 13.752180  +6.92636  -81.03499  -0.368  78.879  2.2446  289.12  261.02
 000442 00022508 13.753070  +6.92104  -81.03327  -0.269  67.926  2.0898  291.07  265.73
 000443 00022528 13.753962  +6.91555  -81.03138  -0.297  72.403  2.1865  291.32  263.75
 000444 00022548 13.754850  +6.91023  -81.02966  -0.253  73.712  2.3413  291.04  262.53
 000445 00022568 13.755742  +6.90285  -81.02744  -0.297  82.048  2.2988  291.46  259.95
 000446 00022588 13.756631  +6.89753  -81.02554  -0.412  103.96  2.3104  290.04  256.15
 000447 00022608 13.757520  +6.89203  -81.02383  -0.302  107.68  2.2756  290.14  256.02
 000448 00022628 13.758411  +6.88654  -81.02211  -0.280  115.60  2.4420  289.96  253.79
 000449 00022648 13.759300  +6.87916  -81.01988  -0.390  126.69  2.5039  287.84  252.68
 000450 00022668 13.760189  +6.87384  -81.01799  -0.236  117.94  2.4110  286.98  253.74
 000451 00022688 13.761081  +6.86834  -81.01627  -0.297  133.72  2.5929  284.97  251.13
 000452 00022708 13.761970  +6.86285  -81.01456  -0.291  123.04  2.6548  285.53  250.66
 000453 00022728 13.762858  +6.85719  -81.01267  -0.368  123.24  2.7090  285.70  251.73
 000454 00022748 13.763750  +6.84998  -81.01044  -0.291  126.55  2.7825  285.54  250.72
 000455 00022768 13.764639  +6.84448  -81.00872  -0.335  132.89  2.8793  283.73  249.69
 000456 00022788 13.765531  +6.83916  -81.00700  -0.390  122.14  2.8677  283.05  251.47
 000457 00022808 13.766419  +6.83401  -81.00529  -0.160  140.47  2.9489  280.14  248.89
 000458 00022828 13.767308  +6.82852  -81.00357  -0.357  151.90  2.9218  278.03  248.30
 000459 00022848 13.768200  +6.82131  -81.00134  -0.324  153.90  3.0534  276.42  247.70
 000460 00022868 13.769089  +6.81564  -80.99945  -0.341  146.05  3.0921  275.22  246.56
 000461 00022888 13.769978  +6.81032  -80.99773  -0.209  139.02  3.0650  276.39  247.33
 000462 00022908 13.770869  +6.80483  -80.99602  -0.335  142.33  2.8561  276.30  249.83
 000463 00022928 13.771758  +6.79934  -80.99448  -0.407  144.32  2.7980  276.49  250.53
 000464 00022948 13.772647  +6.79230  -80.99207  -0.187  142.74  2.8444  275.75  250.88
 000465 00022968 13.773539  +6.78680  -80.99036  -0.253  155.42  2.9102  275.85  249.86
 000466 00022988 13.774427  +6.78131  -80.98864  -0.286  166.78  2.9528  275.93  249.33
 000467 00023008 13.775316  +6.77616  -80.98692  -0.253  154.45  2.8986  277.63  249.78
 000468 00023028 13.776208  +6.77067  -80.98521  -0.324  163.27  3.1618  278.47  247.58
 000469 00023048 13.777097  +6.76346  -80.98297  -0.319  162.79  3.3553  280.29  247.56
 000470 00023068 13.777988  +6.75797  -80.98091  -0.302  176.77  3.1347  278.68  248.92
 000471 00023088 13.778878  +6.75247  -80.97937  -0.209  183.11  3.1927  278.47  248.05
 000472 00023108 13.779767  +6.74698  -80.97765  -0.341  155.21  3.0844  279.77  249.52
 000473 00023128 13.780659  +6.74149  -80.97594  -0.385  154.80  2.9025  279.20  251.02
 000474 00023148 13.781548  +6.73428  -80.97353  -0.220  156.38  2.9373  278.58  249.28
 000475 00023168 13.782436  +6.72895  -80.97182  -0.380  173.47  2.9915  277.19  248.27
 000476 00023188 13.783328  +6.72346  -80.97010  -0.302  162.86  3.0728  276.75  247.76
 000477 00023208 13.784217  +6.71831  -80.96838  -0.330  155.69  2.7787  278.63  251.00
 000478 00023228 13.785106  +6.71282  -80.96667  -0.231  153.69  2.6896  279.15  251.27
 000479 00023248 13.785997  +6.70544  -80.96443  -0.396  164.03  2.6122  280.25  251.98
 000480 00023268 13.786886  +6.69994  -80.96272  -0.385  135.30  2.3413  281.60  255.70
 000481 00023288 13.787778  +6.69428  -80.96083  -0.242  154.66  2.3181  279.29  256.04
 000482 00023308 13.788667  +6.68879  -80.95911  -0.297  150.04  2.1633  279.48  257.11
 000483 00023328 13.789556  +6.68329  -80.95740  -0.363  162.30  2.3181  278.10  255.88
 000484 00023348 13.790447  +6.67608  -80.95499  -0.259  175.81  2.3530  276.27  254.50
 000485 00023368 13.791336  +6.67059  -80.95328  -0.335  199.30  2.4884  277.93  253.85
 000486 00023388 13.792225  +6.66510  -80.95156  -0.247  199.78  2.5503  274.67  252.82
 000487 00023408 13.793117  +6.65960  -80.94984  -0.352  170.57  2.4226  274.66  253.09
 000488 00023428 13.794005  +6.65445  -80.94795  -0.181  173.95  2.4304  275.23  253.51
 000489 00023448 13.794894  +6.64707  -80.94572  -0.385  167.20  2.3839  279.34  254.53
 000490 00023468 13.795786  +6.64158  -80.94401  -0.291  106.50  2.3646  279.89  256.18
 000491 00023488 13.796675  +6.63591  -80.94212  -0.269  98.513  2.4149  284.57  257.76
 000492 00023508 13.797564  +6.63042  -80.94040  -0.259  84.252  2.3181  290.09  260.27
 000493 00023528 13.798455  +6.62510  -80.93868  -0.297  67.650  2.1672  291.76  267.88
 000494 00023548 13.799344  +6.61772  -80.93628  -0.423  85.906  2.1285  289.59  261.01
 000495 00023568 13.800236  +6.61222  -80.93456  -0.225  97.204  1.9853  287.21  259.38
 000496 00023588 13.801125  +6.60690  -80.93285  -0.396  101.34  1.9195  288.14  259.78
 000497 00023608 13.802014  +6.60141  -80.93113  -0.324  144.67  1.9389  281.50  258.15
 000498 00023628 13.802905  +6.59437  -80.92890  -0.302  131.72  2.0085  280.48  257.90
 000499 00023648 13.803795  +6.58888  -80.92719  -0.209  164.23  2.1130  278.60  256.21
 000500 00023668 13.804684  +6.58339  -80.92547  -0.434  186.55  2.1556  278.29  255.66
 000501 00023688 13.805575  +6.57772  -80.92358  -0.390  179.87  2.0898  276.46  256.34
 000502 00023708 13.806464  +6.57223  -80.92186  -0.209  192.13  2.1827  275.82  255.90
 000503 00023728 13.807353  +6.56673  -80.92014  -0.187  162.10  2.0937  277.52  255.81
 000504 00023748 13.808245  +6.55935  -80.91792  +0.132  167.40  2.1401  283.58  255.78
 000505 00023768 13.809134  +6.55420  -80.91602  -0.027  160.86  2.0975  281.59  256.72
