23  1001
Margitan, J. J., Sen, B.
Jet Propulsion Laboratory (JPL)
Ozone  (Balloon UV in situ Photometer)
BOS
1 1
2003 09 16    2003 10 13
0
Elapsed time in UT seconds from 0 hours on the given flight date
2
1.0 1.0
 9999.99 99.999
Pressure (mb)
Ozone Mixing Ratio (ppm)
  1

  6
****** Preliminary Data ******
Data from the Dual Beam, in situ UV Photometer flown aboard the OMS 
in situ gondola from Ft. Sumner NM  34.5N, 255.8E.
Pressure and Ozone retrieved from on-board data.
Estimated ozone accuracy is 5%.
 UTsec   P(mb)  O3(ppm)
 73686  122.29   0.152
 73687  122.31   0.154
 73688  122.33   0.154
 73689  122.37   0.154
 73690  122.39   0.154
 73691  122.42   0.153
 73692  122.44   0.153
 73693  122.47   0.158
 73694  122.49   0.150
 73695  122.52   0.155
 73696  122.54   0.162
 73697  122.57   0.155
 73698  122.58   0.158
 73699  122.62   0.151
 73700  122.64   0.154
 73701  122.67   0.155
 73702  122.69   0.152
 73703  122.72   0.153
 73704  122.74   0.153
 73705  122.77   0.155
 73706  122.79   0.159
 73707  122.82   0.158
 73708  122.84   0.160
 73709  122.87   0.154
 73710  122.90   0.158
 73711  122.93   0.156
 73712  122.96   0.156
 73713  122.98   0.156
 73714  123.01   0.157
 73715  123.04   0.154
 73716  123.07   0.159
 73717  123.09   0.153
 73718  123.12   0.155
 73719  123.15   0.158
 73720  123.18   0.157
 73721  123.21   0.157
 73722  123.24   0.159
 73723  123.27   0.157
 73724  123.30   0.155
 73725  123.32   0.162
 73726  123.35   0.161
 73727  123.38   0.155
 73728  123.41   0.152
 73729  123.44   0.145
 73730  123.48   0.149
 73731  123.51   0.150
 73732  123.54   0.147
 73733  123.58   0.151
 73734  123.61   0.150
 73735  123.64   0.152
 73736  123.68   0.155
 73737  123.71   0.149
 73738  123.73   0.150
 73739  123.77   0.154
 73740  123.80   0.152
 73741  123.83   0.151
 73742  123.85   0.154
 73743  123.88   0.151
 73744  123.91   0.147
 73745  123.94   0.153
 73746  123.97   0.155
 73747  124.00   0.151
 73748  124.01   0.151
 73749  124.06   0.160
 73750  124.09   0.155
 73751  124.12   0.157
 73752  124.16   0.158
 73753  124.19   0.157
 73754  124.22   0.161
 73755  124.26   0.154
 73756  124.29   0.155
 73757  124.32   0.153
 73758  124.36   0.153
 73759  124.39   0.153
 73760  124.42   0.154
 73761  124.46   0.152
 73762  124.49   0.154
 73763  124.52   0.149
 73764  124.56   0.154
 73765  124.59   0.159
 73766  124.62   0.153
 73767  124.66   0.152
 73768  124.69   0.148
 73769  124.73   0.144
 73770  124.76   0.149
 73771  124.80   0.149
 73772  124.84   0.150
 73773  124.87   0.147
 73774  124.91   0.145
 73775  124.94   0.148
 73776  124.98   0.152
 73777  125.02   0.147
 73778  125.05   0.148
 73779  125.09   0.148
 73780  125.14   0.152
 73781  125.18   0.152
 73782  125.22   0.155
 73783  125.26   0.151
 73784  125.30   0.152
 73785  125.34   0.150
 73786  125.39   0.153
 73787  125.43   0.149
 73788  125.47   0.150
 73789  125.51   0.154
 73790  125.55   0.147
 73791  125.59   0.151
 73792  125.63   0.146
 73793  125.67   0.148
 73794  125.71   0.148
 73795  125.75   0.146
 73796  125.79   0.145
 73797  125.83   0.152
 73798  125.87   0.154
 73799  125.93   0.143
 73800  125.98   0.151
 73801  126.03   0.145
 73802  126.09   0.146
 73803  126.14   0.152
 73804  126.19   0.146
 73805  126.25   0.141
 73806  126.30   0.142
 73807  126.36   0.143
 73808  126.41   0.144
 73809  126.46   0.145
 73810  126.51   0.146
 73811  126.56   0.148
 73812  126.62   0.148
 73813  126.67   0.147
 73814  126.72   0.148
 73815  126.77   0.148
 73816  126.82   0.147
 73817  126.87   0.143
 73818  126.93   0.141
 73819  126.98   0.142
 73820  127.04   0.142
 73821  127.09   0.142
 73822  127.15   0.142
 73823  127.20   0.146
 73824  127.26   0.139
 73825  127.32   0.145
 73826  127.37   0.140
 73827  127.43   0.143
 73828  127.48   0.141
 73829  127.54   0.147
 73830  127.61   0.144
 73831  127.67   0.146
 73832  127.73   0.147
 73833  127.79   0.147
 73834  127.85   0.143
 73835  127.91   0.145
 73836  127.98   0.145
 73837  128.04   0.144
 73838  128.10   0.144
 73839  128.16   0.137
 73840  128.21   0.140
 73841  128.27   0.137
 73842  128.33   0.136
 73843  128.38   0.139
 73844  128.44   0.139
 73845  128.49   0.139
 73846  128.55   0.140
 73847  128.61   0.142
 73848  128.66   0.143
 73849  128.73   0.140
 73850  128.79   0.140
 73851  128.86   0.141
 73852  128.92   0.138
 73853  128.99   0.136
 73854  129.05   0.141
 73855  129.12   0.139
 73856  129.18   0.138
 73857  129.25   0.143
 73858  129.30   0.145
 73859  129.38   0.138
 73860  129.45   0.140
 73861  129.51   0.140
 73862  129.58   0.135
 73863  129.65   0.139
 73864  129.72   0.135
 73865  129.78   0.135
 73866  129.85   0.136
 73867  129.92   0.138
 73868  129.99   0.139
 73869  130.04   0.134
 73870  130.09   0.140
 73871  130.15   0.135
 73872  130.20   0.139
 73873  130.26   0.138
 73874  130.31   0.137
 73875  130.36   0.142
 73876  130.42   0.138
 73877  130.47   0.135
 73878  130.52   0.132
 73879  130.59   0.131
 73880  130.65   0.132
 73881  130.72   0.134
 73882  130.78   0.133
 73883  130.85   0.136
 73884  130.91   0.132
 73885  130.97   0.132
 73886  131.04   0.130
 73887  131.10   0.134
 73888  131.16   0.134
 73889  131.23   0.133
 73890  131.29   0.133
 73891  131.36   0.129
 73892  131.42   0.132
 73893  131.49   0.130
 73894  131.55   0.132
 73895  131.62   0.132
 73896  131.68   0.133
 73897  131.75   0.131
 73898  131.80   0.131
 73899  131.86   0.131
 73900  131.90   0.129
 73901  131.95   0.131
 73902  131.99   0.127
 73903  132.04   0.128
 73904  132.08   0.129
 73905  132.13   0.127
 73906  132.17   0.126
 73907  132.22   0.130
 73908  132.25   0.131
 73909  132.32   0.126
 73910  132.37   0.128
 73911  132.42   0.126
 73912  132.47   0.124
 73913  132.52   0.128
 73914  132.57   0.128
 73915  132.62   0.127
 73916  132.67   0.130
 73917  132.72   0.126
 73918  132.77   0.127
 73919  132.81   0.125
 73920  132.84   0.124
 73921  132.87   0.124
 73922  132.91   0.122
 73923  132.94   0.123
 73924  132.97   0.122
 73925  133.01   0.122
 73926  133.04   0.120
 73927  133.07   0.125
 73928  133.11   0.125
 73929  133.18   0.119
 73930  133.26   0.121
 73931  133.34   0.121
 73932  133.42   0.118
 73933  133.50   0.118
 73934  133.57   0.116
 73935  133.65   0.116
 73936  133.73   0.117
 73937  133.81   0.119
 73938  133.88   0.120
 73939  133.97   0.122
 73940  134.06   0.121
 73941  134.15   0.124
 73942  134.24   0.123
 73943  134.33   0.123
 73944  134.41   0.121
 73945  134.50   0.125
 73946  134.59   0.121
 73947  134.68   0.123
 73948  134.77   0.122
 73949  134.82   0.121
 73950  134.88   0.121
 73951  134.93   0.120
 73952  134.99   0.119
 73953  135.05   0.127
 73954  135.10   0.124
 73955  135.16   0.123
 73956  135.21   0.121
 73957  135.27   0.120
 73958  135.33   0.119
 73959  135.35   0.118
 73960  135.37   0.119
 73961  135.40   0.116
 73962  135.42   0.118
 73963  135.45   0.118
 73964  135.47   0.118
 73965  135.49   0.118
 73966  135.52   0.121
 73967  135.54   0.121
 73968  135.57   0.123
 73969  135.68   0.114
 73970  135.79   0.118
 73971  135.90   0.117
 73972  136.02   0.113
 73973  136.13   0.118
 73974  136.24   0.117
 73975  136.36   0.112
 73976  136.47   0.118
 73977  136.58   0.118
 73978  136.69   0.122
 73979  136.74   0.130
 73980  136.78   0.124
 73981  136.82   0.128
 73982  136.86   0.127
 73983  136.90   0.125
 73984  136.94   0.123
 73985  136.98   0.124
 73986  137.02   0.123
 73987  137.06   0.122
 73988  137.11   0.121
 73989  137.17   0.121
 73990  137.24   0.120
 73991  137.30   0.124
 73992  137.37   0.120
 73993  137.44   0.122
 73994  137.50   0.116
 73995  137.57   0.123
 73996  137.63   0.123
 73997  137.70   0.120
 73998  137.77   0.119
 73999  137.82   0.121
 74000  137.88   0.121
 74001  137.94   0.122
 74002  137.99   0.123
 74003  138.05   0.123
 74004  138.11   0.124
 74005  138.16   0.126
 74006  138.22   0.123
 74007  138.28   0.123
 74008  138.33   0.122
 74009  138.43   0.119
 74010  138.52   0.116
 74011  138.61   0.120
 74012  138.70   0.112
 74013  138.79   0.112
 74014  138.88   0.109
 74015  138.97   0.108
 74016  139.06   0.107
 74017  139.15   0.102
 74018  139.25   0.099
 74019  139.54   0.112
 74020  139.84   0.137
 74021  140.14   0.155
 74022  140.44   0.175
 74023  140.74   0.141
 74024  141.03   0.145
 74025  141.33   0.142
 74026  141.63   0.140
 74027  141.93   0.136
 74028  142.22   0.133
 74029  142.43   0.129
 74030  142.64   0.128
 74031  142.85   0.124
 74032  143.06   0.122
 74033  143.27   0.124
 74034  143.47   0.126
 74035  143.68   0.127
 74036  143.89   0.128
 74037  144.10   0.128
 74038  144.30   0.129
 74039  144.51   0.111
 74040  144.72   0.121
 74041  144.93   0.119
 74042  145.13   0.113
 74043  145.34   0.114
 74044  145.55   0.110
 74045  145.75   0.112
 74046  145.96   0.115
 74047  146.17   0.114
 74048  146.36   0.116
 74049  146.60   0.116
 74050  146.82   0.119
 74051  147.05   0.118
 74052  147.27   0.122
 74053  147.50   0.122
 74054  147.72   0.120
 74055  147.94   0.121
 74056  148.17   0.118
 74057  148.39   0.123
 74058  148.61   0.122
 74059  148.79   0.118
 74060  148.97   0.120
 74061  149.15   0.121
 74062  149.32   0.118
 74063  149.50   0.116
 74064  149.68   0.124
 74065  149.85   0.126
 74066  150.03   0.125
 74067  150.21   0.130
 74068  150.38   0.131
 74069  150.63   0.123
 74070  150.87   0.127
 74071  151.11   0.125
 74072  151.35   0.123
 74073  151.59   0.125
 74074  151.83   0.130
 74075  152.07   0.122
 74076  152.31   0.125
 74077  152.55   0.128
 74078  152.80   0.130
 74079  153.02   0.120
 74080  153.24   0.124
 74081  153.46   0.120
 74082  153.68   0.117
 74083  153.90   0.114
 74084  154.12   0.121
 74085  154.34   0.121
 74086  154.56   0.122
 74087  154.78   0.117
 74088  155.00   0.116
 74089  155.23   0.109
 74090  155.45   0.115
 74091  155.67   0.117
 74092  155.90   0.115
 74093  156.12   0.119
 74094  156.34   0.122
 74095  156.57   0.120
 74096  156.79   0.120
 74097  157.01   0.118
 74098  157.24   0.117
 74099  157.46   0.114
 74100  157.69   0.117
 74101  157.91   0.114
 74102  158.14   0.116
 74103  158.36   0.107
 74104  158.59   0.105
 74105  158.82   0.108
 74106  159.04   0.105
 74107  159.27   0.101
 74108  159.50   0.097
 74109  159.70   0.101
 74110  159.91   0.101
 74111  160.11   0.099
 74112  160.32   0.104
 74113  160.52   0.104
 74114  160.73   0.104
 74115  160.93   0.099
 74116  161.14   0.106
 74117  161.34   0.107
 74118  161.55   0.113
 74119  161.77   0.109
 74120  162.00   0.112
 74121  162.22   0.110
 74122  162.45   0.110
 74123  162.67   0.111
 74124  162.90   0.109
 74125  163.12   0.106
 74126  163.35   0.106
 74127  163.57   0.107
 74128  163.80   0.107
 74129  163.98   0.112
 74130  164.16   0.109
 74131  164.34   0.113
 74132  164.52   0.112
 74133  164.70   0.109
 74134  164.88   0.108
 74135  165.06   0.107
 74136  165.24   0.110
 74137  165.42   0.115
 74138  165.61   0.118
 74139  165.77   0.116
 74140  165.93   0.116
 74141  166.09   0.115
 74142  166.25   0.114
 74143  166.41   0.114
 74144  166.57   0.115
 74145  166.73   0.109
 74146  166.89   0.116
 74147  167.05   0.116
 74148  167.22   0.120
 74149  167.46   0.113
 74150  167.70   0.116
 74151  167.94   0.114
 74152  168.18   0.112
 74153  168.42   0.119
 74154  168.67   0.122
 74155  168.91   0.122
 74156  169.15   0.119
 74157  169.39   0.121
 74158  169.63   0.119
 74159  169.91   0.100
 74160  170.18   0.111
 74161  170.46   0.109
 74162  170.73   0.104
 74163  171.00   0.107
 74164  171.28   0.114
 74165  171.55   0.113
 74166  171.83   0.113
 74167  172.10   0.116
 74168  172.36   0.116
 74169  172.60   0.115
 74170  172.82   0.118
 74171  173.04   0.114
 74172  173.26   0.118
 74173  173.48   0.112
 74174  173.71   0.105
 74175  173.93   0.108
 74176  174.15   0.103
 74177  174.37   0.107
 74178  174.58   0.105
 74179  174.82   0.105
 74180  175.04   0.104
 74181  175.26   0.102
 74182  175.48   0.102
 74183  175.70   0.102
 74184  175.92   0.098
 74185  176.14   0.101
 74186  176.36   0.101
 74187  176.58   0.099
 74188  176.80   0.099
 74189  177.02   0.107
 74190  177.24   0.104
 74191  177.46   0.105
 74192  177.68   0.109
 74193  177.89   0.099
 74194  178.11   0.103
 74195  178.33   0.106
 74196  178.55   0.100
 74197  178.77   0.102
 74198  178.99   0.098
 74199  179.20   0.104
 74200  179.42   0.100
 74201  179.64   0.099
 74202  179.85   0.102
 74203  180.07   0.103
 74204  180.29   0.118
 74205  180.50   0.092
 74206  180.72   0.100
 74207  180.94   0.097
 74208  181.14   0.101
 74209  181.41   0.102
 74210  181.67   0.099
 74211  181.93   0.102
 74212  182.19   0.098
 74213  182.45   0.094
 74214  182.71   0.099
 74215  182.97   0.095
 74216  183.23   0.097
 74217  183.49   0.100
 74218  183.74   0.102
 74219  183.97   0.095
 74220  184.19   0.099
 74221  184.41   0.100
 74222  184.64   0.096
 74223  184.86   0.102
 74224  185.08   0.101
 74225  185.31   0.100
 74226  185.53   0.102
 74227  185.75   0.103
 74228  185.97   0.105
 74229  186.21   0.090
 74230  186.44   0.093
 74231  186.67   0.114
 74232  186.90   0.089
 74233  187.14   0.086
 74234  187.37   0.086
 74235  187.60   0.065
 74236  187.83   0.090
 74237  188.06   0.088
 74238  188.30   0.104
 74239  188.58   0.103
 74240  188.87   0.102
 74241  189.16   0.102
 74242  189.45   0.100
 74243  189.74   0.098
 74244  190.03   0.095
 74245  190.32   0.098
 74246  190.61   0.102
 74247  190.90   0.097
 74248  191.19   0.098
 74249  191.40   0.100
 74250  191.61   0.100
 74251  191.82   0.099
 74252  192.02   0.101
 74253  192.24   0.101
 74254  192.45   0.102
 74255  192.66   0.097
 74256  192.87   0.098
 74257  193.08   0.099
 74258  193.28   0.100
 74259  193.55   0.112
 74260  193.81  99.999
 74261  194.07  99.999
 74262  194.33  99.999
 74263  194.59  99.999
 74264  194.85  99.999
 74265  195.11  99.999
 74266  195.37  99.999
 74267  195.63  99.999
 74268  195.88  99.999
 74269  196.16  99.999
 74270  196.43  99.999
 74271  196.70  99.999
 74272  196.97  99.999
 74273  197.23  99.999
 74274  197.50  99.999
 74275  197.77  99.999
 74276  198.04  99.999
 74277  198.31  99.999
 74278  198.57   0.096
 74279  198.85   0.103
 74280  199.12   0.098
 74281  199.39   0.099
 74282  199.67   0.100
 74283  199.94   0.098
 74284  200.21   0.100
 74285  200.49   0.100
 74286  200.76   0.104
 74287  201.03   0.099
 74288  201.30   0.100
 74289  201.51   0.095
 74290  201.71   0.098
 74291  201.92   0.095
 74292  202.12   0.096
 74293  202.33   0.092
 74294  202.53   0.095
 74295  202.73   0.092
 74296  202.94   0.094
 74297  203.14   0.092
 74298  203.35   0.094
 74299  203.63   0.103
 74300  203.92   0.099
 74301  204.21   0.097
 74302  204.50   0.102
 74303  204.79   0.099
 74304  205.08   0.094
 74305  205.37   0.096
 74306  205.66   0.098
 74307  205.95   0.097
 74308  206.22   0.098
 74309  206.49   0.092
 74310  206.74   0.090
 74311  207.00   0.087
 74312  207.25   0.081
 74313  207.50   0.095
 74314  207.76   0.094
 74315  208.01   0.090
 74316  208.27   0.091
 74317  208.52   0.076
 74318  208.77   0.071
 74319  209.00   0.075
 74320  209.22   0.076
 74321  209.44   0.082
 74322  209.66   0.082
 74323  209.88   0.085
 74324  210.11   0.089
 74325  210.33   0.086
 74326  210.55   0.090
 74327  210.77   0.092
 74328  211.00   0.095
 74329  211.29   0.094
 74330  211.58   0.093
 74331  211.87   0.094
 74332  212.17   0.091
 74333  212.46   0.089
 74334  212.75   0.087
 74335  213.05   0.087
 74336  213.34   0.088
 74337  213.63   0.087
 74338  213.92   0.087
 74339  214.21   0.087
 74340  214.49   0.086
 74341  214.77   0.084
 74342  215.05   0.084
 74343  215.33   0.090
 74344  215.61   0.090
 74345  215.89   0.090
 74346  216.17   0.090
 74347  216.45   0.089
 74348  216.72   0.089
 74349  216.98   0.084
 74350  217.24   0.087
 74351  217.50   0.082
 74352  217.76   0.083
 74353  218.02   0.081
 74354  218.27   0.080
 74355  218.53   0.081
 74356  218.79   0.088
 74357  219.05   0.081
 74358  219.30   0.083
 74359  219.56   0.083
 74360  219.81   0.085
 74361  220.06   0.081
 74362  220.32   0.086
 74363  220.57   0.086
 74364  220.82   0.089
 74365  221.08   0.087
 74366  221.33   0.089
 74367  221.58   0.086
 74368  221.83   0.087
 74369  222.14   0.087
 74370  222.44   0.089
 74371  222.74   0.087
 74372  223.04   0.090
 74373  223.35   0.089
 74374  223.65   0.089
 74375  223.95   0.087
 74376  224.25   0.088
 74377  224.55   0.088
 74378  224.86   0.089
 74379  225.12   0.089
 74380  225.39   0.089
 74381  225.66   0.088
 74382  225.93   0.089
 74383  226.20   0.088
 74384  226.46   0.091
 74385  226.73   0.089
 74386  227.00   0.089
 74387  227.27   0.088
 74388  227.52   0.088
 74389  227.79   0.090
 74390  228.05   0.089
 74391  228.31   0.090
 74392  228.56   0.090
 74393  228.82   0.085
 74394  229.08   0.086
 74395  229.33   0.083
 74396  229.59   0.083
 74397  229.85   0.093
 74398  230.11   0.096
 74399  230.42   0.097
 74400  230.73   0.099
 74401  231.04   0.104
 74402  231.35   0.103
 74403  231.67   0.102
 74404  231.98   0.103
 74405  232.29   0.107
 74406  232.60   0.109
 74407  232.91   0.107
 74408  233.22   0.108
 74409  233.50   0.100
 74410  233.77   0.104
 74411  234.04   0.105
 74412  234.31   0.100
 74413  234.58   0.100
 74414  234.86   0.099
 74415  235.13   0.095
 74416  235.40   0.098
 74417  235.67   0.091
 74418  235.94   0.091
 74419  236.22   0.087
 74420  236.49   0.088
 74421  236.77   0.084
 74422  237.04   0.085
 74423  237.32   0.084
 74424  237.59   0.081
 74425  237.86   0.083
 74426  238.14   0.087
 74427  238.41   0.084
 74428  238.69   0.086
 74429  239.01   0.086
 74430  239.33   0.085
 74431  239.65   0.082
 74432  239.97   0.083
 74433  240.29   0.101
 74434  240.61   0.083
 74435  240.92   0.078
 74436  241.24   0.079
 74437  241.56   0.081
 74438  241.88   0.083
 74439  242.14   0.090
 74440  242.39   0.084
 74441  242.64   0.090
 74442  242.89   0.087
 74443  243.14   0.085
 74444  243.39   0.090
 74445  243.64   0.092
 74446  243.89   0.091
 74447  244.14   0.091
 74448  244.38   0.091
 74449  244.71   0.085
 74450  245.02   0.093
 74451  245.34   0.092
 74452  245.65   0.094
 74453  245.96   0.092
 74454  246.28   0.088
 74455  246.59   0.092
 74456  246.91   0.089
 74457  247.22   0.091
 74458  247.52   0.089
 74459  247.82   0.088
 74460  248.11   0.091
 74461  248.40   0.091
 74462  248.69   0.093
 74463  248.98   0.086
 74464  249.27   0.091
 74465  249.56   0.084
 74466  249.85   0.080
 74467  250.14   0.084
 74468  250.42   0.082
 74469  250.70   0.086
 74470  250.97   0.084
 74471  251.24   0.086
 74472  251.51   0.086
 74473  251.79   0.086
 74474  252.06   0.087
 74475  252.33   0.069
 74476  252.60   0.081
 74477  252.87   0.080
 74478  253.14   0.088
 74479  253.40   0.081
 74480  253.66   0.081
 74481  253.92   0.080
 74482  254.18   0.074
 74483  254.44   0.073
 74484  254.69   0.068
 74485  254.95   0.060
 74486  255.21   0.060
 74487  255.47   0.056
 74488  255.72   0.055
 74489  256.06   0.058
 74490  256.40   0.057
 74491  256.74   0.062
 74492  257.08   0.060
 74493  257.42   0.063
 74494  257.76   0.063
 74495  258.10   0.062
 74496  258.44   0.055
 74497  258.78   0.056
 74498  259.11   0.051
 74499  259.42   0.046
 74500  259.71   0.046
 74501  260.00   0.044
 74502  260.29   0.040
 74503  260.58   0.040
 74504  260.87   0.043
 74505  261.16   0.045
 74506  261.45   0.047
 74507  261.74   0.049
 74508  262.02   0.051
 74509  262.32   0.054
 74510  262.61   0.055
 74511  262.90   0.054
 74512  263.19   0.059
 74513  263.47   0.044
 74514  263.76   0.043
 74515  264.05   0.047
 74516  264.34   0.049
 74517  264.63   0.050
 74518  264.91   0.052
 74519  265.25   0.053
 74520  265.58   0.057
 74521  265.91   0.062
 74522  266.24   0.062
 74523  266.57   0.060
 74524  266.90   0.062
 74525  267.23   0.058
 74526  267.56   0.059
 74527  267.89   0.057
 74528  268.23   0.057
 74529  268.50   0.054
 74530  268.78   0.057
 74531  269.06   0.054
 74532  269.34   0.056
 74533  269.62   0.059
 74534  269.90   0.062
 74535  270.18   0.133
 74536  270.46   0.075
 74537  270.74   0.076
 74538  271.01   0.037
 74539  271.33   0.033
 74540  271.65   0.039
 74541  271.96   0.041
 74542  272.28   0.041
 74543  272.60   0.041
 74544  272.91   0.046
 74545  273.23   0.047
 74546  273.54   0.051
 74547  273.86   0.054
 74548  274.17   0.057
 74549  274.50   0.053
 74550  274.83   0.056
 74551  275.16   0.058
 74552  275.49   0.055
 74553  275.82   0.052
 74554  276.14   0.057
 74555  276.47   0.055
 74556  276.80   0.055
 74557  277.13   0.058
 74558  277.45   0.060
 74559  277.76   0.049
 74560  278.06   0.054
 74561  278.36   0.054
 74562  278.66   0.049
 74563  278.96   0.052
 74564  279.26   0.051
 74565  279.56   0.054
 74566  279.86   0.053
 74567  280.16   0.055
 74568  280.47   0.055
 74569  280.77   0.058
 74570  281.08   0.057
 74571  281.39   0.057
 74572  281.70   0.059
 74573  282.01   0.057
 74574  282.32   0.062
 74575  282.63   0.057
 74576  282.94   0.055
 74577  283.25   0.060
 74578  283.54   0.060
 74579  283.87   0.057
 74580  284.18   0.058
 74581  284.49   0.057
 74582  284.80   0.056
 74583  285.11   0.059
 74584  285.42   0.054
 74585  285.73   0.064
 74586  286.04   0.062
 74587  286.35   0.062
 74588  286.67   0.060
 74589  287.00   0.052
 74590  287.34   0.056
 74591  287.68   0.057
 74592  288.02   0.053
 74593  288.36   0.056
 74594  288.70   0.056
 74595  289.04   0.055
 74596  289.38   0.058
 74597  289.72   0.058
 74598  290.04   0.059
 74599  290.36   0.055
 74600  290.67   0.057
 74601  290.98   0.054
 74602  291.29   0.054
 74603  291.60   0.056
 74604  291.91   0.051
 74605  292.22   0.052
 74606  292.53   0.054
 74607  292.84   0.051
 74608  293.14   0.052
 74609  293.38   0.058
 74610  293.62   0.055
 74611  293.85   0.059
 74612  294.09   0.059
 74613  294.32   0.054
 74614  294.56   0.056
 74615  294.80   0.054
 74616  295.03   0.050
 74617  295.27   0.055
 74618  295.50   0.054
 74619  295.87   0.056
 74620  296.24   0.056
 74621  296.61   0.056
 74622  296.97   0.057
 74623  297.34   0.054
 74624  297.71   0.055
 74625  298.07   0.053
 74626  298.44   0.053
 74627  298.81   0.052
 74628  299.17   0.052
 74629  299.49   0.058
 74630  299.80   0.055
 74631  300.11   0.058
 74632  300.42   0.059
 74633  300.73   0.056
 74634  301.05   0.056
 74635  301.36   0.050
 74636  301.67   0.054
 74637  301.98   0.052
 74638  302.29   0.054
 74639  302.63   0.054
 74640  302.96   0.053
 74641  303.30   0.053
 74642  303.63   0.053
 74643  303.97   0.057
 74644  304.30   0.051
 74645  304.63   0.054
 74646  304.97   0.049
 74647  305.30   0.056
 74648  305.64   0.055
 74649  305.93   0.048
 74650  306.22   0.050
 74651  306.51   0.054
 74652  306.81   0.047
 74653  307.10   0.050
 74654  307.39   0.048
 74655  307.69   0.053
 74656  307.98   0.054
 74657  308.27   0.054
 74658  308.55   0.054
 74659  308.84   0.058
 74660  309.11   0.056
 74661  309.38   0.059
 74662  309.65   0.058
 74663  309.92   0.060
 74664  310.20   0.059
 74665  310.47   0.062
 74666  310.74   0.059
 74667  311.01   0.059
 74668  311.29   0.057
 74669  311.63   0.054
 74670  311.98   0.055
 74671  312.33   0.055
 74672  312.68   0.053
 74673  313.02   0.056
 74674  313.37   0.056
 74675  313.72   0.052
 74676  314.07   0.057
 74677  314.42   0.058
 74678  314.76   0.062
 74679  315.03   0.059
 74680  315.29   0.059
 74681  315.55   0.058
 74682  315.82   0.056
 74683  316.08   0.058
 74684  316.34   0.059
 74685  316.61   0.056
 74686  316.87   0.058
 74687  317.13   0.056
 74688  317.39   0.057
 74689  317.74   0.057
 74690  318.09   0.057
 74691  318.44   0.058
 74692  318.79   0.058
 74693  319.14   0.061
 74694  319.48   0.061
 74695  319.83   0.057
 74696  320.18   0.059
 74697  320.53   0.056
 74698  320.88   0.056
 74699  321.14   0.055
 74700  321.41   0.055
 74701  321.68   0.057
 74702  321.95   0.054
 74703  322.22   0.056
 74704  322.48   0.056
 74705  322.75   0.055
 74706  323.02   0.055
 74707  323.29   0.052
 74708  323.54   0.051
 74709  323.88   0.055
 74710  324.20   0.054
 74711  324.53   0.054
 74712  324.85   0.057
 74713  325.18   0.061
 74714  325.51   0.059
 74715  325.83   0.062
 74716  326.16   0.060
 74717  326.48   0.059
 74718  326.79   0.058
 74719  327.11   0.076
 74720  327.41   0.061
 74721  327.71   0.059
 74722  328.02   0.063
 74723  328.32   0.060
 74724  328.62   0.062
 74725  328.93   0.060
 74726  329.23   0.057
 74727  329.53   0.059
 74728  329.82   0.058
 74729  330.16   0.063
 74730  330.48   0.062
 74731  330.81   0.063
 74732  331.13   0.066
 74733  331.46   0.063
 74734  331.78   0.064
 74735  332.10   0.064
 74736  332.43   0.063
 74737  332.75   0.061
 74738  333.07   0.060
 74739  333.39   0.055
 74740  333.71   0.056
 74741  334.03   0.058
 74742  334.35   0.054
 74743  334.67   0.055
 74744  334.99   0.055
 74745  335.31   0.056
 74746  335.63   0.055
 74747  335.95   0.054
 74748  336.26   0.053
 74749  336.61   0.049
 74750  336.96   0.053
 74751  337.31   0.053
 74752  337.65   0.053
 74753  338.00   0.054
 74754  338.35   0.054
 74755  338.69   0.053
 74756  339.04   0.051
 74757  339.39   0.052
 74758  339.73   0.051
 74759  340.03   0.051
 74760  340.32   0.050
 74761  340.61   0.051
 74762  340.90   0.049
 74763  341.19   0.053
 74764  341.48   0.050
 74765  341.77   0.053
 74766  342.06   0.055
 74767  342.35   0.050
 74768  342.64   0.051
 74769  342.92   0.052
 74770  343.20   0.052
 74771  343.47   0.050
 74772  343.75   0.053
 74773  344.02   0.053
 74774  344.30   0.058
 74775  344.58   0.055
 74776  344.85   0.053
 74777  345.13   0.052
 74778  345.41   0.050
 74779  345.73   0.053
 74780  346.06   0.054
 74781  346.39   0.053
 74782  346.71   0.057
 74783  347.04   0.055
 74784  347.37   0.055
 74785  347.69   0.053
 74786  348.02   0.053
 74787  348.35   0.055
 74788  348.67   0.056
 74789  348.98   0.055
 74790  349.29   0.057
 74791  349.60   0.058
 74792  349.90   0.059
 74793  350.21   0.058
 74794  350.52   0.056
 74795  350.82   0.053
 74796  351.13   0.055
 74797  351.44   0.054
 74798  351.73   0.055
 74799  352.06   0.058
 74800  352.37   0.056
 74801  352.69   0.056
 74802  353.00   0.057
 74803  353.31   0.059
 74804  353.63   0.055
 74805  353.94   0.056
 74806  354.26   0.058
 74807  354.57   0.051
 74808  354.88   0.050
 74809  355.25   0.054
 74810  355.62   0.051
 74811  356.00   0.053
 74812  356.36   0.053
 74813  356.73   0.052
 74814  357.10   0.053
 74815  357.47   0.052
 74816  357.85   0.050
 74817  358.22   0.053
 74818  358.57   0.052
 74819  358.91   0.052
 74820  359.23   0.054
 74821  359.55   0.057
 74822  359.87   0.056
 74823  360.19   0.055
 74824  360.51   0.058
 74825  360.83   0.057
 74826  361.15   0.059
 74827  361.47   0.057
